Date,iShares MSCI EAFE Small-Cap_etf_Open_average,iShares MSCI EAFE Small-Cap_etf_Open_max,iShares MSCI EAFE Small-Cap_etf_Open_min,iShares MSCI EAFE Small-Cap_etf_Open_volatility,iShares MSCI EAFE Small-Cap_etf_Open_change,iShares MSCI EAFE Small-Cap_etf_High_average,iShares MSCI EAFE Small-Cap_etf_High_max,iShares MSCI EAFE Small-Cap_etf_High_min,iShares MSCI EAFE Small-Cap_etf_High_volatility,iShares MSCI EAFE Small-Cap_etf_High_change,iShares MSCI EAFE Small-Cap_etf_Low_average,iShares MSCI EAFE Small-Cap_etf_Low_max,iShares MSCI EAFE Small-Cap_etf_Low_min,iShares MSCI EAFE Small-Cap_etf_Low_volatility,iShares MSCI EAFE Small-Cap_etf_Low_change,iShares MSCI EAFE Small-Cap_etf_Close_average,iShares MSCI EAFE Small-Cap_etf_Close_max,iShares MSCI EAFE Small-Cap_etf_Close_min,iShares MSCI EAFE Small-Cap_etf_Close_volatility,iShares MSCI EAFE Small-Cap_etf_Close_change
2016-03-13,49.68,49.68,49.68,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-03-20,48.68,48.68,48.68,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2016-03-27,48.98,48.98,48.98,0.0,0.0,49.45,49.45,49.45,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2016-04-03,49.51,49.51,49.51,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2016-04-10,50.37,50.37,50.37,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2016-04-17,50.81,50.81,50.81,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2016-04-24,50.64,50.64,50.64,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2016-05-01,50.03,50.03,50.03,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2016-05-08,50.05,50.05,50.05,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2016-05-15,50.4,50.4,50.4,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2016-05-22,51.27,51.27,51.27,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2016-05-29,51.68,51.68,51.68,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2016-06-05,51.19,51.19,51.19,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2016-06-12,49.28,49.28,49.28,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-06-19,47.32,47.32,47.32,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2016-06-26,48.45,48.45,48.45,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2016-07-03,47.73,47.73,47.73,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2016-07-10,49.14,49.14,49.14,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2016-07-17,49.36,49.36,49.36,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2016-07-24,50.72,50.72,50.72,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2016-07-31,50.24,50.24,50.24,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2016-08-07,51.56,51.56,51.56,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2016-08-14,51.24,51.24,51.24,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2016-08-21,51.64,51.64,51.64,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2016-08-28,51.68,51.68,51.68,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2016-09-04,52.13,52.13,52.13,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2016-09-11,50.94,50.94,50.94,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2016-09-18,52.35,52.35,52.35,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2016-09-25,52.3,52.3,52.3,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2016-10-02,51.86,51.86,51.86,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2016-10-09,51.27,51.27,51.27,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2016-10-16,51.31,51.31,51.31,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2016-10-23,50.86,50.86,50.86,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-10-30,50.47,50.47,50.47,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2016-11-06,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2016-11-13,49.48,49.48,49.48,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2016-11-20,49.55,49.55,49.55,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-11-27,49.32,49.32,49.32,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2016-12-04,50.36,50.36,50.36,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2016-12-11,49.74,49.74,49.74,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2016-12-18,49.31,49.31,49.31,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2016-12-25,50.02,50.02,50.02,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-01-01,50.99,50.99,50.99,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-01-08,51.16,51.16,51.16,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-01-15,51.11,51.11,51.11,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2017-01-22,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2017-01-29,52.26,52.26,52.26,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2017-02-05,52.25,52.25,52.25,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2017-02-12,52.82,52.82,52.82,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2017-02-19,52.56,52.56,52.56,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-02-26,52.75,52.75,52.75,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.71,52.71,52.71,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2017-03-05,52.99,52.99,52.99,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-03-12,54.05,54.05,54.05,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2017-03-19,54.1,54.1,54.1,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2017-03-26,53.98,53.98,53.98,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2017-04-02,53.76,53.76,53.76,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2017-04-09,54.06,54.06,54.06,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-04-16,54.67,54.67,54.67,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-04-23,56.48,56.48,56.48,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2017-04-30,57.15,57.15,57.15,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2017-05-07,57.15,57.15,57.15,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2017-05-14,57.74,57.74,57.74,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2017-05-21,58.17,58.17,58.17,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2017-05-28,59.15,59.15,59.15,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2017-06-04,58.5,58.5,58.5,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2017-06-11,58.46,58.46,58.46,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2017-06-18,57.67,57.67,57.67,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2017-06-25,57.78,57.78,57.78,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2017-07-02,57.16,57.16,57.16,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2017-07-09,58.37,58.37,58.37,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2017-07-16,59.15,59.15,59.15,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2017-07-23,59.34,59.34,59.34,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2017-07-30,60.14,60.14,60.14,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.9,59.9,59.9,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2017-08-06,59.1,59.1,59.1,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-08-13,59.39,59.39,59.39,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2017-08-20,59.77,59.77,59.77,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-08-27,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2017-09-03,61.04,61.04,61.04,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2017-09-10,61.34,61.34,61.34,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2017-09-17,61.49,61.49,61.49,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2017-09-24,61.71,61.71,61.71,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.63,61.63,61.63,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2017-10-01,61.5,61.5,61.5,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2017-10-08,63.07,63.07,63.07,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2017-10-15,62.34,62.34,62.34,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2017-10-22,62.24,62.24,62.24,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-10-29,63.18,63.18,63.18,0.0,0.0,63.19,63.19,63.19,0.0,0.0,62.96,62.96,62.96,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2017-11-05,62.46,62.46,62.46,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-11-12,62.3,62.3,62.3,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2017-11-19,63.8,63.8,63.8,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2017-11-26,63.42,63.42,63.42,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2017-12-03,63.21,63.21,63.21,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2017-12-10,63.43,63.43,63.43,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2017-12-17,63.66,63.66,63.66,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2017-12-24,64.74,64.74,64.74,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2017-12-31,65.97,65.97,65.97,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.13,66.13,66.13,0.0,0.0
