Date,PowerShares DB EnergyEtf_Open_average,PowerShares DB EnergyEtf_Open_max,PowerShares DB EnergyEtf_Open_min,PowerShares DB EnergyEtf_Open_volatility,PowerShares DB EnergyEtf_Open_change,PowerShares DB EnergyEtf_High_average,PowerShares DB EnergyEtf_High_max,PowerShares DB EnergyEtf_High_min,PowerShares DB EnergyEtf_High_volatility,PowerShares DB EnergyEtf_High_change,PowerShares DB EnergyEtf_Low_average,PowerShares DB EnergyEtf_Low_max,PowerShares DB EnergyEtf_Low_min,PowerShares DB EnergyEtf_Low_volatility,PowerShares DB EnergyEtf_Low_change,PowerShares DB EnergyEtf_Close_average,PowerShares DB EnergyEtf_Close_max,PowerShares DB EnergyEtf_Close_min,PowerShares DB EnergyEtf_Close_volatility,PowerShares DB EnergyEtf_Close_change
2016-10-09,12.92,12.92,12.92,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2016-10-16,12.96,12.96,12.96,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.92,12.92,12.92,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2016-10-23,12.71,12.71,12.71,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2016-10-30,11.83,11.83,11.83,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2016-11-06,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2016-11-13,11.89,11.89,11.89,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2016-11-20,12.34,12.34,12.34,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2016-11-27,13.29,13.29,13.29,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2016-12-04,13.25,13.25,13.25,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2016-12-11,13.35,13.35,13.35,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2016-12-18,13.45,13.45,13.45,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2016-12-25,13.73,13.73,13.73,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2017-01-01,13.69,13.69,13.69,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.62,13.62,13.62,0.0,0.0
2017-01-08,13.44,13.44,13.44,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2017-01-15,13.39,13.39,13.39,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2017-01-22,13.25,13.25,13.25,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2017-01-29,13.25,13.25,13.25,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2017-02-05,13.33,13.33,13.33,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2017-02-12,12.95,12.95,12.95,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2017-02-19,12.96,12.96,12.96,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2017-02-26,12.79,12.79,12.79,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2017-03-05,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2017-03-12,12.14,12.14,12.14,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2017-03-19,12.05,12.05,12.05,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2017-03-26,12.47,12.47,12.47,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2017-04-02,12.94,12.94,12.94,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2017-04-09,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2017-04-16,12.64,12.64,12.64,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2017-04-23,12.26,12.26,12.26,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2017-04-30,11.55,11.55,11.55,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2017-05-07,12.05,12.05,12.05,0.0,0.0,12.09,12.09,12.09,0.0,0.0,11.98,11.98,11.98,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2017-05-14,12.41,12.41,12.41,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.5,12.5,12.5,0.0,0.0
2017-05-21,12.2,12.2,12.2,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2017-05-28,11.78,11.78,11.78,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2017-06-04,11.45,11.45,11.45,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2017-06-11,11.33,11.33,11.33,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2017-06-18,10.89,10.89,10.89,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2017-06-25,11.45,11.45,11.45,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2017-07-02,11.28,11.28,11.28,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2017-07-09,11.56,11.56,11.56,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2017-07-16,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2017-07-23,12.13,12.13,12.13,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2017-07-30,12.14,12.14,12.14,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2017-08-06,11.96,11.96,11.96,0.0,0.0,12.1,12.1,12.1,0.0,0.0,11.95,11.95,11.95,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2017-08-13,11.79,11.79,11.79,0.0,0.0,12.11,12.11,12.11,0.0,0.0,11.76,11.76,11.76,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2017-08-20,12.02,12.02,12.02,0.0,0.0,12.08,12.08,12.08,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2017-08-27,12.23,12.23,12.23,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2017-09-03,12.5,12.5,12.5,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2017-09-10,12.7,12.7,12.7,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2017-09-17,12.81,12.81,12.81,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2017-09-24,12.91,12.91,12.91,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2017-10-01,12.67,12.67,12.67,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2017-10-08,12.96,12.96,12.96,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2017-10-15,12.99,12.99,12.99,0.0,0.0,13.18,13.18,13.18,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2017-10-22,13.38,13.38,13.38,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2017-10-29,13.86,13.86,13.86,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2017-11-05,14.36,14.36,14.36,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2017-11-12,13.95,13.95,13.95,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2017-11-19,14.26,14.26,14.26,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-11-26,14.24,14.24,14.24,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2017-12-03,14.03,14.03,14.03,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2017-12-10,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2017-12-17,14.03,14.03,14.03,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.14,14.14,14.14,0.0,0.0
2017-12-24,14.57,14.57,14.57,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2017-12-31,14.66,14.66,14.66,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.71,14.71,14.71,0.0,0.0
