Date,iShares Currency Hedged MSCI EAFE Small Cap_etf_Open_average,iShares Currency Hedged MSCI EAFE Small Cap_etf_Open_max,iShares Currency Hedged MSCI EAFE Small Cap_etf_Open_min,iShares Currency Hedged MSCI EAFE Small Cap_etf_Open_volatility,iShares Currency Hedged MSCI EAFE Small Cap_etf_Open_change,iShares Currency Hedged MSCI EAFE Small Cap_etf_High_average,iShares Currency Hedged MSCI EAFE Small Cap_etf_High_max,iShares Currency Hedged MSCI EAFE Small Cap_etf_High_min,iShares Currency Hedged MSCI EAFE Small Cap_etf_High_volatility,iShares Currency Hedged MSCI EAFE Small Cap_etf_High_change,iShares Currency Hedged MSCI EAFE Small Cap_etf_Low_average,iShares Currency Hedged MSCI EAFE Small Cap_etf_Low_max,iShares Currency Hedged MSCI EAFE Small Cap_etf_Low_min,iShares Currency Hedged MSCI EAFE Small Cap_etf_Low_volatility,iShares Currency Hedged MSCI EAFE Small Cap_etf_Low_change,iShares Currency Hedged MSCI EAFE Small Cap_etf_Close_average,iShares Currency Hedged MSCI EAFE Small Cap_etf_Close_max,iShares Currency Hedged MSCI EAFE Small Cap_etf_Close_min,iShares Currency Hedged MSCI EAFE Small Cap_etf_Close_volatility,iShares Currency Hedged MSCI EAFE Small Cap_etf_Close_change
2016-03-20,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2016-03-27,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2016-04-03,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2016-04-10,23.8,23.8,23.8,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2016-04-17,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2016-04-24,23.31,23.31,23.31,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2016-05-01,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2016-05-08,23.61,23.61,23.61,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-05-15,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2016-05-22,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2016-05-29,24.45,24.45,24.45,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2016-06-05,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2016-06-12,22.64,22.64,22.64,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2016-06-19,22.47,22.47,22.47,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-06-26,22.84,22.84,22.84,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2016-07-03,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2016-07-10,23.37,23.37,23.37,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2016-07-17,23.65,23.65,23.65,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-07-24,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2016-07-31,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2016-08-07,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2016-08-14,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2016-08-21,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2016-08-28,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2016-09-04,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-09-11,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2016-09-18,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2016-09-25,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2016-10-02,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2016-10-09,24.65,24.65,24.65,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2016-10-16,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2016-10-23,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2016-10-30,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2016-11-06,24.23,24.23,24.23,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2016-11-13,24.78,24.78,24.78,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2016-11-20,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2016-11-27,24.78,24.78,24.78,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2016-12-04,25.33,25.33,25.33,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2016-12-11,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2016-12-18,25.74,25.74,25.74,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2016-12-25,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2017-01-01,26.09,26.09,26.09,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2017-01-08,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2017-01-15,25.78,25.78,25.78,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2017-01-22,26.06,26.06,26.06,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2017-01-29,26.08,26.08,26.08,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2017-02-05,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-02-12,26.61,26.61,26.61,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2017-02-19,26.43,26.43,26.43,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2017-02-26,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2017-03-05,26.95,26.95,26.95,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-03-12,27.1,27.1,27.1,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2017-03-19,26.96,26.96,26.96,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2017-03-26,27.03,27.03,27.03,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2017-04-02,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2017-04-09,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2017-04-16,27.07,27.07,27.07,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2017-04-23,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2017-04-30,28.47,28.47,28.47,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2017-05-07,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2017-05-14,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2017-05-21,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2017-05-28,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2017-06-04,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2017-06-11,28.76,28.76,28.76,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2017-06-18,28.79,28.79,28.79,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-06-25,28.55,28.55,28.55,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2017-07-02,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2017-07-09,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-07-16,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2017-07-23,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2017-07-30,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2017-08-06,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2017-08-13,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-08-20,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2017-08-27,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2017-09-03,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2017-09-10,29.04,29.04,29.04,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2017-09-17,29.24,29.24,29.24,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2017-09-24,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2017-10-01,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2017-10-08,30.23,30.23,30.23,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2017-10-15,30.16,30.16,30.16,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2017-10-22,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2017-10-29,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2017-11-05,30.41,30.41,30.41,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2017-11-12,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2017-11-19,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2017-11-26,30.68,30.68,30.68,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2017-12-03,30.78,30.78,30.78,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2017-12-10,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2017-12-17,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-12-24,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-12-31,31.61,31.61,31.61,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.68,31.68,31.68,0.0,0.0
