Date,iShares Asia 50_etf_Open_average,iShares Asia 50_etf_Open_max,iShares Asia 50_etf_Open_min,iShares Asia 50_etf_Open_volatility,iShares Asia 50_etf_Open_change,iShares Asia 50_etf_High_average,iShares Asia 50_etf_High_max,iShares Asia 50_etf_High_min,iShares Asia 50_etf_High_volatility,iShares Asia 50_etf_High_change,iShares Asia 50_etf_Low_average,iShares Asia 50_etf_Low_max,iShares Asia 50_etf_Low_min,iShares Asia 50_etf_Low_volatility,iShares Asia 50_etf_Low_change,iShares Asia 50_etf_Close_average,iShares Asia 50_etf_Close_max,iShares Asia 50_etf_Close_min,iShares Asia 50_etf_Close_volatility,iShares Asia 50_etf_Close_change
2016-05-15,40.85,40.85,40.85,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-05-22,42.42,42.42,42.42,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-05-29,43.59,43.59,43.59,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2016-06-05,43.76,43.76,43.76,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2016-06-12,42.94,42.94,42.94,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2016-06-19,42.55,42.55,42.55,0.0,0.0,43.42,43.42,43.42,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2016-06-26,45.0,45.0,45.0,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2016-07-03,44.5,44.5,44.5,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2016-07-10,46.46,46.46,46.46,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-07-17,46.83,46.83,46.83,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2016-07-24,47.0,47.0,47.0,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.86,46.86,46.86,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2016-07-31,47.44,47.44,47.44,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2016-08-07,48.34,48.34,48.34,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2016-08-14,48.51,48.51,48.51,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2016-08-21,48.62,48.62,48.62,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2016-08-28,49.04,49.04,49.04,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2016-09-04,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2016-09-11,48.8,48.8,48.8,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2016-09-18,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2016-09-25,49.82,49.82,49.82,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.77,49.77,49.77,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2016-10-02,50.81,50.81,50.81,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2016-10-09,49.34,49.34,49.34,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2016-10-16,49.38,49.38,49.38,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2016-10-23,49.09,49.09,49.09,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2016-10-30,48.13,48.13,48.13,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-11-06,46.74,46.74,46.74,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2016-11-13,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2016-11-20,47.81,47.81,47.81,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2016-11-27,47.81,47.81,47.81,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-12-04,48.63,48.63,48.63,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2016-12-11,47.47,47.47,47.47,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2016-12-18,45.52,45.52,45.52,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2016-12-25,46.53,46.53,46.53,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-01-01,47.51,47.51,47.51,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2017-01-08,48.62,48.62,48.62,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2017-01-15,48.53,48.53,48.53,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2017-01-22,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-01-29,49.83,49.83,49.83,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-02-05,50.12,50.12,50.12,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2017-02-12,50.79,50.79,50.79,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-02-19,51.02,51.02,51.02,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2017-02-26,50.51,50.51,50.51,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2017-03-05,50.51,50.51,50.51,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-03-12,52.66,52.66,52.66,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2017-03-19,53.05,53.05,53.05,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2017-03-26,52.69,52.69,52.69,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2017-04-02,52.68,52.68,52.68,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2017-04-09,52.71,52.71,52.71,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2017-04-16,52.11,52.11,52.11,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2017-04-23,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2017-04-30,53.97,53.97,53.97,0.0,0.0,54.29,54.29,54.29,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2017-05-07,55.33,55.33,55.33,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2017-05-14,55.73,55.73,55.73,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2017-05-21,56.81,56.81,56.81,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2017-05-28,57.03,57.03,57.03,0.0,0.0,57.27,57.27,57.27,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2017-06-04,57.29,57.29,57.29,0.0,0.0,57.58,57.58,57.58,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2017-06-11,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2017-06-18,57.27,57.27,57.27,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2017-06-25,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2017-07-02,56.38,56.38,56.38,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2017-07-09,59.32,59.32,59.32,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2017-07-16,59.93,59.93,59.93,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-07-23,59.88,59.88,59.88,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2017-07-30,60.49,60.49,60.49,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2017-08-06,58.73,58.73,58.73,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2017-08-13,59.43,59.43,59.43,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2017-08-20,61.38,61.38,61.38,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2017-08-27,61.15,61.15,61.15,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2017-09-03,60.95,60.95,60.95,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2017-09-10,61.47,61.47,61.47,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2017-09-17,61.86,61.86,61.86,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2017-09-24,60.92,60.92,60.92,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2017-10-01,62.58,62.58,62.58,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2017-10-08,64.09,64.09,64.09,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2017-10-15,63.87,63.87,63.87,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2017-10-22,63.97,63.97,63.97,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2017-10-29,65.56,65.56,65.56,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2017-11-05,65.82,65.82,65.82,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2017-11-12,66.33,66.33,66.33,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2017-11-19,68.2,68.2,68.2,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2017-11-26,65.3,65.3,65.3,0.0,0.0,65.3,65.3,65.3,0.0,0.0,64.66,64.66,64.66,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2017-12-03,64.66,64.66,64.66,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-12-10,64.88,64.88,64.88,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2017-12-17,65.06,65.06,65.06,0.0,0.0,65.3,65.3,65.3,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2017-12-24,66.24,66.24,66.24,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2017-12-31,68.66,68.66,68.66,0.0,0.0,68.92,68.92,68.92,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.92,68.92,68.92,0.0,0.0
