Date,ProShares UltraPro Short QQQ_etf_Open_average,ProShares UltraPro Short QQQ_etf_Open_max,ProShares UltraPro Short QQQ_etf_Open_min,ProShares UltraPro Short QQQ_etf_Open_volatility,ProShares UltraPro Short QQQ_etf_Open_change,ProShares UltraPro Short QQQ_etf_High_average,ProShares UltraPro Short QQQ_etf_High_max,ProShares UltraPro Short QQQ_etf_High_min,ProShares UltraPro Short QQQ_etf_High_volatility,ProShares UltraPro Short QQQ_etf_High_change,ProShares UltraPro Short QQQ_etf_Low_average,ProShares UltraPro Short QQQ_etf_Low_max,ProShares UltraPro Short QQQ_etf_Low_min,ProShares UltraPro Short QQQ_etf_Low_volatility,ProShares UltraPro Short QQQ_etf_Low_change,ProShares UltraPro Short QQQ_etf_Close_average,ProShares UltraPro Short QQQ_etf_Close_max,ProShares UltraPro Short QQQ_etf_Close_min,ProShares UltraPro Short QQQ_etf_Close_volatility,ProShares UltraPro Short QQQ_etf_Close_change
2016-03-13,311.2,311.2,311.2,0.0,0.0,316.64,316.64,316.64,0.0,0.0,309.12,309.12,309.12,0.0,0.0,311.2,311.2,311.2,0.0,0.0
2016-03-20,318.24,318.24,318.24,0.0,0.0,318.88,318.88,318.88,0.0,0.0,312.0,312.0,312.0,0.0,0.0,312.16,312.16,312.16,0.0,0.0
2016-03-27,300.64,300.64,300.64,0.0,0.0,302.13,302.13,302.13,0.0,0.0,285.76,285.76,285.76,0.0,0.0,285.92,285.92,285.92,0.0,0.0
2016-04-03,289.76,289.76,289.76,0.0,0.0,299.04,299.04,299.04,0.0,0.0,287.6,287.6,287.6,0.0,0.0,296.16,296.16,296.16,0.0,0.0
2016-04-10,281.6,281.6,281.6,0.0,0.0,284.64,284.64,284.64,0.0,0.0,279.2,279.2,279.2,0.0,0.0,282.56,282.56,282.56,0.0,0.0
2016-04-17,292.8,292.8,292.8,0.0,0.0,301.6,301.6,301.6,0.0,0.0,289.44,289.44,289.44,0.0,0.0,295.04,295.04,295.04,0.0,0.0
2016-04-24,318.4,318.4,318.4,0.0,0.0,330.22,330.22,330.22,0.0,0.0,315.68,315.68,315.68,0.0,0.0,322.4,322.4,322.4,0.0,0.0
2016-05-01,333.76,333.76,333.76,0.0,0.0,334.56,334.56,334.56,0.0,0.0,323.52,323.52,323.52,0.0,0.0,323.52,323.52,323.52,0.0,0.0
2016-05-08,320.8,320.8,320.8,0.0,0.0,325.44,325.44,325.44,0.0,0.0,315.2,315.2,315.2,0.0,0.0,323.52,323.52,323.52,0.0,0.0
2016-05-15,320.48,320.48,320.48,0.0,0.0,321.28,321.28,321.28,0.0,0.0,310.08,310.08,310.08,0.0,0.0,314.08,314.08,314.08,0.0,0.0
2016-05-22,286.88,286.88,286.88,0.0,0.0,286.88,286.88,286.88,0.0,0.0,282.72,282.72,282.72,0.0,0.0,282.72,282.72,282.72,0.0,0.0
2016-05-29,281.28,281.28,281.28,0.0,0.0,288.48,288.48,288.48,0.0,0.0,280.64,280.64,280.64,0.0,0.0,283.2,283.2,283.2,0.0,0.0
2016-06-05,289.44,289.44,289.44,0.0,0.0,294.72,294.72,294.72,0.0,0.0,288.32,288.32,288.32,0.0,0.0,291.36,291.36,291.36,0.0,0.0
2016-06-12,300.32,300.32,300.32,0.0,0.0,311.49,311.49,311.49,0.0,0.0,300.32,300.32,300.32,0.0,0.0,309.12,309.12,309.12,0.0,0.0
2016-06-19,322.72,322.72,322.72,0.0,0.0,327.52,327.52,327.52,0.0,0.0,308.0,308.0,308.0,0.0,0.0,325.6,325.6,325.6,0.0,0.0
2016-06-26,295.36,295.36,295.36,0.0,0.0,295.68,295.68,295.68,0.0,0.0,287.2,287.2,287.2,0.0,0.0,290.72,290.72,290.72,0.0,0.0
2016-07-03,281.92,281.92,281.92,0.0,0.0,282.88,282.88,282.88,0.0,0.0,272.32,272.32,272.32,0.0,0.0,272.8,272.8,272.8,0.0,0.0
2016-07-10,258.88,258.88,258.88,0.0,0.0,263.52,263.52,263.52,0.0,0.0,258.24,258.24,258.24,0.0,0.0,262.08,262.08,262.08,0.0,0.0
2016-07-17,251.36,251.36,251.36,0.0,0.0,253.68,253.68,253.68,0.0,0.0,248.0,248.0,248.0,0.0,0.0,248.96,248.96,248.96,0.0,0.0
2016-07-24,238.4,238.4,238.4,0.0,0.0,240.96,240.96,240.96,0.0,0.0,236.8,236.8,236.8,0.0,0.0,238.72,238.72,238.72,0.0,0.0
2016-07-31,232.16,232.16,232.16,0.0,0.0,232.96,232.96,232.96,0.0,0.0,227.36,227.36,227.36,0.0,0.0,228.96,228.96,228.96,0.0,0.0
2016-08-07,228.16,228.16,228.16,0.0,0.0,228.8,228.8,228.8,0.0,0.0,226.4,226.4,226.4,0.0,0.0,226.4,226.4,226.4,0.0,0.0
2016-08-14,227.04,227.04,227.04,0.0,0.0,228.96,228.96,228.96,0.0,0.0,224.5,224.5,224.5,0.0,0.0,226.08,226.08,226.08,0.0,0.0
2016-08-21,229.44,229.44,229.44,0.0,0.0,232.96,232.96,232.96,0.0,0.0,224.32,224.32,224.32,0.0,0.0,228.8,228.8,228.8,0.0,0.0
2016-08-28,225.6,225.6,225.6,0.0,0.0,229.28,229.28,229.28,0.0,0.0,224.16,224.16,224.16,0.0,0.0,226.88,226.88,226.88,0.0,0.0
2016-09-04,231.84,231.84,231.84,0.0,0.0,243.04,243.04,243.04,0.0,0.0,230.24,230.24,230.24,0.0,0.0,243.04,243.04,243.04,0.0,0.0
2016-09-11,222.56,222.56,222.56,0.0,0.0,225.6,225.6,225.6,0.0,0.0,221.6,221.6,221.6,0.0,0.0,222.56,222.56,222.56,0.0,0.0
2016-09-18,213.28,213.28,213.28,0.0,0.0,216.96,216.96,216.96,0.0,0.0,212.96,212.96,212.96,0.0,0.0,216.16,216.16,216.16,0.0,0.0
2016-09-25,216.96,216.96,216.96,0.0,0.0,217.6,217.6,217.6,0.0,0.0,211.68,211.68,211.68,0.0,0.0,213.92,213.92,213.92,0.0,0.0
2016-10-02,213.12,213.12,213.12,0.0,0.0,218.08,218.08,218.08,0.0,0.0,212.0,212.0,212.0,0.0,0.0,214.88,214.88,214.88,0.0,0.0
2016-10-09,219.52,219.52,219.52,0.0,0.0,222.54,222.54,222.54,0.0,0.0,216.8,216.8,216.8,0.0,0.0,222.24,222.24,222.24,0.0,0.0
2016-10-16,218.4,218.4,218.4,0.0,0.0,220.32,220.32,220.32,0.0,0.0,215.84,215.84,215.84,0.0,0.0,216.48,216.48,216.48,0.0,0.0
2016-10-23,219.68,219.68,219.68,0.0,0.0,223.68,223.68,223.68,0.0,0.0,216.24,216.24,216.24,0.0,0.0,221.6,221.6,221.6,0.0,0.0
2016-10-30,241.6,241.6,241.6,0.0,0.0,243.62,243.62,243.62,0.0,0.0,236.64,236.64,236.64,0.0,0.0,242.4,242.4,242.4,0.0,0.0
2016-11-06,231.52,231.52,231.52,0.0,0.0,233.46,233.46,233.46,0.0,0.0,226.24,226.24,226.24,0.0,0.0,227.52,227.52,227.52,0.0,0.0
2016-11-13,215.68,215.68,215.68,0.0,0.0,219.2,219.2,219.2,0.0,0.0,214.24,214.24,214.24,0.0,0.0,218.56,218.56,218.56,0.0,0.0
2016-11-20,211.68,211.68,211.68,0.0,0.0,212.32,212.32,212.32,0.0,0.0,210.08,210.08,210.08,0.0,0.0,210.4,210.4,210.4,0.0,0.0
2016-11-27,228.0,228.0,228.0,0.0,0.0,229.92,229.92,229.92,0.0,0.0,224.32,224.32,224.32,0.0,0.0,227.04,227.04,227.04,0.0,0.0
2016-12-04,208.48,208.48,208.48,0.0,0.0,208.48,208.48,208.48,0.0,0.0,205.6,205.6,205.6,0.0,0.0,206.08,206.08,206.08,0.0,0.0
2016-12-11,199.84,199.84,199.84,0.0,0.0,204.32,204.32,204.32,0.0,0.0,198.56,198.56,198.56,0.0,0.0,203.04,203.04,203.04,0.0,0.0
2016-12-18,201.6,201.6,201.6,0.0,0.0,202.17,202.17,202.17,0.0,0.0,200.0,200.0,200.0,0.0,0.0,200.0,200.0,200.0,0.0,0.0
2016-12-25,201.76,201.76,201.76,0.0,0.0,210.56,210.56,210.56,0.0,0.0,201.52,201.52,201.52,0.0,0.0,208.48,208.48,208.48,0.0,0.0
2017-01-01,195.84,195.84,195.84,0.0,0.0,197.44,197.44,197.44,0.0,0.0,189.76,189.76,189.76,0.0,0.0,191.36,191.36,191.36,0.0,0.0
2017-01-08,187.32,187.32,187.32,0.0,0.0,187.32,187.32,187.32,0.0,0.0,184.8,184.8,184.8,0.0,0.0,185.64,185.64,185.64,0.0,0.0
2017-01-15,184.24,184.24,184.24,0.0,0.0,186.8,186.8,186.8,0.0,0.0,182.68,182.68,182.68,0.0,0.0,185.24,185.24,185.24,0.0,0.0
2017-01-22,174.16,174.16,174.16,0.0,0.0,175.88,175.88,175.88,0.0,0.0,173.68,173.68,173.68,0.0,0.0,174.12,174.12,174.12,0.0,0.0
2017-01-29,175.48,175.48,175.48,0.0,0.0,176.1,176.1,176.1,0.0,0.0,174.08,174.08,174.08,0.0,0.0,174.64,174.64,174.64,0.0,0.0
2017-02-05,168.44,168.44,168.44,0.0,0.0,169.16,169.16,169.16,0.0,0.0,167.0,167.0,167.0,0.0,0.0,167.72,167.72,167.72,0.0,0.0
2017-02-12,161.2,161.2,161.2,0.0,0.0,161.28,161.28,161.28,0.0,0.0,158.44,158.44,158.44,0.0,0.0,158.48,158.48,158.48,0.0,0.0
2017-02-19,159.64,159.64,159.64,0.0,0.0,159.96,159.96,159.96,0.0,0.0,156.8,156.8,156.8,0.0,0.0,156.8,156.8,156.8,0.0,0.0
2017-02-26,155.24,155.24,155.24,0.0,0.0,156.36,156.36,156.36,0.0,0.0,153.8,153.8,153.8,0.0,0.0,153.92,153.92,153.92,0.0,0.0
2017-03-05,152.52,152.52,152.52,0.0,0.0,154.67,154.67,154.67,0.0,0.0,151.92,151.92,151.92,0.0,0.0,152.68,152.68,152.68,0.0,0.0
2017-03-12,150.12,150.12,150.12,0.0,0.0,150.92,150.92,150.92,0.0,0.0,149.5,149.5,149.5,0.0,0.0,150.88,150.88,150.88,0.0,0.0
2017-03-19,153.72,153.72,153.72,0.0,0.0,156.0,156.0,156.0,0.0,0.0,151.88,151.88,151.88,0.0,0.0,154.16,154.16,154.16,0.0,0.0
2017-03-26,148.48,148.48,148.48,0.0,0.0,149.0,149.0,149.0,0.0,0.0,146.96,146.96,146.96,0.0,0.0,148.2,148.2,148.2,0.0,0.0
2017-04-02,149.6,149.6,149.6,0.0,0.0,151.2,151.2,151.2,0.0,0.0,148.24,148.24,148.24,0.0,0.0,149.56,149.56,149.56,0.0,0.0
2017-04-09,153.84,153.84,153.84,0.0,0.0,155.12,155.12,155.12,0.0,0.0,151.24,151.24,151.24,0.0,0.0,155.04,155.04,155.04,0.0,0.0
2017-04-16,147.12,147.12,147.12,0.0,0.0,148.68,148.68,148.68,0.0,0.0,146.92,146.92,146.92,0.0,0.0,147.56,147.56,147.56,0.0,0.0
2017-04-23,135.76,135.76,135.76,0.0,0.0,137.24,137.24,137.24,0.0,0.0,135.48,135.48,135.48,0.0,0.0,136.56,136.56,136.56,0.0,0.0
2017-04-30,132.44,132.44,132.44,0.0,0.0,133.92,133.92,133.92,0.0,0.0,132.0,132.0,132.0,0.0,0.0,132.0,132.0,132.0,0.0,0.0
2017-05-07,129.68,129.68,129.68,0.0,0.0,130.0,130.0,130.0,0.0,0.0,128.92,128.92,128.92,0.0,0.0,128.96,128.96,128.96,0.0,0.0
2017-05-14,131.04,131.04,131.04,0.0,0.0,131.12,131.12,131.12,0.0,0.0,128.97,128.97,128.97,0.0,0.0,130.64,130.64,130.64,0.0,0.0
2017-05-21,121.96,121.96,121.96,0.0,0.0,122.52,122.52,122.52,0.0,0.0,121.28,121.28,121.28,0.0,0.0,121.44,121.44,121.44,0.0,0.0
2017-05-28,118.64,118.64,118.64,0.0,0.0,119.2,119.2,119.2,0.0,0.0,115.7,115.7,115.7,0.0,0.0,115.76,115.76,115.76,0.0,0.0
2017-06-04,115.08,115.08,115.08,0.0,0.0,128.68,128.68,128.68,0.0,0.0,114.72,114.72,114.72,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2017-06-11,126.72,126.72,126.72,0.0,0.0,129.52,129.52,129.52,0.0,0.0,126.72,126.72,126.72,0.0,0.0,127.96,127.96,127.96,0.0,0.0
2017-06-18,121.52,121.52,121.52,0.0,0.0,122.48,122.48,122.48,0.0,0.0,119.24,119.24,119.24,0.0,0.0,119.72,119.72,119.72,0.0,0.0
2017-06-25,127.84,127.84,127.84,0.0,0.0,129.96,129.96,129.96,0.0,0.0,126.76,126.76,126.76,0.0,0.0,129.12,129.12,129.12,0.0,0.0
2017-07-02,131.16,131.16,131.16,0.0,0.0,131.16,131.16,131.16,0.0,0.0,127.12,127.12,127.12,0.0,0.0,128.36,128.36,128.36,0.0,0.0
2017-07-09,118.04,118.04,118.04,0.0,0.0,119.0,119.0,119.0,0.0,0.0,116.2,116.2,116.2,0.0,0.0,116.68,116.68,116.68,0.0,0.0
2017-07-16,112.92,112.92,112.92,0.0,0.0,113.64,113.64,113.64,0.0,0.0,111.8,111.8,111.8,0.0,0.0,111.8,111.8,111.8,0.0,0.0
2017-07-23,114.12,114.12,114.12,0.0,0.0,114.8,114.8,114.8,0.0,0.0,111.96,111.96,111.96,0.0,0.0,112.52,112.52,112.52,0.0,0.0
2017-07-30,113.04,113.04,113.04,0.0,0.0,114.4,114.4,114.4,0.0,0.0,112.24,112.24,112.24,0.0,0.0,113.08,113.08,113.08,0.0,0.0
2017-08-06,118.64,118.64,118.64,0.0,0.0,119.48,119.48,119.48,0.0,0.0,115.68,115.68,115.68,0.0,0.0,116.48,116.48,116.48,0.0,0.0
2017-08-13,117.84,117.84,117.84,0.0,0.0,119.72,119.72,119.72,0.0,0.0,115.84,115.84,115.84,0.0,0.0,118.36,118.36,118.36,0.0,0.0
2017-08-20,114.32,114.32,114.32,0.0,0.0,116.8,116.8,116.8,0.0,0.0,113.44,113.44,113.44,0.0,0.0,116.36,116.36,116.36,0.0,0.0
2017-08-27,106.0,106.0,106.0,0.0,0.0,107.7,107.7,107.7,0.0,0.0,105.6,105.6,105.6,0.0,0.0,106.84,106.84,106.84,0.0,0.0
2017-09-03,108.48,108.48,108.48,0.0,0.0,111.16,111.16,111.16,0.0,0.0,108.3,108.3,108.3,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2017-09-10,107.84,107.84,107.84,0.0,0.0,108.32,108.32,108.32,0.0,0.0,105.44,105.44,105.44,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2017-09-17,110.64,110.64,110.64,0.0,0.0,110.92,110.92,110.92,0.0,0.0,109.37,109.37,109.37,0.0,0.0,109.84,109.84,109.84,0.0,0.0
2017-09-24,108.88,108.88,108.88,0.0,0.0,109.76,109.76,109.76,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2017-10-01,103.88,103.88,103.88,0.0,0.0,103.92,103.92,103.92,0.0,0.0,102.48,102.48,102.48,0.0,0.0,102.52,102.52,102.52,0.0,0.0
2017-10-08,101.0,101.0,101.0,0.0,0.0,101.42,101.42,101.42,0.0,0.0,100.72,100.72,100.72,0.0,0.0,101.16,101.16,101.16,0.0,0.0
2017-10-15,99.96,99.96,99.96,0.0,0.0,100.76,100.76,100.76,0.0,0.0,99.68,99.68,99.68,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2017-10-22,99.0,99.0,99.0,0.0,0.0,99.28,99.28,99.28,0.0,0.0,94.41,94.41,94.41,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2017-10-29,92.8,92.8,92.8,0.0,0.0,93.88,93.88,93.88,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2017-11-05,91.16,91.16,91.16,0.0,0.0,91.62,91.62,91.62,0.0,0.0,90.32,90.32,90.32,0.0,0.0,90.52,90.52,90.52,0.0,0.0
2017-11-12,88.92,88.92,88.92,0.0,0.0,90.24,90.24,90.24,0.0,0.0,88.74,88.74,88.74,0.0,0.0,90.04,90.04,90.04,0.0,0.0
2017-11-19,86.72,86.72,86.72,0.0,0.0,86.88,86.88,86.88,0.0,0.0,85.98,85.98,85.98,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2017-11-26,89.4,89.4,89.4,0.0,0.0,92.68,92.68,92.68,0.0,0.0,87.64,87.64,87.64,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2017-12-03,87.68,87.68,87.68,0.0,0.0,88.92,88.92,88.92,0.0,0.0,87.04,87.04,87.04,0.0,0.0,88.56,88.56,88.56,0.0,0.0
2017-12-10,85.52,85.52,85.52,0.0,0.0,85.96,85.96,85.96,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.68,83.68,83.68,0.0,0.0
2017-12-17,83.6,83.6,83.6,0.0,0.0,84.2,84.2,84.2,0.0,0.0,83.44,83.44,83.44,0.0,0.0,83.56,83.56,83.56,0.0,0.0
2017-12-24,84.28,84.28,84.28,0.0,0.0,86.2,86.2,86.2,0.0,0.0,84.28,84.28,84.28,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2017-12-31,77.72,77.72,77.72,0.0,0.0,78.14,78.14,78.14,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.48,76.48,76.48,0.0,0.0
