Date,iShares Currency Hedged MSCI SpainEtf_Open_average,iShares Currency Hedged MSCI SpainEtf_Open_max,iShares Currency Hedged MSCI SpainEtf_Open_min,iShares Currency Hedged MSCI SpainEtf_Open_volatility,iShares Currency Hedged MSCI SpainEtf_Open_change,iShares Currency Hedged MSCI SpainEtf_High_average,iShares Currency Hedged MSCI SpainEtf_High_max,iShares Currency Hedged MSCI SpainEtf_High_min,iShares Currency Hedged MSCI SpainEtf_High_volatility,iShares Currency Hedged MSCI SpainEtf_High_change,iShares Currency Hedged MSCI SpainEtf_Low_average,iShares Currency Hedged MSCI SpainEtf_Low_max,iShares Currency Hedged MSCI SpainEtf_Low_min,iShares Currency Hedged MSCI SpainEtf_Low_volatility,iShares Currency Hedged MSCI SpainEtf_Low_change,iShares Currency Hedged MSCI SpainEtf_Close_average,iShares Currency Hedged MSCI SpainEtf_Close_max,iShares Currency Hedged MSCI SpainEtf_Close_min,iShares Currency Hedged MSCI SpainEtf_Close_volatility,iShares Currency Hedged MSCI SpainEtf_Close_change
2016-05-15,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2016-05-22,19.96,19.96,19.96,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2016-05-29,19.24,19.24,19.24,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2016-06-05,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2016-06-12,18.34,18.34,18.34,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2016-06-19,17.23,17.23,17.23,0.0,0.0,17.39,17.39,17.39,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2016-06-26,18.2,18.2,18.2,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2016-07-03,17.62,17.62,17.62,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.62,17.62,17.62,0.0,0.0
2016-07-10,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2016-07-17,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2016-07-24,18.48,18.48,18.48,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2016-07-31,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2016-08-07,18.74,18.74,18.74,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2016-08-14,18.1,18.1,18.1,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2016-08-21,18.63,18.63,18.63,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2016-08-28,19.11,19.11,19.11,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2016-09-04,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2016-09-11,18.57,18.57,18.57,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2016-09-18,19.01,19.01,19.01,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2016-09-25,18.75,18.75,18.75,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2016-10-02,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2016-10-09,18.96,18.96,18.96,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2016-10-16,19.58,19.58,19.58,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2016-10-23,19.86,19.86,19.86,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2016-10-30,19.04,19.04,19.04,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2016-11-06,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2016-11-13,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2016-11-20,18.86,18.86,18.86,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2016-11-27,18.76,18.76,18.76,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2016-12-04,20.11,20.11,20.11,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2016-12-11,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2016-12-18,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2016-12-25,19.98,19.98,19.98,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2017-01-01,20.51,20.51,20.51,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2017-01-08,20.49,20.49,20.49,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2017-01-15,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2017-01-22,20.47,20.47,20.47,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2017-01-29,20.51,20.51,20.51,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2017-02-05,20.25,20.25,20.25,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2017-02-12,20.4,20.4,20.4,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2017-02-19,20.3,20.3,20.3,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2017-02-26,21.09,21.09,21.09,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2017-03-05,21.68,21.68,21.68,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-03-12,22.22,22.22,22.22,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-03-19,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2017-03-26,22.67,22.67,22.67,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2017-04-02,22.91,22.91,22.91,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2017-04-09,22.34,22.34,22.34,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2017-04-16,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-04-23,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2017-04-30,24.4,24.4,24.4,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2017-05-07,23.88,23.88,23.88,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2017-05-14,23.75,23.75,23.75,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2017-05-21,23.85,23.85,23.85,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2017-05-28,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2017-06-04,24.18,24.18,24.18,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2017-06-11,23.76,23.76,23.76,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-06-18,23.5,23.5,23.5,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2017-06-25,23.17,23.17,23.17,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2017-07-02,23.12,23.12,23.12,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2017-07-09,23.52,23.52,23.52,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2017-07-16,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2017-07-23,23.31,23.31,23.31,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2017-07-30,23.57,23.57,23.57,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2017-08-06,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2017-08-13,22.83,22.83,22.83,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2017-08-20,22.98,22.98,22.98,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2017-08-27,22.87,22.87,22.87,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2017-09-03,22.36,22.36,22.36,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2017-09-10,22.72,22.72,22.72,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-09-17,22.82,22.82,22.82,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-09-24,22.98,22.98,22.98,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2017-10-01,22.68,22.68,22.68,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2017-10-08,22.74,22.74,22.74,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2017-10-15,22.68,22.68,22.68,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-10-22,22.53,22.53,22.53,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-10-29,23.03,23.03,23.03,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2017-11-05,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2017-11-12,22.38,22.38,22.38,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2017-11-19,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2017-11-26,22.76,22.76,22.76,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-12-03,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2017-12-10,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2017-12-17,22.79,22.79,22.79,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2017-12-24,22.17,22.17,22.17,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2017-12-31,22.98,22.98,22.98,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.04,23.04,23.04,0.0,0.0
