Date,iShares MSCI EAFE_etf_Open_average,iShares MSCI EAFE_etf_Open_max,iShares MSCI EAFE_etf_Open_min,iShares MSCI EAFE_etf_Open_volatility,iShares MSCI EAFE_etf_Open_change,iShares MSCI EAFE_etf_High_average,iShares MSCI EAFE_etf_High_max,iShares MSCI EAFE_etf_High_min,iShares MSCI EAFE_etf_High_volatility,iShares MSCI EAFE_etf_High_change,iShares MSCI EAFE_etf_Low_average,iShares MSCI EAFE_etf_Low_max,iShares MSCI EAFE_etf_Low_min,iShares MSCI EAFE_etf_Low_volatility,iShares MSCI EAFE_etf_Low_change,iShares MSCI EAFE_etf_Close_average,iShares MSCI EAFE_etf_Close_max,iShares MSCI EAFE_etf_Close_min,iShares MSCI EAFE_etf_Close_volatility,iShares MSCI EAFE_etf_Close_change
2016-04-03,56.51,56.51,56.51,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-04-10,58.39,58.39,58.39,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2016-04-17,59.45,59.45,59.45,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2016-04-24,58.72,58.72,58.72,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2016-05-01,56.97,56.97,56.97,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2016-05-08,57.11,57.11,57.11,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2016-05-15,57.32,57.32,57.32,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2016-05-22,58.62,58.62,58.62,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2016-05-29,58.54,58.54,58.54,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2016-06-05,57.62,57.62,57.62,0.0,0.0,57.71,57.71,57.71,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2016-06-12,56.1,56.1,56.1,0.0,0.0,56.6,56.6,56.6,0.0,0.0,55.83,55.83,55.83,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2016-06-19,53.89,53.89,53.89,0.0,0.0,55.09,55.09,55.09,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2016-06-26,55.84,55.84,55.84,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2016-07-03,55.04,55.04,55.04,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2016-07-10,57.1,57.1,57.1,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2016-07-17,57.05,57.05,57.05,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2016-07-24,57.84,57.84,57.84,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.71,57.71,57.71,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2016-07-31,57.5,57.5,57.5,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2016-08-07,58.99,58.99,58.99,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2016-08-14,58.62,58.62,58.62,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2016-08-21,58.81,58.81,58.81,0.0,0.0,59.33,59.33,59.33,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.37,58.37,58.37,0.0,0.0
2016-08-28,59.3,59.3,59.3,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2016-09-04,59.25,59.25,59.25,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2016-09-11,57.61,57.61,57.61,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2016-09-18,59.28,59.28,59.28,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2016-09-25,58.81,58.81,58.81,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2016-10-02,58.63,58.63,58.63,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2016-10-09,57.96,57.96,57.96,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2016-10-16,57.92,57.92,57.92,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2016-10-23,57.71,57.71,57.71,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2016-10-30,56.74,56.74,56.74,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2016-11-06,57.15,57.15,57.15,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.74,56.74,56.74,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2016-11-13,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2016-11-20,56.82,56.82,56.82,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2016-11-27,56.47,56.47,56.47,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2016-12-04,58.47,58.47,58.47,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2016-12-11,58.05,58.05,58.05,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2016-12-18,57.58,57.58,57.58,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2016-12-25,57.97,57.97,57.97,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2017-01-01,58.97,58.97,58.97,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2017-01-08,59.42,59.42,59.42,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2017-01-15,59.26,59.26,59.26,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2017-01-22,60.02,60.02,60.02,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-01-29,60.01,60.01,60.01,0.0,0.0,60.18,60.18,60.18,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2017-02-05,59.93,59.93,59.93,0.0,0.0,60.18,60.18,60.18,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2017-02-12,60.32,60.32,60.32,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2017-02-19,60.17,60.17,60.17,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2017-02-26,60.7,60.7,60.7,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2017-03-05,60.96,60.96,60.96,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2017-03-12,62.18,62.18,62.18,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2017-03-19,62.11,62.11,62.11,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2017-03-26,62.11,62.11,62.11,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2017-04-02,61.75,61.75,61.75,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2017-04-09,61.7,61.7,61.7,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2017-04-16,61.93,61.93,61.93,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2017-04-23,63.89,63.89,63.89,0.0,0.0,63.91,63.91,63.91,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2017-04-30,64.94,64.94,64.94,0.0,0.0,65.59,65.59,65.59,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2017-05-07,64.94,64.94,64.94,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2017-05-14,65.81,65.81,65.81,0.0,0.0,66.12,66.12,66.12,0.0,0.0,65.78,65.78,65.78,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2017-05-21,65.87,65.87,65.87,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.85,65.85,65.85,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2017-05-28,66.96,66.96,66.96,0.0,0.0,67.24,67.24,67.24,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2017-06-04,66.22,66.22,66.22,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2017-06-11,66.15,66.15,66.15,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2017-06-18,64.99,64.99,64.99,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2017-06-25,65.33,65.33,65.33,0.0,0.0,65.35,65.35,65.35,0.0,0.0,64.82,64.82,64.82,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2017-07-02,64.65,64.65,64.65,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-07-09,66.05,66.05,66.05,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2017-07-16,66.46,66.46,66.46,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2017-07-23,66.55,66.55,66.55,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2017-07-30,67.44,67.44,67.44,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2017-08-06,66.03,66.03,66.03,0.0,0.0,66.13,66.13,66.13,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2017-08-13,66.12,66.12,66.12,0.0,0.0,66.33,66.33,66.33,0.0,0.0,65.99,65.99,65.99,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2017-08-20,66.59,66.59,66.59,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2017-08-27,67.15,67.15,67.15,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2017-09-03,67.66,67.66,67.66,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2017-09-10,68.06,68.06,68.06,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2017-09-17,68.38,68.38,68.38,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2017-09-24,68.21,68.21,68.21,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.11,68.11,68.11,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2017-10-01,68.17,68.17,68.17,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2017-10-08,69.6,69.6,69.6,0.0,0.0,69.66,69.66,69.66,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.57,69.57,69.57,0.0,0.0
2017-10-15,69.38,69.38,69.38,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2017-10-22,68.98,68.98,68.98,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2017-10-29,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2017-11-05,69.24,69.24,69.24,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2017-11-12,68.97,68.97,68.97,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2017-11-19,70.35,70.35,70.35,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2017-11-26,69.84,69.84,69.84,0.0,0.0,70.01,70.01,70.01,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2017-12-03,69.79,69.79,69.79,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.84,69.84,69.84,0.0,0.0
2017-12-10,69.92,69.92,69.92,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.97,69.97,69.97,0.0,0.0
2017-12-17,69.9,69.9,69.9,0.0,0.0,70.12,70.12,70.12,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.11,70.11,70.11,0.0,0.0
2017-12-24,70.57,70.57,70.57,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2017-12-31,72.15,72.15,72.15,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.35,72.35,72.35,0.0,0.0
