Date,SPDR S&P Emerging Markets Dividend_etf_Open_average,SPDR S&P Emerging Markets Dividend_etf_Open_max,SPDR S&P Emerging Markets Dividend_etf_Open_min,SPDR S&P Emerging Markets Dividend_etf_Open_volatility,SPDR S&P Emerging Markets Dividend_etf_Open_change,SPDR S&P Emerging Markets Dividend_etf_High_average,SPDR S&P Emerging Markets Dividend_etf_High_max,SPDR S&P Emerging Markets Dividend_etf_High_min,SPDR S&P Emerging Markets Dividend_etf_High_volatility,SPDR S&P Emerging Markets Dividend_etf_High_change,SPDR S&P Emerging Markets Dividend_etf_Low_average,SPDR S&P Emerging Markets Dividend_etf_Low_max,SPDR S&P Emerging Markets Dividend_etf_Low_min,SPDR S&P Emerging Markets Dividend_etf_Low_volatility,SPDR S&P Emerging Markets Dividend_etf_Low_change,SPDR S&P Emerging Markets Dividend_etf_Close_average,SPDR S&P Emerging Markets Dividend_etf_Close_max,SPDR S&P Emerging Markets Dividend_etf_Close_min,SPDR S&P Emerging Markets Dividend_etf_Close_volatility,SPDR S&P Emerging Markets Dividend_etf_Close_change
2016-08-21,28.68,28.68,28.68,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2016-08-28,28.4,28.4,28.4,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2016-09-04,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2016-09-11,27.07,27.07,27.07,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-09-18,28.16,28.16,28.16,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2016-09-25,27.67,27.67,27.67,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2016-10-02,27.93,27.93,27.93,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2016-10-09,27.42,27.42,27.42,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2016-10-16,27.54,27.54,27.54,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2016-10-23,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2016-10-30,26.96,26.96,26.96,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2016-11-06,25.59,25.59,25.59,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2016-11-13,25.48,25.48,25.48,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2016-11-20,25.94,25.94,25.94,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2016-11-27,25.66,25.66,25.66,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2016-12-04,26.69,26.69,26.69,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2016-12-11,26.07,26.07,26.07,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2016-12-18,25.78,25.78,25.78,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2016-12-25,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2017-01-01,27.15,27.15,27.15,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2017-01-08,27.89,27.89,27.89,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2017-01-15,27.81,27.81,27.81,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2017-01-22,28.49,28.49,28.49,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-01-29,28.69,28.69,28.69,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2017-02-05,28.93,28.93,28.93,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.89,28.89,28.89,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2017-02-12,29.19,29.19,29.19,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2017-02-19,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-02-26,29.3,29.3,29.3,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2017-03-05,29.06,29.06,29.06,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2017-03-12,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2017-03-19,30.45,30.45,30.45,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2017-03-26,29.47,29.47,29.47,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2017-04-02,29.05,29.05,29.05,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2017-04-09,29.46,29.46,29.46,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2017-04-16,29.44,29.44,29.44,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-04-23,29.75,29.75,29.75,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-04-30,29.22,29.22,29.22,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2017-05-07,29.65,29.65,29.65,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2017-05-14,29.5,29.5,29.5,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2017-05-21,30.16,30.16,30.16,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2017-05-28,30.12,30.12,30.12,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2017-06-04,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2017-06-11,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2017-06-18,29.68,29.68,29.68,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-06-25,29.9,29.9,29.9,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2017-07-02,29.75,29.75,29.75,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2017-07-09,30.88,30.88,30.88,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2017-07-16,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2017-07-23,31.12,31.12,31.12,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2017-07-30,30.94,30.94,30.94,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2017-08-06,30.47,30.47,30.47,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2017-08-13,30.75,30.75,30.75,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2017-08-20,31.49,31.49,31.49,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2017-08-27,31.72,31.72,31.72,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.72,31.72,31.72,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2017-09-03,31.78,31.78,31.78,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2017-09-10,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-09-17,30.76,30.76,30.76,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2017-09-24,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2017-10-01,30.57,30.57,30.57,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2017-10-08,31.48,31.48,31.48,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2017-10-15,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2017-10-22,30.27,30.27,30.27,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2017-10-29,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2017-11-05,30.13,30.13,30.13,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2017-11-12,30.27,30.27,30.27,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2017-11-19,30.93,30.93,30.93,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2017-11-26,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2017-12-03,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2017-12-10,31.29,31.29,31.29,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2017-12-17,32.34,32.34,32.34,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2017-12-24,33.15,33.15,33.15,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2017-12-31,33.46,33.46,33.46,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.58,33.58,33.58,0.0,0.0
