Date,iShares iBoxx $ High Yield Corporate Bond_etf_Open_average,iShares iBoxx $ High Yield Corporate Bond_etf_Open_max,iShares iBoxx $ High Yield Corporate Bond_etf_Open_min,iShares iBoxx $ High Yield Corporate Bond_etf_Open_volatility,iShares iBoxx $ High Yield Corporate Bond_etf_Open_change,iShares iBoxx $ High Yield Corporate Bond_etf_High_average,iShares iBoxx $ High Yield Corporate Bond_etf_High_max,iShares iBoxx $ High Yield Corporate Bond_etf_High_min,iShares iBoxx $ High Yield Corporate Bond_etf_High_volatility,iShares iBoxx $ High Yield Corporate Bond_etf_High_change,iShares iBoxx $ High Yield Corporate Bond_etf_Low_average,iShares iBoxx $ High Yield Corporate Bond_etf_Low_max,iShares iBoxx $ High Yield Corporate Bond_etf_Low_min,iShares iBoxx $ High Yield Corporate Bond_etf_Low_volatility,iShares iBoxx $ High Yield Corporate Bond_etf_Low_change,iShares iBoxx $ High Yield Corporate Bond_etf_Close_average,iShares iBoxx $ High Yield Corporate Bond_etf_Close_max,iShares iBoxx $ High Yield Corporate Bond_etf_Close_min,iShares iBoxx $ High Yield Corporate Bond_etf_Close_volatility,iShares iBoxx $ High Yield Corporate Bond_etf_Close_change
2016-05-01,82.23,82.23,82.23,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2016-05-08,83.07,83.07,83.07,0.0,0.0,83.18,83.18,83.18,0.0,0.0,82.74,82.74,82.74,0.0,0.0,82.78,82.78,82.78,0.0,0.0
2016-05-15,82.86,82.86,82.86,0.0,0.0,83.16,83.16,83.16,0.0,0.0,82.86,82.86,82.86,0.0,0.0,83.14,83.14,83.14,0.0,0.0
2016-05-22,83.59,83.59,83.59,0.0,0.0,83.69,83.69,83.69,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.69,83.69,83.69,0.0,0.0
2016-05-29,83.44,83.44,83.44,0.0,0.0,83.56,83.56,83.56,0.0,0.0,83.23,83.23,83.23,0.0,0.0,83.51,83.51,83.51,0.0,0.0
2016-06-05,83.9,83.9,83.9,0.0,0.0,84.02,84.02,84.02,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.83,83.83,83.83,0.0,0.0
2016-06-12,83.09,83.09,83.09,0.0,0.0,83.33,83.33,83.33,0.0,0.0,83.06,83.06,83.06,0.0,0.0,83.13,83.13,83.13,0.0,0.0
2016-06-19,82.99,82.99,82.99,0.0,0.0,84.2,84.2,84.2,0.0,0.0,82.9,82.9,82.9,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2016-06-26,84.31,84.31,84.31,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2016-07-03,84.82,84.82,84.82,0.0,0.0,85.64,85.64,85.64,0.0,0.0,84.79,84.79,84.79,0.0,0.0,85.59,85.59,85.59,0.0,0.0
2016-07-10,85.85,85.85,85.85,0.0,0.0,85.94,85.94,85.94,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.63,85.63,85.63,0.0,0.0
2016-07-17,85.81,85.81,85.81,0.0,0.0,86.26,86.26,86.26,0.0,0.0,85.73,85.73,85.73,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2016-07-24,85.18,85.18,85.18,0.0,0.0,85.43,85.43,85.43,0.0,0.0,84.99,84.99,84.99,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2016-07-31,85.63,85.63,85.63,0.0,0.0,85.78,85.78,85.78,0.0,0.0,85.51,85.51,85.51,0.0,0.0,85.54,85.54,85.54,0.0,0.0
2016-08-07,86.19,86.19,86.19,0.0,0.0,86.33,86.33,86.33,0.0,0.0,86.12,86.12,86.12,0.0,0.0,86.31,86.31,86.31,0.0,0.0
2016-08-14,86.74,86.74,86.74,0.0,0.0,86.81,86.81,86.81,0.0,0.0,86.55,86.55,86.55,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2016-08-21,86.61,86.61,86.61,0.0,0.0,87.02,87.02,87.02,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.56,86.56,86.56,0.0,0.0
2016-08-28,86.76,86.76,86.76,0.0,0.0,87.03,87.03,87.03,0.0,0.0,86.62,86.62,86.62,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2016-09-04,86.35,86.35,86.35,0.0,0.0,86.56,86.56,86.56,0.0,0.0,85.74,85.74,85.74,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2016-09-11,85.78,85.78,85.78,0.0,0.0,85.93,85.93,85.93,0.0,0.0,85.57,85.57,85.57,0.0,0.0,85.91,85.91,85.91,0.0,0.0
2016-09-18,86.8,86.8,86.8,0.0,0.0,86.97,86.97,86.97,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.76,86.76,86.76,0.0,0.0
2016-09-25,87.0,87.0,87.0,0.0,0.0,87.29,87.29,87.29,0.0,0.0,86.98,86.98,86.98,0.0,0.0,87.26,87.26,87.26,0.0,0.0
2016-10-02,86.99,86.99,86.99,0.0,0.0,87.18,87.18,87.18,0.0,0.0,86.74,86.74,86.74,0.0,0.0,87.15,87.15,87.15,0.0,0.0
2016-10-09,86.91,86.91,86.91,0.0,0.0,86.98,86.98,86.98,0.0,0.0,86.74,86.74,86.74,0.0,0.0,86.86,86.86,86.86,0.0,0.0
2016-10-16,87.18,87.18,87.18,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.07,87.07,87.07,0.0,0.0,87.37,87.37,87.37,0.0,0.0
2016-10-23,86.6,86.6,86.6,0.0,0.0,86.66,86.66,86.66,0.0,0.0,86.21,86.21,86.21,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2016-10-30,85.09,85.09,85.09,0.0,0.0,85.25,85.25,85.25,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.98,84.98,84.98,0.0,0.0
2016-11-06,83.99,83.99,83.99,0.0,0.0,84.2,84.2,84.2,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2016-11-13,84.81,84.81,84.81,0.0,0.0,84.94,84.94,84.94,0.0,0.0,84.48,84.48,84.48,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2016-11-20,85.67,85.67,85.67,0.0,0.0,85.76,85.76,85.76,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.73,85.73,85.73,0.0,0.0
2016-11-27,85.07,85.07,85.07,0.0,0.0,85.39,85.39,85.39,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.38,85.38,85.38,0.0,0.0
2016-12-04,86.41,86.41,86.41,0.0,0.0,86.62,86.62,86.62,0.0,0.0,86.36,86.36,86.36,0.0,0.0,86.49,86.49,86.49,0.0,0.0
2016-12-11,86.21,86.21,86.21,0.0,0.0,86.26,86.26,86.26,0.0,0.0,86.03,86.03,86.03,0.0,0.0,86.05,86.05,86.05,0.0,0.0
2016-12-18,86.47,86.47,86.47,0.0,0.0,86.61,86.61,86.61,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2016-12-25,86.58,86.58,86.58,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.55,86.55,86.55,0.0,0.0
2017-01-01,87.16,87.16,87.16,0.0,0.0,87.28,87.28,87.28,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.23,87.23,87.23,0.0,0.0
2017-01-08,87.26,87.26,87.26,0.0,0.0,87.4,87.4,87.4,0.0,0.0,87.1,87.1,87.1,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2017-01-15,87.06,87.06,87.06,0.0,0.0,87.22,87.22,87.22,0.0,0.0,86.97,86.97,86.97,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2017-01-22,87.46,87.46,87.46,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.61,87.61,87.61,0.0,0.0
2017-01-29,87.52,87.52,87.52,0.0,0.0,87.58,87.58,87.58,0.0,0.0,87.43,87.43,87.43,0.0,0.0,87.48,87.48,87.48,0.0,0.0
2017-02-05,87.52,87.52,87.52,0.0,0.0,87.55,87.55,87.55,0.0,0.0,87.4,87.4,87.4,0.0,0.0,87.53,87.53,87.53,0.0,0.0
2017-02-12,87.59,87.59,87.59,0.0,0.0,87.79,87.79,87.79,0.0,0.0,87.51,87.51,87.51,0.0,0.0,87.77,87.77,87.77,0.0,0.0
2017-02-19,88.11,88.11,88.11,0.0,0.0,88.36,88.36,88.36,0.0,0.0,88.06,88.06,88.06,0.0,0.0,88.25,88.25,88.25,0.0,0.0
2017-02-26,88.02,88.02,88.02,0.0,0.0,88.09,88.09,88.09,0.0,0.0,87.82,87.82,87.82,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2017-03-05,86.88,86.88,86.88,0.0,0.0,86.88,86.88,86.88,0.0,0.0,86.08,86.08,86.08,0.0,0.0,86.3,86.3,86.3,0.0,0.0
2017-03-12,87.25,87.25,87.25,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.08,87.08,87.08,0.0,0.0
2017-03-19,86.6,86.6,86.6,0.0,0.0,86.86,86.86,86.86,0.0,0.0,86.6,86.6,86.6,0.0,0.0,86.83,86.83,86.83,0.0,0.0
2017-03-26,87.73,87.73,87.73,0.0,0.0,87.9,87.9,87.9,0.0,0.0,87.68,87.68,87.68,0.0,0.0,87.78,87.78,87.78,0.0,0.0
2017-04-02,87.55,87.55,87.55,0.0,0.0,87.62,87.62,87.62,0.0,0.0,87.39,87.39,87.39,0.0,0.0,87.39,87.39,87.39,0.0,0.0
2017-04-09,87.37,87.37,87.37,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.16,87.16,87.16,0.0,0.0,87.22,87.22,87.22,0.0,0.0
2017-04-16,87.64,87.64,87.64,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2017-04-23,88.16,88.16,88.16,0.0,0.0,88.24,88.24,88.24,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.12,88.12,88.12,0.0,0.0
2017-04-30,87.64,87.64,87.64,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.38,87.38,87.38,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2017-05-07,88.06,88.06,88.06,0.0,0.0,88.07,88.07,88.07,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.98,87.98,87.98,0.0,0.0
2017-05-14,88.17,88.17,88.17,0.0,0.0,88.31,88.31,88.31,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.18,88.18,88.18,0.0,0.0
2017-05-21,88.5,88.5,88.5,0.0,0.0,88.59,88.59,88.59,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.57,88.57,88.57,0.0,0.0
2017-05-28,88.55,88.55,88.55,0.0,0.0,88.66,88.66,88.66,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.58,88.58,88.58,0.0,0.0
2017-06-04,88.34,88.34,88.34,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.2,88.2,88.2,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2017-06-11,88.38,88.38,88.38,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2017-06-18,87.88,87.88,87.88,0.0,0.0,88.22,88.22,88.22,0.0,0.0,87.87,87.87,87.87,0.0,0.0,88.2,88.2,88.2,0.0,0.0
2017-06-25,88.3,88.3,88.3,0.0,0.0,88.48,88.48,88.48,0.0,0.0,88.21,88.21,88.21,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2017-07-02,87.61,87.61,87.61,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2017-07-09,88.34,88.34,88.34,0.0,0.0,88.57,88.57,88.57,0.0,0.0,88.25,88.25,88.25,0.0,0.0,88.53,88.53,88.53,0.0,0.0
2017-07-16,88.78,88.78,88.78,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.65,88.65,88.65,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2017-07-23,88.85,88.85,88.85,0.0,0.0,88.91,88.91,88.91,0.0,0.0,88.77,88.77,88.77,0.0,0.0,88.91,88.91,88.91,0.0,0.0
2017-07-30,88.48,88.48,88.48,0.0,0.0,88.52,88.52,88.52,0.0,0.0,88.41,88.41,88.41,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2017-08-06,87.37,87.37,87.37,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.33,87.33,87.33,0.0,0.0
2017-08-13,87.49,87.49,87.49,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.29,87.29,87.29,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2017-08-20,88.04,88.04,88.04,0.0,0.0,88.25,88.25,88.25,0.0,0.0,88.01,88.01,88.01,0.0,0.0,88.22,88.22,88.22,0.0,0.0
2017-08-27,88.15,88.15,88.15,0.0,0.0,88.35,88.35,88.35,0.0,0.0,88.15,88.15,88.15,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2017-09-03,88.06,88.06,88.06,0.0,0.0,88.06,88.06,88.06,0.0,0.0,87.79,87.79,87.79,0.0,0.0,87.79,87.79,87.79,0.0,0.0
2017-09-10,88.28,88.28,88.28,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.24,88.24,88.24,0.0,0.0,88.41,88.41,88.41,0.0,0.0
2017-09-17,88.33,88.33,88.33,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.3,88.3,88.3,0.0,0.0,88.43,88.43,88.43,0.0,0.0
2017-09-24,88.7,88.7,88.7,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.6,88.6,88.6,0.0,0.0,88.76,88.76,88.76,0.0,0.0
2017-10-01,88.45,88.45,88.45,0.0,0.0,88.49,88.49,88.49,0.0,0.0,88.35,88.35,88.35,0.0,0.0,88.4,88.4,88.4,0.0,0.0
2017-10-08,88.41,88.41,88.41,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2017-10-15,88.66,88.66,88.66,0.0,0.0,88.73,88.73,88.73,0.0,0.0,88.61,88.61,88.61,0.0,0.0,88.69,88.69,88.69,0.0,0.0
2017-10-22,88.3,88.3,88.3,0.0,0.0,88.49,88.49,88.49,0.0,0.0,88.22,88.22,88.22,0.0,0.0,88.47,88.47,88.47,0.0,0.0
2017-10-29,88.02,88.02,88.02,0.0,0.0,88.08,88.08,88.08,0.0,0.0,87.87,87.87,87.87,0.0,0.0,87.98,87.98,87.98,0.0,0.0
2017-11-05,86.94,86.94,86.94,0.0,0.0,87.18,87.18,87.18,0.0,0.0,86.88,86.88,86.88,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2017-11-12,87.36,87.36,87.36,0.0,0.0,87.51,87.51,87.51,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2017-11-19,87.87,87.87,87.87,0.0,0.0,87.92,87.92,87.92,0.0,0.0,87.83,87.83,87.83,0.0,0.0,87.87,87.87,87.87,0.0,0.0
2017-11-26,87.42,87.42,87.42,0.0,0.0,87.5,87.5,87.5,0.0,0.0,86.98,86.98,86.98,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2017-12-03,87.32,87.32,87.32,0.0,0.0,87.37,87.37,87.37,0.0,0.0,87.27,87.27,87.27,0.0,0.0,87.35,87.35,87.35,0.0,0.0
2017-12-10,87.3,87.3,87.3,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.2,87.2,87.2,0.0,0.0,87.21,87.21,87.21,0.0,0.0
2017-12-17,86.97,86.97,86.97,0.0,0.0,87.07,87.07,87.07,0.0,0.0,86.9,86.9,86.9,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2017-12-24,87.14,87.14,87.14,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.26,87.26,87.26,0.0,0.0
2017-12-31,87.97,87.97,87.97,0.0,0.0,88.01,88.01,88.01,0.0,0.0,87.88,87.88,87.88,0.0,0.0,87.97,87.97,87.97,0.0,0.0
