Date,First Trust Brazil AlphaDEX_etf_Open_average,First Trust Brazil AlphaDEX_etf_Open_max,First Trust Brazil AlphaDEX_etf_Open_min,First Trust Brazil AlphaDEX_etf_Open_volatility,First Trust Brazil AlphaDEX_etf_Open_change,First Trust Brazil AlphaDEX_etf_High_average,First Trust Brazil AlphaDEX_etf_High_max,First Trust Brazil AlphaDEX_etf_High_min,First Trust Brazil AlphaDEX_etf_High_volatility,First Trust Brazil AlphaDEX_etf_High_change,First Trust Brazil AlphaDEX_etf_Low_average,First Trust Brazil AlphaDEX_etf_Low_max,First Trust Brazil AlphaDEX_etf_Low_min,First Trust Brazil AlphaDEX_etf_Low_volatility,First Trust Brazil AlphaDEX_etf_Low_change,First Trust Brazil AlphaDEX_etf_Close_average,First Trust Brazil AlphaDEX_etf_Close_max,First Trust Brazil AlphaDEX_etf_Close_min,First Trust Brazil AlphaDEX_etf_Close_volatility,First Trust Brazil AlphaDEX_etf_Close_change
2016-05-08,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2016-05-15,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2016-05-22,10.83,10.83,10.83,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2016-05-29,11.12,11.12,11.12,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2016-06-05,11.64,11.64,11.64,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2016-06-12,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2016-06-19,11.79,11.79,11.79,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2016-06-26,12.98,12.98,12.98,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2016-07-03,12.58,12.58,12.58,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2016-07-10,13.28,13.28,13.28,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2016-07-17,13.42,13.42,13.42,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2016-07-24,13.72,13.72,13.72,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2016-07-31,14.09,14.09,14.09,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.14,14.14,14.14,0.0,0.0
2016-08-07,14.38,14.38,14.38,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2016-08-14,14.03,14.03,14.03,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2016-08-21,13.92,13.92,13.92,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.58,13.58,13.58,0.0,0.0
2016-08-28,14.16,14.16,14.16,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2016-09-04,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2016-09-11,13.51,13.51,13.51,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.58,13.58,13.58,0.0,0.0
2016-09-18,14.12,14.12,14.12,0.0,0.0,14.16,14.16,14.16,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2016-09-25,13.8,13.8,13.8,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2016-10-02,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2016-10-09,14.75,14.75,14.75,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2016-10-16,15.07,15.07,15.07,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2016-10-23,15.27,15.27,15.27,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2016-10-30,14.38,14.38,14.38,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2016-11-06,13.16,13.16,13.16,0.0,0.0,13.36,13.36,13.36,0.0,0.0,12.66,12.66,12.66,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2016-11-13,13.13,13.13,13.13,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2016-11-20,13.27,13.27,13.27,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2016-11-27,12.68,12.68,12.68,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2016-12-04,13.31,13.31,13.31,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2016-12-11,13.03,13.03,13.03,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2016-12-18,13.11,13.11,13.11,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2016-12-25,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2017-01-01,14.35,14.35,14.35,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2017-01-08,14.89,14.89,14.89,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2017-01-15,15.02,15.02,15.02,0.0,0.0,15.19,15.19,15.19,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2017-01-22,15.75,15.75,15.75,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2017-01-29,16.0,16.0,16.0,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2017-02-05,15.94,15.94,15.94,0.0,0.0,16.3,16.3,16.3,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2017-02-12,16.54,16.54,16.54,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2017-02-19,16.44,16.44,16.44,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2017-02-26,16.2,16.2,16.2,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2017-03-05,15.76,15.76,15.76,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-03-12,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,15.86,15.86,15.86,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2017-03-19,15.42,15.42,15.42,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2017-03-26,15.43,15.43,15.43,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2017-04-02,15.24,15.24,15.24,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2017-04-09,15.07,15.07,15.07,0.0,0.0,15.23,15.23,15.23,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2017-04-16,14.92,14.92,14.92,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2017-04-23,14.85,14.85,14.85,0.0,0.0,15.27,15.27,15.27,0.0,0.0,14.85,14.85,14.85,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2017-04-30,15.36,15.36,15.36,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2017-05-07,16.04,16.04,16.04,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2017-05-14,14.22,14.22,14.22,0.0,0.0,14.48,14.48,14.48,0.0,0.0,13.98,13.98,13.98,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2017-05-21,14.76,14.76,14.76,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2017-05-28,14.5,14.5,14.5,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2017-06-04,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2017-06-11,14.07,14.07,14.07,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.96,13.96,13.96,0.0,0.0,14.13,14.13,14.13,0.0,0.0
2017-06-18,13.31,13.31,13.31,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2017-06-25,13.76,13.76,13.76,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2017-07-02,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2017-07-09,15.01,15.01,15.01,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2017-07-16,15.46,15.46,15.46,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2017-07-23,15.29,15.29,15.29,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2017-07-30,15.78,15.78,15.78,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2017-08-06,15.49,15.49,15.49,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2017-08-13,15.75,15.75,15.75,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2017-08-20,16.63,16.63,16.63,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0
2017-08-27,17.06,17.06,17.06,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2017-09-03,17.98,17.98,17.98,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2017-09-10,18.02,18.02,18.02,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2017-09-17,17.21,17.21,17.21,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2017-09-24,16.42,16.42,16.42,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2017-10-01,16.98,16.98,16.98,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.87,16.87,16.87,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2017-10-08,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2017-10-15,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2017-10-22,16.26,16.26,16.26,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2017-10-29,15.47,15.47,15.47,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2017-11-05,15.12,15.12,15.12,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2017-11-12,15.36,15.36,15.36,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2017-11-19,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2017-11-26,15.3,15.3,15.3,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2017-12-03,15.57,15.57,15.57,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2017-12-10,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2017-12-17,14.97,14.97,14.97,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2017-12-24,15.59,15.59,15.59,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2017-12-31,16.1,16.1,16.1,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.21,16.21,16.21,0.0,0.0
