Date,iShares MSCI Global Energy Producers_etf_Open_average,iShares MSCI Global Energy Producers_etf_Open_max,iShares MSCI Global Energy Producers_etf_Open_min,iShares MSCI Global Energy Producers_etf_Open_volatility,iShares MSCI Global Energy Producers_etf_Open_change,iShares MSCI Global Energy Producers_etf_High_average,iShares MSCI Global Energy Producers_etf_High_max,iShares MSCI Global Energy Producers_etf_High_min,iShares MSCI Global Energy Producers_etf_High_volatility,iShares MSCI Global Energy Producers_etf_High_change,iShares MSCI Global Energy Producers_etf_Low_average,iShares MSCI Global Energy Producers_etf_Low_max,iShares MSCI Global Energy Producers_etf_Low_min,iShares MSCI Global Energy Producers_etf_Low_volatility,iShares MSCI Global Energy Producers_etf_Low_change,iShares MSCI Global Energy Producers_etf_Close_average,iShares MSCI Global Energy Producers_etf_Close_max,iShares MSCI Global Energy Producers_etf_Close_min,iShares MSCI Global Energy Producers_etf_Close_volatility,iShares MSCI Global Energy Producers_etf_Close_change
2016-05-29,18.12,18.12,18.12,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2016-06-05,18.61,18.61,18.61,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2016-06-12,18.05,18.05,18.05,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.69,17.69,17.69,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2016-06-19,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2016-06-26,18.72,18.72,18.72,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2016-07-03,18.5,18.5,18.5,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2016-07-10,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2016-07-17,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2016-07-24,17.79,17.79,17.79,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.79,17.79,17.79,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2016-07-31,18.03,18.03,18.03,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2016-08-07,18.42,18.42,18.42,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2016-08-14,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-08-21,18.6,18.6,18.6,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2016-08-28,18.35,18.35,18.35,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2016-09-04,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2016-09-11,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2016-09-18,18.29,18.29,18.29,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2016-09-25,18.81,18.81,18.81,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2016-10-02,19.07,19.07,19.07,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2016-10-09,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2016-10-16,19.06,19.06,19.06,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2016-10-23,18.8,18.8,18.8,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2016-10-30,18.26,18.26,18.26,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2016-11-06,18.47,18.47,18.47,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2016-11-13,18.82,18.82,18.82,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2016-11-20,19.12,19.12,19.12,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2016-11-27,19.72,19.72,19.72,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2016-12-04,20.25,20.25,20.25,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-12-11,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2016-12-18,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2016-12-25,19.96,19.96,19.96,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2017-01-01,20.26,20.26,20.26,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2017-01-08,19.96,19.96,19.96,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2017-01-15,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2017-01-22,19.79,19.79,19.79,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2017-01-29,19.61,19.61,19.61,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2017-02-05,19.53,19.53,19.53,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2017-02-12,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2017-02-19,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2017-02-26,19.13,19.13,19.13,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2017-03-05,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2017-03-12,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2017-03-19,18.73,18.73,18.73,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2017-03-26,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2017-04-02,19.26,19.26,19.26,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2017-04-09,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.98,18.98,18.98,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2017-04-16,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-04-23,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2017-04-30,18.4,18.4,18.4,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2017-05-07,18.96,18.96,18.96,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2017-05-14,19.07,19.07,19.07,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2017-05-21,18.84,18.84,18.84,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2017-05-28,18.4,18.4,18.4,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2017-06-04,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2017-06-11,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2017-06-18,17.7,17.7,17.7,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2017-06-25,17.93,17.93,17.93,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2017-07-02,17.68,17.68,17.68,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2017-07-09,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2017-07-16,18.2,18.2,18.2,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2017-07-23,18.44,18.44,18.44,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2017-07-30,18.56,18.56,18.56,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2017-08-06,18.37,18.37,18.37,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2017-08-13,17.76,17.76,17.76,0.0,0.0,18.01,18.01,18.01,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2017-08-20,18.1,18.1,18.1,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2017-08-27,18.17,18.17,18.17,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2017-09-03,18.67,18.67,18.67,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2017-09-10,19.08,19.08,19.08,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2017-09-17,19.58,19.58,19.58,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2017-09-24,19.74,19.74,19.74,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2017-10-01,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2017-10-08,19.93,19.93,19.93,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2017-10-15,19.83,19.83,19.83,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2017-10-22,19.68,19.68,19.68,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2017-10-29,20.63,20.63,20.63,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2017-11-05,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2017-11-12,20.32,20.32,20.32,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2017-11-19,20.47,20.47,20.47,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2017-11-26,20.59,20.59,20.59,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2017-12-03,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2017-12-10,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2017-12-17,21.0,21.0,21.0,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.85,20.85,20.85,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2017-12-24,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2017-12-31,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.89,21.89,21.89,0.0,0.0
