Date,John Hancock Multifactor Health Care_etf_Open_average,John Hancock Multifactor Health Care_etf_Open_max,John Hancock Multifactor Health Care_etf_Open_min,John Hancock Multifactor Health Care_etf_Open_volatility,John Hancock Multifactor Health Care_etf_Open_change,John Hancock Multifactor Health Care_etf_High_average,John Hancock Multifactor Health Care_etf_High_max,John Hancock Multifactor Health Care_etf_High_min,John Hancock Multifactor Health Care_etf_High_volatility,John Hancock Multifactor Health Care_etf_High_change,John Hancock Multifactor Health Care_etf_Low_average,John Hancock Multifactor Health Care_etf_Low_max,John Hancock Multifactor Health Care_etf_Low_min,John Hancock Multifactor Health Care_etf_Low_volatility,John Hancock Multifactor Health Care_etf_Low_change,John Hancock Multifactor Health Care_etf_Close_average,John Hancock Multifactor Health Care_etf_Close_max,John Hancock Multifactor Health Care_etf_Close_min,John Hancock Multifactor Health Care_etf_Close_volatility,John Hancock Multifactor Health Care_etf_Close_change
2016-03-13,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-03-20,24.66,24.66,24.66,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2016-03-27,24.95,24.95,24.95,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2016-04-03,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2016-04-10,25.74,25.74,25.74,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2016-04-17,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2016-04-24,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2016-05-01,25.66,25.66,25.66,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2016-05-08,25.5,25.5,25.5,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2016-05-15,25.49,25.49,25.49,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2016-05-22,26.25,26.25,26.25,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2016-05-29,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2016-06-05,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2016-06-12,25.9,25.9,25.9,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2016-06-19,25.84,25.84,25.84,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2016-06-26,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2016-07-03,26.82,26.82,26.82,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2016-07-10,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2016-07-17,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2016-07-24,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2016-07-31,27.83,27.83,27.83,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-08-07,27.67,27.67,27.67,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2016-08-14,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2016-08-21,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2016-08-28,27.03,27.03,27.03,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-09-04,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2016-09-11,26.94,26.94,26.94,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-09-18,27.39,27.39,27.39,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2016-09-25,26.91,26.91,26.91,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.83,26.83,26.83,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2016-10-02,26.72,26.72,26.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2016-10-09,26.25,26.25,26.25,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2016-10-16,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2016-10-23,25.09,25.09,25.09,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2016-10-30,24.84,24.84,24.84,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2016-11-06,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2016-11-13,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2016-11-20,26.08,26.08,26.08,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2016-11-27,25.62,25.62,25.62,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2016-12-04,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2016-12-11,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2016-12-18,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2016-12-25,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2017-01-01,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2017-01-08,26.79,26.79,26.79,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-01-15,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2017-01-22,26.23,26.23,26.23,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2017-01-29,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-02-05,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2017-02-12,27.77,27.77,27.77,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2017-02-19,27.99,27.99,27.99,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2017-02-26,28.43,28.43,28.43,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2017-03-05,28.59,28.59,28.59,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2017-03-12,28.39,28.39,28.39,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2017-03-19,28.11,28.11,28.11,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-03-26,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2017-04-02,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2017-04-09,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-04-16,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2017-04-23,28.49,28.49,28.49,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2017-04-30,28.72,28.72,28.72,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2017-05-07,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2017-05-14,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2017-05-21,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2017-05-28,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2017-06-04,29.33,29.33,29.33,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2017-06-11,29.4,29.4,29.4,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2017-06-18,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2017-06-25,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-07-02,29.81,29.81,29.81,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2017-07-09,30.24,30.24,30.24,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2017-07-16,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2017-07-23,30.1,30.1,30.1,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-07-30,29.72,29.72,29.72,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2017-08-06,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2017-08-13,29.12,29.12,29.12,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2017-08-20,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2017-08-27,30.21,30.21,30.21,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2017-09-03,30.37,30.37,30.37,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2017-09-10,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2017-09-17,30.2,30.2,30.2,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2017-09-24,30.3,30.3,30.3,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2017-10-01,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2017-10-08,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2017-10-15,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-10-22,30.48,30.48,30.48,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2017-10-29,30.01,30.01,30.01,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-11-05,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-11-12,30.22,30.22,30.22,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2017-11-19,30.41,30.41,30.41,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-11-26,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2017-12-03,30.48,30.48,30.48,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.48,30.48,30.48,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2017-12-10,31.36,31.36,31.36,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2017-12-17,30.94,30.94,30.94,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2017-12-24,31.17,31.17,31.17,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2017-12-31,31.79,31.79,31.79,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.94,31.94,31.94,0.0,0.0
