Date,iShares MSCI Spain Capped_etf_Open_average,iShares MSCI Spain Capped_etf_Open_max,iShares MSCI Spain Capped_etf_Open_min,iShares MSCI Spain Capped_etf_Open_volatility,iShares MSCI Spain Capped_etf_Open_change,iShares MSCI Spain Capped_etf_High_average,iShares MSCI Spain Capped_etf_High_max,iShares MSCI Spain Capped_etf_High_min,iShares MSCI Spain Capped_etf_High_volatility,iShares MSCI Spain Capped_etf_High_change,iShares MSCI Spain Capped_etf_Low_average,iShares MSCI Spain Capped_etf_Low_max,iShares MSCI Spain Capped_etf_Low_min,iShares MSCI Spain Capped_etf_Low_volatility,iShares MSCI Spain Capped_etf_Low_change,iShares MSCI Spain Capped_etf_Close_average,iShares MSCI Spain Capped_etf_Close_max,iShares MSCI Spain Capped_etf_Close_min,iShares MSCI Spain Capped_etf_Close_volatility,iShares MSCI Spain Capped_etf_Close_change
2017-10-29,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-11-05,32.72,32.72,32.72,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2017-11-12,32.76,32.76,32.76,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-11-19,33.17,33.17,33.17,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2017-11-26,33.4,33.4,33.4,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2017-12-03,33.59,33.59,33.59,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2017-12-10,33.19,33.19,33.19,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2017-12-17,32.9,32.9,32.9,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2017-12-24,32.83,32.83,32.83,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2017-12-31,34.1,34.1,34.1,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.19,34.19,34.19,0.0,0.0
