Date,First Trust International IPO_etf_Open_average,First Trust International IPO_etf_Open_max,First Trust International IPO_etf_Open_min,First Trust International IPO_etf_Open_volatility,First Trust International IPO_etf_Open_change,First Trust International IPO_etf_High_average,First Trust International IPO_etf_High_max,First Trust International IPO_etf_High_min,First Trust International IPO_etf_High_volatility,First Trust International IPO_etf_High_change,First Trust International IPO_etf_Low_average,First Trust International IPO_etf_Low_max,First Trust International IPO_etf_Low_min,First Trust International IPO_etf_Low_volatility,First Trust International IPO_etf_Low_change,First Trust International IPO_etf_Close_average,First Trust International IPO_etf_Close_max,First Trust International IPO_etf_Close_min,First Trust International IPO_etf_Close_volatility,First Trust International IPO_etf_Close_change
2016-07-17,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2016-07-24,25.89,25.89,25.89,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2016-07-31,26.16,26.16,26.16,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2016-08-07,27.1,27.1,27.1,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2016-08-14,27.03,27.03,27.03,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-08-21,26.82,26.82,26.82,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2016-08-28,27.09,27.09,27.09,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-09-04,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2016-09-11,26.98,26.98,26.98,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2016-09-18,27.66,27.66,27.66,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2016-09-25,27.38,27.38,27.38,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2016-10-02,27.27,27.27,27.27,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2016-10-09,26.89,26.89,26.89,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2016-10-16,27.05,27.05,27.05,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2016-10-23,26.92,26.92,26.92,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2016-10-30,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2016-11-06,25.95,25.95,25.95,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2016-11-13,25.79,25.79,25.79,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2016-11-20,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2016-11-27,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2016-12-04,26.43,26.43,26.43,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2016-12-11,25.89,25.89,25.89,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2016-12-18,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2016-12-25,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2017-01-01,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2017-01-08,26.48,26.48,26.48,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2017-01-15,26.52,26.52,26.52,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2017-01-22,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2017-01-29,27.2,27.2,27.2,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2017-02-05,27.43,27.43,27.43,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2017-02-12,27.53,27.53,27.53,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2017-02-19,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2017-02-26,27.46,27.46,27.46,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2017-03-05,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2017-03-12,28.62,28.62,28.62,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2017-03-19,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2017-03-26,28.78,28.78,28.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2017-04-02,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2017-04-09,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2017-04-16,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-04-23,29.95,29.95,29.95,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2017-04-30,29.91,29.91,29.91,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2017-05-07,30.5,30.5,30.5,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2017-05-14,31.1,31.1,31.1,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2017-05-21,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2017-05-28,31.71,31.71,31.71,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2017-06-04,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2017-06-11,31.59,31.59,31.59,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2017-06-18,32.4,32.4,32.4,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2017-06-25,31.46,31.46,31.46,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2017-07-02,31.46,31.46,31.46,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2017-07-09,32.49,32.49,32.49,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-07-16,32.99,32.99,32.99,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2017-07-23,33.21,33.21,33.21,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2017-07-30,33.72,33.72,33.72,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-08-06,33.6,33.6,33.6,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-08-13,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2017-08-20,34.57,34.57,34.57,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2017-08-27,34.37,34.37,34.37,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2017-09-03,34.65,34.65,34.65,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2017-09-10,35.56,35.56,35.56,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2017-09-17,35.15,35.15,35.15,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2017-09-24,34.49,34.49,34.49,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2017-10-01,35.04,35.04,35.04,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2017-10-08,35.46,35.46,35.46,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2017-10-15,35.14,35.14,35.14,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2017-10-22,34.9,34.9,34.9,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2017-10-29,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-11-05,34.59,34.59,34.59,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2017-11-12,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2017-11-19,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2017-11-26,34.73,34.73,34.73,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2017-12-03,34.51,34.51,34.51,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2017-12-10,34.84,34.84,34.84,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-12-17,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2017-12-24,35.38,35.38,35.38,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-12-31,37.14,37.14,37.14,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.17,37.17,37.17,0.0,0.0
