Date,VanEck Merk Gold Trust_etf_Open_average,VanEck Merk Gold Trust_etf_Open_max,VanEck Merk Gold Trust_etf_Open_min,VanEck Merk Gold Trust_etf_Open_volatility,VanEck Merk Gold Trust_etf_Open_change,VanEck Merk Gold Trust_etf_High_average,VanEck Merk Gold Trust_etf_High_max,VanEck Merk Gold Trust_etf_High_min,VanEck Merk Gold Trust_etf_High_volatility,VanEck Merk Gold Trust_etf_High_change,VanEck Merk Gold Trust_etf_Low_average,VanEck Merk Gold Trust_etf_Low_max,VanEck Merk Gold Trust_etf_Low_min,VanEck Merk Gold Trust_etf_Low_volatility,VanEck Merk Gold Trust_etf_Low_change,VanEck Merk Gold Trust_etf_Close_average,VanEck Merk Gold Trust_etf_Close_max,VanEck Merk Gold Trust_etf_Close_min,VanEck Merk Gold Trust_etf_Close_volatility,VanEck Merk Gold Trust_etf_Close_change
2016-07-10,13.14,13.14,13.14,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2016-07-17,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2016-07-24,13.34,13.34,13.34,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2016-07-31,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2016-08-07,13.42,13.42,13.42,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2016-08-14,13.31,13.31,13.31,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2016-08-21,13.18,13.18,13.18,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2016-08-28,13.11,13.11,13.11,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2016-09-04,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2016-09-11,12.97,12.97,12.97,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2016-09-18,13.26,13.26,13.26,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2016-09-25,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2016-10-02,12.5,12.5,12.5,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2016-10-09,12.41,12.41,12.41,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2016-10-16,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2016-10-23,12.59,12.59,12.59,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2016-10-30,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2016-11-06,12.43,12.43,12.43,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2016-11-13,11.99,11.99,11.99,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2016-11-20,11.78,11.78,11.78,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2016-11-27,11.62,11.62,11.62,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2016-12-04,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2016-12-11,11.22,11.22,11.22,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2016-12-18,11.2,11.2,11.2,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2016-12-25,11.46,11.46,11.46,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2017-01-01,11.62,11.62,11.62,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2017-01-08,11.8,11.8,11.8,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2017-01-15,11.91,11.91,11.91,0.0,0.0,12.02,12.02,12.02,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2017-01-22,11.72,11.72,11.72,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2017-01-29,12.01,12.01,12.01,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2017-02-05,12.12,12.12,12.12,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2017-02-12,12.28,12.28,12.28,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2017-02-19,12.44,12.44,12.44,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2017-02-26,12.14,12.14,12.14,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2017-03-05,11.88,11.88,11.88,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2017-03-12,12.16,12.16,12.16,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2017-03-19,12.29,12.29,12.29,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2017-03-26,12.31,12.31,12.31,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2017-04-02,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.41,12.41,12.41,0.0,0.0
2017-04-09,12.72,12.72,12.72,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2017-04-16,12.67,12.67,12.67,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2017-04-23,12.5,12.5,12.5,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-04-30,12.14,12.14,12.14,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2017-05-07,12.16,12.16,12.16,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2017-05-14,12.39,12.39,12.39,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2017-05-21,12.51,12.51,12.51,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-05-28,12.59,12.59,12.59,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2017-06-04,12.51,12.51,12.51,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-06-11,12.4,12.4,12.4,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2017-06-18,12.43,12.43,12.43,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2017-06-25,12.26,12.26,12.26,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2017-07-02,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2017-07-09,12.16,12.16,12.16,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2017-07-16,12.36,12.36,12.36,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2017-07-23,12.48,12.48,12.48,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-07-30,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2017-08-06,12.69,12.69,12.69,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2017-08-13,12.81,12.81,12.81,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2017-08-20,12.75,12.75,12.75,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2017-08-27,13.08,13.08,13.08,0.0,0.0,13.09,13.09,13.09,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2017-09-03,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2017-09-10,13.08,13.08,13.08,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2017-09-17,12.77,12.77,12.77,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2017-09-24,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2017-10-01,12.49,12.49,12.49,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2017-10-08,12.84,12.84,12.84,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2017-10-15,12.63,12.63,12.63,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2017-10-22,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2017-10-29,12.6,12.6,12.6,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2017-11-05,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2017-11-12,12.68,12.68,12.68,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2017-11-19,12.7,12.7,12.7,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2017-11-26,12.55,12.55,12.55,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2017-12-03,12.32,12.32,12.32,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2017-12-10,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2017-12-17,12.52,12.52,12.52,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2017-12-24,12.84,12.84,12.84,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2017-12-31,12.96,12.96,12.96,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.96,12.96,12.96,0.0,0.0,13.01,13.01,13.01,0.0,0.0
