Date,iShares China Large-Cap_etf_Open_average,iShares China Large-Cap_etf_Open_max,iShares China Large-Cap_etf_Open_min,iShares China Large-Cap_etf_Open_volatility,iShares China Large-Cap_etf_Open_change,iShares China Large-Cap_etf_High_average,iShares China Large-Cap_etf_High_max,iShares China Large-Cap_etf_High_min,iShares China Large-Cap_etf_High_volatility,iShares China Large-Cap_etf_High_change,iShares China Large-Cap_etf_Low_average,iShares China Large-Cap_etf_Low_max,iShares China Large-Cap_etf_Low_min,iShares China Large-Cap_etf_Low_volatility,iShares China Large-Cap_etf_Low_change,iShares China Large-Cap_etf_Close_average,iShares China Large-Cap_etf_Close_max,iShares China Large-Cap_etf_Close_min,iShares China Large-Cap_etf_Close_volatility,iShares China Large-Cap_etf_Close_change
2016-04-03,33.07,33.07,33.07,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2016-04-10,34.68,34.68,34.68,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2016-04-17,34.39,34.39,34.39,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2016-04-24,33.67,33.67,33.67,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2016-05-01,31.96,31.96,31.96,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2016-05-08,31.52,31.52,31.52,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2016-05-15,31.58,31.58,31.58,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2016-05-22,32.91,32.91,32.91,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2016-05-29,33.69,33.69,33.69,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2016-06-05,33.6,33.6,33.6,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2016-06-12,32.8,32.8,32.8,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2016-06-19,32.73,32.73,32.73,0.0,0.0,33.39,33.39,33.39,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2016-06-26,34.4,34.4,34.4,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2016-07-03,33.79,33.79,33.79,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.77,33.77,33.77,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2016-07-10,35.54,35.54,35.54,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2016-07-17,35.55,35.55,35.55,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2016-07-24,35.19,35.19,35.19,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2016-07-31,35.75,35.75,35.75,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-08-07,37.08,37.08,37.08,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2016-08-14,37.59,37.59,37.59,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2016-08-21,37.24,37.24,37.24,0.0,0.0,37.67,37.67,37.67,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2016-08-28,37.98,37.98,37.98,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2016-09-04,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2016-09-11,37.68,37.68,37.68,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2016-09-18,38.39,38.39,38.39,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2016-09-25,37.83,37.83,37.83,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2016-10-02,38.62,38.62,38.62,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2016-10-09,37.67,37.67,37.67,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2016-10-16,37.65,37.65,37.65,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2016-10-23,36.96,36.96,36.96,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2016-10-30,36.32,36.32,36.32,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2016-11-06,35.74,35.74,35.74,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2016-11-13,35.97,35.97,35.97,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-11-20,37.17,37.17,37.17,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2016-11-27,37.24,37.24,37.24,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2016-12-04,37.38,37.38,37.38,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2016-12-11,35.75,35.75,35.75,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2016-12-18,33.96,33.96,33.96,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2016-12-25,35.0,35.0,35.0,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2017-01-01,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2017-01-08,36.54,36.54,36.54,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2017-01-15,36.38,36.38,36.38,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2017-01-22,36.83,36.83,36.83,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-01-29,36.63,36.63,36.63,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2017-02-05,37.79,37.79,37.79,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.76,37.76,37.76,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2017-02-12,38.24,38.24,38.24,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2017-02-19,38.44,38.44,38.44,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2017-02-26,37.88,37.88,37.88,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2017-03-05,37.61,37.61,37.61,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2017-03-12,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-03-19,39.16,39.16,39.16,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2017-03-26,38.52,38.52,38.52,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2017-04-02,38.67,38.67,38.67,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2017-04-09,38.5,38.5,38.5,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-04-16,37.87,37.87,37.87,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2017-04-23,38.5,38.5,38.5,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-04-30,37.52,37.52,37.52,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2017-05-07,38.84,38.84,38.84,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2017-05-14,39.19,39.19,39.19,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-05-21,40.09,40.09,40.09,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2017-05-28,40.4,40.4,40.4,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2017-06-04,40.41,40.41,40.41,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2017-06-11,39.57,39.57,39.57,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2017-06-18,39.72,39.72,39.72,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2017-06-25,39.83,39.83,39.83,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2017-07-02,39.49,39.49,39.49,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2017-07-09,41.52,41.52,41.52,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2017-07-16,42.0,42.0,42.0,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2017-07-23,42.29,42.29,42.29,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2017-07-30,42.76,42.76,42.76,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2017-08-06,41.8,41.8,41.8,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2017-08-13,41.98,41.98,41.98,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-08-20,44.29,44.29,44.29,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-08-27,44.17,44.17,44.17,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2017-09-03,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2017-09-10,44.06,44.06,44.06,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2017-09-17,44.62,44.62,44.62,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2017-09-24,43.69,43.69,43.69,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2017-10-01,45.75,45.75,45.75,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2017-10-08,46.15,46.15,46.15,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2017-10-15,46.06,46.06,46.06,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2017-10-22,46.16,46.16,46.16,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2017-10-29,46.35,46.35,46.35,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-11-05,47.0,47.0,47.0,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.89,46.89,46.89,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2017-11-12,46.56,46.56,46.56,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2017-11-19,47.97,47.97,47.97,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2017-11-26,45.93,45.93,45.93,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2017-12-03,45.54,45.54,45.54,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2017-12-10,45.6,45.6,45.6,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2017-12-17,45.75,45.75,45.75,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-12-24,46.33,46.33,46.33,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-12-31,48.35,48.35,48.35,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.54,48.54,48.54,0.0,0.0
