Date,iShares Global TechEtf_Open_average,iShares Global TechEtf_Open_max,iShares Global TechEtf_Open_min,iShares Global TechEtf_Open_volatility,iShares Global TechEtf_Open_change,iShares Global TechEtf_High_average,iShares Global TechEtf_High_max,iShares Global TechEtf_High_min,iShares Global TechEtf_High_volatility,iShares Global TechEtf_High_change,iShares Global TechEtf_Low_average,iShares Global TechEtf_Low_max,iShares Global TechEtf_Low_min,iShares Global TechEtf_Low_volatility,iShares Global TechEtf_Low_change,iShares Global TechEtf_Close_average,iShares Global TechEtf_Close_max,iShares Global TechEtf_Close_min,iShares Global TechEtf_Close_volatility,iShares Global TechEtf_Close_change
2017-09-10,141.57,141.57,141.57,0.0,0.0,142.09,142.09,142.09,0.0,0.0,141.25,141.25,141.25,0.0,0.0,142.01,142.01,142.01,0.0,0.0
2017-09-17,141.12,141.12,141.12,0.0,0.0,141.62,141.62,141.62,0.0,0.0,141.02,141.02,141.02,0.0,0.0,141.5,141.5,141.5,0.0,0.0
2017-09-24,141.61,141.61,141.61,0.0,0.0,142.52,142.52,142.52,0.0,0.0,141.58,141.58,141.58,0.0,0.0,142.37,142.37,142.37,0.0,0.0
2017-10-01,143.78,143.78,143.78,0.0,0.0,144.63,144.63,144.63,0.0,0.0,143.63,143.63,143.63,0.0,0.0,144.43,144.43,144.43,0.0,0.0
2017-10-08,146.85,146.85,146.85,0.0,0.0,147.39,147.39,147.39,0.0,0.0,146.74,146.74,146.74,0.0,0.0,146.95,146.95,146.95,0.0,0.0
2017-10-15,147.84,147.84,147.84,0.0,0.0,148.16,148.16,148.16,0.0,0.0,147.55,147.55,147.55,0.0,0.0,147.95,147.95,147.95,0.0,0.0
2017-10-22,150.14,150.14,150.14,0.0,0.0,151.69,151.69,151.69,0.0,0.0,149.79,149.79,149.79,0.0,0.0,151.45,151.45,151.45,0.0,0.0
2017-10-29,154.34,154.34,154.34,0.0,0.0,154.84,154.84,154.84,0.0,0.0,153.33,153.33,153.33,0.0,0.0,154.47,154.47,154.47,0.0,0.0
2017-11-05,154.5,154.5,154.5,0.0,0.0,154.7,154.7,154.7,0.0,0.0,153.94,153.94,153.94,0.0,0.0,154.47,154.47,154.47,0.0,0.0
2017-11-12,155.64,155.64,155.64,0.0,0.0,155.64,155.64,155.64,0.0,0.0,154.74,154.74,154.74,0.0,0.0,154.86,154.86,154.86,0.0,0.0
2017-11-19,157.42,157.42,157.42,0.0,0.0,158.01,158.01,158.01,0.0,0.0,157.42,157.42,157.42,0.0,0.0,157.98,157.98,157.98,0.0,0.0
2017-11-26,153.13,153.13,153.13,0.0,0.0,153.6,153.6,153.6,0.0,0.0,151.48,151.48,151.48,0.0,0.0,153.17,153.17,153.17,0.0,0.0
2017-12-03,153.44,153.44,153.44,0.0,0.0,153.99,153.99,153.99,0.0,0.0,152.95,152.95,152.95,0.0,0.0,153.21,153.21,153.21,0.0,0.0
2017-12-10,154.18,154.18,154.18,0.0,0.0,155.34,155.34,155.34,0.0,0.0,153.52,153.52,153.52,0.0,0.0,155.13,155.13,155.13,0.0,0.0
2017-12-17,154.61,154.61,154.61,0.0,0.0,154.75,154.75,154.75,0.0,0.0,154.04,154.04,154.04,0.0,0.0,154.71,154.71,154.71,0.0,0.0
2017-12-24,154.41,154.41,154.41,0.0,0.0,154.41,154.41,154.41,0.0,0.0,153.45,153.45,153.45,0.0,0.0,153.66,153.66,153.66,0.0,0.0
2017-12-31,159.19,159.19,159.19,0.0,0.0,160.2,160.2,160.2,0.0,0.0,158.89,158.89,158.89,0.0,0.0,160.2,160.2,160.2,0.0,0.0
