Date,ProShares Ultra Real Estate_etf_Open_average,ProShares Ultra Real Estate_etf_Open_max,ProShares Ultra Real Estate_etf_Open_min,ProShares Ultra Real Estate_etf_Open_volatility,ProShares Ultra Real Estate_etf_Open_change,ProShares Ultra Real Estate_etf_High_average,ProShares Ultra Real Estate_etf_High_max,ProShares Ultra Real Estate_etf_High_min,ProShares Ultra Real Estate_etf_High_volatility,ProShares Ultra Real Estate_etf_High_change,ProShares Ultra Real Estate_etf_Low_average,ProShares Ultra Real Estate_etf_Low_max,ProShares Ultra Real Estate_etf_Low_min,ProShares Ultra Real Estate_etf_Low_volatility,ProShares Ultra Real Estate_etf_Low_change,ProShares Ultra Real Estate_etf_Close_average,ProShares Ultra Real Estate_etf_Close_max,ProShares Ultra Real Estate_etf_Close_min,ProShares Ultra Real Estate_etf_Close_volatility,ProShares Ultra Real Estate_etf_Close_change
2016-03-13,55.38,55.38,55.38,0.0,0.0,55.5,55.5,55.5,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2016-03-20,52.73,52.73,52.73,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2016-03-27,56.38,56.38,56.38,0.0,0.0,56.95,56.95,56.95,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2016-04-03,56.05,56.05,56.05,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2016-04-10,56.08,56.08,56.08,0.0,0.0,56.89,56.89,56.89,0.0,0.0,55.78,55.78,55.78,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2016-04-17,54.2,54.2,54.2,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2016-04-24,55.24,55.24,55.24,0.0,0.0,55.32,55.32,55.32,0.0,0.0,53.68,53.68,53.68,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2016-05-01,57.61,57.61,57.61,0.0,0.0,59.04,59.04,59.04,0.0,0.0,57.26,57.26,57.26,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2016-05-08,58.08,58.08,58.08,0.0,0.0,58.2,58.2,58.2,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2016-05-15,54.47,54.47,54.47,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2016-05-22,56.69,56.69,56.69,0.0,0.0,57.47,57.47,57.47,0.0,0.0,56.6,56.6,56.6,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2016-05-29,58.81,58.81,58.81,0.0,0.0,59.19,59.19,59.19,0.0,0.0,57.68,57.68,57.68,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2016-06-05,58.41,58.41,58.41,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2016-06-12,59.22,59.22,59.22,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2016-06-19,58.12,58.12,58.12,0.0,0.0,60.14,60.14,60.14,0.0,0.0,57.25,57.25,57.25,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2016-06-26,64.28,64.28,64.28,0.0,0.0,64.9,64.9,64.9,0.0,0.0,63.68,63.68,63.68,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2016-07-03,63.95,63.95,63.95,0.0,0.0,65.39,65.39,65.39,0.0,0.0,63.95,63.95,63.95,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2016-07-10,66.12,66.12,66.12,0.0,0.0,66.41,66.41,66.41,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2016-07-17,67.02,67.02,67.02,0.0,0.0,68.6,68.6,68.6,0.0,0.0,66.88,66.88,66.88,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2016-07-24,67.38,67.38,67.38,0.0,0.0,69.41,69.41,69.41,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2016-07-31,66.07,66.07,66.07,0.0,0.0,66.62,66.62,66.62,0.0,0.0,65.57,65.57,65.57,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2016-08-07,66.12,66.12,66.12,0.0,0.0,66.99,66.99,66.99,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2016-08-14,64.09,64.09,64.09,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.03,63.03,63.03,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2016-08-21,64.31,64.31,64.31,0.0,0.0,65.02,65.02,65.02,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2016-08-28,64.34,64.34,64.34,0.0,0.0,66.14,66.14,66.14,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2016-09-04,63.34,63.34,63.34,0.0,0.0,63.58,63.58,63.58,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2016-09-11,58.92,58.92,58.92,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.39,58.39,58.39,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2016-09-18,63.9,63.9,63.9,0.0,0.0,64.45,64.45,64.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2016-09-25,63.09,63.09,63.09,0.0,0.0,63.59,63.59,63.59,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2016-10-02,56.77,56.77,56.77,0.0,0.0,57.5,57.5,57.5,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2016-10-09,57.3,57.3,57.3,0.0,0.0,58.24,58.24,58.24,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2016-10-16,57.55,57.55,57.55,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2016-10-23,54.0,54.0,54.0,0.0,0.0,54.94,54.94,54.94,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2016-10-30,51.42,51.42,51.42,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2016-11-06,49.78,49.78,49.78,0.0,0.0,51.75,51.75,51.75,0.0,0.0,49.78,49.78,49.78,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2016-11-13,51.2,51.2,51.2,0.0,0.0,51.73,51.73,51.73,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2016-11-20,52.79,52.79,52.79,0.0,0.0,53.58,53.58,53.58,0.0,0.0,52.79,52.79,52.79,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2016-11-27,51.82,51.82,51.82,0.0,0.0,53.27,53.27,53.27,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2016-12-04,56.41,56.41,56.41,0.0,0.0,57.48,57.48,57.48,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2016-12-11,54.77,54.77,54.77,0.0,0.0,56.33,56.33,56.33,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-12-18,55.41,55.41,55.41,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2016-12-25,56.34,56.34,56.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,55.71,55.71,55.71,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2017-01-01,59.08,59.08,59.08,0.0,0.0,59.9,59.9,59.9,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2017-01-08,57.3,57.3,57.3,0.0,0.0,57.81,57.81,57.81,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2017-01-15,57.09,57.09,57.09,0.0,0.0,57.87,57.87,57.87,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2017-01-22,58.38,58.38,58.38,0.0,0.0,58.54,58.54,58.54,0.0,0.0,56.7,56.7,56.7,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2017-01-29,57.64,57.64,57.64,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2017-02-05,58.52,58.52,58.52,0.0,0.0,59.41,59.41,59.41,0.0,0.0,58.2,58.2,58.2,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2017-02-12,59.69,59.69,59.69,0.0,0.0,59.87,59.87,59.87,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2017-02-19,61.49,61.49,61.49,0.0,0.0,62.13,62.13,62.13,0.0,0.0,60.91,60.91,60.91,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2017-02-26,61.23,61.23,61.23,0.0,0.0,61.23,61.23,61.23,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2017-03-05,57.64,57.64,57.64,0.0,0.0,57.82,57.82,57.82,0.0,0.0,55.84,55.84,55.84,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2017-03-12,58.55,58.55,58.55,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2017-03-19,59.56,59.56,59.56,0.0,0.0,59.82,59.82,59.82,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-03-26,59.89,59.89,59.89,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.59,59.59,59.59,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2017-04-02,61.49,61.49,61.49,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2017-04-09,62.59,62.59,62.59,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2017-04-16,63.78,63.78,63.78,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2017-04-23,61.9,61.9,61.9,0.0,0.0,62.11,62.11,62.11,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2017-04-30,59.42,59.42,59.42,0.0,0.0,60.44,60.44,60.44,0.0,0.0,59.41,59.41,59.41,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2017-05-07,59.05,59.05,59.05,0.0,0.0,59.27,59.27,59.27,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2017-05-14,59.16,59.16,59.16,0.0,0.0,60.65,60.65,60.65,0.0,0.0,59.04,59.04,59.04,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2017-05-21,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2017-05-28,61.76,61.76,61.76,0.0,0.0,62.59,62.59,62.59,0.0,0.0,61.76,61.76,61.76,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2017-06-04,61.72,61.72,61.72,0.0,0.0,62.59,62.59,62.59,0.0,0.0,61.13,61.13,61.13,0.0,0.0,62.29,62.29,62.29,0.0,0.0
2017-06-11,64.19,64.19,64.19,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.73,63.73,63.73,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-06-18,63.84,63.84,63.84,0.0,0.0,64.61,64.61,64.61,0.0,0.0,63.62,63.62,63.62,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2017-06-25,63.59,63.59,63.59,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2017-07-02,60.56,60.56,60.56,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.41,60.41,60.41,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2017-07-09,61.97,61.97,61.97,0.0,0.0,63.06,63.06,63.06,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2017-07-16,63.46,63.46,63.46,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2017-07-23,64.19,64.19,64.19,0.0,0.0,64.62,64.62,64.62,0.0,0.0,63.89,63.89,63.89,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2017-07-30,63.59,63.59,63.59,0.0,0.0,64.14,64.14,64.14,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2017-08-06,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2017-08-13,62.16,62.16,62.16,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2017-08-20,64.05,64.05,64.05,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.63,63.63,63.63,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2017-08-27,65.09,65.09,65.09,0.0,0.0,65.42,65.42,65.42,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-09-03,65.31,65.31,65.31,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2017-09-10,65.37,65.37,65.37,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.0,65.0,65.0,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2017-09-17,63.86,63.86,63.86,0.0,0.0,64.05,64.05,64.05,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2017-09-24,63.4,63.4,63.4,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2017-10-01,63.78,63.78,63.78,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.1,63.1,63.1,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2017-10-08,66.23,66.23,66.23,0.0,0.0,66.57,66.57,66.57,0.0,0.0,65.76,65.76,65.76,0.0,0.0,66.26,66.26,66.26,0.0,0.0
2017-10-15,65.27,65.27,65.27,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.63,64.63,64.63,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2017-10-22,62.48,62.48,62.48,0.0,0.0,63.37,63.37,63.37,0.0,0.0,61.73,61.73,61.73,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2017-10-29,64.3,64.3,64.3,0.0,0.0,64.58,64.58,64.58,0.0,0.0,63.5,63.5,63.5,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2017-11-05,67.27,67.27,67.27,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2017-11-12,67.39,67.39,67.39,0.0,0.0,67.71,67.71,67.71,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2017-11-19,67.29,67.29,67.29,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2017-11-26,66.96,66.96,66.96,0.0,0.0,67.24,67.24,67.24,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2017-12-03,65.97,65.97,65.97,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2017-12-10,66.95,66.95,66.95,0.0,0.0,67.75,67.75,67.75,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2017-12-17,63.96,63.96,63.96,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2017-12-24,66.19,66.19,66.19,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2017-12-31,63.23,63.23,63.23,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.94,62.94,62.94,0.0,0.0,63.2,63.2,63.2,0.0,0.0
