Date,iShares MSCI Ireland_etf_Open_average,iShares MSCI Ireland_etf_Open_max,iShares MSCI Ireland_etf_Open_min,iShares MSCI Ireland_etf_Open_volatility,iShares MSCI Ireland_etf_Open_change,iShares MSCI Ireland_etf_High_average,iShares MSCI Ireland_etf_High_max,iShares MSCI Ireland_etf_High_min,iShares MSCI Ireland_etf_High_volatility,iShares MSCI Ireland_etf_High_change,iShares MSCI Ireland_etf_Low_average,iShares MSCI Ireland_etf_Low_max,iShares MSCI Ireland_etf_Low_min,iShares MSCI Ireland_etf_Low_volatility,iShares MSCI Ireland_etf_Low_change,iShares MSCI Ireland_etf_Close_average,iShares MSCI Ireland_etf_Close_max,iShares MSCI Ireland_etf_Close_min,iShares MSCI Ireland_etf_Close_volatility,iShares MSCI Ireland_etf_Close_change
2016-04-03,40.28,40.28,40.28,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2016-04-10,40.0,40.0,40.0,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2016-04-17,39.73,39.73,39.73,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2016-04-24,39.74,39.74,39.74,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2016-05-01,38.99,38.99,38.99,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2016-05-08,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2016-05-15,39.41,39.41,39.41,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2016-05-22,40.56,40.56,40.56,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2016-05-29,40.75,40.75,40.75,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2016-06-05,39.83,39.83,39.83,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2016-06-12,37.86,37.86,37.86,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2016-06-19,35.87,35.87,35.87,0.0,0.0,36.76,36.76,36.76,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2016-06-26,36.09,36.09,36.09,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2016-07-03,34.95,34.95,34.95,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2016-07-10,36.72,36.72,36.72,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2016-07-17,36.7,36.7,36.7,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2016-07-24,37.07,37.07,37.07,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2016-07-31,36.93,36.93,36.93,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2016-08-07,38.01,38.01,38.01,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2016-08-14,38.52,38.52,38.52,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2016-08-21,39.38,39.38,39.38,0.0,0.0,39.57,39.57,39.57,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2016-08-28,39.34,39.34,39.34,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-09-04,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2016-09-11,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2016-09-18,38.35,38.35,38.35,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2016-09-25,37.81,37.81,37.81,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.66,37.66,37.66,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2016-10-02,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2016-10-09,36.67,36.67,36.67,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2016-10-16,36.84,36.84,36.84,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2016-10-23,35.96,35.96,35.96,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2016-10-30,36.73,36.73,36.73,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-11-06,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2016-11-13,36.84,36.84,36.84,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2016-11-20,36.87,36.87,36.87,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2016-11-27,36.3,36.3,36.3,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2016-12-04,37.36,37.36,37.36,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2016-12-11,36.97,36.97,36.97,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-12-18,37.02,37.02,37.02,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2016-12-25,37.59,37.59,37.59,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2017-01-01,38.11,38.11,38.11,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2017-01-08,38.49,38.49,38.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-01-15,38.35,38.35,38.35,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2017-01-22,38.52,38.52,38.52,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2017-01-29,38.95,38.95,38.95,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2017-02-05,38.79,38.79,38.79,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2017-02-12,39.38,39.38,39.38,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-02-19,38.87,38.87,38.87,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2017-02-26,39.44,39.44,39.44,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2017-03-05,39.99,39.99,39.99,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2017-03-12,40.3,40.3,40.3,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2017-03-19,40.08,40.08,40.08,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2017-03-26,39.94,39.94,39.94,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2017-04-02,39.98,39.98,39.98,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2017-04-09,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2017-04-16,40.89,40.89,40.89,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-04-23,42.15,42.15,42.15,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2017-04-30,43.44,43.44,43.44,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2017-05-07,43.16,43.16,43.16,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2017-05-14,43.05,43.05,43.05,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2017-05-21,43.54,43.54,43.54,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2017-05-28,44.4,44.4,44.4,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2017-06-04,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2017-06-11,43.68,43.68,43.68,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.48,43.48,43.48,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2017-06-18,43.42,43.42,43.42,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2017-06-25,43.55,43.55,43.55,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2017-07-02,42.95,42.95,42.95,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2017-07-09,43.77,43.77,43.77,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2017-07-16,43.49,43.49,43.49,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2017-07-23,43.65,43.65,43.65,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2017-07-30,43.68,43.68,43.68,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2017-08-06,43.08,43.08,43.08,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2017-08-13,43.39,43.39,43.39,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-08-20,43.84,43.84,43.84,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2017-08-27,44.25,44.25,44.25,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2017-09-03,44.79,44.79,44.79,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2017-09-10,44.99,44.99,44.99,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2017-09-17,45.49,45.49,45.49,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2017-09-24,45.95,45.95,45.95,0.0,0.0,46.38,46.38,46.38,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-10-01,45.95,45.95,45.95,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2017-10-08,46.27,46.27,46.27,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2017-10-15,46.0,46.0,46.0,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2017-10-22,45.63,45.63,45.63,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.63,45.63,45.63,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2017-10-29,46.5,46.5,46.5,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2017-11-05,46.1,46.1,46.1,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2017-11-12,46.16,46.16,46.16,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2017-11-19,46.73,46.73,46.73,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2017-11-26,46.52,46.52,46.52,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2017-12-03,46.97,46.97,46.97,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2017-12-10,47.16,47.16,47.16,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2017-12-17,47.26,47.26,47.26,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2017-12-24,48.19,48.19,48.19,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-12-31,48.86,48.86,48.86,0.0,0.0,49.44,49.44,49.44,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.19,49.19,49.19,0.0,0.0
