Date,iShares Emerging Markets Corporate BondEtf_Open_average,iShares Emerging Markets Corporate BondEtf_Open_max,iShares Emerging Markets Corporate BondEtf_Open_min,iShares Emerging Markets Corporate BondEtf_Open_volatility,iShares Emerging Markets Corporate BondEtf_Open_change,iShares Emerging Markets Corporate BondEtf_High_average,iShares Emerging Markets Corporate BondEtf_High_max,iShares Emerging Markets Corporate BondEtf_High_min,iShares Emerging Markets Corporate BondEtf_High_volatility,iShares Emerging Markets Corporate BondEtf_High_change,iShares Emerging Markets Corporate BondEtf_Low_average,iShares Emerging Markets Corporate BondEtf_Low_max,iShares Emerging Markets Corporate BondEtf_Low_min,iShares Emerging Markets Corporate BondEtf_Low_volatility,iShares Emerging Markets Corporate BondEtf_Low_change,iShares Emerging Markets Corporate BondEtf_Close_average,iShares Emerging Markets Corporate BondEtf_Close_max,iShares Emerging Markets Corporate BondEtf_Close_min,iShares Emerging Markets Corporate BondEtf_Close_volatility,iShares Emerging Markets Corporate BondEtf_Close_change
2016-03-13,48.37,48.37,48.37,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2016-03-20,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2016-03-27,48.92,48.92,48.92,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2016-04-03,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2016-04-10,50.13,50.13,50.13,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2016-04-17,50.31,50.31,50.31,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2016-04-24,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2016-05-01,50.7,50.7,50.7,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2016-05-08,51.05,51.05,51.05,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-05-15,50.5,50.5,50.5,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2016-05-22,50.9,50.9,50.9,0.0,0.0,51.13,51.13,51.13,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2016-05-29,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-06-05,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2016-06-12,49.81,49.81,49.81,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2016-06-19,49.4,49.4,49.4,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2016-06-26,49.73,49.73,49.73,0.0,0.0,50.53,50.53,50.53,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2016-07-03,50.67,50.67,50.67,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2016-07-10,50.73,50.73,50.73,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2016-07-17,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2016-07-24,51.03,51.03,51.03,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2016-07-31,50.9,50.9,50.9,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2016-08-07,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2016-08-14,51.05,51.05,51.05,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2016-08-21,50.89,50.89,50.89,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2016-08-28,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2016-09-04,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2016-09-11,50.41,50.41,50.41,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-09-18,50.88,50.88,50.88,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2016-09-25,51.04,51.04,51.04,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2016-10-02,50.68,50.68,50.68,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-10-09,50.77,50.77,50.77,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2016-10-16,51.02,51.02,51.02,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2016-10-23,50.76,50.76,50.76,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2016-10-30,50.25,50.25,50.25,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2016-11-06,49.13,49.13,49.13,0.0,0.0,49.61,49.61,49.61,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-11-13,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2016-11-20,48.93,48.93,48.93,0.0,0.0,49.59,49.59,49.59,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-11-27,49.25,49.25,49.25,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2016-12-04,49.56,49.56,49.56,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2016-12-11,49.35,49.35,49.35,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2016-12-18,49.42,49.42,49.42,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2016-12-25,49.67,49.67,49.67,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-01-01,50.08,50.08,50.08,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2017-01-08,50.18,50.18,50.18,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2017-01-15,50.18,50.18,50.18,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2017-01-22,50.3,50.3,50.3,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-01-29,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-02-05,50.61,50.61,50.61,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-02-12,50.72,50.72,50.72,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2017-02-19,51.02,51.02,51.02,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-02-26,50.49,50.49,50.49,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-03-05,50.0,50.0,50.0,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-03-12,50.29,50.29,50.29,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2017-03-19,50.53,50.53,50.53,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2017-03-26,50.68,50.68,50.68,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2017-04-02,50.49,50.49,50.49,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2017-04-09,50.75,50.75,50.75,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2017-04-16,50.94,50.94,50.94,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-04-23,51.03,51.03,51.03,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2017-04-30,50.75,50.75,50.75,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-05-07,50.98,50.98,50.98,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-05-14,50.67,50.67,50.67,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2017-05-21,50.99,50.99,50.99,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2017-05-28,51.07,51.07,51.07,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-06-04,50.91,50.91,50.91,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.91,50.91,50.91,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-06-11,51.06,51.06,51.06,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-06-18,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2017-06-25,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-07-02,50.66,50.66,50.66,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2017-07-09,50.95,50.95,50.95,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-07-16,51.18,51.18,51.18,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2017-07-23,51.17,51.17,51.17,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2017-07-30,51.17,51.17,51.17,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-08-06,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-08-13,51.34,51.34,51.34,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2017-08-20,51.3,51.3,51.3,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2017-08-27,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2017-09-03,51.55,51.55,51.55,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2017-09-10,51.5,51.5,51.5,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2017-09-17,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2017-09-24,51.46,51.46,51.46,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2017-10-01,51.15,51.15,51.15,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2017-10-08,51.39,51.39,51.39,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2017-10-15,51.5,51.5,51.5,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2017-10-22,51.3,51.3,51.3,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2017-10-29,51.2,51.2,51.2,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-11-05,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-11-12,51.21,51.21,51.21,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2017-11-19,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2017-11-26,51.14,51.14,51.14,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-12-03,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-12-10,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-12-17,51.06,51.06,51.06,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-12-24,51.14,51.14,51.14,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2017-12-31,51.2,51.2,51.2,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.24,51.24,51.24,0.0,0.0
