Date,Sprott Physical SilverEtf_Open_average,Sprott Physical SilverEtf_Open_max,Sprott Physical SilverEtf_Open_min,Sprott Physical SilverEtf_Open_volatility,Sprott Physical SilverEtf_Open_change,Sprott Physical SilverEtf_High_average,Sprott Physical SilverEtf_High_max,Sprott Physical SilverEtf_High_min,Sprott Physical SilverEtf_High_volatility,Sprott Physical SilverEtf_High_change,Sprott Physical SilverEtf_Low_average,Sprott Physical SilverEtf_Low_max,Sprott Physical SilverEtf_Low_min,Sprott Physical SilverEtf_Low_volatility,Sprott Physical SilverEtf_Low_change,Sprott Physical SilverEtf_Close_average,Sprott Physical SilverEtf_Close_max,Sprott Physical SilverEtf_Close_min,Sprott Physical SilverEtf_Close_volatility,Sprott Physical SilverEtf_Close_change
2016-03-13,6.34,6.34,6.34,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.31,6.31,6.31,0.0,0.0
2016-03-20,6.18,6.18,6.18,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2016-03-27,6.01,6.01,6.01,0.0,0.0,6.1,6.1,6.1,0.0,0.0,5.98,5.98,5.98,0.0,0.0,6.1,6.1,6.1,0.0,0.0
2016-04-03,5.91,5.91,5.91,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2016-04-10,6.14,6.14,6.14,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.2,6.2,6.2,0.0,0.0
2016-04-17,6.58,6.58,6.58,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.4,6.4,6.4,0.0,0.0,6.42,6.42,6.42,0.0,0.0
2016-04-24,6.83,6.83,6.83,0.0,0.0,6.88,6.88,6.88,0.0,0.0,6.8,6.8,6.8,0.0,0.0,6.85,6.85,6.85,0.0,0.0
2016-05-01,6.59,6.59,6.59,0.0,0.0,6.74,6.74,6.74,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.67,6.67,6.67,0.0,0.0
2016-05-08,6.49,6.49,6.49,0.0,0.0,6.57,6.57,6.57,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.53,6.53,6.53,0.0,0.0
2016-05-15,6.35,6.35,6.35,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.32,6.32,6.32,0.0,0.0
2016-05-22,6.18,6.18,6.18,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2016-05-29,6.25,6.25,6.25,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2016-06-05,6.62,6.62,6.62,0.0,0.0,6.64,6.64,6.64,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.61,6.61,6.61,0.0,0.0
2016-06-12,6.65,6.65,6.65,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.57,6.57,6.57,0.0,0.0,6.65,6.65,6.65,0.0,0.0
2016-06-19,6.87,6.87,6.87,0.0,0.0,6.87,6.87,6.87,0.0,0.0,6.72,6.72,6.72,0.0,0.0,6.8,6.8,6.8,0.0,0.0
2016-06-26,7.41,7.41,7.41,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.41,7.41,7.41,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2016-07-03,7.72,7.72,7.72,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2016-07-10,7.67,7.67,7.67,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2016-07-17,7.5,7.5,7.5,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.48,7.48,7.48,0.0,0.0
2016-07-24,7.76,7.76,7.76,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.87,7.87,7.87,0.0,0.0
2016-07-31,7.72,7.72,7.72,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.61,7.61,7.61,0.0,0.0
2016-08-07,7.82,7.82,7.82,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.62,7.62,7.62,0.0,0.0
2016-08-14,7.47,7.47,7.47,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.39,7.39,7.39,0.0,0.0,7.4,7.4,7.4,0.0,0.0
2016-08-21,7.14,7.14,7.14,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.12,7.12,7.12,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2016-08-28,7.34,7.34,7.34,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.44,7.44,7.44,0.0,0.0
2016-09-04,7.5,7.5,7.5,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.28,7.28,7.28,0.0,0.0
2016-09-11,7.17,7.17,7.17,0.0,0.0,7.22,7.22,7.22,0.0,0.0,7.16,7.16,7.16,0.0,0.0,7.21,7.21,7.21,0.0,0.0
2016-09-18,7.63,7.63,7.63,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.54,7.54,7.54,0.0,0.0
2016-09-25,7.57,7.57,7.57,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.39,7.39,7.39,0.0,0.0
2016-10-02,6.81,6.81,6.81,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.75,6.75,6.75,0.0,0.0
2016-10-09,6.72,6.72,6.72,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.68,6.68,6.68,0.0,0.0,6.71,6.71,6.71,0.0,0.0
2016-10-16,6.74,6.74,6.74,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.69,6.69,6.69,0.0,0.0,6.74,6.74,6.74,0.0,0.0
2016-10-23,6.75,6.75,6.75,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.74,6.74,6.74,0.0,0.0,6.78,6.78,6.78,0.0,0.0
2016-10-30,7.07,7.07,7.07,0.0,0.0,7.11,7.11,7.11,0.0,0.0,7.05,7.05,7.05,0.0,0.0,7.07,7.07,7.07,0.0,0.0
2016-11-06,7.02,7.02,7.02,0.0,0.0,7.02,7.02,7.02,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.64,6.64,6.64,0.0,0.0
2016-11-13,6.3,6.3,6.3,0.0,0.0,6.35,6.35,6.35,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.29,6.29,6.29,0.0,0.0
2016-11-20,6.27,6.27,6.27,0.0,0.0,6.32,6.32,6.32,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2016-11-27,6.32,6.32,6.32,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2016-12-04,6.51,6.51,6.51,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.43,6.43,6.43,0.0,0.0
2016-12-11,6.09,6.09,6.09,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.06,6.06,6.06,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2016-12-18,5.97,5.97,5.97,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.98,5.98,5.98,0.0,0.0
2016-12-25,6.18,6.18,6.18,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2017-01-01,6.28,6.28,6.28,0.0,0.0,6.32,6.32,6.32,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2017-01-08,6.37,6.37,6.37,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.4,6.4,6.4,0.0,0.0
2017-01-15,6.49,6.49,6.49,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.53,6.53,6.53,0.0,0.0
2017-01-22,6.4,6.4,6.4,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2017-01-29,6.62,6.62,6.62,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.6,6.6,6.6,0.0,0.0,6.64,6.64,6.64,0.0,0.0
2017-02-05,6.71,6.71,6.71,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.71,6.71,6.71,0.0,0.0,6.8,6.8,6.8,0.0,0.0
2017-02-12,6.84,6.84,6.84,0.0,0.0,6.86,6.86,6.86,0.0,0.0,6.81,6.81,6.81,0.0,0.0,6.82,6.82,6.82,0.0,0.0
2017-02-19,6.95,6.95,6.95,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.93,6.93,6.93,0.0,0.0
2017-02-26,6.71,6.71,6.71,0.0,0.0,6.8,6.8,6.8,0.0,0.0,6.68,6.68,6.68,0.0,0.0,6.79,6.79,6.79,0.0,0.0
2017-03-05,6.42,6.42,6.42,0.0,0.0,6.47,6.47,6.47,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.46,6.46,6.46,0.0,0.0
2017-03-12,6.56,6.56,6.56,0.0,0.0,6.6,6.6,6.6,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.58,6.58,6.58,0.0,0.0
2017-03-19,6.7,6.7,6.7,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.69,6.69,6.69,0.0,0.0,6.73,6.73,6.73,0.0,0.0
2017-03-26,6.88,6.88,6.88,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.87,6.87,6.87,0.0,0.0,6.9,6.9,6.9,0.0,0.0
2017-04-02,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.8,6.8,6.8,0.0,0.0
2017-04-09,7.02,7.02,7.02,0.0,0.0,7.04,7.04,7.04,0.0,0.0,6.97,6.97,6.97,0.0,0.0,7.0,7.0,7.0,0.0,0.0
2017-04-16,6.77,6.77,6.77,0.0,0.0,6.79,6.79,6.79,0.0,0.0,6.73,6.73,6.73,0.0,0.0,6.79,6.79,6.79,0.0,0.0
2017-04-23,6.5,6.5,6.5,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.47,6.47,6.47,0.0,0.0,6.51,6.51,6.51,0.0,0.0
2017-04-30,6.18,6.18,6.18,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.24,6.24,6.24,0.0,0.0
2017-05-07,6.29,6.29,6.29,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.27,6.27,6.27,0.0,0.0
2017-05-14,6.44,6.44,6.44,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.4,6.4,6.4,0.0,0.0
2017-05-21,6.55,6.55,6.55,0.0,0.0,6.58,6.58,6.58,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.58,6.58,6.58,0.0,0.0
2017-05-28,6.56,6.56,6.56,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.63,6.63,6.63,0.0,0.0
2017-06-04,6.59,6.59,6.59,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.53,6.53,6.53,0.0,0.0
2017-06-11,6.34,6.34,6.34,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.33,6.33,6.33,0.0,0.0
2017-06-18,6.35,6.35,6.35,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.36,6.36,6.36,0.0,0.0
2017-06-25,6.3,6.3,6.3,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.31,6.31,6.31,0.0,0.0
2017-07-02,6.02,6.02,6.02,0.0,0.0,6.04,6.04,6.04,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2017-07-09,6.11,6.11,6.11,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2017-07-16,6.28,6.28,6.28,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.29,6.29,6.29,0.0,0.0
2017-07-23,6.32,6.32,6.32,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.32,6.32,6.32,0.0,0.0,6.35,6.35,6.35,0.0,0.0
2017-07-30,6.23,6.23,6.23,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2017-08-06,6.47,6.47,6.47,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.49,6.49,6.49,0.0,0.0
2017-08-13,6.51,6.51,6.51,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.46,6.46,6.46,0.0,0.0
2017-08-20,6.46,6.46,6.46,0.0,0.0,6.48,6.48,6.48,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.44,6.44,6.44,0.0,0.0
2017-08-27,6.68,6.68,6.68,0.0,0.0,6.7,6.7,6.7,0.0,0.0,6.61,6.61,6.61,0.0,0.0,6.69,6.69,6.69,0.0,0.0
2017-09-03,6.84,6.84,6.84,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.79,6.79,6.79,0.0,0.0
2017-09-10,6.68,6.68,6.68,0.0,0.0,6.68,6.68,6.68,0.0,0.0,6.63,6.63,6.63,0.0,0.0,6.64,6.64,6.64,0.0,0.0
2017-09-17,6.4,6.4,6.4,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.4,6.4,6.4,0.0,0.0
2017-09-24,6.34,6.34,6.34,0.0,0.0,6.35,6.35,6.35,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2017-10-01,6.25,6.25,6.25,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.32,6.32,6.32,0.0,0.0
2017-10-08,6.52,6.52,6.52,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.55,6.55,6.55,0.0,0.0
2017-10-15,6.42,6.42,6.42,0.0,0.0,6.48,6.48,6.48,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.39,6.39,6.39,0.0,0.0
2017-10-22,6.27,6.27,6.27,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.32,6.32,6.32,0.0,0.0
2017-10-29,6.44,6.44,6.44,0.0,0.0,6.44,6.44,6.44,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.31,6.31,6.31,0.0,0.0
2017-11-05,6.4,6.4,6.4,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.34,6.34,6.34,0.0,0.0
2017-11-12,6.38,6.38,6.38,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.48,6.48,6.48,0.0,0.0
2017-11-19,6.38,6.38,6.38,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.4,6.4,6.4,0.0,0.0
2017-11-26,6.14,6.14,6.14,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2017-12-03,5.91,5.91,5.91,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.95,5.95,5.95,0.0,0.0
2017-12-10,6.0,6.0,6.0,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.97,5.97,5.97,0.0,0.0,6.01,6.01,6.01,0.0,0.0
2017-12-17,6.05,6.05,6.05,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.09,6.09,6.09,0.0,0.0
2017-12-24,6.33,6.33,6.33,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.34,6.34,6.34,0.0,0.0
2017-12-31,6.42,6.42,6.42,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.4,6.4,6.4,0.0,0.0,6.44,6.44,6.44,0.0,0.0
