Date,iShares MSCI Turkey_etf_Open_average,iShares MSCI Turkey_etf_Open_max,iShares MSCI Turkey_etf_Open_min,iShares MSCI Turkey_etf_Open_volatility,iShares MSCI Turkey_etf_Open_change,iShares MSCI Turkey_etf_High_average,iShares MSCI Turkey_etf_High_max,iShares MSCI Turkey_etf_High_min,iShares MSCI Turkey_etf_High_volatility,iShares MSCI Turkey_etf_High_change,iShares MSCI Turkey_etf_Low_average,iShares MSCI Turkey_etf_Low_max,iShares MSCI Turkey_etf_Low_min,iShares MSCI Turkey_etf_Low_volatility,iShares MSCI Turkey_etf_Low_change,iShares MSCI Turkey_etf_Close_average,iShares MSCI Turkey_etf_Close_max,iShares MSCI Turkey_etf_Close_min,iShares MSCI Turkey_etf_Close_volatility,iShares MSCI Turkey_etf_Close_change
2016-09-04,38.58,38.58,38.58,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2016-09-11,37.87,37.87,37.87,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2016-09-18,40.09,40.09,40.09,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2016-09-25,37.87,37.87,37.87,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2016-10-02,38.2,38.2,38.2,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2016-10-09,37.37,37.37,37.37,0.0,0.0,37.37,37.37,37.37,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2016-10-16,37.79,37.79,37.79,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.69,37.69,37.69,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2016-10-23,37.2,37.2,37.2,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2016-10-30,35.18,35.18,35.18,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2016-11-06,34.08,34.08,34.08,0.0,0.0,34.36,34.36,34.36,0.0,0.0,33.64,33.64,33.64,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2016-11-13,33.17,33.17,33.17,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.83,32.83,32.83,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2016-11-20,31.85,31.85,31.85,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2016-11-27,30.75,30.75,30.75,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2016-12-04,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2016-12-11,32.6,32.6,32.6,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2016-12-18,32.21,32.21,32.21,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2016-12-25,32.5,32.5,32.5,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2017-01-01,31.18,31.18,31.18,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2017-01-08,31.65,31.65,31.65,0.0,0.0,32.57,32.57,32.57,0.0,0.0,31.5,31.5,31.5,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2017-01-15,31.95,31.95,31.95,0.0,0.0,32.4,32.4,32.4,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2017-01-22,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2017-01-29,34.96,34.96,34.96,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2017-02-05,34.8,34.8,34.8,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2017-02-12,35.8,35.8,35.8,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.73,35.73,35.73,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2017-02-19,36.13,36.13,36.13,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2017-02-26,35.22,35.22,35.22,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2017-03-05,35.16,35.16,35.16,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2017-03-12,36.57,36.57,36.57,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2017-03-19,36.3,36.3,36.3,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2017-03-26,35.88,35.88,35.88,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2017-04-02,35.23,35.23,35.23,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2017-04-09,36.61,36.61,36.61,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2017-04-16,37.8,37.8,37.8,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2017-04-23,39.8,39.8,39.8,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2017-04-30,39.06,39.06,39.06,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2017-05-07,39.63,39.63,39.63,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2017-05-14,39.41,39.41,39.41,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.41,39.41,39.41,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-05-21,40.62,40.62,40.62,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2017-05-28,41.64,41.64,41.64,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.58,41.58,41.58,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2017-06-04,41.71,41.71,41.71,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-06-11,41.83,41.83,41.83,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-06-18,41.47,41.47,41.47,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-06-25,41.42,41.42,41.42,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2017-07-02,40.43,40.43,40.43,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2017-07-09,43.04,43.04,43.04,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2017-07-16,44.07,44.07,44.07,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2017-07-23,44.35,44.35,44.35,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2017-07-30,44.3,44.3,44.3,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-08-06,43.63,43.63,43.63,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2017-08-13,43.95,43.95,43.95,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2017-08-20,45.71,45.71,45.71,0.0,0.0,46.48,46.48,46.48,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-08-27,46.91,46.91,46.91,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.82,46.82,46.82,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2017-09-03,45.94,45.94,45.94,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-09-10,45.67,45.67,45.67,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2017-09-17,42.74,42.74,42.74,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2017-09-24,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2017-10-01,41.43,41.43,41.43,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2017-10-08,42.0,42.0,42.0,0.0,0.0,42.3,42.3,42.3,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2017-10-15,42.64,42.64,42.64,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2017-10-22,40.35,40.35,40.35,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2017-10-29,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-11-05,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2017-11-12,39.42,39.42,39.42,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2017-11-19,38.25,38.25,38.25,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2017-11-26,37.98,37.98,37.98,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2017-12-03,40.38,40.38,40.38,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-12-10,40.62,40.62,40.62,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-12-17,41.73,41.73,41.73,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-12-24,43.33,43.33,43.33,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-12-31,44.37,44.37,44.37,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.9,44.9,44.9,0.0,0.0
