Date,iShares 1-3 Year International Treasury Bond_etf_Open_average,iShares 1-3 Year International Treasury Bond_etf_Open_max,iShares 1-3 Year International Treasury Bond_etf_Open_min,iShares 1-3 Year International Treasury Bond_etf_Open_volatility,iShares 1-3 Year International Treasury Bond_etf_Open_change,iShares 1-3 Year International Treasury Bond_etf_High_average,iShares 1-3 Year International Treasury Bond_etf_High_max,iShares 1-3 Year International Treasury Bond_etf_High_min,iShares 1-3 Year International Treasury Bond_etf_High_volatility,iShares 1-3 Year International Treasury Bond_etf_High_change,iShares 1-3 Year International Treasury Bond_etf_Low_average,iShares 1-3 Year International Treasury Bond_etf_Low_max,iShares 1-3 Year International Treasury Bond_etf_Low_min,iShares 1-3 Year International Treasury Bond_etf_Low_volatility,iShares 1-3 Year International Treasury Bond_etf_Low_change,iShares 1-3 Year International Treasury Bond_etf_Close_average,iShares 1-3 Year International Treasury Bond_etf_Close_max,iShares 1-3 Year International Treasury Bond_etf_Close_min,iShares 1-3 Year International Treasury Bond_etf_Close_volatility,iShares 1-3 Year International Treasury Bond_etf_Close_change
2016-03-13,81.68,81.68,81.68,0.0,0.0,81.82,81.82,81.82,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.51,81.51,81.51,0.0,0.0
2016-03-20,80.52,80.52,80.52,0.0,0.0,81.04,81.04,81.04,0.0,0.0,80.47,80.47,80.47,0.0,0.0,81.04,81.04,81.04,0.0,0.0
2016-03-27,81.82,81.82,81.82,0.0,0.0,82.16,82.16,82.16,0.0,0.0,81.74,81.74,81.74,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2016-04-03,82.54,82.54,82.54,0.0,0.0,82.69,82.69,82.69,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.65,82.65,82.65,0.0,0.0
2016-04-10,82.11,82.11,82.11,0.0,0.0,82.37,82.37,82.37,0.0,0.0,82.11,82.11,82.11,0.0,0.0,82.24,82.24,82.24,0.0,0.0
2016-04-17,81.75,81.75,81.75,0.0,0.0,81.77,81.77,81.77,0.0,0.0,81.44,81.44,81.44,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2016-04-24,83.27,83.27,83.27,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.33,83.33,83.33,0.0,0.0
2016-05-01,83.01,83.01,83.01,0.0,0.0,83.01,83.01,83.01,0.0,0.0,82.77,82.77,82.77,0.0,0.0,82.83,82.83,82.83,0.0,0.0
2016-05-08,82.15,82.15,82.15,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.89,81.89,81.89,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2016-05-15,81.4,81.4,81.4,0.0,0.0,81.4,81.4,81.4,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.36,81.36,81.36,0.0,0.0
2016-05-22,81.26,81.26,81.26,0.0,0.0,81.26,81.26,81.26,0.0,0.0,81.26,81.26,81.26,0.0,0.0,81.26,81.26,81.26,0.0,0.0
2016-05-29,81.69,81.69,81.69,0.0,0.0,82.72,82.72,82.72,0.0,0.0,81.69,81.69,81.69,0.0,0.0,82.72,82.72,82.72,0.0,0.0
2016-06-05,82.78,82.78,82.78,0.0,0.0,82.78,82.78,82.78,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.67,82.67,82.67,0.0,0.0
2016-06-12,82.75,82.75,82.75,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.59,82.59,82.59,0.0,0.0,82.79,82.79,82.79,0.0,0.0
2016-06-19,82.67,82.67,82.67,0.0,0.0,82.67,82.67,82.67,0.0,0.0,82.24,82.24,82.24,0.0,0.0,82.36,82.36,82.36,0.0,0.0
2016-06-26,82.63,82.63,82.63,0.0,0.0,82.7,82.7,82.7,0.0,0.0,82.45,82.45,82.45,0.0,0.0,82.46,82.46,82.46,0.0,0.0
2016-07-03,82.26,82.26,82.26,0.0,0.0,82.45,82.45,82.45,0.0,0.0,82.16,82.16,82.16,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2016-07-10,81.66,81.66,81.66,0.0,0.0,81.66,81.66,81.66,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2016-07-17,80.92,80.92,80.92,0.0,0.0,80.92,80.92,80.92,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2016-07-24,82.4,82.4,82.4,0.0,0.0,82.76,82.76,82.76,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.73,82.73,82.73,0.0,0.0
2016-07-31,82.38,82.38,82.38,0.0,0.0,82.38,82.38,82.38,0.0,0.0,82.08,82.08,82.08,0.0,0.0,82.24,82.24,82.24,0.0,0.0
2016-08-07,83.02,83.02,83.02,0.0,0.0,83.02,83.02,83.02,0.0,0.0,82.58,82.58,82.58,0.0,0.0,82.65,82.65,82.65,0.0,0.0
2016-08-14,83.46,83.46,83.46,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.46,83.46,83.46,0.0,0.0
2016-08-21,83.54,83.54,83.54,0.0,0.0,83.54,83.54,83.54,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.36,83.36,83.36,0.0,0.0
2016-08-28,82.41,82.41,82.41,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.22,82.22,82.22,0.0,0.0,82.22,82.22,82.22,0.0,0.0
2016-09-04,82.89,82.89,82.89,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.48,82.48,82.48,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2016-09-11,82.26,82.26,82.26,0.0,0.0,82.41,82.41,82.41,0.0,0.0,82.25,82.25,82.25,0.0,0.0,82.31,82.31,82.31,0.0,0.0
2016-09-18,82.94,82.94,82.94,0.0,0.0,83.12,83.12,83.12,0.0,0.0,82.91,82.91,82.91,0.0,0.0,82.91,82.91,82.91,0.0,0.0
2016-09-25,83.15,83.15,83.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2016-10-02,82.18,82.18,82.18,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.08,82.08,82.08,0.0,0.0,82.2,82.2,82.2,0.0,0.0
2016-10-09,81.5,81.5,81.5,0.0,0.0,81.5,81.5,81.5,0.0,0.0,80.92,80.92,80.92,0.0,0.0,81.05,81.05,81.05,0.0,0.0
2016-10-16,80.67,80.67,80.67,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2016-10-23,80.46,80.46,80.46,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.29,80.29,80.29,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2016-10-30,81.7,81.7,81.7,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.69,81.69,81.69,0.0,0.0,81.82,81.82,81.82,0.0,0.0
2016-11-06,79.9,79.9,79.9,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.85,79.85,79.85,0.0,0.0
2016-11-13,77.8,77.8,77.8,0.0,0.0,78.01,78.01,78.01,0.0,0.0,77.56,77.56,77.56,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2016-11-20,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0
2016-11-27,77.81,77.81,77.81,0.0,0.0,78.37,78.37,78.37,0.0,0.0,77.81,77.81,77.81,0.0,0.0,78.18,78.18,78.18,0.0,0.0
2016-12-04,77.49,77.49,77.49,0.0,0.0,77.49,77.49,77.49,0.0,0.0,76.92,76.92,76.92,0.0,0.0,77.09,77.09,77.09,0.0,0.0
2016-12-11,75.98,75.98,75.98,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.98,75.98,75.98,0.0,0.0,76.04,76.04,76.04,0.0,0.0
2016-12-18,76.13,76.13,76.13,0.0,0.0,76.13,76.13,76.13,0.0,0.0,76.13,76.13,76.13,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2016-12-25,76.79,76.79,76.79,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.26,76.26,76.26,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2017-01-01,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.81,76.81,76.81,0.0,0.0
2017-01-08,77.71,77.71,77.71,0.0,0.0,77.87,77.87,77.87,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.8,77.8,77.8,0.0,0.0
2017-01-15,77.56,77.56,77.56,0.0,0.0,77.79,77.79,77.79,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2017-01-22,78.07,78.07,78.07,0.0,0.0,78.07,78.07,78.07,0.0,0.0,77.84,77.84,77.84,0.0,0.0,77.94,77.94,77.94,0.0,0.0
2017-01-29,78.54,78.54,78.54,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.43,78.43,78.43,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2017-02-05,77.91,77.91,77.91,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.91,77.91,77.91,0.0,0.0,77.93,77.93,77.93,0.0,0.0
2017-02-12,78.38,78.38,78.38,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.09,78.09,78.09,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2017-02-19,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.18,78.18,78.18,0.0,0.0,78.18,78.18,78.18,0.0,0.0
2017-02-26,77.43,77.43,77.43,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.26,77.26,77.26,0.0,0.0
2017-03-05,77.61,77.61,77.61,0.0,0.0,77.67,77.67,77.67,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.67,77.67,77.67,0.0,0.0
2017-03-12,78.74,78.74,78.74,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2017-03-19,79.11,79.11,79.11,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2017-03-26,78.51,78.51,78.51,0.0,0.0,78.54,78.54,78.54,0.0,0.0,78.48,78.48,78.48,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2017-04-02,78.18,78.18,78.18,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.09,78.09,78.09,0.0,0.0,78.09,78.09,78.09,0.0,0.0
2017-04-09,78.55,78.55,78.55,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.77,78.77,78.77,0.0,0.0
2017-04-16,78.93,78.93,78.93,0.0,0.0,79.18,79.18,79.18,0.0,0.0,78.93,78.93,78.93,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2017-04-23,79.66,79.66,79.66,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2017-04-30,79.57,79.57,79.57,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.57,79.57,79.57,0.0,0.0
2017-05-07,79.03,79.03,79.03,0.0,0.0,79.13,79.13,79.13,0.0,0.0,79.03,79.03,79.03,0.0,0.0,79.11,79.11,79.11,0.0,0.0
2017-05-14,80.74,80.74,80.74,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2017-05-21,80.65,80.65,80.65,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.51,80.51,80.51,0.0,0.0
2017-05-28,81.41,81.41,81.41,0.0,0.0,81.41,81.41,81.41,0.0,0.0,81.19,81.19,81.19,0.0,0.0,81.22,81.22,81.22,0.0,0.0
2017-06-04,80.85,80.85,80.85,0.0,0.0,81.19,81.19,81.19,0.0,0.0,80.85,80.85,80.85,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2017-06-11,80.68,80.68,80.68,0.0,0.0,80.97,80.97,80.97,0.0,0.0,80.68,80.68,80.68,0.0,0.0,80.97,80.97,80.97,0.0,0.0
2017-06-18,80.6,80.6,80.6,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.6,80.6,80.6,0.0,0.0
2017-06-25,81.5,81.5,81.5,0.0,0.0,82.06,82.06,82.06,0.0,0.0,81.5,81.5,81.5,0.0,0.0,82.06,82.06,82.06,0.0,0.0
2017-07-02,81.39,81.39,81.39,0.0,0.0,81.39,81.39,81.39,0.0,0.0,81.33,81.33,81.33,0.0,0.0,81.37,81.37,81.37,0.0,0.0
2017-07-09,82.17,82.17,82.17,0.0,0.0,82.19,82.19,82.19,0.0,0.0,82.05,82.05,82.05,0.0,0.0,82.19,82.19,82.19,0.0,0.0
2017-07-16,83.29,83.29,83.29,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2017-07-23,83.9,83.9,83.9,0.0,0.0,84.1,84.1,84.1,0.0,0.0,83.76,83.76,83.76,0.0,0.0,84.1,84.1,84.1,0.0,0.0
2017-07-30,84.37,84.37,84.37,0.0,0.0,84.37,84.37,84.37,0.0,0.0,83.88,83.88,83.88,0.0,0.0,83.93,83.93,83.93,0.0,0.0
2017-08-06,84.45,84.45,84.45,0.0,0.0,84.45,84.45,84.45,0.0,0.0,84.45,84.45,84.45,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2017-08-13,84.41,84.41,84.41,0.0,0.0,84.41,84.41,84.41,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.24,84.24,84.24,0.0,0.0
2017-08-20,84.39,84.39,84.39,0.0,0.0,85.06,85.06,85.06,0.0,0.0,84.37,84.37,84.37,0.0,0.0,85.06,85.06,85.06,0.0,0.0
2017-08-27,84.67,84.67,84.67,0.0,0.0,84.77,84.77,84.77,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2017-09-03,86.08,86.08,86.08,0.0,0.0,86.1,86.1,86.1,0.0,0.0,85.97,85.97,85.97,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2017-09-10,85.35,85.35,85.35,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.92,84.92,84.92,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2017-09-17,84.91,84.91,84.91,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.87,84.87,84.87,0.0,0.0
2017-09-24,84.07,84.07,84.07,0.0,0.0,84.07,84.07,84.07,0.0,0.0,83.89,83.89,83.89,0.0,0.0,83.89,83.89,83.89,0.0,0.0
2017-10-01,83.29,83.29,83.29,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2017-10-08,84.2,84.2,84.2,0.0,0.0,84.38,84.38,84.38,0.0,0.0,84.05,84.05,84.05,0.0,0.0,84.16,84.16,84.16,0.0,0.0
2017-10-15,83.67,83.67,83.67,0.0,0.0,83.67,83.67,83.67,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2017-10-22,82.42,82.42,82.42,0.0,0.0,82.61,82.61,82.61,0.0,0.0,82.38,82.38,82.38,0.0,0.0,82.38,82.38,82.38,0.0,0.0
2017-10-29,82.28,82.28,82.28,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.28,82.28,82.28,0.0,0.0
2017-11-05,82.88,82.88,82.88,0.0,0.0,82.97,82.97,82.97,0.0,0.0,82.76,82.76,82.76,0.0,0.0,82.86,82.86,82.86,0.0,0.0
2017-11-12,83.77,83.77,83.77,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.69,83.69,83.69,0.0,0.0
2017-11-19,84.02,84.02,84.02,0.0,0.0,84.52,84.52,84.52,0.0,0.0,83.57,83.57,83.57,0.0,0.0,84.52,84.52,84.52,0.0,0.0
2017-11-26,83.89,83.89,83.89,0.0,0.0,84.17,84.17,84.17,0.0,0.0,83.89,83.89,83.89,0.0,0.0,84.17,84.17,84.17,0.0,0.0
2017-12-03,83.23,83.23,83.23,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.23,83.23,83.23,0.0,0.0,83.3,83.3,83.3,0.0,0.0
2017-12-10,83.57,83.57,83.57,0.0,0.0,83.57,83.57,83.57,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2017-12-17,83.27,83.27,83.27,0.0,0.0,83.34,83.34,83.34,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2017-12-24,84.09,84.09,84.09,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.09,84.09,84.09,0.0,0.0,84.19,84.19,84.19,0.0,0.0
2017-12-31,84.38,84.38,84.38,0.0,0.0,84.48,84.48,84.48,0.0,0.0,84.33,84.33,84.33,0.0,0.0,84.42,84.42,84.42,0.0,0.0
