Date,ProShares UltraShort 20+ Year Treasury_etf_Open_average,ProShares UltraShort 20+ Year Treasury_etf_Open_max,ProShares UltraShort 20+ Year Treasury_etf_Open_min,ProShares UltraShort 20+ Year Treasury_etf_Open_volatility,ProShares UltraShort 20+ Year Treasury_etf_Open_change,ProShares UltraShort 20+ Year Treasury_etf_High_average,ProShares UltraShort 20+ Year Treasury_etf_High_max,ProShares UltraShort 20+ Year Treasury_etf_High_min,ProShares UltraShort 20+ Year Treasury_etf_High_volatility,ProShares UltraShort 20+ Year Treasury_etf_High_change,ProShares UltraShort 20+ Year Treasury_etf_Low_average,ProShares UltraShort 20+ Year Treasury_etf_Low_max,ProShares UltraShort 20+ Year Treasury_etf_Low_min,ProShares UltraShort 20+ Year Treasury_etf_Low_volatility,ProShares UltraShort 20+ Year Treasury_etf_Low_change,ProShares UltraShort 20+ Year Treasury_etf_Close_average,ProShares UltraShort 20+ Year Treasury_etf_Close_max,ProShares UltraShort 20+ Year Treasury_etf_Close_min,ProShares UltraShort 20+ Year Treasury_etf_Close_volatility,ProShares UltraShort 20+ Year Treasury_etf_Close_change
2016-03-13,37.78,37.78,37.78,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2016-03-20,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2016-03-27,36.46,36.46,36.46,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-04-03,35.7,35.7,35.7,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2016-04-10,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2016-04-17,37.56,37.56,37.56,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2016-04-24,37.77,37.77,37.77,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2016-05-01,36.2,36.2,36.2,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2016-05-08,35.89,35.89,35.89,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2016-05-15,36.8,36.8,36.8,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2016-05-22,36.49,36.49,36.49,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2016-05-29,34.83,34.83,34.83,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2016-06-05,33.8,33.8,33.8,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2016-06-12,33.13,33.13,33.13,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2016-06-19,32.87,32.87,32.87,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2016-06-26,30.79,30.79,30.79,0.0,0.0,31.44,31.44,31.44,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2016-07-03,29.73,29.73,29.73,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2016-07-10,31.45,31.45,31.45,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2016-07-17,31.86,31.86,31.86,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2016-07-24,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2016-07-31,31.2,31.2,31.2,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2016-08-07,30.56,30.56,30.56,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2016-08-14,31.35,31.35,31.35,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2016-08-21,30.85,30.85,30.85,0.0,0.0,31.56,31.56,31.56,0.0,0.0,30.44,30.44,30.44,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2016-08-28,31.06,31.06,31.06,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2016-09-04,32.37,32.37,32.37,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2016-09-11,33.04,33.04,33.04,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2016-09-18,31.88,31.88,31.88,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2016-09-25,31.18,31.18,31.18,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2016-10-02,33.17,33.17,33.17,0.0,0.0,33.61,33.61,33.61,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2016-10-09,33.98,33.98,33.98,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.63,33.63,33.63,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2016-10-16,33.32,33.32,33.32,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2016-10-23,34.93,34.93,34.93,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2016-10-30,34.31,34.31,34.31,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2016-11-06,38.88,38.88,38.88,0.0,0.0,39.68,39.68,39.68,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2016-11-13,39.64,39.64,39.64,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.44,39.44,39.44,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2016-11-20,39.96,39.96,39.96,0.0,0.0,40.44,40.44,40.44,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2016-11-27,41.08,41.08,41.08,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2016-12-04,41.42,41.42,41.42,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.31,41.31,41.31,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2016-12-11,42.2,42.2,42.2,0.0,0.0,42.72,42.72,42.72,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2016-12-18,41.45,41.45,41.45,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2016-12-25,41.06,41.06,41.06,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2017-01-01,39.46,39.46,39.46,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2017-01-08,39.29,39.29,39.29,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2017-01-15,40.25,40.25,40.25,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2017-01-22,40.55,40.55,40.55,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2017-01-29,40.34,40.34,40.34,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2017-02-05,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-02-12,39.49,39.49,39.49,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2017-02-19,39.02,39.02,39.02,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2017-02-26,40.23,40.23,40.23,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-03-05,41.67,41.67,41.67,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2017-03-12,40.96,40.96,40.96,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2017-03-19,39.29,39.29,39.29,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2017-03-26,39.44,39.44,39.44,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2017-04-02,38.26,38.26,38.26,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2017-04-09,37.27,37.27,37.27,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2017-04-16,37.03,37.03,37.03,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.77,36.77,36.77,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2017-04-23,38.38,38.38,38.38,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2017-04-30,38.32,38.32,38.32,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-05-07,38.56,38.56,38.56,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2017-05-14,37.13,37.13,37.13,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2017-05-21,37.0,37.0,37.0,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2017-05-28,35.86,35.86,35.86,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2017-06-04,36.48,36.48,36.48,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2017-06-11,35.33,35.33,35.33,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2017-06-18,34.6,34.6,34.6,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2017-06-25,35.82,35.82,35.82,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2017-07-02,37.07,37.07,37.07,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-07-09,36.3,36.3,36.3,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2017-07-16,35.38,35.38,35.38,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2017-07-23,36.78,36.78,36.78,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2017-07-30,35.54,35.54,35.54,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2017-08-06,35.18,35.18,35.18,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2017-08-13,34.52,34.52,34.52,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2017-08-20,34.5,34.5,34.5,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2017-08-27,34.24,34.24,34.24,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2017-09-03,33.27,33.27,33.27,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2017-09-10,34.35,34.35,34.35,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2017-09-17,34.62,34.62,34.62,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2017-09-24,35.58,35.58,35.58,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2017-10-01,36.3,36.3,36.3,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2017-10-08,34.96,34.96,34.96,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2017-10-15,35.87,35.87,35.87,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2017-10-22,36.47,36.47,36.47,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2017-10-29,34.88,34.88,34.88,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-11-05,35.33,35.33,35.33,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2017-11-12,34.55,34.55,34.55,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2017-11-19,34.06,34.06,34.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2017-11-26,34.5,34.5,34.5,0.0,0.0,34.93,34.93,34.93,0.0,0.0,33.5,33.5,33.5,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-12-03,34.11,34.11,34.11,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2017-12-10,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2017-12-17,34.97,34.97,34.97,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-12-24,33.97,33.97,33.97,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2017-12-31,34.31,34.31,34.31,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.44,34.44,34.44,0.0,0.0
