Date,ProShares UltraShort FTSE China 50_etf_Open_average,ProShares UltraShort FTSE China 50_etf_Open_max,ProShares UltraShort FTSE China 50_etf_Open_min,ProShares UltraShort FTSE China 50_etf_Open_volatility,ProShares UltraShort FTSE China 50_etf_Open_change,ProShares UltraShort FTSE China 50_etf_High_average,ProShares UltraShort FTSE China 50_etf_High_max,ProShares UltraShort FTSE China 50_etf_High_min,ProShares UltraShort FTSE China 50_etf_High_volatility,ProShares UltraShort FTSE China 50_etf_High_change,ProShares UltraShort FTSE China 50_etf_Low_average,ProShares UltraShort FTSE China 50_etf_Low_max,ProShares UltraShort FTSE China 50_etf_Low_min,ProShares UltraShort FTSE China 50_etf_Low_volatility,ProShares UltraShort FTSE China 50_etf_Low_change,ProShares UltraShort FTSE China 50_etf_Close_average,ProShares UltraShort FTSE China 50_etf_Close_max,ProShares UltraShort FTSE China 50_etf_Close_min,ProShares UltraShort FTSE China 50_etf_Close_volatility,ProShares UltraShort FTSE China 50_etf_Close_change
2016-05-29,165.04,165.04,165.04,0.0,0.0,167.38,167.38,167.38,0.0,0.0,163.6,163.6,163.6,0.0,0.0,164.72,164.72,164.72,0.0,0.0
2016-06-05,166.08,166.08,166.08,0.0,0.0,167.08,167.08,167.08,0.0,0.0,164.0,164.0,164.0,0.0,0.0,165.48,165.48,165.48,0.0,0.0
2016-06-12,174.0,174.0,174.0,0.0,0.0,175.2,175.2,175.2,0.0,0.0,172.32,172.32,172.32,0.0,0.0,173.16,173.16,173.16,0.0,0.0
2016-06-19,169.68,169.68,169.68,0.0,0.0,172.4,172.4,172.4,0.0,0.0,163.84,163.84,163.84,0.0,0.0,171.64,171.64,171.64,0.0,0.0
2016-06-26,152.88,152.88,152.88,0.0,0.0,152.88,152.88,152.88,0.0,0.0,150.96,150.96,150.96,0.0,0.0,152.12,152.12,152.12,0.0,0.0
2016-07-03,158.12,158.12,158.12,0.0,0.0,158.12,158.12,158.12,0.0,0.0,153.6,153.6,153.6,0.0,0.0,154.28,154.28,154.28,0.0,0.0
2016-07-10,142.44,142.44,142.44,0.0,0.0,143.56,143.56,143.56,0.0,0.0,142.24,142.24,142.24,0.0,0.0,142.92,142.92,142.92,0.0,0.0
2016-07-17,141.8,141.8,141.8,0.0,0.0,142.36,142.36,142.36,0.0,0.0,140.8,140.8,140.8,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2016-07-24,144.24,144.24,144.24,0.0,0.0,144.8,144.8,144.8,0.0,0.0,141.84,141.84,141.84,0.0,0.0,142.72,142.72,142.72,0.0,0.0
2016-07-31,140.36,140.36,140.36,0.0,0.0,140.36,140.36,140.36,0.0,0.0,138.32,138.32,138.32,0.0,0.0,138.48,138.48,138.48,0.0,0.0
2016-08-07,129.64,129.64,129.64,0.0,0.0,130.02,130.02,130.02,0.0,0.0,128.96,128.96,128.96,0.0,0.0,129.48,129.48,129.48,0.0,0.0
2016-08-14,126.16,126.16,126.16,0.0,0.0,126.94,126.94,126.94,0.0,0.0,125.36,125.36,125.36,0.0,0.0,125.76,125.76,125.76,0.0,0.0
2016-08-21,128.52,128.52,128.52,0.0,0.0,132.08,132.08,132.08,0.0,0.0,125.6,125.6,125.6,0.0,0.0,130.52,130.52,130.52,0.0,0.0
2016-08-28,123.36,123.36,123.36,0.0,0.0,123.88,123.88,123.88,0.0,0.0,121.56,121.56,121.56,0.0,0.0,122.6,122.6,122.6,0.0,0.0
2016-09-04,117.28,117.28,117.28,0.0,0.0,121.4,121.4,121.4,0.0,0.0,117.04,117.04,117.04,0.0,0.0,121.2,121.2,121.2,0.0,0.0
2016-09-11,124.08,124.08,124.08,0.0,0.0,125.56,125.56,125.56,0.0,0.0,123.52,123.52,123.52,0.0,0.0,123.92,123.92,123.92,0.0,0.0
2016-09-18,119.48,119.48,119.48,0.0,0.0,120.04,120.04,120.04,0.0,0.0,118.56,118.56,118.56,0.0,0.0,120.04,120.04,120.04,0.0,0.0
2016-09-25,122.52,122.52,122.52,0.0,0.0,123.08,123.08,123.08,0.0,0.0,120.36,120.36,120.36,0.0,0.0,120.82,120.82,120.82,0.0,0.0
2016-10-02,117.36,117.36,117.36,0.0,0.0,119.68,119.68,119.68,0.0,0.0,116.8,116.8,116.8,0.0,0.0,118.24,118.24,118.24,0.0,0.0
2016-10-09,122.96,122.96,122.96,0.0,0.0,123.93,123.93,123.93,0.0,0.0,122.12,122.12,122.12,0.0,0.0,123.4,123.4,123.4,0.0,0.0
2016-10-16,122.84,122.84,122.84,0.0,0.0,122.84,122.84,122.84,0.0,0.0,121.36,121.36,121.36,0.0,0.0,121.6,121.6,121.6,0.0,0.0
2016-10-23,127.28,127.28,127.28,0.0,0.0,129.04,129.04,129.04,0.0,0.0,126.08,126.08,126.08,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2016-10-30,131.76,131.76,131.76,0.0,0.0,132.8,132.8,132.8,0.0,0.0,130.95,130.95,130.95,0.0,0.0,132.16,132.16,132.16,0.0,0.0
2016-11-06,135.28,135.28,135.28,0.0,0.0,136.32,136.32,136.32,0.0,0.0,132.48,132.48,132.48,0.0,0.0,133.4,133.4,133.4,0.0,0.0
2016-11-13,133.4,133.4,133.4,0.0,0.0,134.48,134.48,134.48,0.0,0.0,132.92,132.92,132.92,0.0,0.0,133.4,133.4,133.4,0.0,0.0
2016-11-20,124.56,124.56,124.56,0.0,0.0,125.2,125.2,125.2,0.0,0.0,124.24,124.24,124.24,0.0,0.0,125.04,125.04,125.04,0.0,0.0
2016-11-27,123.16,123.16,123.16,0.0,0.0,123.76,123.76,123.76,0.0,0.0,122.6,122.6,122.6,0.0,0.0,123.44,123.44,123.44,0.0,0.0
2016-12-04,122.84,122.84,122.84,0.0,0.0,123.24,123.24,123.24,0.0,0.0,122.16,122.16,122.16,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2016-12-11,133.68,133.68,133.68,0.0,0.0,136.32,136.32,136.32,0.0,0.0,133.28,133.28,133.28,0.0,0.0,135.64,135.64,135.64,0.0,0.0
2016-12-18,142.48,142.48,142.48,0.0,0.0,142.92,142.92,142.92,0.0,0.0,141.64,141.64,141.64,0.0,0.0,142.28,142.28,142.28,0.0,0.0
2016-12-25,134.2,134.2,134.2,0.0,0.0,136.68,136.68,136.68,0.0,0.0,133.8,133.8,133.8,0.0,0.0,136.16,136.16,136.16,0.0,0.0
2017-01-01,127.83,127.83,127.83,0.0,0.0,128.4,128.4,128.4,0.0,0.0,127.56,127.56,127.56,0.0,0.0,127.88,127.88,127.88,0.0,0.0
2017-01-08,122.22,122.22,122.22,0.0,0.0,122.48,122.48,122.48,0.0,0.0,121.6,121.6,121.6,0.0,0.0,122.24,122.24,122.24,0.0,0.0
2017-01-15,123.48,123.48,123.48,0.0,0.0,125.0,125.0,125.0,0.0,0.0,122.96,122.96,122.96,0.0,0.0,124.08,124.08,124.08,0.0,0.0
2017-01-22,120.56,120.56,120.56,0.0,0.0,121.4,121.4,121.4,0.0,0.0,119.92,119.92,119.92,0.0,0.0,120.64,120.64,120.64,0.0,0.0
2017-01-29,122.44,122.44,122.44,0.0,0.0,122.6,122.6,122.6,0.0,0.0,121.32,121.32,121.32,0.0,0.0,121.92,121.92,121.92,0.0,0.0
2017-02-05,114.28,114.28,114.28,0.0,0.0,114.48,114.48,114.48,0.0,0.0,112.8,112.8,112.8,0.0,0.0,113.28,113.28,113.28,0.0,0.0
2017-02-12,111.24,111.24,111.24,0.0,0.0,111.28,111.28,111.28,0.0,0.0,110.04,110.04,110.04,0.0,0.0,110.04,110.04,110.04,0.0,0.0
2017-02-19,110.28,110.28,110.28,0.0,0.0,110.48,110.48,110.48,0.0,0.0,109.52,109.52,109.52,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2017-02-26,113.16,113.16,113.16,0.0,0.0,113.88,113.88,113.88,0.0,0.0,112.88,112.88,112.88,0.0,0.0,113.28,113.28,113.28,0.0,0.0
2017-03-05,114.8,114.8,114.8,0.0,0.0,115.36,115.36,115.36,0.0,0.0,114.32,114.32,114.32,0.0,0.0,114.48,114.48,114.48,0.0,0.0
2017-03-12,105.36,105.36,105.36,0.0,0.0,106.08,106.08,106.08,0.0,0.0,105.28,105.28,105.28,0.0,0.0,105.72,105.72,105.72,0.0,0.0
2017-03-19,105.24,105.24,105.24,0.0,0.0,105.64,105.64,105.64,0.0,0.0,104.72,104.72,104.72,0.0,0.0,105.08,105.08,105.08,0.0,0.0
2017-03-26,108.88,108.88,108.88,0.0,0.0,109.24,109.24,109.24,0.0,0.0,108.56,108.56,108.56,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2017-04-02,108.2,108.2,108.2,0.0,0.0,108.2,108.2,108.2,0.0,0.0,106.96,106.96,106.96,0.0,0.0,107.72,107.72,107.72,0.0,0.0
2017-04-09,109.12,109.12,109.12,0.0,0.0,110.44,110.44,110.44,0.0,0.0,108.44,108.44,108.44,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2017-04-16,112.52,112.52,112.52,0.0,0.0,112.76,112.76,112.76,0.0,0.0,111.68,111.68,111.68,0.0,0.0,112.0,112.0,112.0,0.0,0.0
2017-04-23,108.8,108.8,108.8,0.0,0.0,109.12,109.12,109.12,0.0,0.0,108.56,108.56,108.56,0.0,0.0,108.68,108.68,108.68,0.0,0.0
2017-04-30,114.52,114.52,114.52,0.0,0.0,114.52,114.52,114.52,0.0,0.0,113.08,113.08,113.08,0.0,0.0,113.08,113.08,113.08,0.0,0.0
2017-05-07,106.76,106.76,106.76,0.0,0.0,106.76,106.76,106.76,0.0,0.0,105.36,105.36,105.36,0.0,0.0,105.36,105.36,105.36,0.0,0.0
2017-05-14,104.6,104.6,104.6,0.0,0.0,104.6,104.6,104.6,0.0,0.0,102.96,102.96,102.96,0.0,0.0,103.32,103.32,103.32,0.0,0.0
2017-05-21,99.4,99.4,99.4,0.0,0.0,99.6,99.6,99.6,0.0,0.0,98.92,98.92,98.92,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2017-05-28,98.12,98.12,98.12,0.0,0.0,98.4,98.4,98.4,0.0,0.0,97.44,97.44,97.44,0.0,0.0,97.56,97.56,97.56,0.0,0.0
2017-06-04,98.12,98.12,98.12,0.0,0.0,99.76,99.76,99.76,0.0,0.0,97.72,97.72,97.72,0.0,0.0,98.96,98.96,98.96,0.0,0.0
2017-06-11,102.4,102.4,102.4,0.0,0.0,102.92,102.92,102.92,0.0,0.0,101.96,101.96,101.96,0.0,0.0,102.08,102.08,102.08,0.0,0.0
2017-06-18,100.52,100.52,100.52,0.0,0.0,100.68,100.68,100.68,0.0,0.0,99.8,99.8,99.8,0.0,0.0,100.12,100.12,100.12,0.0,0.0
2017-06-25,100.0,100.0,100.0,0.0,0.0,100.52,100.52,100.52,0.0,0.0,99.4,99.4,99.4,0.0,0.0,100.24,100.24,100.24,0.0,0.0
2017-07-02,101.48,101.48,101.48,0.0,0.0,102.12,102.12,102.12,0.0,0.0,100.92,100.92,100.92,0.0,0.0,101.32,101.32,101.32,0.0,0.0
2017-07-09,91.6,91.6,91.6,0.0,0.0,91.6,91.6,91.6,0.0,0.0,89.68,89.68,89.68,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2017-07-16,89.24,89.24,89.24,0.0,0.0,89.6,89.6,89.6,0.0,0.0,89.08,89.08,89.08,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2017-07-23,87.84,87.84,87.84,0.0,0.0,88.36,88.36,88.36,0.0,0.0,87.44,87.44,87.44,0.0,0.0,87.48,87.48,87.48,0.0,0.0
2017-07-30,85.96,85.96,85.96,0.0,0.0,86.32,86.32,86.32,0.0,0.0,85.56,85.56,85.56,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2017-08-06,89.88,89.88,89.88,0.0,0.0,90.36,90.36,90.36,0.0,0.0,89.2,89.2,89.2,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2017-08-13,88.96,88.96,88.96,0.0,0.0,89.52,89.52,89.52,0.0,0.0,87.92,87.92,87.92,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2017-08-20,79.72,79.72,79.72,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.76,79.76,79.76,0.0,0.0
2017-08-27,80.0,80.0,80.0,0.0,0.0,80.08,80.08,80.08,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.68,79.68,79.68,0.0,0.0
2017-09-03,80.88,80.88,80.88,0.0,0.0,81.56,81.56,81.56,0.0,0.0,80.64,80.64,80.64,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2017-09-10,80.44,80.44,80.44,0.0,0.0,80.52,80.52,80.52,0.0,0.0,78.92,78.92,78.92,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2017-09-17,78.2,78.2,78.2,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.36,78.36,78.36,0.0,0.0
2017-09-24,81.24,81.24,81.24,0.0,0.0,81.48,81.48,81.48,0.0,0.0,79.56,79.56,79.56,0.0,0.0,80.08,80.08,80.08,0.0,0.0
2017-10-01,73.68,73.68,73.68,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2017-10-08,72.56,72.56,72.56,0.0,0.0,72.56,72.56,72.56,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2017-10-15,72.84,72.84,72.84,0.0,0.0,73.12,73.12,73.12,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.48,72.48,72.48,0.0,0.0
2017-10-22,72.6,72.6,72.6,0.0,0.0,72.68,72.68,72.68,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2017-10-29,71.48,71.48,71.48,0.0,0.0,72.54,72.54,72.54,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2017-11-05,69.52,69.52,69.52,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2017-11-12,70.76,70.76,70.76,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2017-11-19,66.48,66.48,66.48,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2017-11-26,72.24,72.24,72.24,0.0,0.0,73.96,73.96,73.96,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2017-12-03,73.48,73.48,73.48,0.0,0.0,73.84,73.84,73.84,0.0,0.0,72.96,72.96,72.96,0.0,0.0,73.36,73.36,73.36,0.0,0.0
2017-12-10,73.16,73.16,73.16,0.0,0.0,73.4,73.4,73.4,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2017-12-17,69.48,69.48,69.48,0.0,0.0,69.88,69.88,69.88,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2017-12-24,67.76,67.76,67.76,0.0,0.0,68.4,68.4,68.4,0.0,0.0,67.76,67.76,67.76,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2017-12-31,62.12,62.12,62.12,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.56,61.56,61.56,0.0,0.0
