Date,iShares MSCI All Country Asia ex JapanEtf_Open_average,iShares MSCI All Country Asia ex JapanEtf_Open_max,iShares MSCI All Country Asia ex JapanEtf_Open_min,iShares MSCI All Country Asia ex JapanEtf_Open_volatility,iShares MSCI All Country Asia ex JapanEtf_Open_change,iShares MSCI All Country Asia ex JapanEtf_High_average,iShares MSCI All Country Asia ex JapanEtf_High_max,iShares MSCI All Country Asia ex JapanEtf_High_min,iShares MSCI All Country Asia ex JapanEtf_High_volatility,iShares MSCI All Country Asia ex JapanEtf_High_change,iShares MSCI All Country Asia ex JapanEtf_Low_average,iShares MSCI All Country Asia ex JapanEtf_Low_max,iShares MSCI All Country Asia ex JapanEtf_Low_min,iShares MSCI All Country Asia ex JapanEtf_Low_volatility,iShares MSCI All Country Asia ex JapanEtf_Low_change,iShares MSCI All Country Asia ex JapanEtf_Close_average,iShares MSCI All Country Asia ex JapanEtf_Close_max,iShares MSCI All Country Asia ex JapanEtf_Close_min,iShares MSCI All Country Asia ex JapanEtf_Close_volatility,iShares MSCI All Country Asia ex JapanEtf_Close_change
2016-04-24,54.25,54.25,54.25,0.0,0.0,54.26,54.26,54.26,0.0,0.0,53.64,53.64,53.64,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2016-05-01,52.01,52.01,52.01,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2016-05-08,51.55,51.55,51.55,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2016-05-15,51.35,51.35,51.35,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2016-05-22,52.95,52.95,52.95,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2016-05-29,54.06,54.06,54.06,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2016-06-05,53.99,53.99,53.99,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2016-06-12,53.12,53.12,53.12,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.73,52.73,52.73,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2016-06-19,52.49,52.49,52.49,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2016-06-26,55.2,55.2,55.2,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2016-07-03,54.58,54.58,54.58,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2016-07-10,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2016-07-17,57.12,57.12,57.12,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2016-07-24,57.41,57.41,57.41,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2016-07-31,58.0,58.0,58.0,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2016-08-07,59.33,59.33,59.33,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2016-08-14,59.26,59.26,59.26,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2016-08-21,59.18,59.18,59.18,0.0,0.0,59.74,59.74,59.74,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2016-08-28,59.66,59.66,59.66,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2016-09-04,60.26,60.26,60.26,0.0,0.0,60.26,60.26,60.26,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2016-09-11,59.28,59.28,59.28,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2016-09-18,60.92,60.92,60.92,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2016-09-25,60.32,60.32,60.32,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2016-10-02,60.94,60.94,60.94,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2016-10-09,59.6,59.6,59.6,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2016-10-16,59.6,59.6,59.6,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2016-10-23,59.17,59.17,59.17,0.0,0.0,59.33,59.33,59.33,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2016-10-30,57.85,57.85,57.85,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2016-11-06,55.81,55.81,55.81,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-11-13,55.95,55.95,55.95,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2016-11-20,56.63,56.63,56.63,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2016-11-27,56.62,56.62,56.62,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2016-12-04,57.48,57.48,57.48,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2016-12-11,55.99,55.99,55.99,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2016-12-18,54.01,54.01,54.01,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2016-12-25,55.28,55.28,55.28,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2017-01-01,56.58,56.58,56.58,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-01-08,57.7,57.7,57.7,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2017-01-15,57.45,57.45,57.45,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2017-01-22,58.95,58.95,58.95,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2017-01-29,59.39,59.39,59.39,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2017-02-05,60.04,60.04,60.04,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.94,59.94,59.94,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2017-02-12,60.41,60.41,60.41,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2017-02-19,60.8,60.8,60.8,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.73,60.73,60.73,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2017-02-26,60.44,60.44,60.44,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2017-03-05,60.37,60.37,60.37,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2017-03-12,62.92,62.92,62.92,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2017-03-19,63.26,63.26,63.26,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2017-03-26,63.03,63.03,63.03,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2017-04-02,63.13,63.13,63.13,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.01,63.01,63.01,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2017-04-09,62.99,62.99,62.99,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2017-04-16,62.91,62.91,62.91,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2017-04-23,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2017-04-30,63.97,63.97,63.97,0.0,0.0,64.29,64.29,64.29,0.0,0.0,63.95,63.95,63.95,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2017-05-07,65.79,65.79,65.79,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2017-05-14,66.07,66.07,66.07,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.97,65.97,65.97,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2017-05-21,67.16,67.16,67.16,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2017-05-28,67.69,67.69,67.69,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2017-06-04,68.43,68.43,68.43,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2017-06-11,67.22,67.22,67.22,0.0,0.0,67.22,67.22,67.22,0.0,0.0,66.89,66.89,66.89,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2017-06-18,67.7,67.7,67.7,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.82,67.82,67.82,0.0,0.0
2017-06-25,67.5,67.5,67.5,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2017-07-02,67.0,67.0,67.0,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2017-07-09,69.93,69.93,69.93,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.84,69.84,69.84,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2017-07-16,70.41,70.41,70.41,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2017-07-23,70.51,70.51,70.51,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2017-07-30,71.0,71.0,71.0,0.0,0.0,71.19,71.19,71.19,0.0,0.0,70.81,70.81,70.81,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2017-08-06,69.21,69.21,69.21,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.03,69.03,69.03,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2017-08-13,70.15,70.15,70.15,0.0,0.0,70.5,70.5,70.5,0.0,0.0,69.84,69.84,69.84,0.0,0.0,70.16,70.16,70.16,0.0,0.0
2017-08-20,72.22,72.22,72.22,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.08,72.08,72.08,0.0,0.0
2017-08-27,72.3,72.3,72.3,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.43,72.43,72.43,0.0,0.0
2017-09-03,72.21,72.21,72.21,0.0,0.0,72.27,72.27,72.27,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-09-10,72.79,72.79,72.79,0.0,0.0,73.18,73.18,73.18,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2017-09-17,72.98,72.98,72.98,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.83,72.83,72.83,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2017-09-24,71.77,71.77,71.77,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.71,71.71,71.71,0.0,0.0,72.22,72.22,72.22,0.0,0.0
2017-10-01,73.47,73.47,73.47,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2017-10-08,74.99,74.99,74.99,0.0,0.0,75.37,75.37,75.37,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2017-10-15,74.75,74.75,74.75,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.7,74.7,74.7,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2017-10-22,74.42,74.42,74.42,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.23,74.23,74.23,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2017-10-29,76.24,76.24,76.24,0.0,0.0,76.24,76.24,76.24,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.9,75.9,75.9,0.0,0.0
2017-11-05,76.11,76.11,76.11,0.0,0.0,76.15,76.15,76.15,0.0,0.0,75.87,75.87,75.87,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2017-11-12,76.67,76.67,76.67,0.0,0.0,76.92,76.92,76.92,0.0,0.0,76.66,76.66,76.66,0.0,0.0,76.7,76.7,76.7,0.0,0.0
2017-11-19,78.12,78.12,78.12,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2017-11-26,75.31,75.31,75.31,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2017-12-03,75.29,75.29,75.29,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2017-12-10,75.44,75.44,75.44,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2017-12-17,75.25,75.25,75.25,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.18,75.18,75.18,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2017-12-24,76.53,76.53,76.53,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.23,76.23,76.23,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2017-12-31,78.99,78.99,78.99,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.91,78.91,78.91,0.0,0.0,79.41,79.41,79.41,0.0,0.0
