Date,First Trust Large Cap Value AlphaDEX_etf_Open_average,First Trust Large Cap Value AlphaDEX_etf_Open_max,First Trust Large Cap Value AlphaDEX_etf_Open_min,First Trust Large Cap Value AlphaDEX_etf_Open_volatility,First Trust Large Cap Value AlphaDEX_etf_Open_change,First Trust Large Cap Value AlphaDEX_etf_High_average,First Trust Large Cap Value AlphaDEX_etf_High_max,First Trust Large Cap Value AlphaDEX_etf_High_min,First Trust Large Cap Value AlphaDEX_etf_High_volatility,First Trust Large Cap Value AlphaDEX_etf_High_change,First Trust Large Cap Value AlphaDEX_etf_Low_average,First Trust Large Cap Value AlphaDEX_etf_Low_max,First Trust Large Cap Value AlphaDEX_etf_Low_min,First Trust Large Cap Value AlphaDEX_etf_Low_volatility,First Trust Large Cap Value AlphaDEX_etf_Low_change,First Trust Large Cap Value AlphaDEX_etf_Close_average,First Trust Large Cap Value AlphaDEX_etf_Close_max,First Trust Large Cap Value AlphaDEX_etf_Close_min,First Trust Large Cap Value AlphaDEX_etf_Close_volatility,First Trust Large Cap Value AlphaDEX_etf_Close_change
2016-07-31,41.75,41.75,41.75,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.75,41.75,41.75,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2016-08-07,42.25,42.25,42.25,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2016-08-14,42.44,42.44,42.44,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2016-08-21,42.69,42.69,42.69,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2016-08-28,42.72,42.72,42.72,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2016-09-04,42.8,42.8,42.8,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-09-11,42.11,42.11,42.11,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2016-09-18,42.5,42.5,42.5,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2016-09-25,42.27,42.27,42.27,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2016-10-02,42.86,42.86,42.86,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2016-10-09,42.4,42.4,42.4,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2016-10-16,42.36,42.36,42.36,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2016-10-23,42.48,42.48,42.48,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2016-10-30,42.06,42.06,42.06,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-11-06,44.34,44.34,44.34,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2016-11-13,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2016-11-20,46.35,46.35,46.35,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2016-11-27,46.25,46.25,46.25,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2016-12-04,48.11,48.11,48.11,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2016-12-11,47.84,47.84,47.84,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2016-12-18,47.42,47.42,47.42,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2016-12-25,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2017-01-01,47.32,47.32,47.32,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2017-01-08,47.5,47.5,47.5,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2017-01-15,47.29,47.29,47.29,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2017-01-22,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2017-01-29,47.87,47.87,47.87,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.77,47.77,47.77,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2017-02-05,48.49,48.49,48.49,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2017-02-12,49.36,49.36,49.36,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2017-02-19,49.44,49.44,49.44,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2017-02-26,49.99,49.99,49.99,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-03-05,49.57,49.57,49.57,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2017-03-12,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-03-19,48.66,48.66,48.66,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2017-03-26,49.32,49.32,49.32,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2017-04-02,48.92,48.92,48.92,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2017-04-09,48.74,48.74,48.74,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2017-04-16,49.11,49.11,49.11,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2017-04-23,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2017-04-30,49.42,49.42,49.42,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-05-07,49.37,49.37,49.37,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2017-05-14,48.62,48.62,48.62,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2017-05-21,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2017-05-28,50.33,50.33,50.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-06-04,50.03,50.03,50.03,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2017-06-11,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2017-06-18,49.94,49.94,49.94,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2017-06-25,50.23,50.23,50.23,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2017-07-02,49.83,49.83,49.83,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2017-07-09,50.44,50.44,50.44,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-07-16,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-07-23,50.83,50.83,50.83,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2017-07-30,50.81,50.81,50.81,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-08-06,49.91,49.91,49.91,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-08-13,49.26,49.26,49.26,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2017-08-20,49.73,49.73,49.73,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2017-08-27,50.08,50.08,50.08,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2017-09-03,49.62,49.62,49.62,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-09-10,50.54,50.54,50.54,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2017-09-17,50.38,50.38,50.38,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2017-09-24,51.1,51.1,51.1,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-10-01,51.74,51.74,51.74,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-10-08,51.47,51.47,51.47,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2017-10-15,51.89,51.89,51.89,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-10-22,51.65,51.65,51.65,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2017-10-29,51.65,51.65,51.65,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2017-11-05,51.62,51.62,51.62,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2017-11-12,51.93,51.93,51.93,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.74,51.74,51.74,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-11-19,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-11-26,53.91,53.91,53.91,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2017-12-03,54.21,54.21,54.21,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-12-10,54.21,54.21,54.21,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2017-12-17,54.83,54.83,54.83,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2017-12-24,55.17,55.17,55.17,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2017-12-31,55.46,55.46,55.46,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.45,55.45,55.45,0.0,0.0
