Date,PowerShares KBW Bank Portfolio_etf_Open_average,PowerShares KBW Bank Portfolio_etf_Open_max,PowerShares KBW Bank Portfolio_etf_Open_min,PowerShares KBW Bank Portfolio_etf_Open_volatility,PowerShares KBW Bank Portfolio_etf_Open_change,PowerShares KBW Bank Portfolio_etf_High_average,PowerShares KBW Bank Portfolio_etf_High_max,PowerShares KBW Bank Portfolio_etf_High_min,PowerShares KBW Bank Portfolio_etf_High_volatility,PowerShares KBW Bank Portfolio_etf_High_change,PowerShares KBW Bank Portfolio_etf_Low_average,PowerShares KBW Bank Portfolio_etf_Low_max,PowerShares KBW Bank Portfolio_etf_Low_min,PowerShares KBW Bank Portfolio_etf_Low_volatility,PowerShares KBW Bank Portfolio_etf_Low_change,PowerShares KBW Bank Portfolio_etf_Close_average,PowerShares KBW Bank Portfolio_etf_Close_max,PowerShares KBW Bank Portfolio_etf_Close_min,PowerShares KBW Bank Portfolio_etf_Close_volatility,PowerShares KBW Bank Portfolio_etf_Close_change
2016-06-19,33.11,33.11,33.11,0.0,0.0,33.6,33.6,33.6,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-06-26,33.24,33.24,33.24,0.0,0.0,33.37,33.37,33.37,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2016-07-03,33.06,33.06,33.06,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2016-07-10,34.89,34.89,34.89,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-07-17,34.58,34.58,34.58,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2016-07-24,34.97,34.97,34.97,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2016-07-31,35.47,35.47,35.47,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.47,35.47,35.47,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2016-08-07,35.54,35.54,35.54,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2016-08-14,36.11,36.11,36.11,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2016-08-21,36.47,36.47,36.47,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-08-28,37.39,37.39,37.39,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2016-09-04,37.25,37.25,37.25,0.0,0.0,37.51,37.51,37.51,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2016-09-11,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2016-09-18,36.55,36.55,36.55,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2016-09-25,36.12,36.12,36.12,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2016-10-02,37.53,37.53,37.53,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2016-10-09,37.1,37.1,37.1,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2016-10-16,37.61,37.61,37.61,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2016-10-23,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2016-10-30,37.98,37.98,37.98,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2016-11-06,42.17,42.17,42.17,0.0,0.0,42.74,42.74,42.74,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2016-11-13,44.28,44.28,44.28,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2016-11-20,44.84,44.84,44.84,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2016-11-27,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2016-12-04,48.22,48.22,48.22,0.0,0.0,48.42,48.42,48.42,0.0,0.0,47.59,47.59,47.59,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2016-12-11,47.86,47.86,47.86,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2016-12-18,47.7,47.7,47.7,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2016-12-25,47.11,47.11,47.11,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2017-01-01,47.77,47.77,47.77,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2017-01-08,47.79,47.79,47.79,0.0,0.0,48.51,48.51,48.51,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2017-01-15,46.42,46.42,46.42,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2017-01-22,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2017-01-29,47.79,47.79,47.79,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2017-02-05,48.13,48.13,48.13,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2017-02-12,49.36,49.36,49.36,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-02-19,49.27,49.27,49.27,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2017-02-26,50.22,50.22,50.22,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2017-03-05,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-03-12,49.78,49.78,49.78,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2017-03-19,46.97,46.97,46.97,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2017-03-26,47.87,47.87,47.87,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2017-04-02,46.84,46.84,46.84,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2017-04-09,45.92,45.92,45.92,0.0,0.0,46.42,46.42,46.42,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2017-04-16,46.63,46.63,46.63,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-04-23,47.57,47.57,47.57,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2017-04-30,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2017-05-07,47.21,47.21,47.21,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.76,46.76,46.76,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2017-05-14,46.23,46.23,46.23,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-05-21,46.98,46.98,46.98,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2017-05-28,46.05,46.05,46.05,0.0,0.0,46.52,46.52,46.52,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2017-06-04,47.64,47.64,47.64,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2017-06-11,48.4,48.4,48.4,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2017-06-18,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2017-06-25,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2017-07-02,50.14,50.14,50.14,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.71,49.71,49.71,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2017-07-09,49.32,49.32,49.32,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-07-16,48.95,48.95,48.95,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2017-07-23,49.16,49.16,49.16,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2017-07-30,50.22,50.22,50.22,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-08-06,48.82,48.82,48.82,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2017-08-13,48.0,48.0,48.0,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2017-08-20,48.8,48.8,48.8,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2017-08-27,48.21,48.21,48.21,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2017-09-03,46.34,46.34,46.34,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2017-09-10,48.28,48.28,48.28,0.0,0.0,48.54,48.54,48.54,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2017-09-17,49.84,49.84,49.84,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2017-09-24,50.84,50.84,50.84,0.0,0.0,51.38,51.38,51.38,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-10-01,52.14,52.14,52.14,0.0,0.0,52.32,52.32,52.32,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2017-10-08,50.96,50.96,50.96,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.44,50.44,50.44,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2017-10-15,51.97,51.97,51.97,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2017-10-22,52.57,52.57,52.57,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-10-29,52.68,52.68,52.68,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2017-11-05,50.75,50.75,50.75,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2017-11-12,51.02,51.02,51.02,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-11-19,51.41,51.41,51.41,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-11-26,54.16,54.16,54.16,0.0,0.0,54.53,54.53,54.53,0.0,0.0,52.78,52.78,52.78,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2017-12-03,55.14,55.14,55.14,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.68,54.68,54.68,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2017-12-10,54.7,54.7,54.7,0.0,0.0,55.4,55.4,55.4,0.0,0.0,54.46,54.46,54.46,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2017-12-17,55.85,55.85,55.85,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2017-12-24,55.54,55.54,55.54,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-12-31,56.23,56.23,56.23,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.12,56.12,56.12,0.0,0.0
