Date,SPDR S&P Insurance_etf_Open_average,SPDR S&P Insurance_etf_Open_max,SPDR S&P Insurance_etf_Open_min,SPDR S&P Insurance_etf_Open_volatility,SPDR S&P Insurance_etf_Open_change,SPDR S&P Insurance_etf_High_average,SPDR S&P Insurance_etf_High_max,SPDR S&P Insurance_etf_High_min,SPDR S&P Insurance_etf_High_volatility,SPDR S&P Insurance_etf_High_change,SPDR S&P Insurance_etf_Low_average,SPDR S&P Insurance_etf_Low_max,SPDR S&P Insurance_etf_Low_min,SPDR S&P Insurance_etf_Low_volatility,SPDR S&P Insurance_etf_Low_change,SPDR S&P Insurance_etf_Close_average,SPDR S&P Insurance_etf_Close_max,SPDR S&P Insurance_etf_Close_min,SPDR S&P Insurance_etf_Close_volatility,SPDR S&P Insurance_etf_Close_change
2016-12-11,27.65,27.65,27.65,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2016-12-18,27.87,27.87,27.87,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-12-25,27.67,27.67,27.67,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2017-01-01,27.84,27.84,27.84,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2017-01-08,27.68,27.68,27.68,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-01-15,27.75,27.75,27.75,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2017-01-22,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2017-01-29,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2017-02-05,28.38,28.38,28.38,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2017-02-12,29.03,29.03,29.03,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2017-02-19,29.12,29.12,29.12,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-02-26,29.22,29.22,29.22,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2017-03-05,29.06,29.06,29.06,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2017-03-12,29.11,29.11,29.11,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2017-03-19,28.49,28.49,28.49,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2017-03-26,28.63,28.63,28.63,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2017-04-02,28.44,28.44,28.44,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2017-04-09,28.22,28.22,28.22,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-04-16,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2017-04-23,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-04-30,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2017-05-07,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-05-14,28.25,28.25,28.25,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2017-05-21,28.72,28.72,28.72,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2017-05-28,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2017-06-04,28.97,28.97,28.97,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2017-06-11,29.48,29.48,29.48,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2017-06-18,29.06,29.06,29.06,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2017-06-25,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2017-07-02,29.51,29.51,29.51,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2017-07-09,29.62,29.62,29.62,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-07-16,30.04,30.04,30.04,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2017-07-23,29.99,29.99,29.99,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2017-07-30,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2017-08-06,30.23,30.23,30.23,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-08-13,29.76,29.76,29.76,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-08-20,29.73,29.73,29.73,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2017-08-27,29.48,29.48,29.48,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2017-09-03,27.86,27.86,27.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2017-09-10,29.29,29.29,29.29,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-09-17,29.58,29.58,29.58,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2017-09-24,29.96,29.96,29.96,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2017-10-01,30.35,30.35,30.35,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2017-10-08,30.34,30.34,30.34,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2017-10-15,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2017-10-22,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2017-10-29,30.61,30.61,30.61,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2017-11-05,30.72,30.72,30.72,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2017-11-12,30.34,30.34,30.34,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-11-19,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-11-26,31.2,31.2,31.2,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.49,30.49,30.49,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2017-12-03,30.95,30.95,30.95,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-12-10,30.54,30.54,30.54,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2017-12-17,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2017-12-24,30.88,30.88,30.88,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2017-12-31,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.72,30.72,30.72,0.0,0.0
