Date,UBS AG FI Enhanced Large Cap Growth_etf_Open_average,UBS AG FI Enhanced Large Cap Growth_etf_Open_max,UBS AG FI Enhanced Large Cap Growth_etf_Open_min,UBS AG FI Enhanced Large Cap Growth_etf_Open_volatility,UBS AG FI Enhanced Large Cap Growth_etf_Open_change,UBS AG FI Enhanced Large Cap Growth_etf_High_average,UBS AG FI Enhanced Large Cap Growth_etf_High_max,UBS AG FI Enhanced Large Cap Growth_etf_High_min,UBS AG FI Enhanced Large Cap Growth_etf_High_volatility,UBS AG FI Enhanced Large Cap Growth_etf_High_change,UBS AG FI Enhanced Large Cap Growth_etf_Low_average,UBS AG FI Enhanced Large Cap Growth_etf_Low_max,UBS AG FI Enhanced Large Cap Growth_etf_Low_min,UBS AG FI Enhanced Large Cap Growth_etf_Low_volatility,UBS AG FI Enhanced Large Cap Growth_etf_Low_change,UBS AG FI Enhanced Large Cap Growth_etf_Close_average,UBS AG FI Enhanced Large Cap Growth_etf_Close_max,UBS AG FI Enhanced Large Cap Growth_etf_Close_min,UBS AG FI Enhanced Large Cap Growth_etf_Close_volatility,UBS AG FI Enhanced Large Cap Growth_etf_Close_change
2016-03-13,120.91,120.91,120.91,0.0,0.0,121.82,121.82,121.82,0.0,0.0,120.49,120.49,120.49,0.0,0.0,121.54,121.54,121.54,0.0,0.0
2016-03-20,118.99,118.99,118.99,0.0,0.0,120.67,120.67,120.67,0.0,0.0,118.99,118.99,118.99,0.0,0.0,120.67,120.67,120.67,0.0,0.0
2016-03-27,123.36,123.36,123.36,0.0,0.0,126.72,126.72,126.72,0.0,0.0,123.34,123.34,123.34,0.0,0.0,126.72,126.72,126.72,0.0,0.0
2016-04-03,124.9,124.9,124.9,0.0,0.0,125.05,125.05,125.05,0.0,0.0,123.49,123.49,123.49,0.0,0.0,123.74,123.74,123.74,0.0,0.0
2016-04-10,127.28,127.28,127.28,0.0,0.0,127.53,127.53,127.53,0.0,0.0,126.76,126.76,126.76,0.0,0.0,127.34,127.34,127.34,0.0,0.0
2016-04-17,126.78,126.78,126.78,0.0,0.0,126.78,126.78,126.78,0.0,0.0,125.41,125.41,125.41,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2016-04-24,121.73,121.73,121.73,0.0,0.0,122.32,122.32,122.32,0.0,0.0,120.88,120.88,120.88,0.0,0.0,121.41,121.41,121.41,0.0,0.0
2016-05-01,120.27,120.27,120.27,0.0,0.0,121.99,121.99,121.99,0.0,0.0,114.78,114.78,114.78,0.0,0.0,121.9,121.9,121.9,0.0,0.0
2016-05-08,121.91,121.91,121.91,0.0,0.0,122.72,122.72,122.72,0.0,0.0,120.42,120.42,120.42,0.0,0.0,120.85,120.85,120.85,0.0,0.0
2016-05-15,119.0,119.0,119.0,0.0,0.0,121.33,121.33,121.33,0.0,0.0,119.0,119.0,119.0,0.0,0.0,120.67,120.67,120.67,0.0,0.0
2016-05-22,126.0,126.0,126.0,0.0,0.0,126.82,126.82,126.82,0.0,0.0,126.0,126.0,126.0,0.0,0.0,126.72,126.72,126.72,0.0,0.0
2016-05-29,126.12,126.12,126.12,0.0,0.0,127.78,127.78,127.78,0.0,0.0,126.0,126.0,126.0,0.0,0.0,127.68,127.68,127.68,0.0,0.0
2016-06-05,126.66,126.66,126.66,0.0,0.0,127.3,127.3,127.3,0.0,0.0,125.93,125.93,125.93,0.0,0.0,125.93,125.93,125.93,0.0,0.0
2016-06-12,123.21,123.21,123.21,0.0,0.0,123.73,123.73,123.73,0.0,0.0,122.01,122.01,122.01,0.0,0.0,123.07,123.07,123.07,0.0,0.0
2016-06-19,116.1,116.1,116.1,0.0,0.0,122.32,122.32,122.32,0.0,0.0,116.1,116.1,116.1,0.0,0.0,119.02,119.02,119.02,0.0,0.0
2016-06-26,124.93,124.93,124.93,0.0,0.0,127.47,127.47,127.47,0.0,0.0,124.93,124.93,124.93,0.0,0.0,126.62,126.62,126.62,0.0,0.0
2016-07-03,128.01,128.01,128.01,0.0,0.0,131.17,131.17,131.17,0.0,0.0,128.01,128.01,128.01,0.0,0.0,130.57,130.57,130.57,0.0,0.0
2016-07-10,134.28,134.28,134.28,0.0,0.0,134.45,134.45,134.45,0.0,0.0,133.54,133.54,133.54,0.0,0.0,133.9,133.9,133.9,0.0,0.0
2016-07-17,134.94,134.94,134.94,0.0,0.0,136.35,136.35,136.35,0.0,0.0,134.61,134.61,134.61,0.0,0.0,136.35,136.35,136.35,0.0,0.0
2016-07-24,136.4,136.4,136.4,0.0,0.0,137.76,137.76,137.76,0.0,0.0,136.38,136.38,136.38,0.0,0.0,137.63,137.63,137.63,0.0,0.0
2016-07-31,138.1,138.1,138.1,0.0,0.0,138.66,138.66,138.66,0.0,0.0,137.79,137.79,137.79,0.0,0.0,138.36,138.36,138.36,0.0,0.0
2016-08-07,138.45,138.45,138.45,0.0,0.0,138.87,138.87,138.87,0.0,0.0,138.19,138.19,138.19,0.0,0.0,138.83,138.83,138.83,0.0,0.0
2016-08-14,136.69,136.69,136.69,0.0,0.0,138.19,138.19,138.19,0.0,0.0,136.69,136.69,136.69,0.0,0.0,138.08,138.08,138.08,0.0,0.0
2016-08-21,137.69,137.69,137.69,0.0,0.0,137.69,137.69,137.69,0.0,0.0,135.37,135.37,135.37,0.0,0.0,136.3,136.3,136.3,0.0,0.0
2016-08-28,137.35,137.35,137.35,0.0,0.0,137.48,137.48,137.48,0.0,0.0,136.85,136.85,136.85,0.0,0.0,137.13,137.13,137.13,0.0,0.0
2016-09-04,134.0,134.0,134.0,0.0,0.0,134.0,134.0,134.0,0.0,0.0,130.68,130.68,130.68,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2016-09-11,133.0,133.0,133.0,0.0,0.0,133.7,133.7,133.7,0.0,0.0,132.56,132.56,132.56,0.0,0.0,133.5,133.5,133.5,0.0,0.0
2016-09-18,137.14,137.14,137.14,0.0,0.0,137.46,137.46,137.46,0.0,0.0,136.79,136.79,136.79,0.0,0.0,137.1,137.1,137.1,0.0,0.0
2016-09-25,135.76,135.76,135.76,0.0,0.0,137.29,137.29,137.29,0.0,0.0,135.38,135.38,135.38,0.0,0.0,137.08,137.08,137.08,0.0,0.0
2016-10-02,134.5,134.5,134.5,0.0,0.0,134.53,134.53,134.53,0.0,0.0,133.01,133.01,133.01,0.0,0.0,134.11,134.11,134.11,0.0,0.0
2016-10-09,131.41,131.41,131.41,0.0,0.0,133.47,133.47,133.47,0.0,0.0,131.41,131.41,131.41,0.0,0.0,131.96,131.96,131.96,0.0,0.0
2016-10-16,131.98,131.98,131.98,0.0,0.0,133.38,133.38,133.38,0.0,0.0,131.98,131.98,131.98,0.0,0.0,132.86,132.86,132.86,0.0,0.0
2016-10-23,130.64,130.64,130.64,0.0,0.0,131.48,131.48,131.48,0.0,0.0,129.65,129.65,129.65,0.0,0.0,129.81,129.81,129.81,0.0,0.0
2016-10-30,125.05,125.05,125.05,0.0,0.0,126.08,126.08,126.08,0.0,0.0,124.32,124.32,124.32,0.0,0.0,124.32,124.32,124.32,0.0,0.0
2016-11-06,130.61,130.61,130.61,0.0,0.0,132.22,132.22,132.22,0.0,0.0,130.61,130.61,130.61,0.0,0.0,131.89,131.89,131.89,0.0,0.0
2016-11-13,135.44,135.44,135.44,0.0,0.0,135.44,135.44,135.44,0.0,0.0,134.72,134.72,134.72,0.0,0.0,134.82,134.82,134.82,0.0,0.0
2016-11-20,137.71,137.71,137.71,0.0,0.0,138.4,138.4,138.4,0.0,0.0,137.71,137.71,137.71,0.0,0.0,138.09,138.09,138.09,0.0,0.0
2016-11-27,133.9,133.9,133.9,0.0,0.0,133.9,133.9,133.9,0.0,0.0,132.82,132.82,132.82,0.0,0.0,133.16,133.16,133.16,0.0,0.0
2016-12-04,139.01,139.01,139.01,0.0,0.0,140.88,140.88,140.88,0.0,0.0,139.01,139.01,139.01,0.0,0.0,140.75,140.75,140.75,0.0,0.0
2016-12-11,142.05,142.05,142.05,0.0,0.0,142.05,142.05,142.05,0.0,0.0,140.7,140.7,140.7,0.0,0.0,141.01,141.01,141.01,0.0,0.0
2016-12-18,139.71,139.71,139.71,0.0,0.0,141.56,141.56,141.56,0.0,0.0,139.71,139.71,139.71,0.0,0.0,141.56,141.56,141.56,0.0,0.0
2016-12-25,141.73,141.73,141.73,0.0,0.0,141.73,141.73,141.73,0.0,0.0,138.39,138.39,138.39,0.0,0.0,138.53,138.53,138.53,0.0,0.0
2017-01-01,142.85,142.85,142.85,0.0,0.0,145.63,145.63,145.63,0.0,0.0,142.85,142.85,142.85,0.0,0.0,145.3,145.3,145.3,0.0,0.0
2017-01-08,144.56,144.56,144.56,0.0,0.0,146.35,146.35,146.35,0.0,0.0,144.56,144.56,144.56,0.0,0.0,146.12,146.12,146.12,0.0,0.0
2017-01-15,145.41,145.41,145.41,0.0,0.0,145.77,145.77,145.77,0.0,0.0,145.26,145.26,145.26,0.0,0.0,145.4,145.4,145.4,0.0,0.0
2017-01-22,148.82,148.82,148.82,0.0,0.0,149.18,149.18,149.18,0.0,0.0,148.82,148.82,148.82,0.0,0.0,149.13,149.13,149.13,0.0,0.0
2017-01-29,149.19,149.19,149.19,0.0,0.0,149.95,149.95,149.95,0.0,0.0,149.19,149.19,149.19,0.0,0.0,149.95,149.95,149.95,0.0,0.0
2017-02-05,153.16,153.16,153.16,0.0,0.0,153.86,153.86,153.86,0.0,0.0,153.16,153.16,153.16,0.0,0.0,153.38,153.38,153.38,0.0,0.0
2017-02-12,157.12,157.12,157.12,0.0,0.0,157.5,157.5,157.5,0.0,0.0,156.54,156.54,156.54,0.0,0.0,157.5,157.5,157.5,0.0,0.0
2017-02-19,158.7,158.7,158.7,0.0,0.0,159.58,159.58,159.58,0.0,0.0,158.33,158.33,158.33,0.0,0.0,159.58,159.58,159.58,0.0,0.0
2017-02-26,161.5,161.5,161.5,0.0,0.0,161.56,161.56,161.56,0.0,0.0,160.33,160.33,160.33,0.0,0.0,161.56,161.56,161.56,0.0,0.0
2017-03-05,161.6,161.6,161.6,0.0,0.0,162.04,162.04,162.04,0.0,0.0,160.73,160.73,160.73,0.0,0.0,161.41,161.41,161.41,0.0,0.0
2017-03-12,162.87,162.87,162.87,0.0,0.0,163.77,163.77,163.77,0.0,0.0,162.87,162.87,162.87,0.0,0.0,163.19,163.19,163.19,0.0,0.0
2017-03-19,160.88,160.88,160.88,0.0,0.0,160.88,160.88,160.88,0.0,0.0,139.62,139.62,139.62,0.0,0.0,158.85,158.85,158.85,0.0,0.0
2017-03-26,161.85,161.85,161.85,0.0,0.0,162.93,162.93,162.93,0.0,0.0,158.0,158.0,158.0,0.0,0.0,162.91,162.91,162.91,0.0,0.0
2017-04-02,160.43,160.43,160.43,0.0,0.0,161.97,161.97,161.97,0.0,0.0,160.43,160.43,160.43,0.0,0.0,161.97,161.97,161.97,0.0,0.0
2017-04-09,159.25,159.25,159.25,0.0,0.0,160.46,160.46,160.46,0.0,0.0,159.25,159.25,159.25,0.0,0.0,160.46,160.46,160.46,0.0,0.0
2017-04-16,163.22,163.22,163.22,0.0,0.0,163.56,163.56,163.56,0.0,0.0,161.61,161.61,161.61,0.0,0.0,162.96,162.96,162.96,0.0,0.0
2017-04-23,169.41,169.41,169.41,0.0,0.0,169.45,169.45,169.45,0.0,0.0,169.11,169.11,169.11,0.0,0.0,169.45,169.45,169.45,0.0,0.0
2017-04-30,171.2,171.2,171.2,0.0,0.0,171.7,171.7,171.7,0.0,0.0,171.16,171.16,171.16,0.0,0.0,171.68,171.68,171.68,0.0,0.0
2017-05-07,172.56,172.56,172.56,0.0,0.0,172.56,172.56,172.56,0.0,0.0,172.43,172.43,172.43,0.0,0.0,172.43,172.43,172.43,0.0,0.0
2017-05-14,170.93,170.93,170.93,0.0,0.0,172.0,172.0,172.0,0.0,0.0,170.84,170.84,170.84,0.0,0.0,170.84,170.84,170.84,0.0,0.0
2017-05-21,177.5,177.5,177.5,0.0,0.0,177.52,177.52,177.52,0.0,0.0,177.26,177.26,177.26,0.0,0.0,177.34,177.34,177.34,0.0,0.0
2017-05-28,181.81,181.81,181.81,0.0,0.0,182.77,182.77,182.77,0.0,0.0,181.81,181.81,181.81,0.0,0.0,182.53,182.53,182.53,0.0,0.0
2017-06-04,182.51,182.51,182.51,0.0,0.0,182.51,182.51,182.51,0.0,0.0,178.34,178.34,178.34,0.0,0.0,178.34,178.34,178.34,0.0,0.0
2017-06-11,177.23,177.23,177.23,0.0,0.0,177.61,177.61,177.61,0.0,0.0,176.72,176.72,176.72,0.0,0.0,177.61,177.61,177.61,0.0,0.0
2017-06-18,180.1,180.1,180.1,0.0,0.0,181.8,181.8,181.8,0.0,0.0,180.1,180.1,180.1,0.0,0.0,181.73,181.73,181.73,0.0,0.0
2017-06-25,176.83,176.83,176.83,0.0,0.0,177.84,177.84,177.84,0.0,0.0,176.83,176.83,176.83,0.0,0.0,177.84,177.84,177.84,0.0,0.0
2017-07-02,176.06,176.06,176.06,0.0,0.0,177.22,177.22,177.22,0.0,0.0,175.94,175.94,175.94,0.0,0.0,177.12,177.12,177.12,0.0,0.0
2017-07-09,182.0,182.0,182.0,0.0,0.0,185.21,185.21,185.21,0.0,0.0,182.0,182.0,182.0,0.0,0.0,185.12,185.12,185.12,0.0,0.0
2017-07-16,187.06,187.06,187.06,0.0,0.0,187.44,187.44,187.44,0.0,0.0,186.81,186.81,186.81,0.0,0.0,187.44,187.44,187.44,0.0,0.0
2017-07-23,186.62,186.62,186.62,0.0,0.0,187.0,187.0,187.0,0.0,0.0,186.01,186.01,186.01,0.0,0.0,186.85,186.85,186.85,0.0,0.0
2017-07-30,185.86,185.86,185.86,0.0,0.0,187.17,187.17,187.17,0.0,0.0,185.82,185.82,185.82,0.0,0.0,186.58,186.58,186.58,0.0,0.0
2017-08-06,181.6,181.6,181.6,0.0,0.0,183.19,183.19,183.19,0.0,0.0,181.27,181.27,181.27,0.0,0.0,183.06,183.06,183.06,0.0,0.0
2017-08-13,181.86,181.86,181.86,0.0,0.0,182.8,182.8,182.8,0.0,0.0,181.07,181.07,181.07,0.0,0.0,182.8,182.8,182.8,0.0,0.0
2017-08-20,185.86,185.86,185.86,0.0,0.0,185.86,185.86,185.86,0.0,0.0,184.51,184.51,184.51,0.0,0.0,184.65,184.65,184.65,0.0,0.0
2017-08-27,191.62,191.62,191.62,0.0,0.0,192.07,192.07,192.07,0.0,0.0,191.62,191.62,191.62,0.0,0.0,192.07,192.07,192.07,0.0,0.0
2017-09-03,190.57,190.57,190.57,0.0,0.0,191.16,191.16,191.16,0.0,0.0,190.57,190.57,190.57,0.0,0.0,190.6,190.6,190.6,0.0,0.0
2017-09-10,193.17,193.17,193.17,0.0,0.0,194.75,194.75,194.75,0.0,0.0,193.17,193.17,193.17,0.0,0.0,194.26,194.26,194.26,0.0,0.0
2017-09-17,193.29,193.29,193.29,0.0,0.0,193.29,193.29,193.29,0.0,0.0,193.28,193.28,193.28,0.0,0.0,193.29,193.29,193.29,0.0,0.0
2017-09-24,195.65,195.65,195.65,0.0,0.0,196.1,196.1,196.1,0.0,0.0,195.57,195.57,195.57,0.0,0.0,196.1,196.1,196.1,0.0,0.0
2017-10-01,200.28,200.28,200.28,0.0,0.0,201.34,201.34,201.34,0.0,0.0,200.28,200.28,200.28,0.0,0.0,201.18,201.18,201.18,0.0,0.0
2017-10-08,204.38,204.38,204.38,0.0,0.0,204.38,204.38,204.38,0.0,0.0,203.72,203.72,203.72,0.0,0.0,203.72,203.72,203.72,0.0,0.0
2017-10-15,206.72,206.72,206.72,0.0,0.0,207.0,207.0,207.0,0.0,0.0,206.23,206.23,206.23,0.0,0.0,206.6,206.6,206.6,0.0,0.0
2017-10-22,205.88,205.88,205.88,0.0,0.0,210.88,210.88,210.88,0.0,0.0,205.88,205.88,205.88,0.0,0.0,210.87,210.87,210.87,0.0,0.0
2017-10-29,211.13,211.13,211.13,0.0,0.0,212.8,212.8,212.8,0.0,0.0,211.13,211.13,211.13,0.0,0.0,212.8,212.8,212.8,0.0,0.0
2017-11-05,212.24,212.24,212.24,0.0,0.0,213.18,213.18,213.18,0.0,0.0,212.24,212.24,212.24,0.0,0.0,213.17,213.17,213.17,0.0,0.0
2017-11-12,214.11,214.11,214.11,0.0,0.0,214.48,214.48,214.48,0.0,0.0,161.21,161.21,161.21,0.0,0.0,211.3,211.3,211.3,0.0,0.0
2017-11-19,218.96,218.96,218.96,0.0,0.0,219.75,219.75,219.75,0.0,0.0,218.55,218.55,218.55,0.0,0.0,219.75,219.75,219.75,0.0,0.0
2017-11-26,210.06,210.06,210.06,0.0,0.0,222.17,222.17,222.17,0.0,0.0,210.06,210.06,210.06,0.0,0.0,220.19,220.19,220.19,0.0,0.0
2017-12-03,223.0,223.0,223.0,0.0,0.0,223.0,223.0,223.0,0.0,0.0,221.71,221.71,221.71,0.0,0.0,221.71,221.71,221.71,0.0,0.0
2017-12-10,224.96,224.96,224.96,0.0,0.0,227.61,227.61,227.61,0.0,0.0,224.96,224.96,224.96,0.0,0.0,227.59,227.59,227.59,0.0,0.0
2017-12-17,226.73,226.73,226.73,0.0,0.0,227.44,227.44,227.44,0.0,0.0,226.66,226.66,226.66,0.0,0.0,227.19,227.19,227.19,0.0,0.0
2017-12-24,227.74,227.74,227.74,0.0,0.0,227.74,227.74,227.74,0.0,0.0,227.1,227.1,227.1,0.0,0.0,227.2,227.2,227.2,0.0,0.0
2017-12-31,236.5,236.5,236.5,0.0,0.0,239.84,239.84,239.84,0.0,0.0,236.5,236.5,236.5,0.0,0.0,239.84,239.84,239.84,0.0,0.0
