Date,PowerShares Nasdaq Internet_etf_Open_average,PowerShares Nasdaq Internet_etf_Open_max,PowerShares Nasdaq Internet_etf_Open_min,PowerShares Nasdaq Internet_etf_Open_volatility,PowerShares Nasdaq Internet_etf_Open_change,PowerShares Nasdaq Internet_etf_High_average,PowerShares Nasdaq Internet_etf_High_max,PowerShares Nasdaq Internet_etf_High_min,PowerShares Nasdaq Internet_etf_High_volatility,PowerShares Nasdaq Internet_etf_High_change,PowerShares Nasdaq Internet_etf_Low_average,PowerShares Nasdaq Internet_etf_Low_max,PowerShares Nasdaq Internet_etf_Low_min,PowerShares Nasdaq Internet_etf_Low_volatility,PowerShares Nasdaq Internet_etf_Low_change,PowerShares Nasdaq Internet_etf_Close_average,PowerShares Nasdaq Internet_etf_Close_max,PowerShares Nasdaq Internet_etf_Close_min,PowerShares Nasdaq Internet_etf_Close_volatility,PowerShares Nasdaq Internet_etf_Close_change
2016-09-18,87.67,87.67,87.67,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.44,87.44,87.44,0.0,0.0,87.57,87.57,87.57,0.0,0.0
2016-09-25,87.78,87.78,87.78,0.0,0.0,87.93,87.93,87.93,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.68,87.68,87.68,0.0,0.0
2016-10-02,88.13,88.13,88.13,0.0,0.0,88.13,88.13,88.13,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2016-10-09,86.46,86.46,86.46,0.0,0.0,87.0,87.0,87.0,0.0,0.0,85.75,85.75,85.75,0.0,0.0,85.89,85.89,85.89,0.0,0.0
2016-10-16,87.21,87.21,87.21,0.0,0.0,88.31,88.31,88.31,0.0,0.0,87.21,87.21,87.21,0.0,0.0,88.31,88.31,88.31,0.0,0.0
2016-10-23,87.96,87.96,87.96,0.0,0.0,88.13,88.13,88.13,0.0,0.0,87.22,87.22,87.22,0.0,0.0,87.27,87.27,87.27,0.0,0.0
2016-10-30,83.48,83.48,83.48,0.0,0.0,84.15,84.15,84.15,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.37,83.37,83.37,0.0,0.0
2016-11-06,82.4,82.4,82.4,0.0,0.0,83.44,83.44,83.44,0.0,0.0,81.92,81.92,81.92,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2016-11-13,84.63,84.63,84.63,0.0,0.0,84.64,84.64,84.64,0.0,0.0,83.97,83.97,83.97,0.0,0.0,84.08,84.08,84.08,0.0,0.0
2016-11-20,85.28,85.28,85.28,0.0,0.0,85.39,85.39,85.39,0.0,0.0,85.02,85.02,85.02,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2016-11-27,82.54,82.54,82.54,0.0,0.0,82.74,82.74,82.74,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.44,82.44,82.44,0.0,0.0
2016-12-04,86.01,86.01,86.01,0.0,0.0,86.26,86.26,86.26,0.0,0.0,85.88,85.88,85.88,0.0,0.0,86.08,86.08,86.08,0.0,0.0
2016-12-11,84.64,84.64,84.64,0.0,0.0,84.73,84.73,84.73,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2016-12-18,83.23,83.23,83.23,0.0,0.0,83.63,83.63,83.63,0.0,0.0,83.23,83.23,83.23,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2016-12-25,83.51,83.51,83.51,0.0,0.0,83.51,83.51,83.51,0.0,0.0,82.52,82.52,82.52,0.0,0.0,82.64,82.64,82.64,0.0,0.0
2017-01-01,87.0,87.0,87.0,0.0,0.0,87.07,87.07,87.07,0.0,0.0,85.97,85.97,85.97,0.0,0.0,86.91,86.91,86.91,0.0,0.0
2017-01-08,87.86,87.86,87.86,0.0,0.0,88.68,88.68,88.68,0.0,0.0,87.86,87.86,87.86,0.0,0.0,88.56,88.56,88.56,0.0,0.0
2017-01-15,89.06,89.06,89.06,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.42,88.42,88.42,0.0,0.0,88.55,88.55,88.55,0.0,0.0
2017-01-22,90.5,90.5,90.5,0.0,0.0,90.8,90.8,90.8,0.0,0.0,90.09,90.09,90.09,0.0,0.0,90.76,90.76,90.76,0.0,0.0
2017-01-29,89.91,89.91,89.91,0.0,0.0,90.3,90.3,90.3,0.0,0.0,89.91,89.91,89.91,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2017-02-05,91.25,91.25,91.25,0.0,0.0,91.78,91.78,91.78,0.0,0.0,91.25,91.25,91.25,0.0,0.0,91.6,91.6,91.6,0.0,0.0
2017-02-12,92.25,92.25,92.25,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.07,92.07,92.07,0.0,0.0,92.49,92.49,92.49,0.0,0.0
2017-02-19,91.84,91.84,91.84,0.0,0.0,92.32,92.32,92.32,0.0,0.0,91.55,91.55,91.55,0.0,0.0,92.24,92.24,92.24,0.0,0.0
2017-02-26,92.41,92.41,92.41,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2017-03-05,93.16,93.16,93.16,0.0,0.0,93.34,93.34,93.34,0.0,0.0,92.8,92.8,92.8,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2017-03-12,94.32,94.32,94.32,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.2,94.2,94.2,0.0,0.0,94.46,94.46,94.46,0.0,0.0
2017-03-19,93.27,93.27,93.27,0.0,0.0,93.61,93.61,93.61,0.0,0.0,92.71,92.71,92.71,0.0,0.0,93.18,93.18,93.18,0.0,0.0
2017-03-26,94.63,94.63,94.63,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.11,94.11,94.11,0.0,0.0,94.4,94.4,94.4,0.0,0.0
2017-04-02,94.25,94.25,94.25,0.0,0.0,94.29,94.29,94.29,0.0,0.0,93.59,93.59,93.59,0.0,0.0,94.07,94.07,94.07,0.0,0.0
2017-04-09,93.88,93.88,93.88,0.0,0.0,94.25,94.25,94.25,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2017-04-16,95.68,95.68,95.68,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.02,95.02,95.02,0.0,0.0,95.15,95.15,95.15,0.0,0.0
2017-04-23,99.62,99.62,99.62,0.0,0.0,99.62,99.62,99.62,0.0,0.0,98.86,98.86,98.86,0.0,0.0,99.2,99.2,99.2,0.0,0.0
2017-04-30,101.33,101.33,101.33,0.0,0.0,101.52,101.52,101.52,0.0,0.0,100.75,100.75,100.75,0.0,0.0,101.21,101.21,101.21,0.0,0.0
2017-05-07,102.73,102.73,102.73,0.0,0.0,102.95,102.95,102.95,0.0,0.0,102.4,102.4,102.4,0.0,0.0,102.92,102.92,102.92,0.0,0.0
2017-05-14,102.84,102.84,102.84,0.0,0.0,103.45,103.45,103.45,0.0,0.0,102.77,102.77,102.77,0.0,0.0,102.96,102.96,102.96,0.0,0.0
2017-05-21,105.53,105.53,105.53,0.0,0.0,105.68,105.68,105.68,0.0,0.0,104.79,104.79,104.79,0.0,0.0,105.02,105.02,105.02,0.0,0.0
2017-05-28,105.71,105.71,105.71,0.0,0.0,105.71,105.71,105.71,0.0,0.0,104.92,104.92,104.92,0.0,0.0,105.71,105.71,105.71,0.0,0.0
2017-06-04,107.21,107.21,107.21,0.0,0.0,107.47,107.47,107.47,0.0,0.0,101.85,101.85,101.85,0.0,0.0,103.55,103.55,103.55,0.0,0.0
2017-06-11,102.07,102.07,102.07,0.0,0.0,102.43,102.43,102.43,0.0,0.0,101.77,101.77,101.77,0.0,0.0,102.13,102.13,102.13,0.0,0.0
2017-06-18,105.63,105.63,105.63,0.0,0.0,106.76,106.76,106.76,0.0,0.0,105.36,105.36,105.36,0.0,0.0,106.74,106.74,106.74,0.0,0.0
2017-06-25,102.87,102.87,102.87,0.0,0.0,103.99,103.99,103.99,0.0,0.0,102.55,102.55,102.55,0.0,0.0,103.14,103.14,103.14,0.0,0.0
2017-07-02,102.28,102.28,102.28,0.0,0.0,103.44,103.44,103.44,0.0,0.0,102.28,102.28,102.28,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2017-07-09,107.59,107.59,107.59,0.0,0.0,108.17,108.17,108.17,0.0,0.0,107.54,107.54,107.54,0.0,0.0,108.09,108.09,108.09,0.0,0.0
2017-07-16,110.53,110.53,110.53,0.0,0.0,110.76,110.76,110.76,0.0,0.0,110.15,110.15,110.15,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2017-07-23,110.31,110.31,110.31,0.0,0.0,112.19,112.19,112.19,0.0,0.0,110.21,110.21,110.21,0.0,0.0,111.78,111.78,111.78,0.0,0.0
2017-07-30,110.64,110.64,110.64,0.0,0.0,110.76,110.76,110.76,0.0,0.0,110.12,110.12,110.12,0.0,0.0,110.47,110.47,110.47,0.0,0.0
2017-08-06,106.72,106.72,106.72,0.0,0.0,107.41,107.41,107.41,0.0,0.0,106.07,106.07,106.07,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2017-08-13,105.75,105.75,105.75,0.0,0.0,106.5,106.5,106.5,0.0,0.0,105.2,105.2,105.2,0.0,0.0,105.74,105.74,105.74,0.0,0.0
2017-08-20,107.58,107.58,107.58,0.0,0.0,107.58,107.58,107.58,0.0,0.0,106.22,106.22,106.22,0.0,0.0,106.25,106.25,106.25,0.0,0.0
2017-08-27,109.71,109.71,109.71,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.09,109.09,109.09,0.0,0.0,109.46,109.46,109.46,0.0,0.0
2017-09-03,109.8,109.8,109.8,0.0,0.0,110.17,110.17,110.17,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2017-09-10,110.55,110.55,110.55,0.0,0.0,111.34,111.34,111.34,0.0,0.0,110.55,110.55,110.55,0.0,0.0,110.87,110.87,110.87,0.0,0.0
2017-09-17,110.87,110.87,110.87,0.0,0.0,111.39,111.39,111.39,0.0,0.0,110.8,110.8,110.8,0.0,0.0,111.12,111.12,111.12,0.0,0.0
2017-09-24,109.26,109.26,109.26,0.0,0.0,110.23,110.23,110.23,0.0,0.0,109.26,109.26,109.26,0.0,0.0,110.09,110.09,110.09,0.0,0.0
2017-10-01,112.57,112.57,112.57,0.0,0.0,113.62,113.62,113.62,0.0,0.0,112.57,112.57,112.57,0.0,0.0,113.56,113.56,113.56,0.0,0.0
2017-10-08,114.24,114.24,114.24,0.0,0.0,114.69,114.69,114.69,0.0,0.0,114.24,114.24,114.24,0.0,0.0,114.34,114.34,114.34,0.0,0.0
2017-10-15,113.88,113.88,113.88,0.0,0.0,114.06,114.06,114.06,0.0,0.0,113.24,113.24,113.24,0.0,0.0,113.24,113.24,113.24,0.0,0.0
2017-10-22,112.03,112.03,112.03,0.0,0.0,113.48,113.48,113.48,0.0,0.0,111.9,111.9,111.9,0.0,0.0,113.27,113.27,113.27,0.0,0.0
2017-10-29,113.96,113.96,113.96,0.0,0.0,114.29,114.29,114.29,0.0,0.0,113.41,113.41,113.41,0.0,0.0,114.06,114.06,114.06,0.0,0.0
2017-11-05,112.65,112.65,112.65,0.0,0.0,112.72,112.72,112.72,0.0,0.0,112.05,112.05,112.05,0.0,0.0,112.45,112.45,112.45,0.0,0.0
2017-11-12,114.71,114.71,114.71,0.0,0.0,115.48,115.48,115.48,0.0,0.0,114.71,114.71,114.71,0.0,0.0,115.03,115.03,115.03,0.0,0.0
2017-11-19,117.22,117.22,117.22,0.0,0.0,117.4,117.4,117.4,0.0,0.0,116.89,116.89,116.89,0.0,0.0,117.35,117.35,117.35,0.0,0.0
2017-11-26,113.15,113.15,113.15,0.0,0.0,113.67,113.67,113.67,0.0,0.0,111.52,111.52,111.52,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2017-12-03,113.92,113.92,113.92,0.0,0.0,114.31,114.31,114.31,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.85,112.85,112.85,0.0,0.0
2017-12-10,115.32,115.32,115.32,0.0,0.0,115.88,115.88,115.88,0.0,0.0,115.12,115.12,115.12,0.0,0.0,115.83,115.83,115.83,0.0,0.0
2017-12-17,117.32,117.32,117.32,0.0,0.0,117.32,117.32,117.32,0.0,0.0,116.65,116.65,116.65,0.0,0.0,116.72,116.72,116.72,0.0,0.0
2017-12-24,116.93,116.93,116.93,0.0,0.0,116.93,116.93,116.93,0.0,0.0,115.67,115.67,115.67,0.0,0.0,115.71,115.71,115.71,0.0,0.0
2017-12-31,120.25,120.25,120.25,0.0,0.0,121.58,121.58,121.58,0.0,0.0,120.25,120.25,120.25,0.0,0.0,121.55,121.55,121.55,0.0,0.0
