Date,Direxion Daily S&P 500 Bull 3X Shares_etf_Open_average,Direxion Daily S&P 500 Bull 3X Shares_etf_Open_max,Direxion Daily S&P 500 Bull 3X Shares_etf_Open_min,Direxion Daily S&P 500 Bull 3X Shares_etf_Open_volatility,Direxion Daily S&P 500 Bull 3X Shares_etf_Open_change,Direxion Daily S&P 500 Bull 3X Shares_etf_High_average,Direxion Daily S&P 500 Bull 3X Shares_etf_High_max,Direxion Daily S&P 500 Bull 3X Shares_etf_High_min,Direxion Daily S&P 500 Bull 3X Shares_etf_High_volatility,Direxion Daily S&P 500 Bull 3X Shares_etf_High_change,Direxion Daily S&P 500 Bull 3X Shares_etf_Low_average,Direxion Daily S&P 500 Bull 3X Shares_etf_Low_max,Direxion Daily S&P 500 Bull 3X Shares_etf_Low_min,Direxion Daily S&P 500 Bull 3X Shares_etf_Low_volatility,Direxion Daily S&P 500 Bull 3X Shares_etf_Low_change,Direxion Daily S&P 500 Bull 3X Shares_etf_Close_average,Direxion Daily S&P 500 Bull 3X Shares_etf_Close_max,Direxion Daily S&P 500 Bull 3X Shares_etf_Close_min,Direxion Daily S&P 500 Bull 3X Shares_etf_Close_volatility,Direxion Daily S&P 500 Bull 3X Shares_etf_Close_change
2016-08-14,24.8,24.8,24.8,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2016-08-21,24.64,24.64,24.64,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2016-08-28,24.77,24.77,24.77,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2016-09-04,24.3,24.3,24.3,0.0,0.0,24.31,24.31,24.31,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2016-09-11,23.4,23.4,23.4,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2016-09-18,24.45,24.45,24.45,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-09-25,24.05,24.05,24.05,0.0,0.0,24.54,24.54,24.54,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-10-02,24.18,24.18,24.18,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2016-10-09,23.51,23.51,23.51,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2016-10-16,23.1,23.1,23.1,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2016-10-23,23.15,23.15,23.15,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2016-10-30,21.78,21.78,21.78,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-11-06,24.03,24.03,24.03,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.77,23.77,23.77,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-11-13,25.02,25.02,25.02,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2016-11-20,25.71,25.71,25.71,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2016-11-27,25.18,25.18,25.18,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-12-04,27.2,27.2,27.2,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2016-12-11,27.86,27.86,27.86,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2016-12-18,27.64,27.64,27.64,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2016-12-25,27.36,27.36,27.36,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2017-01-01,28.0,28.0,28.0,0.0,0.0,28.44,28.44,28.44,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2017-01-08,28.05,28.05,28.05,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2017-01-15,28.0,28.0,28.0,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2017-01-22,29.0,29.0,29.0,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2017-01-29,28.73,28.73,28.73,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2017-02-05,29.56,29.56,29.56,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2017-02-12,30.68,30.68,30.68,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.67,30.67,30.67,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2017-02-19,31.23,31.23,31.23,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2017-02-26,32.31,32.31,32.31,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-03-05,32.21,32.21,32.21,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.65,31.65,31.65,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-03-12,32.52,32.52,32.52,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2017-03-19,31.11,31.11,31.11,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2017-03-26,31.67,31.67,31.67,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2017-04-02,31.34,31.34,31.34,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2017-04-09,30.73,30.73,30.73,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2017-04-16,31.3,31.3,31.3,0.0,0.0,31.33,31.33,31.33,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2017-04-23,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-04-30,32.85,32.85,32.85,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.64,32.64,32.64,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2017-05-07,32.78,32.78,32.78,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2017-05-14,32.01,32.01,32.01,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2017-05-21,33.74,33.74,33.74,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-05-28,34.49,34.49,34.49,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2017-06-04,34.74,34.74,34.74,0.0,0.0,35.12,35.12,35.12,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2017-06-11,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2017-06-18,34.68,34.68,34.68,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-06-25,34.34,34.34,34.34,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2017-07-02,33.86,33.86,33.86,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.78,33.78,33.78,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-07-09,35.18,35.18,35.18,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2017-07-16,36.04,36.04,36.04,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2017-07-23,36.07,36.07,36.07,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.85,35.85,35.85,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2017-07-30,36.43,36.43,36.43,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2017-08-06,34.89,34.89,34.89,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2017-08-13,34.33,34.33,34.33,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2017-08-20,35.12,35.12,35.12,0.0,0.0,35.41,35.41,35.41,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2017-08-27,36.4,36.4,36.4,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2017-09-03,35.74,35.74,35.74,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2017-09-10,37.21,37.21,37.21,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2017-09-17,37.32,37.32,37.32,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-09-24,37.85,37.85,37.85,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2017-10-01,39.6,39.6,39.6,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2017-10-08,40.02,40.02,40.02,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2017-10-15,40.73,40.73,40.73,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2017-10-22,40.61,40.61,40.61,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.44,40.44,40.44,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2017-10-29,41.18,41.18,41.18,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2017-11-05,41.11,41.11,41.11,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-11-12,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2017-11-19,42.27,42.27,42.27,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2017-11-26,44.43,44.43,44.43,0.0,0.0,44.67,44.67,44.67,0.0,0.0,42.41,42.41,42.41,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2017-12-03,44.5,44.5,44.5,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2017-12-10,43.76,43.76,43.76,0.0,0.0,44.52,44.52,44.52,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2017-12-17,44.65,44.65,44.65,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-12-24,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-12-31,47.03,47.03,47.03,0.0,0.0,47.56,47.56,47.56,0.0,0.0,46.74,46.74,46.74,0.0,0.0,47.45,47.45,47.45,0.0,0.0
