Date,iShares US UtilitiesEtf_Open_average,iShares US UtilitiesEtf_Open_max,iShares US UtilitiesEtf_Open_min,iShares US UtilitiesEtf_Open_volatility,iShares US UtilitiesEtf_Open_change,iShares US UtilitiesEtf_High_average,iShares US UtilitiesEtf_High_max,iShares US UtilitiesEtf_High_min,iShares US UtilitiesEtf_High_volatility,iShares US UtilitiesEtf_High_change,iShares US UtilitiesEtf_Low_average,iShares US UtilitiesEtf_Low_max,iShares US UtilitiesEtf_Low_min,iShares US UtilitiesEtf_Low_volatility,iShares US UtilitiesEtf_Low_change,iShares US UtilitiesEtf_Close_average,iShares US UtilitiesEtf_Close_max,iShares US UtilitiesEtf_Close_min,iShares US UtilitiesEtf_Close_volatility,iShares US UtilitiesEtf_Close_change
2016-03-13,122.91,122.91,122.91,0.0,0.0,123.31,123.31,123.31,0.0,0.0,122.1,122.1,122.1,0.0,0.0,122.12,122.12,122.12,0.0,0.0
2016-03-20,121.31,121.31,121.31,0.0,0.0,121.99,121.99,121.99,0.0,0.0,121.16,121.16,121.16,0.0,0.0,121.85,121.85,121.85,0.0,0.0
2016-03-27,123.36,123.36,123.36,0.0,0.0,124.42,124.42,124.42,0.0,0.0,122.91,122.91,122.91,0.0,0.0,124.29,124.29,124.29,0.0,0.0
2016-04-03,121.61,121.61,121.61,0.0,0.0,122.58,122.58,122.58,0.0,0.0,121.6,121.6,121.6,0.0,0.0,121.93,121.93,121.93,0.0,0.0
2016-04-10,121.54,121.54,121.54,0.0,0.0,122.32,122.32,122.32,0.0,0.0,121.22,121.22,121.22,0.0,0.0,122.16,122.16,122.16,0.0,0.0
2016-04-17,117.78,117.78,117.78,0.0,0.0,118.56,118.56,118.56,0.0,0.0,117.78,117.78,117.78,0.0,0.0,118.43,118.43,118.43,0.0,0.0
2016-04-24,119.89,119.89,119.89,0.0,0.0,121.19,121.19,121.19,0.0,0.0,119.06,119.06,119.06,0.0,0.0,121.08,121.08,121.08,0.0,0.0
2016-05-01,122.78,122.78,122.78,0.0,0.0,122.78,122.78,122.78,0.0,0.0,121.1,121.1,121.1,0.0,0.0,122.19,122.19,122.19,0.0,0.0
2016-05-08,124.01,124.01,124.01,0.0,0.0,124.06,124.06,124.06,0.0,0.0,122.96,122.96,122.96,0.0,0.0,123.47,123.47,123.47,0.0,0.0
2016-05-15,120.89,120.89,120.89,0.0,0.0,120.89,120.89,120.89,0.0,0.0,119.91,119.91,119.91,0.0,0.0,120.79,120.79,120.79,0.0,0.0
2016-05-22,121.97,121.97,121.97,0.0,0.0,122.34,122.34,122.34,0.0,0.0,121.56,121.56,121.56,0.0,0.0,122.3,122.3,122.3,0.0,0.0
2016-05-29,124.37,124.37,124.37,0.0,0.0,125.95,125.95,125.95,0.0,0.0,124.33,124.33,124.33,0.0,0.0,125.36,125.36,125.36,0.0,0.0
2016-06-05,126.87,126.87,126.87,0.0,0.0,127.37,127.37,127.37,0.0,0.0,126.16,126.16,126.16,0.0,0.0,126.58,126.58,126.58,0.0,0.0
2016-06-12,127.04,127.04,127.04,0.0,0.0,127.3,127.3,127.3,0.0,0.0,126.13,126.13,126.13,0.0,0.0,127.29,127.29,127.29,0.0,0.0
2016-06-19,124.67,124.67,124.67,0.0,0.0,127.2,127.2,127.2,0.0,0.0,124.2,124.2,124.2,0.0,0.0,126.12,126.12,126.12,0.0,0.0
2016-06-26,131.91,131.91,131.91,0.0,0.0,131.91,131.91,131.91,0.0,0.0,129.87,129.87,129.87,0.0,0.0,131.12,131.12,131.12,0.0,0.0
2016-07-03,129.76,129.76,129.76,0.0,0.0,131.2,131.2,131.2,0.0,0.0,128.69,128.69,128.69,0.0,0.0,131.16,131.16,131.16,0.0,0.0
2016-07-10,129.52,129.52,129.52,0.0,0.0,130.23,130.23,130.23,0.0,0.0,129.32,129.32,129.32,0.0,0.0,129.89,129.89,129.89,0.0,0.0
2016-07-17,129.85,129.85,129.85,0.0,0.0,131.76,131.76,131.76,0.0,0.0,129.84,129.84,129.84,0.0,0.0,131.58,131.58,131.58,0.0,0.0
2016-07-24,129.31,129.31,129.31,0.0,0.0,130.39,130.39,130.39,0.0,0.0,129.2,129.2,129.2,0.0,0.0,130.01,130.01,130.01,0.0,0.0
2016-07-31,128.08,128.08,128.08,0.0,0.0,128.08,128.08,128.08,0.0,0.0,126.58,126.58,126.58,0.0,0.0,126.67,126.67,126.67,0.0,0.0
2016-08-07,127.19,127.19,127.19,0.0,0.0,127.78,127.78,127.78,0.0,0.0,126.85,126.85,126.85,0.0,0.0,126.91,126.91,126.91,0.0,0.0
2016-08-14,126.13,126.13,126.13,0.0,0.0,126.33,126.33,126.33,0.0,0.0,124.69,124.69,124.69,0.0,0.0,125.29,125.29,125.29,0.0,0.0
2016-08-21,125.34,125.34,125.34,0.0,0.0,126.08,126.08,126.08,0.0,0.0,122.59,122.59,122.59,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2016-08-28,122.75,122.75,122.75,0.0,0.0,124.01,124.01,124.01,0.0,0.0,122.51,122.51,122.51,0.0,0.0,123.8,123.8,123.8,0.0,0.0
2016-09-04,124.69,124.69,124.69,0.0,0.0,124.69,124.69,124.69,0.0,0.0,121.09,121.09,121.09,0.0,0.0,121.09,121.09,121.09,0.0,0.0
2016-09-11,122.78,122.78,122.78,0.0,0.0,124.04,124.04,124.04,0.0,0.0,122.03,122.03,122.03,0.0,0.0,123.88,123.88,123.88,0.0,0.0
2016-09-18,128.08,128.08,128.08,0.0,0.0,128.55,128.55,128.55,0.0,0.0,127.48,127.48,127.48,0.0,0.0,128.13,128.13,128.13,0.0,0.0
2016-09-25,123.86,123.86,123.86,0.0,0.0,124.34,124.34,124.34,0.0,0.0,121.94,121.94,121.94,0.0,0.0,122.57,122.57,122.57,0.0,0.0
2016-10-02,118.54,118.54,118.54,0.0,0.0,119.65,119.65,119.65,0.0,0.0,117.73,117.73,117.73,0.0,0.0,117.81,117.81,117.81,0.0,0.0
2016-10-09,119.63,119.63,119.63,0.0,0.0,120.52,120.52,120.52,0.0,0.0,119.24,119.24,119.24,0.0,0.0,119.48,119.48,119.48,0.0,0.0
2016-10-16,120.22,120.22,120.22,0.0,0.0,120.53,120.53,120.53,0.0,0.0,119.53,119.53,119.53,0.0,0.0,120.01,120.01,120.01,0.0,0.0
2016-10-23,120.78,120.78,120.78,0.0,0.0,121.63,121.63,121.63,0.0,0.0,120.46,120.46,120.46,0.0,0.0,121.17,121.17,121.17,0.0,0.0
2016-10-30,120.84,120.84,120.84,0.0,0.0,121.66,121.66,121.66,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.62,119.62,119.62,0.0,0.0
2016-11-06,115.69,115.69,115.69,0.0,0.0,116.89,116.89,116.89,0.0,0.0,115.12,115.12,115.12,0.0,0.0,115.5,115.5,115.5,0.0,0.0
2016-11-13,116.91,116.91,116.91,0.0,0.0,117.16,117.16,117.16,0.0,0.0,115.84,115.84,115.84,0.0,0.0,116.26,116.26,116.26,0.0,0.0
2016-11-20,117.02,117.02,117.02,0.0,0.0,118.9,118.9,118.9,0.0,0.0,117.02,117.02,117.02,0.0,0.0,118.57,118.57,118.57,0.0,0.0
2016-11-27,117.17,117.17,117.17,0.0,0.0,118.31,118.31,118.31,0.0,0.0,116.79,116.79,116.79,0.0,0.0,117.44,117.44,117.44,0.0,0.0
2016-12-04,119.27,119.27,119.27,0.0,0.0,120.62,120.62,120.62,0.0,0.0,119.27,119.27,119.27,0.0,0.0,120.6,120.6,120.6,0.0,0.0
2016-12-11,121.4,121.4,121.4,0.0,0.0,123.09,123.09,123.09,0.0,0.0,121.4,121.4,121.4,0.0,0.0,122.69,122.69,122.69,0.0,0.0
2016-12-18,122.06,122.06,122.06,0.0,0.0,122.3,122.3,122.3,0.0,0.0,121.64,121.64,121.64,0.0,0.0,122.0,122.0,122.0,0.0,0.0
2016-12-25,122.55,122.55,122.55,0.0,0.0,122.73,122.73,122.73,0.0,0.0,121.53,121.53,121.53,0.0,0.0,121.83,121.83,121.83,0.0,0.0
2017-01-01,121.67,121.67,121.67,0.0,0.0,122.71,122.71,122.71,0.0,0.0,121.56,121.56,121.56,0.0,0.0,122.49,122.49,122.49,0.0,0.0
2017-01-08,121.62,121.62,121.62,0.0,0.0,121.96,121.96,121.96,0.0,0.0,121.1,121.1,121.1,0.0,0.0,121.7,121.7,121.7,0.0,0.0
2017-01-15,121.99,121.99,121.99,0.0,0.0,122.28,122.28,122.28,0.0,0.0,121.28,121.28,121.28,0.0,0.0,121.94,121.94,121.94,0.0,0.0
2017-01-22,121.69,121.69,121.69,0.0,0.0,122.03,122.03,122.03,0.0,0.0,121.24,121.24,121.24,0.0,0.0,121.44,121.44,121.44,0.0,0.0
2017-01-29,122.88,122.88,122.88,0.0,0.0,123.17,123.17,123.17,0.0,0.0,122.46,122.46,122.46,0.0,0.0,122.78,122.78,122.78,0.0,0.0
2017-02-05,122.66,122.66,122.66,0.0,0.0,123.77,123.77,123.77,0.0,0.0,122.66,122.66,122.66,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2017-02-12,124.21,124.21,124.21,0.0,0.0,124.51,124.51,124.51,0.0,0.0,123.52,123.52,123.52,0.0,0.0,124.2,124.2,124.2,0.0,0.0
2017-02-19,127.45,127.45,127.45,0.0,0.0,128.98,128.98,128.98,0.0,0.0,127.45,127.45,127.45,0.0,0.0,128.95,128.95,128.95,0.0,0.0
2017-02-26,129.43,129.43,129.43,0.0,0.0,129.43,129.43,129.43,0.0,0.0,127.94,127.94,127.94,0.0,0.0,129.0,129.0,129.0,0.0,0.0
2017-03-05,126.97,126.97,126.97,0.0,0.0,127.56,127.56,127.56,0.0,0.0,126.64,126.64,126.64,0.0,0.0,127.41,127.41,127.41,0.0,0.0
2017-03-12,128.62,128.62,128.62,0.0,0.0,129.81,129.81,129.81,0.0,0.0,128.62,128.62,128.62,0.0,0.0,129.18,129.18,129.18,0.0,0.0
2017-03-19,129.32,129.32,129.32,0.0,0.0,130.1,130.1,130.1,0.0,0.0,129.17,129.17,129.17,0.0,0.0,129.78,129.78,129.78,0.0,0.0
2017-03-26,128.22,128.22,128.22,0.0,0.0,129.04,129.04,129.04,0.0,0.0,127.98,127.98,127.98,0.0,0.0,128.42,128.42,128.42,0.0,0.0
2017-04-02,129.75,129.75,129.75,0.0,0.0,129.88,129.88,129.88,0.0,0.0,128.68,128.68,128.68,0.0,0.0,128.73,128.73,128.73,0.0,0.0
2017-04-09,129.8,129.8,129.8,0.0,0.0,129.84,129.84,129.84,0.0,0.0,128.76,128.76,128.76,0.0,0.0,129.27,129.27,129.27,0.0,0.0
2017-04-16,128.62,128.62,128.62,0.0,0.0,129.81,129.81,129.81,0.0,0.0,128.42,128.42,128.42,0.0,0.0,129.41,129.41,129.41,0.0,0.0
2017-04-23,129.78,129.78,129.78,0.0,0.0,129.83,129.83,129.83,0.0,0.0,128.93,128.93,128.93,0.0,0.0,129.26,129.26,129.26,0.0,0.0
2017-04-30,128.73,128.73,128.73,0.0,0.0,129.73,129.73,129.73,0.0,0.0,128.73,128.73,128.73,0.0,0.0,129.44,129.44,129.44,0.0,0.0
2017-05-07,128.85,128.85,128.85,0.0,0.0,129.62,129.62,129.62,0.0,0.0,128.85,128.85,128.85,0.0,0.0,129.38,129.38,129.38,0.0,0.0
2017-05-14,129.59,129.59,129.59,0.0,0.0,130.2,130.2,130.2,0.0,0.0,129.18,129.18,129.18,0.0,0.0,130.15,130.15,130.15,0.0,0.0
2017-05-21,133.41,133.41,133.41,0.0,0.0,133.66,133.66,133.66,0.0,0.0,133.3,133.3,133.3,0.0,0.0,133.49,133.49,133.49,0.0,0.0
2017-05-28,136.23,136.23,136.23,0.0,0.0,136.23,136.23,136.23,0.0,0.0,135.26,135.26,135.26,0.0,0.0,135.77,135.77,135.77,0.0,0.0
2017-06-04,133.91,133.91,133.91,0.0,0.0,134.33,134.33,134.33,0.0,0.0,133.34,133.34,133.34,0.0,0.0,134.33,134.33,134.33,0.0,0.0
2017-06-11,135.91,135.91,135.91,0.0,0.0,136.6,136.6,136.6,0.0,0.0,135.9,135.9,135.9,0.0,0.0,136.46,136.46,136.46,0.0,0.0
2017-06-18,134.46,134.46,134.46,0.0,0.0,134.94,134.94,134.94,0.0,0.0,133.78,133.78,133.78,0.0,0.0,133.97,133.97,133.97,0.0,0.0
2017-06-25,130.33,130.33,130.33,0.0,0.0,131.01,131.01,131.01,0.0,0.0,130.03,130.03,130.03,0.0,0.0,130.03,130.03,130.03,0.0,0.0
2017-07-02,128.26,128.26,128.26,0.0,0.0,129.52,129.52,129.52,0.0,0.0,128.26,128.26,128.26,0.0,0.0,128.99,128.99,128.99,0.0,0.0
2017-07-09,130.14,130.14,130.14,0.0,0.0,130.45,130.45,130.45,0.0,0.0,129.83,129.83,129.83,0.0,0.0,130.0,130.0,130.0,0.0,0.0
2017-07-16,132.44,132.44,132.44,0.0,0.0,133.56,133.56,133.56,0.0,0.0,132.27,132.27,132.27,0.0,0.0,133.56,133.56,133.56,0.0,0.0
2017-07-23,132.98,132.98,132.98,0.0,0.0,133.24,133.24,133.24,0.0,0.0,132.41,132.41,132.41,0.0,0.0,132.92,132.92,132.92,0.0,0.0
2017-07-30,134.66,134.66,134.66,0.0,0.0,134.81,134.81,134.81,0.0,0.0,134.01,134.01,134.01,0.0,0.0,134.81,134.81,134.81,0.0,0.0
2017-08-06,135.09,135.09,135.09,0.0,0.0,135.09,135.09,135.09,0.0,0.0,134.13,134.13,134.13,0.0,0.0,134.52,134.52,134.52,0.0,0.0
2017-08-13,135.54,135.54,135.54,0.0,0.0,136.87,136.87,136.87,0.0,0.0,135.1,135.1,135.1,0.0,0.0,136.31,136.31,136.31,0.0,0.0
2017-08-20,137.78,137.78,137.78,0.0,0.0,138.37,138.37,138.37,0.0,0.0,137.66,137.66,137.66,0.0,0.0,137.94,137.94,137.94,0.0,0.0
2017-08-27,138.54,138.54,138.54,0.0,0.0,138.54,138.54,138.54,0.0,0.0,136.84,136.84,136.84,0.0,0.0,137.19,137.19,137.19,0.0,0.0
2017-09-03,137.69,137.69,137.69,0.0,0.0,138.55,138.55,138.55,0.0,0.0,137.41,137.41,137.41,0.0,0.0,138.5,138.5,138.5,0.0,0.0
2017-09-10,137.99,137.99,137.99,0.0,0.0,138.18,138.18,138.18,0.0,0.0,137.36,137.36,137.36,0.0,0.0,137.92,137.92,137.92,0.0,0.0
2017-09-17,135.68,135.68,135.68,0.0,0.0,135.68,135.68,135.68,0.0,0.0,134.31,134.31,134.31,0.0,0.0,134.34,134.34,134.34,0.0,0.0
2017-09-24,133.34,133.34,133.34,0.0,0.0,133.4,133.4,133.4,0.0,0.0,132.66,132.66,132.66,0.0,0.0,132.91,132.91,132.91,0.0,0.0
2017-10-01,133.88,133.88,133.88,0.0,0.0,133.97,133.97,133.97,0.0,0.0,133.08,133.08,133.08,0.0,0.0,133.9,133.9,133.9,0.0,0.0
2017-10-08,136.99,136.99,136.99,0.0,0.0,137.15,137.15,137.15,0.0,0.0,135.43,135.43,135.43,0.0,0.0,135.67,135.67,135.67,0.0,0.0
2017-10-15,137.0,137.0,137.0,0.0,0.0,137.7,137.7,137.7,0.0,0.0,136.82,136.82,136.82,0.0,0.0,137.53,137.53,137.53,0.0,0.0
2017-10-22,137.11,137.11,137.11,0.0,0.0,138.12,138.12,138.12,0.0,0.0,136.96,136.96,136.96,0.0,0.0,138.02,138.02,138.02,0.0,0.0
2017-10-29,137.81,137.81,137.81,0.0,0.0,138.81,138.81,138.81,0.0,0.0,137.67,137.67,137.67,0.0,0.0,138.24,138.24,138.24,0.0,0.0
2017-11-05,138.7,138.7,138.7,0.0,0.0,139.13,139.13,139.13,0.0,0.0,138.49,138.49,138.49,0.0,0.0,138.92,138.92,138.92,0.0,0.0
2017-11-12,140.56,140.56,140.56,0.0,0.0,140.57,140.57,140.57,0.0,0.0,139.74,139.74,139.74,0.0,0.0,139.87,139.87,139.87,0.0,0.0
2017-11-19,139.92,139.92,139.92,0.0,0.0,140.37,140.37,140.37,0.0,0.0,139.83,139.83,139.83,0.0,0.0,139.95,139.95,139.95,0.0,0.0
2017-11-26,142.06,142.06,142.06,0.0,0.0,142.5,142.5,142.5,0.0,0.0,140.72,140.72,140.72,0.0,0.0,141.42,141.42,141.42,0.0,0.0
2017-12-03,139.63,139.63,139.63,0.0,0.0,140.16,140.16,140.16,0.0,0.0,139.14,139.14,139.14,0.0,0.0,140.16,140.16,140.16,0.0,0.0
2017-12-10,138.74,138.74,138.74,0.0,0.0,139.55,139.55,139.55,0.0,0.0,138.74,138.74,138.74,0.0,0.0,139.08,139.08,139.08,0.0,0.0
2017-12-17,132.28,132.28,132.28,0.0,0.0,132.75,132.75,132.75,0.0,0.0,132.25,132.25,132.25,0.0,0.0,132.35,132.35,132.35,0.0,0.0
2017-12-24,133.1,133.1,133.1,0.0,0.0,133.15,133.15,133.15,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.87,132.87,132.87,0.0,0.0
2017-12-31,130.1,130.1,130.1,0.0,0.0,130.2,130.2,130.2,0.0,0.0,129.14,129.14,129.14,0.0,0.0,129.67,129.67,129.67,0.0,0.0
