Date,SPDR S&P HomebuildersEtf_Open_average,SPDR S&P HomebuildersEtf_Open_max,SPDR S&P HomebuildersEtf_Open_min,SPDR S&P HomebuildersEtf_Open_volatility,SPDR S&P HomebuildersEtf_Open_change,SPDR S&P HomebuildersEtf_High_average,SPDR S&P HomebuildersEtf_High_max,SPDR S&P HomebuildersEtf_High_min,SPDR S&P HomebuildersEtf_High_volatility,SPDR S&P HomebuildersEtf_High_change,SPDR S&P HomebuildersEtf_Low_average,SPDR S&P HomebuildersEtf_Low_max,SPDR S&P HomebuildersEtf_Low_min,SPDR S&P HomebuildersEtf_Low_volatility,SPDR S&P HomebuildersEtf_Low_change,SPDR S&P HomebuildersEtf_Close_average,SPDR S&P HomebuildersEtf_Close_max,SPDR S&P HomebuildersEtf_Close_min,SPDR S&P HomebuildersEtf_Close_volatility,SPDR S&P HomebuildersEtf_Close_change
2016-08-28,36.26,36.26,36.26,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2016-09-04,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2016-09-11,34.04,34.04,34.04,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2016-09-18,34.34,34.34,34.34,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2016-09-25,33.67,33.67,33.67,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2016-10-02,34.11,34.11,34.11,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2016-10-09,33.06,33.06,33.06,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2016-10-16,32.6,32.6,32.6,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-10-23,31.34,31.34,31.34,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2016-10-30,31.15,31.15,31.15,0.0,0.0,31.82,31.82,31.82,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2016-11-06,33.03,33.03,33.03,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2016-11-13,33.88,33.88,33.88,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2016-11-20,34.42,34.42,34.42,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2016-11-27,33.5,33.5,33.5,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2016-12-04,35.46,35.46,35.46,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2016-12-11,34.6,34.6,34.6,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2016-12-18,34.34,34.34,34.34,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2016-12-25,34.18,34.18,34.18,0.0,0.0,34.4,34.4,34.4,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-01-01,34.5,34.5,34.5,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2017-01-08,34.2,34.2,34.2,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2017-01-15,34.26,34.26,34.26,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2017-01-22,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-01-29,34.56,34.56,34.56,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2017-02-05,34.79,34.79,34.79,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.64,34.64,34.64,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2017-02-12,35.25,35.25,35.25,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2017-02-19,35.54,35.54,35.54,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2017-02-26,36.64,36.64,36.64,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2017-03-05,36.89,36.89,36.89,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.82,36.82,36.82,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2017-03-12,37.59,37.59,37.59,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2017-03-19,36.91,36.91,36.91,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-03-26,37.17,37.17,37.17,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2017-04-02,36.77,36.77,36.77,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2017-04-09,36.69,36.69,36.69,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2017-04-16,37.44,37.44,37.44,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2017-04-23,38.13,38.13,38.13,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2017-04-30,37.63,37.63,37.63,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-05-07,37.85,37.85,37.85,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2017-05-14,37.42,37.42,37.42,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2017-05-21,37.55,37.55,37.55,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-05-28,37.94,37.94,37.94,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-06-04,37.9,37.9,37.9,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-06-11,38.51,38.51,38.51,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2017-06-18,38.39,38.39,38.39,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-06-25,38.19,38.19,38.19,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-07-02,38.1,38.1,38.1,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2017-07-09,38.85,38.85,38.85,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2017-07-16,38.52,38.52,38.52,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2017-07-23,38.66,38.66,38.66,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2017-07-30,38.64,38.64,38.64,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-08-06,37.79,37.79,37.79,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.61,37.61,37.61,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2017-08-13,37.67,37.67,37.67,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2017-08-20,37.28,37.28,37.28,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-08-27,38.29,38.29,38.29,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2017-09-03,38.32,38.32,38.32,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2017-09-10,38.86,38.86,38.86,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2017-09-17,38.38,38.38,38.38,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2017-09-24,39.73,39.73,39.73,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2017-10-01,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2017-10-08,40.4,40.4,40.4,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2017-10-15,40.91,40.91,40.91,0.0,0.0,41.25,41.25,41.25,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2017-10-22,41.11,41.11,41.11,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-10-29,40.33,40.33,40.33,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2017-11-05,40.84,40.84,40.84,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-11-12,41.24,41.24,41.24,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-11-19,42.3,42.3,42.3,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2017-11-26,43.9,43.9,43.9,0.0,0.0,43.93,43.93,43.93,0.0,0.0,42.73,42.73,42.73,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2017-12-03,43.38,43.38,43.38,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2017-12-10,43.14,43.14,43.14,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2017-12-17,44.24,44.24,44.24,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2017-12-24,44.6,44.6,44.6,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2017-12-31,45.28,45.28,45.28,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.42,45.42,45.42,0.0,0.0
