Date,FlexShares Credit-Scored US Long Corporate BondEtf_Open_average,FlexShares Credit-Scored US Long Corporate BondEtf_Open_max,FlexShares Credit-Scored US Long Corporate BondEtf_Open_min,FlexShares Credit-Scored US Long Corporate BondEtf_Open_volatility,FlexShares Credit-Scored US Long Corporate BondEtf_Open_change,FlexShares Credit-Scored US Long Corporate BondEtf_High_average,FlexShares Credit-Scored US Long Corporate BondEtf_High_max,FlexShares Credit-Scored US Long Corporate BondEtf_High_min,FlexShares Credit-Scored US Long Corporate BondEtf_High_volatility,FlexShares Credit-Scored US Long Corporate BondEtf_High_change,FlexShares Credit-Scored US Long Corporate BondEtf_Low_average,FlexShares Credit-Scored US Long Corporate BondEtf_Low_max,FlexShares Credit-Scored US Long Corporate BondEtf_Low_min,FlexShares Credit-Scored US Long Corporate BondEtf_Low_volatility,FlexShares Credit-Scored US Long Corporate BondEtf_Low_change,FlexShares Credit-Scored US Long Corporate BondEtf_Close_average,FlexShares Credit-Scored US Long Corporate BondEtf_Close_max,FlexShares Credit-Scored US Long Corporate BondEtf_Close_min,FlexShares Credit-Scored US Long Corporate BondEtf_Close_volatility,FlexShares Credit-Scored US Long Corporate BondEtf_Close_change
2017-03-12,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2017-03-19,50.18,50.18,50.18,0.0,0.0,50.28,50.28,50.28,0.0,0.0,44.54,44.54,44.54,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2017-03-26,50.08,50.08,50.08,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2017-04-02,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2017-04-09,51.54,51.54,51.54,0.0,0.0,51.55,51.55,51.55,0.0,0.0,49.92,49.92,49.92,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2017-04-16,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-04-23,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-04-30,51.25,51.25,51.25,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2017-05-07,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2017-05-14,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2017-05-21,51.92,51.92,51.92,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.88,51.88,51.88,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2017-05-28,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2017-06-04,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2017-06-11,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2017-06-18,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2017-06-25,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2017-07-02,52.73,52.73,52.73,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2017-07-09,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2017-07-16,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2017-07-23,53.52,53.52,53.52,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2017-07-30,54.0,54.0,54.0,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-08-06,53.36,53.36,53.36,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2017-08-13,53.53,53.53,53.53,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2017-08-20,53.58,53.58,53.58,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2017-08-27,53.44,53.44,53.44,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2017-09-03,53.92,53.92,53.92,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2017-09-10,53.46,53.46,53.46,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2017-09-17,53.82,53.82,53.82,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-09-24,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2017-10-01,53.62,53.62,53.62,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-10-08,53.97,53.97,53.97,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-10-15,53.62,53.62,53.62,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2017-10-22,53.47,53.47,53.47,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2017-10-29,53.8,53.8,53.8,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-11-05,53.41,53.41,53.41,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2017-11-12,53.49,53.49,53.49,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2017-11-19,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2017-11-26,54.05,54.05,54.05,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2017-12-03,54.08,54.08,54.08,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2017-12-10,54.88,54.88,54.88,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2017-12-17,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2017-12-24,54.64,54.64,54.64,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2017-12-31,54.26,54.26,54.26,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.65,54.65,54.65,0.0,0.0
