Date,iShares Short Treasury BondEtf_Open_average,iShares Short Treasury BondEtf_Open_max,iShares Short Treasury BondEtf_Open_min,iShares Short Treasury BondEtf_Open_volatility,iShares Short Treasury BondEtf_Open_change,iShares Short Treasury BondEtf_High_average,iShares Short Treasury BondEtf_High_max,iShares Short Treasury BondEtf_High_min,iShares Short Treasury BondEtf_High_volatility,iShares Short Treasury BondEtf_High_change,iShares Short Treasury BondEtf_Low_average,iShares Short Treasury BondEtf_Low_max,iShares Short Treasury BondEtf_Low_min,iShares Short Treasury BondEtf_Low_volatility,iShares Short Treasury BondEtf_Low_change,iShares Short Treasury BondEtf_Close_average,iShares Short Treasury BondEtf_Close_max,iShares Short Treasury BondEtf_Close_min,iShares Short Treasury BondEtf_Close_volatility,iShares Short Treasury BondEtf_Close_change
2016-03-13,110.31,110.31,110.31,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2016-03-20,110.32,110.32,110.32,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2016-03-27,110.36,110.36,110.36,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.33,110.33,110.33,0.0,0.0
2016-04-03,110.37,110.37,110.37,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2016-04-10,110.38,110.38,110.38,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2016-04-17,110.4,110.4,110.4,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-04-24,110.4,110.4,110.4,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-05-01,110.41,110.41,110.41,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-05-08,110.37,110.37,110.37,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2016-05-15,110.39,110.39,110.39,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2016-05-22,110.39,110.39,110.39,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2016-05-29,110.38,110.38,110.38,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.35,110.35,110.35,0.0,0.0
2016-06-05,110.38,110.38,110.38,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-06-12,110.42,110.42,110.42,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-06-19,110.46,110.46,110.46,0.0,0.0,110.46,110.46,110.46,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2016-06-26,110.39,110.39,110.39,0.0,0.0,110.44,110.44,110.44,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2016-07-03,110.42,110.42,110.42,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-07-10,110.39,110.39,110.39,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-07-17,110.41,110.41,110.41,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-07-24,110.41,110.41,110.41,0.0,0.0,110.43,110.43,110.43,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.42,110.42,110.42,0.0,0.0
2016-07-31,110.39,110.39,110.39,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2016-08-07,110.4,110.4,110.4,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-08-14,110.4,110.4,110.4,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-08-21,110.39,110.39,110.39,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-08-28,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2016-09-04,110.36,110.36,110.36,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2016-09-11,110.36,110.36,110.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2016-09-18,110.43,110.43,110.43,0.0,0.0,110.44,110.44,110.44,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2016-09-25,110.44,110.44,110.44,0.0,0.0,110.44,110.44,110.44,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.43,110.43,110.43,0.0,0.0
2016-10-02,110.35,110.35,110.35,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2016-10-09,110.37,110.37,110.37,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-10-16,110.39,110.39,110.39,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-10-23,110.38,110.38,110.38,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-10-30,110.4,110.4,110.4,0.0,0.0,110.41,110.41,110.41,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2016-11-06,110.34,110.34,110.34,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.33,110.33,110.33,0.0,0.0
2016-11-13,110.33,110.33,110.33,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2016-11-20,110.33,110.33,110.33,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2016-11-27,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.35,110.35,110.35,0.0,0.0
2016-12-04,110.33,110.33,110.33,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.31,110.31,110.31,0.0,0.0
2016-12-11,110.34,110.34,110.34,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2016-12-18,110.3,110.3,110.3,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2016-12-25,110.31,110.31,110.31,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-01-01,110.3,110.3,110.3,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-01-08,110.34,110.34,110.34,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-01-15,110.38,110.38,110.38,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2017-01-22,110.36,110.36,110.36,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-01-29,110.32,110.32,110.32,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-02-05,110.34,110.34,110.34,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-02-12,110.35,110.35,110.35,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-02-19,110.4,110.4,110.4,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2017-02-26,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2017-03-05,110.25,110.25,110.25,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.24,110.24,110.24,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-03-12,110.3,110.3,110.3,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-03-19,110.29,110.29,110.29,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-03-26,110.33,110.33,110.33,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-04-02,110.29,110.29,110.29,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2017-04-09,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-04-16,110.28,110.28,110.28,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2017-04-23,110.32,110.32,110.32,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2017-04-30,110.24,110.24,110.24,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.24,110.24,110.24,0.0,0.0,110.24,110.24,110.24,0.0,0.0
2017-05-07,110.26,110.26,110.26,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.26,110.26,110.26,0.0,0.0
2017-05-14,110.29,110.29,110.29,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-05-21,110.3,110.3,110.3,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-05-28,110.25,110.25,110.25,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.27,110.27,110.27,0.0,0.0
2017-06-04,110.25,110.25,110.25,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.24,110.24,110.24,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2017-06-11,110.28,110.28,110.28,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2017-06-18,110.32,110.32,110.32,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2017-06-25,110.31,110.31,110.31,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.33,110.33,110.33,0.0,0.0
2017-07-02,110.29,110.29,110.29,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-07-09,110.31,110.31,110.31,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-07-16,110.35,110.35,110.35,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.33,110.33,110.33,0.0,0.0
2017-07-23,110.33,110.33,110.33,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-07-30,110.33,110.33,110.33,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2017-08-06,110.31,110.31,110.31,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.31,110.31,110.31,0.0,0.0,110.33,110.33,110.33,0.0,0.0
2017-08-13,110.36,110.36,110.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2017-08-20,110.37,110.37,110.37,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2017-08-27,110.31,110.31,110.31,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-09-03,110.36,110.36,110.36,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.33,110.33,110.33,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-09-10,110.32,110.32,110.32,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.35,110.35,110.35,0.0,0.0
2017-09-17,110.36,110.36,110.36,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-09-24,110.38,110.38,110.38,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.39,110.39,110.39,0.0,0.0
2017-10-01,110.31,110.31,110.31,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2017-10-08,110.34,110.34,110.34,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-10-15,110.37,110.37,110.37,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.35,110.35,110.35,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2017-10-22,110.35,110.35,110.35,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-10-29,110.28,110.28,110.28,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-11-05,110.28,110.28,110.28,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-11-12,110.27,110.27,110.27,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2017-11-19,110.3,110.3,110.3,0.0,0.0,110.32,110.32,110.32,0.0,0.0,110.3,110.3,110.3,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2017-11-26,110.24,110.24,110.24,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.22,110.22,110.22,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2017-12-03,110.26,110.26,110.26,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-12-10,110.26,110.26,110.26,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-12-17,110.19,110.19,110.19,0.0,0.0,110.22,110.22,110.22,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2017-12-24,110.24,110.24,110.24,0.0,0.0,110.24,110.24,110.24,0.0,0.0,110.22,110.22,110.22,0.0,0.0,110.24,110.24,110.24,0.0,0.0
2017-12-31,110.24,110.24,110.24,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.25,110.25,110.25,0.0,0.0
