Date,iShares MSCI All Peru CappedEtf_Open_average,iShares MSCI All Peru CappedEtf_Open_max,iShares MSCI All Peru CappedEtf_Open_min,iShares MSCI All Peru CappedEtf_Open_volatility,iShares MSCI All Peru CappedEtf_Open_change,iShares MSCI All Peru CappedEtf_High_average,iShares MSCI All Peru CappedEtf_High_max,iShares MSCI All Peru CappedEtf_High_min,iShares MSCI All Peru CappedEtf_High_volatility,iShares MSCI All Peru CappedEtf_High_change,iShares MSCI All Peru CappedEtf_Low_average,iShares MSCI All Peru CappedEtf_Low_max,iShares MSCI All Peru CappedEtf_Low_min,iShares MSCI All Peru CappedEtf_Low_volatility,iShares MSCI All Peru CappedEtf_Low_change,iShares MSCI All Peru CappedEtf_Close_average,iShares MSCI All Peru CappedEtf_Close_max,iShares MSCI All Peru CappedEtf_Close_min,iShares MSCI All Peru CappedEtf_Close_volatility,iShares MSCI All Peru CappedEtf_Close_change
2016-04-24,31.07,31.07,31.07,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2016-05-01,29.35,29.35,29.35,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2016-05-08,29.82,29.82,29.82,0.0,0.0,30.51,30.51,30.51,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2016-05-15,29.72,29.72,29.72,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2016-05-22,29.59,29.59,29.59,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2016-05-29,29.69,29.69,29.69,0.0,0.0,30.62,30.62,30.62,0.0,0.0,29.69,29.69,29.69,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2016-06-05,30.67,30.67,30.67,0.0,0.0,30.9,30.9,30.9,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2016-06-12,29.7,29.7,29.7,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-06-19,29.71,29.71,29.71,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2016-06-26,31.14,31.14,31.14,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2016-07-03,31.42,31.42,31.42,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.42,31.42,31.42,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2016-07-10,33.14,33.14,33.14,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2016-07-17,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2016-07-24,34.02,34.02,34.02,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2016-07-31,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2016-08-07,35.28,35.28,35.28,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2016-08-14,35.56,35.56,35.56,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2016-08-21,33.83,33.83,33.83,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2016-08-28,33.12,33.12,33.12,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2016-09-04,34.11,34.11,34.11,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2016-09-11,32.71,32.71,32.71,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2016-09-18,34.05,34.05,34.05,0.0,0.0,34.6,34.6,34.6,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2016-09-25,33.23,33.23,33.23,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2016-10-02,31.69,31.69,31.69,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2016-10-09,31.89,31.89,31.89,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2016-10-16,32.95,32.95,32.95,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2016-10-23,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2016-10-30,32.76,32.76,32.76,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-11-06,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2016-11-13,32.04,32.04,32.04,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.38,31.38,31.38,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2016-11-20,32.05,32.05,32.05,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2016-11-27,32.15,32.15,32.15,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2016-12-04,33.13,33.13,33.13,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2016-12-11,32.28,32.28,32.28,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2016-12-18,32.1,32.1,32.1,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2016-12-25,32.74,32.74,32.74,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2017-01-01,33.92,33.92,33.92,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2017-01-08,33.98,33.98,33.98,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-01-15,33.79,33.79,33.79,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-01-22,34.8,34.8,34.8,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-01-29,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2017-02-05,35.93,35.93,35.93,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2017-02-12,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2017-02-19,35.5,35.5,35.5,0.0,0.0,35.55,35.55,35.55,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-02-26,33.71,33.71,33.71,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2017-03-05,32.76,32.76,32.76,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2017-03-12,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-03-19,33.88,33.88,33.88,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2017-03-26,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2017-04-02,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2017-04-09,34.02,34.02,34.02,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-04-16,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-04-23,33.3,33.3,33.3,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2017-04-30,33.04,33.04,33.04,0.0,0.0,33.58,33.58,33.58,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2017-05-07,34.28,34.28,34.28,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2017-05-14,34.32,34.32,34.32,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-05-21,34.69,34.69,34.69,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2017-05-28,34.33,34.33,34.33,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2017-06-04,34.9,34.9,34.9,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2017-06-11,33.8,33.8,33.8,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2017-06-18,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2017-06-25,33.97,33.97,33.97,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2017-07-02,33.75,33.75,33.75,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-07-09,34.4,34.4,34.4,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2017-07-16,34.95,34.95,34.95,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2017-07-23,35.54,35.54,35.54,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-07-30,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2017-08-06,35.63,35.63,35.63,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2017-08-13,36.05,36.05,36.05,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2017-08-20,37.09,37.09,37.09,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2017-08-27,37.51,37.51,37.51,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-09-03,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2017-09-10,38.22,38.22,38.22,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2017-09-17,38.01,38.01,38.01,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-09-24,38.65,38.65,38.65,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2017-10-01,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-10-08,41.1,41.1,41.1,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2017-10-15,41.32,41.32,41.32,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-10-22,41.74,41.74,41.74,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2017-10-29,42.34,42.34,42.34,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2017-11-05,41.93,41.93,41.93,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2017-11-12,40.34,40.34,40.34,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-11-19,41.48,41.48,41.48,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2017-11-26,40.99,40.99,40.99,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-12-03,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2017-12-10,38.32,38.32,38.32,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2017-12-17,40.0,40.0,40.0,0.0,0.0,40.86,40.86,40.86,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2017-12-24,40.87,40.87,40.87,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2017-12-31,42.45,42.45,42.45,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.7,42.7,42.7,0.0,0.0
