Date,Rogers International Commodity Energy Total Return_etf_Open_average,Rogers International Commodity Energy Total Return_etf_Open_max,Rogers International Commodity Energy Total Return_etf_Open_min,Rogers International Commodity Energy Total Return_etf_Open_volatility,Rogers International Commodity Energy Total Return_etf_Open_change,Rogers International Commodity Energy Total Return_etf_High_average,Rogers International Commodity Energy Total Return_etf_High_max,Rogers International Commodity Energy Total Return_etf_High_min,Rogers International Commodity Energy Total Return_etf_High_volatility,Rogers International Commodity Energy Total Return_etf_High_change,Rogers International Commodity Energy Total Return_etf_Low_average,Rogers International Commodity Energy Total Return_etf_Low_max,Rogers International Commodity Energy Total Return_etf_Low_min,Rogers International Commodity Energy Total Return_etf_Low_volatility,Rogers International Commodity Energy Total Return_etf_Low_change,Rogers International Commodity Energy Total Return_etf_Close_average,Rogers International Commodity Energy Total Return_etf_Close_max,Rogers International Commodity Energy Total Return_etf_Close_min,Rogers International Commodity Energy Total Return_etf_Close_volatility,Rogers International Commodity Energy Total Return_etf_Close_change
2016-08-21,2.53,2.53,2.53,0.0,0.0,2.54,2.54,2.54,0.0,0.0,2.51,2.51,2.51,0.0,0.0,2.51,2.51,2.51,0.0,0.0
2016-08-28,2.365,2.365,2.365,0.0,0.0,2.369,2.369,2.369,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0
2016-09-04,2.44,2.44,2.44,0.0,0.0,2.443,2.443,2.443,0.0,0.0,2.42,2.42,2.42,0.0,0.0,2.43,2.43,2.43,0.0,0.0
2016-09-11,2.34,2.34,2.34,0.0,0.0,2.37,2.37,2.37,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.37,2.37,2.37,0.0,0.0
2016-09-18,2.351,2.351,2.351,0.0,0.0,2.351,2.351,2.351,0.0,0.0,2.351,2.351,2.351,0.0,0.0,2.351,2.351,2.351,0.0,0.0
2016-09-25,2.49,2.49,2.49,0.0,0.0,2.51,2.51,2.51,0.0,0.0,2.49,2.49,2.49,0.0,0.0,2.509,2.509,2.509,0.0,0.0
2016-10-02,2.625,2.625,2.625,0.0,0.0,2.625,2.625,2.625,0.0,0.0,2.6010000000000004,2.6010000000000004,2.6010000000000004,0.0,0.0,2.6010000000000004,2.6010000000000004,2.6010000000000004,0.0,0.0
2016-10-09,2.62,2.62,2.62,0.0,0.0,2.6239999999999997,2.6239999999999997,2.6239999999999997,0.0,0.0,2.61,2.61,2.61,0.0,0.0,2.6239999999999997,2.6239999999999997,2.6239999999999997,0.0,0.0
2016-10-16,2.6,2.6,2.6,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.6,2.6,2.6,0.0,0.0,2.63,2.63,2.63,0.0,0.0
2016-10-23,2.53,2.53,2.53,0.0,0.0,2.53,2.53,2.53,0.0,0.0,2.51,2.51,2.51,0.0,0.0,2.515,2.515,2.515,0.0,0.0
2016-10-30,2.292,2.292,2.292,0.0,0.0,2.3,2.3,2.3,0.0,0.0,2.27,2.27,2.27,0.0,0.0,2.27,2.27,2.27,0.0,0.0
2016-11-06,2.24,2.24,2.24,0.0,0.0,2.25,2.25,2.25,0.0,0.0,2.23,2.23,2.23,0.0,0.0,2.23,2.23,2.23,0.0,0.0
2016-11-13,2.31,2.31,2.31,0.0,0.0,2.333,2.333,2.333,0.0,0.0,2.31,2.31,2.31,0.0,0.0,2.33,2.33,2.33,0.0,0.0
2016-11-20,2.408,2.408,2.408,0.0,0.0,2.408,2.408,2.408,0.0,0.0,2.39,2.39,2.39,0.0,0.0,2.39,2.39,2.39,0.0,0.0
2016-11-27,2.62,2.62,2.62,0.0,0.0,2.64,2.64,2.64,0.0,0.0,2.62,2.62,2.62,0.0,0.0,2.63,2.63,2.63,0.0,0.0
2016-12-04,2.64,2.64,2.64,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.64,2.64,2.64,0.0,0.0,2.65,2.65,2.65,0.0,0.0
2016-12-11,2.65,2.65,2.65,0.0,0.0,2.655,2.655,2.655,0.0,0.0,2.64,2.64,2.64,0.0,0.0,2.65,2.65,2.65,0.0,0.0
2016-12-18,2.68,2.68,2.68,0.0,0.0,2.682,2.682,2.682,0.0,0.0,2.68,2.68,2.68,0.0,0.0,2.68,2.68,2.68,0.0,0.0
2016-12-25,2.721,2.721,2.721,0.0,0.0,2.73,2.73,2.73,0.0,0.0,2.72,2.72,2.72,0.0,0.0,2.72,2.72,2.72,0.0,0.0
2017-01-01,2.68,2.68,2.68,0.0,0.0,2.69,2.69,2.69,0.0,0.0,2.67,2.67,2.67,0.0,0.0,2.69,2.69,2.69,0.0,0.0
2017-01-08,2.63,2.63,2.63,0.0,0.0,2.642,2.642,2.642,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.64,2.64,2.64,0.0,0.0
2017-01-15,2.63,2.63,2.63,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.61,2.61,2.61,0.0,0.0,2.61,2.61,2.61,0.0,0.0
2017-01-22,2.617,2.617,2.617,0.0,0.0,2.617,2.617,2.617,0.0,0.0,2.6,2.6,2.6,0.0,0.0,2.6,2.6,2.6,0.0,0.0
2017-01-29,2.63,2.63,2.63,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.62,2.62,2.62,0.0,0.0,2.62,2.62,2.62,0.0,0.0
2017-02-05,2.62,2.62,2.62,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.62,2.62,2.62,0.0,0.0,2.62,2.62,2.62,0.0,0.0
2017-02-12,2.553,2.553,2.553,0.0,0.0,2.57,2.57,2.57,0.0,0.0,2.553,2.553,2.553,0.0,0.0,2.56,2.56,2.56,0.0,0.0
2017-02-19,2.5669999999999997,2.5669999999999997,2.5669999999999997,0.0,0.0,2.5669999999999997,2.5669999999999997,2.5669999999999997,0.0,0.0,2.56,2.56,2.56,0.0,0.0,2.56,2.56,2.56,0.0,0.0
2017-02-26,2.52,2.52,2.52,0.0,0.0,2.53,2.53,2.53,0.0,0.0,2.51,2.51,2.51,0.0,0.0,2.53,2.53,2.53,0.0,0.0
2017-03-05,1.94,1.94,1.94,0.0,0.0,2.397,2.397,2.397,0.0,0.0,1.94,1.94,1.94,0.0,0.0,2.38,2.38,2.38,0.0,0.0
2017-03-12,2.38,2.38,2.38,0.0,0.0,2.38,2.38,2.38,0.0,0.0,2.37,2.37,2.37,0.0,0.0,2.38,2.38,2.38,0.0,0.0
2017-03-19,2.34,2.34,2.34,0.0,0.0,2.344,2.344,2.344,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0
2017-03-26,2.46,2.46,2.46,0.0,0.0,2.46,2.46,2.46,0.0,0.0,2.45,2.45,2.45,0.0,0.0,2.45,2.45,2.45,0.0,0.0
2017-04-02,2.53,2.53,2.53,0.0,0.0,2.54,2.54,2.54,0.0,0.0,2.53,2.53,2.53,0.0,0.0,2.53,2.53,2.53,0.0,0.0
2017-04-09,2.57,2.57,2.57,0.0,0.0,2.57,2.57,2.57,0.0,0.0,2.56,2.56,2.56,0.0,0.0,2.56,2.56,2.56,0.0,0.0
2017-04-16,2.43,2.43,2.43,0.0,0.0,2.43,2.43,2.43,0.0,0.0,2.39,2.39,2.39,0.0,0.0,2.39,2.39,2.39,0.0,0.0
2017-04-23,2.3609999999999998,2.3609999999999998,2.3609999999999998,0.0,0.0,2.365,2.365,2.365,0.0,0.0,2.3609999999999998,2.3609999999999998,2.3609999999999998,0.0,0.0,2.365,2.365,2.365,0.0,0.0
2017-04-30,2.231,2.231,2.231,0.0,0.0,2.28,2.28,2.28,0.0,0.0,2.23,2.23,2.23,0.0,0.0,2.27,2.27,2.27,0.0,0.0
2017-05-07,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0
2017-05-14,2.435,2.435,2.435,0.0,0.0,2.435,2.435,2.435,0.0,0.0,2.43,2.43,2.43,0.0,0.0,2.435,2.435,2.435,0.0,0.0
2017-05-21,2.372,2.372,2.372,0.0,0.0,2.39,2.39,2.39,0.0,0.0,2.36,2.36,2.36,0.0,0.0,2.39,2.39,2.39,0.0,0.0
2017-05-28,2.28,2.28,2.28,0.0,0.0,2.285,2.285,2.285,0.0,0.0,2.27,2.27,2.27,0.0,0.0,2.285,2.285,2.285,0.0,0.0
2017-06-04,2.21,2.21,2.21,0.0,0.0,2.217,2.217,2.217,0.0,0.0,2.21,2.21,2.21,0.0,0.0,2.217,2.217,2.217,0.0,0.0
2017-06-11,2.16,2.16,2.16,0.0,0.0,2.17,2.17,2.17,0.0,0.0,2.15,2.15,2.15,0.0,0.0,2.15,2.15,2.15,0.0,0.0
2017-06-18,2.08,2.08,2.08,0.0,0.0,2.08,2.08,2.08,0.0,0.0,2.074,2.074,2.074,0.0,0.0,2.074,2.074,2.074,0.0,0.0
2017-06-25,2.18,2.18,2.18,0.0,0.0,2.19,2.19,2.19,0.0,0.0,2.17,2.17,2.17,0.0,0.0,2.19,2.19,2.19,0.0,0.0
2017-07-02,2.115,2.115,2.115,0.0,0.0,2.115,2.115,2.115,0.0,0.0,2.11,2.11,2.11,0.0,0.0,2.11,2.11,2.11,0.0,0.0
2017-07-09,2.22,2.22,2.22,0.0,0.0,2.23,2.23,2.23,0.0,0.0,2.22,2.22,2.22,0.0,0.0,2.22,2.22,2.22,0.0,0.0
2017-07-16,2.23,2.23,2.23,0.0,0.0,2.23,2.23,2.23,0.0,0.0,2.18,2.18,2.18,0.0,0.0,2.18,2.18,2.18,0.0,0.0
2017-07-23,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.34,2.34,2.34,0.0,0.0
2017-07-30,2.33,2.33,2.33,0.0,0.0,2.33,2.33,2.33,0.0,0.0,2.33,2.33,2.33,0.0,0.0,2.33,2.33,2.33,0.0,0.0
2017-08-06,2.3,2.3,2.3,0.0,0.0,2.32,2.32,2.32,0.0,0.0,2.3,2.3,2.3,0.0,0.0,2.32,2.32,2.32,0.0,0.0
2017-08-13,2.27,2.27,2.27,0.0,0.0,2.33,2.33,2.33,0.0,0.0,2.2680000000000002,2.2680000000000002,2.2680000000000002,0.0,0.0,2.325,2.325,2.325,0.0,0.0
2017-08-20,2.3,2.3,2.3,0.0,0.0,2.3040000000000003,2.3040000000000003,2.3040000000000003,0.0,0.0,2.28,2.28,2.28,0.0,0.0,2.28,2.28,2.28,0.0,0.0
2017-08-27,2.32,2.32,2.32,0.0,0.0,2.34,2.34,2.34,0.0,0.0,2.32,2.32,2.32,0.0,0.0,2.34,2.34,2.34,0.0,0.0
2017-09-03,2.36,2.36,2.36,0.0,0.0,2.37,2.37,2.37,0.0,0.0,2.342,2.342,2.342,0.0,0.0,2.342,2.342,2.342,0.0,0.0
2017-09-10,2.439,2.439,2.439,0.0,0.0,2.439,2.439,2.439,0.0,0.0,2.43,2.43,2.43,0.0,0.0,2.43,2.43,2.43,0.0,0.0
2017-09-17,2.45,2.45,2.45,0.0,0.0,2.45,2.45,2.45,0.0,0.0,2.45,2.45,2.45,0.0,0.0,2.45,2.45,2.45,0.0,0.0
2017-09-24,2.47,2.47,2.47,0.0,0.0,2.47,2.47,2.47,0.0,0.0,2.47,2.47,2.47,0.0,0.0,2.47,2.47,2.47,0.0,0.0
2017-10-01,2.41,2.41,2.41,0.0,0.0,2.41,2.41,2.41,0.0,0.0,2.39,2.39,2.39,0.0,0.0,2.395,2.395,2.395,0.0,0.0
2017-10-08,2.48,2.48,2.48,0.0,0.0,2.48,2.48,2.48,0.0,0.0,2.47,2.47,2.47,0.0,0.0,2.47,2.47,2.47,0.0,0.0
2017-10-15,2.47,2.47,2.47,0.0,0.0,2.48,2.48,2.48,0.0,0.0,2.47,2.47,2.47,0.0,0.0,2.48,2.48,2.48,0.0,0.0
2017-10-22,2.546,2.546,2.546,0.0,0.0,2.57,2.57,2.57,0.0,0.0,2.546,2.546,2.546,0.0,0.0,2.565,2.565,2.565,0.0,0.0
2017-10-29,2.6,2.6,2.6,0.0,0.0,2.625,2.625,2.625,0.0,0.0,2.59,2.59,2.59,0.0,0.0,2.625,2.625,2.625,0.0,0.0
2017-11-05,2.74,2.74,2.74,0.0,0.0,2.74,2.74,2.74,0.0,0.0,2.71,2.71,2.71,0.0,0.0,2.72,2.72,2.72,0.0,0.0
2017-11-12,2.656,2.656,2.656,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.65,2.65,2.65,0.0,0.0,2.655,2.655,2.655,0.0,0.0
2017-11-19,2.66,2.66,2.66,0.0,0.0,2.72,2.72,2.72,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.7,2.7,2.7,0.0,0.0
2017-11-26,2.73,2.73,2.73,0.0,0.0,2.73,2.73,2.73,0.0,0.0,2.7,2.7,2.7,0.0,0.0,2.7,2.7,2.7,0.0,0.0
2017-12-03,2.65,2.65,2.65,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.65,2.65,2.65,0.0,0.0,2.655,2.655,2.655,0.0,0.0
2017-12-10,2.63,2.63,2.63,0.0,0.0,2.635,2.635,2.635,0.0,0.0,2.62,2.62,2.62,0.0,0.0,2.62,2.62,2.62,0.0,0.0
2017-12-17,2.66,2.66,2.66,0.0,0.0,2.681,2.681,2.681,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.681,2.681,2.681,0.0,0.0
2017-12-24,2.7939999999999996,2.7939999999999996,2.7939999999999996,0.0,0.0,2.7939999999999996,2.7939999999999996,2.7939999999999996,0.0,0.0,2.7939999999999996,2.7939999999999996,2.7939999999999996,0.0,0.0,2.7939999999999996,2.7939999999999996,2.7939999999999996,0.0,0.0
2017-12-31,2.799,2.799,2.799,0.0,0.0,2.81,2.81,2.81,0.0,0.0,2.799,2.799,2.799,0.0,0.0,2.805,2.805,2.805,0.0,0.0
