Date,PPG_stock_Open_average,PPG_stock_Open_max,PPG_stock_Open_min,PPG_stock_Open_volatility,PPG_stock_Open_change,PPG_stock_High_average,PPG_stock_High_max,PPG_stock_High_min,PPG_stock_High_volatility,PPG_stock_High_change,PPG_stock_Low_average,PPG_stock_Low_max,PPG_stock_Low_min,PPG_stock_Low_volatility,PPG_stock_Low_change,PPG_stock_Close_average,PPG_stock_Close_max,PPG_stock_Close_min,PPG_stock_Close_volatility,PPG_stock_Close_change,PPG_stock_Volume_average,PPG_stock_Volume_max,PPG_stock_Volume_min,PPG_stock_Volume_volatility,PPG_stock_Volume_change
2017-10-01,111.53999999999999,112.88,108.66,4.219999999999999,4.219999999999999,112.758,114.15,111.16,2.990000000000009,2.990000000000009,111.24000000000001,112.67,108.43,4.239999999999995,4.239999999999995,112.312,113.28,111.0,2.280000000000001,2.280000000000001,1276022,1449924,1102927,346997,-131430
2017-10-08,112.844,113.88,112.25,1.6299999999999955,0.8100000000000023,113.22,113.9,112.58,1.3200000000000074,0.8300000000000125,112.144,113.2,111.69,1.5100000000000051,1.4500000000000028,112.866,113.5,112.38,1.1200000000000045,0.8599999999999994,1178046,1525050,801757,723293,-520796
2017-10-15,113.19800000000001,114.95,111.0,3.950000000000003,1.1800000000000068,114.804,117.8,113.32,4.480000000000004,3.8100000000000023,112.49,114.79,110.1,4.690000000000012,2.0900000000000034,114.216,117.76,112.88,4.88000000000001,4.590000000000003,1797189,2265914,1321317,944597,944597
2017-10-22,117.936,118.59,117.26,1.3299999999999983,0.8199999999999932,118.694,119.85,117.91,1.9399999999999977,1.9399999999999977,117.212,118.07,116.72,1.3499999999999943,0.5300000000000011,117.73,118.67,116.89,1.7800000000000011,1.0400000000000063,1580752,2031351,1021385,1009966,53971
2017-10-29,116.548,117.55,116.1,1.4500000000000028,-1.3699999999999903,116.942,117.83,116.21,1.6200000000000045,-0.9699999999999989,115.768,116.03,115.49,0.5400000000000063,-0.01999999999999602,116.202,116.53,115.92,0.6099999999999994,0.37000000000000455,1060300,1238720,781619,457101,-457101
2017-11-05,115.812,116.56,114.68,1.8799999999999955,-1.8799999999999955,116.19200000000001,116.96,115.04,1.9199999999999875,-1.7399999999999949,115.368,116.31,114.38,1.9300000000000068,-1.9300000000000068,115.72,116.34,114.67,1.6700000000000017,-1.6700000000000017,798258,926982,639074,287908,268954
2017-11-12,113.926,114.26,113.49,0.7700000000000102,-0.2600000000000051,114.438,114.88,114.09,0.789999999999992,-0.4200000000000017,113.55199999999999,114.14,113.25,0.8900000000000006,-0.5700000000000074,114.026,114.55,113.39,1.1599999999999966,-0.7199999999999989,1276106,1809722,951966,857756,561960
2017-11-19,115.2825,115.81,114.08,1.730000000000004,1.730000000000004,116.2075,116.54,115.85,0.6900000000000119,0.6200000000000045,114.985,115.66,113.88,1.7800000000000011,1.7800000000000011,115.3975,116.1,114.88,1.2199999999999989,1.2199999999999989,948472,1502437,438775,1063662,-619680
2017-11-26,116.82000000000001,117.48,115.95,1.5300000000000011,1.3599999999999994,117.524,118.5,116.38,2.1200000000000045,1.210000000000008,116.002,116.6,114.9,1.6999999999999886,-0.8099999999999881,116.596,117.34,115.85,1.490000000000009,0.0800000000000125,1554312,2045070,1157004,888066,344453
2017-12-03,116.828,117.9,116.03,1.8700000000000045,-1.6600000000000108,117.372,118.92,116.43,2.489999999999995,-2.489999999999995,116.224,116.83,115.72,1.1099999999999994,-1.1099999999999994,116.506,117.56,115.92,1.6400000000000006,-1.6400000000000006,1029991,1337199,786147,551052,-551052
2017-12-10,115.778,116.31,114.7,1.6099999999999994,-1.3599999999999994,116.356,116.96,115.49,1.4699999999999989,-0.9699999999999989,114.732,116.02,113.26,2.759999999999991,-0.4200000000000017,115.346,116.25,113.82,2.430000000000007,-0.5900000000000034,1730118,2537296,948848,1588448,1588448
2017-12-17,116.286,116.68,115.62,1.0600000000000023,0.7999999999999972,116.81400000000001,117.19,116.53,0.6599999999999966,0.0,115.882,116.11,115.36,0.75,0.5400000000000063,116.194,116.31,116.13,0.18000000000000682,0.060000000000002274,927660,1205097,574938,630159,-630159
2017-12-24,116.7225,117.34,116.4,0.9399999999999977,0.9399999999999977,116.985,117.68,116.46,1.220000000000013,1.220000000000013,116.2875,116.82,116.02,0.7999999999999972,0.7399999999999949,116.69,117.17,116.28,0.8900000000000006,0.539999999999992,610064,867713,491308,376405,376405
2017-12-31,117.845,118.66,116.98,1.6799999999999926,0.7599999999999909,118.905,119.76,118.0,1.7600000000000051,1.0499999999999972,117.19,117.49,116.81,0.6799999999999926,0.6799999999999926,118.145,118.92,117.47,1.4500000000000028,0.9200000000000017,1012667,1226061,929811,296250,24349
