Date,iShares MSCI Pacific ex JapanEtf_Open_average,iShares MSCI Pacific ex JapanEtf_Open_max,iShares MSCI Pacific ex JapanEtf_Open_min,iShares MSCI Pacific ex JapanEtf_Open_volatility,iShares MSCI Pacific ex JapanEtf_Open_change,iShares MSCI Pacific ex JapanEtf_High_average,iShares MSCI Pacific ex JapanEtf_High_max,iShares MSCI Pacific ex JapanEtf_High_min,iShares MSCI Pacific ex JapanEtf_High_volatility,iShares MSCI Pacific ex JapanEtf_High_change,iShares MSCI Pacific ex JapanEtf_Low_average,iShares MSCI Pacific ex JapanEtf_Low_max,iShares MSCI Pacific ex JapanEtf_Low_min,iShares MSCI Pacific ex JapanEtf_Low_volatility,iShares MSCI Pacific ex JapanEtf_Low_change,iShares MSCI Pacific ex JapanEtf_Close_average,iShares MSCI Pacific ex JapanEtf_Close_max,iShares MSCI Pacific ex JapanEtf_Close_min,iShares MSCI Pacific ex JapanEtf_Close_volatility,iShares MSCI Pacific ex JapanEtf_Close_change
2016-03-13,39.65,39.65,39.65,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2016-03-20,38.41,38.41,38.41,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-03-27,38.42,38.42,38.42,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2016-04-03,38.17,38.17,38.17,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-04-10,39.99,39.99,39.99,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2016-04-17,40.62,40.62,40.62,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-04-24,40.05,40.05,40.05,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2016-05-01,38.58,38.58,38.58,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2016-05-08,38.6,38.6,38.6,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2016-05-15,38.69,38.69,38.69,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2016-05-22,39.15,39.15,39.15,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2016-05-29,39.37,39.37,39.37,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-06-05,39.47,39.47,39.47,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2016-06-12,38.38,38.38,38.38,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2016-06-19,37.84,37.84,37.84,0.0,0.0,38.58,38.58,38.58,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2016-06-26,39.19,39.19,39.19,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2016-07-03,39.32,39.32,39.32,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2016-07-10,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2016-07-17,40.92,40.92,40.92,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2016-07-24,41.47,41.47,41.47,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2016-07-31,41.5,41.5,41.5,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2016-08-07,41.99,41.99,41.99,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2016-08-14,41.48,41.48,41.48,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2016-08-21,41.78,41.78,41.78,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2016-08-28,41.29,41.29,41.29,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2016-09-04,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2016-09-11,40.63,40.63,40.63,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2016-09-18,41.89,41.89,41.89,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2016-09-25,42.2,42.2,42.2,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2016-10-02,42.27,42.27,42.27,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2016-10-09,41.92,41.92,41.92,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2016-10-16,41.57,41.57,41.57,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2016-10-23,40.89,40.89,40.89,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-10-30,40.45,40.45,40.45,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2016-11-06,40.72,40.72,40.72,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2016-11-13,40.41,40.41,40.41,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2016-11-20,41.41,41.41,41.41,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2016-11-27,41.07,41.07,41.07,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-12-04,41.68,41.68,41.68,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2016-12-11,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-12-18,39.3,39.3,39.3,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2016-12-25,39.73,39.73,39.73,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2017-01-01,41.03,41.03,41.03,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2017-01-08,41.88,41.88,41.88,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2017-01-15,41.78,41.78,41.78,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2017-01-22,42.4,42.4,42.4,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2017-01-29,42.59,42.59,42.59,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2017-02-05,42.87,42.87,42.87,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-02-12,43.47,43.47,43.47,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2017-02-19,43.43,43.43,43.43,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-02-26,43.34,43.34,43.34,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-03-05,43.65,43.65,43.65,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2017-03-12,44.48,44.48,44.48,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2017-03-19,44.04,44.04,44.04,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2017-03-26,44.68,44.68,44.68,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2017-04-02,44.42,44.42,44.42,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2017-04-09,44.69,44.69,44.69,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2017-04-16,44.22,44.22,44.22,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2017-04-23,44.75,44.75,44.75,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2017-04-30,44.18,44.18,44.18,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2017-05-07,44.33,44.33,44.33,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2017-05-14,44.2,44.2,44.2,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2017-05-21,44.39,44.39,44.39,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-05-28,44.64,44.64,44.64,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2017-06-04,44.7,44.7,44.7,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2017-06-11,45.17,45.17,45.17,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2017-06-18,44.03,44.03,44.03,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2017-06-25,44.55,44.55,44.55,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2017-07-02,43.98,43.98,43.98,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2017-07-09,45.35,45.35,45.35,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2017-07-16,45.9,45.9,45.9,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2017-07-23,46.2,46.2,46.2,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-07-30,46.38,46.38,46.38,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2017-08-06,45.67,45.67,45.67,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2017-08-13,46.12,46.12,46.12,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2017-08-20,46.46,46.46,46.46,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2017-08-27,46.88,46.88,46.88,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2017-09-03,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2017-09-10,46.91,46.91,46.91,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2017-09-17,46.7,46.7,46.7,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2017-09-24,46.14,46.14,46.14,0.0,0.0,46.29,46.29,46.29,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-10-01,46.15,46.15,46.15,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-10-08,47.26,47.26,47.26,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2017-10-15,47.46,47.46,47.46,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2017-10-22,46.65,46.65,46.65,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2017-10-29,47.19,47.19,47.19,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2017-11-05,47.63,47.63,47.63,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2017-11-12,47.07,47.07,47.07,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2017-11-19,47.99,47.99,47.99,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2017-11-26,47.49,47.49,47.49,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2017-12-03,47.18,47.18,47.18,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2017-12-10,47.81,47.81,47.81,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-12-17,47.21,47.21,47.21,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-12-24,47.97,47.97,47.97,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2017-12-31,48.83,48.83,48.83,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.01,49.01,49.01,0.0,0.0
