Date,VanEck Vectors Unconventional Oil & GasEtf_Open_average,VanEck Vectors Unconventional Oil & GasEtf_Open_max,VanEck Vectors Unconventional Oil & GasEtf_Open_min,VanEck Vectors Unconventional Oil & GasEtf_Open_volatility,VanEck Vectors Unconventional Oil & GasEtf_Open_change,VanEck Vectors Unconventional Oil & GasEtf_High_average,VanEck Vectors Unconventional Oil & GasEtf_High_max,VanEck Vectors Unconventional Oil & GasEtf_High_min,VanEck Vectors Unconventional Oil & GasEtf_High_volatility,VanEck Vectors Unconventional Oil & GasEtf_High_change,VanEck Vectors Unconventional Oil & GasEtf_Low_average,VanEck Vectors Unconventional Oil & GasEtf_Low_max,VanEck Vectors Unconventional Oil & GasEtf_Low_min,VanEck Vectors Unconventional Oil & GasEtf_Low_volatility,VanEck Vectors Unconventional Oil & GasEtf_Low_change,VanEck Vectors Unconventional Oil & GasEtf_Close_average,VanEck Vectors Unconventional Oil & GasEtf_Close_max,VanEck Vectors Unconventional Oil & GasEtf_Close_min,VanEck Vectors Unconventional Oil & GasEtf_Close_volatility,VanEck Vectors Unconventional Oil & GasEtf_Close_change
2016-03-13,14.62,14.62,14.62,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2016-03-20,13.59,13.59,13.59,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2016-03-27,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2016-04-03,14.15,14.15,14.15,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2016-04-10,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2016-04-17,16.08,16.08,16.08,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2016-04-24,16.75,16.75,16.75,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2016-05-01,15.64,15.64,15.64,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2016-05-08,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2016-05-15,16.02,16.02,16.02,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2016-05-22,16.5,16.5,16.5,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2016-05-29,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2016-06-05,17.0,17.0,17.0,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2016-06-12,16.1,16.1,16.1,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2016-06-19,16.45,16.45,16.45,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2016-06-26,16.86,16.86,16.86,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2016-07-03,16.46,16.46,16.46,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2016-07-10,16.93,16.93,16.93,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2016-07-17,16.5,16.5,16.5,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2016-07-24,16.04,16.04,16.04,0.0,0.0,16.48,16.48,16.48,0.0,0.0,15.95,15.95,15.95,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2016-07-31,16.55,16.55,16.55,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2016-08-07,17.18,17.18,17.18,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2016-08-14,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2016-08-21,17.66,17.66,17.66,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2016-08-28,17.52,17.52,17.52,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2016-09-04,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2016-09-11,16.85,16.85,16.85,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2016-09-18,17.35,17.35,17.35,0.0,0.0,17.38,17.38,17.38,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2016-09-25,17.85,17.85,17.85,0.0,0.0,18.1,18.1,18.1,0.0,0.0,17.8,17.8,17.8,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2016-10-02,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2016-10-09,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2016-10-16,17.89,17.89,17.89,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2016-10-23,17.28,17.28,17.28,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2016-10-30,16.45,16.45,16.45,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2016-11-06,16.68,16.68,16.68,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2016-11-13,17.14,17.14,17.14,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2016-11-20,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2016-11-27,18.92,18.92,18.92,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2016-12-04,19.19,19.19,19.19,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2016-12-11,18.78,18.78,18.78,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2016-12-18,18.65,18.65,18.65,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2016-12-25,18.37,18.37,18.37,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2017-01-01,18.61,18.61,18.61,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2017-01-08,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2017-01-15,18.11,18.11,18.11,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2017-01-22,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2017-01-29,17.65,17.65,17.65,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2017-02-05,17.68,17.68,17.68,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2017-02-12,17.41,17.41,17.41,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2017-02-19,16.83,16.83,16.83,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2017-02-26,16.66,16.66,16.66,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2017-03-05,16.17,16.17,16.17,0.0,0.0,16.2,16.2,16.2,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2017-03-12,16.31,16.31,16.31,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-03-19,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2017-03-26,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2017-04-02,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2017-04-09,16.51,16.51,16.51,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2017-04-16,15.56,15.56,15.56,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2017-04-23,15.56,15.56,15.56,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2017-04-30,14.83,14.83,14.83,0.0,0.0,15.21,15.21,15.21,0.0,0.0,14.76,14.76,14.76,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2017-05-07,15.44,15.44,15.44,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.43,15.43,15.43,0.0,0.0
2017-05-14,15.3,15.3,15.3,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2017-05-21,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2017-05-28,14.46,14.46,14.46,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.25,14.25,14.25,0.0,0.0
2017-06-04,13.86,13.86,13.86,0.0,0.0,14.32,14.32,14.32,0.0,0.0,13.86,13.86,13.86,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2017-06-11,13.87,13.87,13.87,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2017-06-18,13.42,13.42,13.42,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2017-06-25,13.99,13.99,13.99,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2017-07-02,13.45,13.45,13.45,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2017-07-09,13.97,13.97,13.97,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2017-07-16,14.14,14.14,14.14,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2017-07-23,14.65,14.65,14.65,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2017-07-30,13.47,13.47,13.47,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2017-08-06,13.29,13.29,13.29,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2017-08-13,12.8,12.8,12.8,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2017-08-20,13.01,13.01,13.01,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2017-08-27,13.07,13.07,13.07,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2017-09-03,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,12.97,12.97,12.97,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2017-09-10,13.94,13.94,13.94,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2017-09-17,14.44,14.44,14.44,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2017-09-24,14.8,14.8,14.8,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2017-10-01,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2017-10-08,14.65,14.65,14.65,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2017-10-15,14.41,14.41,14.41,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2017-10-22,13.94,13.94,13.94,0.0,0.0,14.47,14.47,14.47,0.0,0.0,13.91,13.91,13.91,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2017-10-29,15.09,15.09,15.09,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2017-11-05,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-11-12,14.8,14.8,14.8,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2017-11-19,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2017-11-26,15.14,15.14,15.14,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2017-12-03,14.74,14.74,14.74,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.75,14.75,14.75,0.0,0.0
2017-12-10,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2017-12-17,15.32,15.32,15.32,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-12-24,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2017-12-31,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.26,16.26,16.26,0.0,0.0
