Date,Credit Suisse X Links Gold Shares Covered CallEtf_Open_average,Credit Suisse X Links Gold Shares Covered CallEtf_Open_max,Credit Suisse X Links Gold Shares Covered CallEtf_Open_min,Credit Suisse X Links Gold Shares Covered CallEtf_Open_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Open_change,Credit Suisse X Links Gold Shares Covered CallEtf_High_average,Credit Suisse X Links Gold Shares Covered CallEtf_High_max,Credit Suisse X Links Gold Shares Covered CallEtf_High_min,Credit Suisse X Links Gold Shares Covered CallEtf_High_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_High_change,Credit Suisse X Links Gold Shares Covered CallEtf_Low_average,Credit Suisse X Links Gold Shares Covered CallEtf_Low_max,Credit Suisse X Links Gold Shares Covered CallEtf_Low_min,Credit Suisse X Links Gold Shares Covered CallEtf_Low_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Low_change,Credit Suisse X Links Gold Shares Covered CallEtf_Close_average,Credit Suisse X Links Gold Shares Covered CallEtf_Close_max,Credit Suisse X Links Gold Shares Covered CallEtf_Close_min,Credit Suisse X Links Gold Shares Covered CallEtf_Close_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Close_change
2017-07-23,9.2,9.2,9.2,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.19,9.19,9.19,0.0,0.0,9.23,9.23,9.23,0.0,0.0
2017-07-30,9.18,9.18,9.18,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2017-08-06,9.28,9.28,9.28,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2017-08-13,9.24,9.24,9.24,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.26,9.26,9.26,0.0,0.0
2017-08-20,9.29,9.29,9.29,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2017-08-27,9.42,9.42,9.42,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.42,9.42,9.42,0.0,0.0
2017-09-03,9.46,9.46,9.46,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2017-09-10,9.4,9.4,9.4,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2017-09-17,9.09,9.09,9.09,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2017-09-24,9.14,9.14,9.14,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.07,9.07,9.07,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2017-10-01,8.94,8.94,8.94,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2017-10-08,9.15,9.15,9.15,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2017-10-15,8.97,8.97,8.97,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2017-10-22,8.92,8.92,8.92,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2017-10-29,8.94,8.94,8.94,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.93,8.93,8.93,0.0,0.0
2017-11-05,9.03,9.03,9.03,0.0,0.0,9.03,9.03,9.03,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2017-11-12,9.03,9.03,9.03,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2017-11-19,9.0,9.0,9.0,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2017-11-26,8.92,8.92,8.92,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2017-12-03,8.56,8.56,8.56,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2017-12-10,8.75,8.75,8.75,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2017-12-17,8.8,8.8,8.8,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.85,8.85,8.85,0.0,0.0
2017-12-24,9.0,9.0,9.0,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.99,8.99,8.99,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2017-12-31,9.01,9.01,9.01,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.11,9.11,9.11,0.0,0.0
