Date,ProShares Ultra Bloomberg Natural Gas_etf_Open_average,ProShares Ultra Bloomberg Natural Gas_etf_Open_max,ProShares Ultra Bloomberg Natural Gas_etf_Open_min,ProShares Ultra Bloomberg Natural Gas_etf_Open_volatility,ProShares Ultra Bloomberg Natural Gas_etf_Open_change,ProShares Ultra Bloomberg Natural Gas_etf_High_average,ProShares Ultra Bloomberg Natural Gas_etf_High_max,ProShares Ultra Bloomberg Natural Gas_etf_High_min,ProShares Ultra Bloomberg Natural Gas_etf_High_volatility,ProShares Ultra Bloomberg Natural Gas_etf_High_change,ProShares Ultra Bloomberg Natural Gas_etf_Low_average,ProShares Ultra Bloomberg Natural Gas_etf_Low_max,ProShares Ultra Bloomberg Natural Gas_etf_Low_min,ProShares Ultra Bloomberg Natural Gas_etf_Low_volatility,ProShares Ultra Bloomberg Natural Gas_etf_Low_change,ProShares Ultra Bloomberg Natural Gas_etf_Close_average,ProShares Ultra Bloomberg Natural Gas_etf_Close_max,ProShares Ultra Bloomberg Natural Gas_etf_Close_min,ProShares Ultra Bloomberg Natural Gas_etf_Close_volatility,ProShares Ultra Bloomberg Natural Gas_etf_Close_change
2016-08-14,68.4,68.4,68.4,0.0,0.0,68.5,68.5,68.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2016-08-21,77.55,77.55,77.55,0.0,0.0,81.0,81.0,81.0,0.0,0.0,77.25,77.25,77.25,0.0,0.0,78.5,78.5,78.5,0.0,0.0
2016-08-28,74.0,74.0,74.0,0.0,0.0,74.05,74.05,74.05,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2016-09-04,74.05,74.05,74.05,0.0,0.0,74.4,74.4,74.4,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2016-09-11,75.6,75.6,75.6,0.0,0.0,79.3,79.3,79.3,0.0,0.0,75.6,75.6,75.6,0.0,0.0,78.7,78.7,78.7,0.0,0.0
2016-09-18,80.25,80.25,80.25,0.0,0.0,80.25,80.25,80.25,0.0,0.0,77.0,77.0,77.0,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2016-09-25,74.2,74.2,74.2,0.0,0.0,74.2,74.2,74.2,0.0,0.0,71.7,71.7,71.7,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2016-10-02,81.35,81.35,81.35,0.0,0.0,88.3,88.3,88.3,0.0,0.0,80.9,80.9,80.9,0.0,0.0,86.8,86.8,86.8,0.0,0.0
2016-10-09,93.25,93.25,93.25,0.0,0.0,93.87,93.87,93.87,0.0,0.0,92.13,92.13,92.13,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2016-10-16,87.6,87.6,87.6,0.0,0.0,87.92,87.92,87.92,0.0,0.0,85.85,85.85,85.85,0.0,0.0,86.2,86.2,86.2,0.0,0.0
2016-10-23,73.95,73.95,73.95,0.0,0.0,75.85,75.85,75.85,0.0,0.0,73.5,73.5,73.5,0.0,0.0,75.35,75.35,75.35,0.0,0.0
2016-10-30,60.75,60.75,60.75,0.0,0.0,62.1,62.1,62.1,0.0,0.0,59.65,59.65,59.65,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2016-11-06,56.85,56.85,56.85,0.0,0.0,58.35,58.35,58.35,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2016-11-13,61.3,61.3,61.3,0.0,0.0,62.08,62.08,62.08,0.0,0.0,60.5,60.5,60.5,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2016-11-20,69.45,69.45,69.45,0.0,0.0,72.01,72.01,72.01,0.0,0.0,69.2,69.2,69.2,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2016-11-27,83.9,83.9,83.9,0.0,0.0,85.5,85.5,85.5,0.0,0.0,77.85,77.85,77.85,0.0,0.0,82.35,82.35,82.35,0.0,0.0
2016-12-04,97.55,97.55,97.55,0.0,0.0,97.89,97.89,97.89,0.0,0.0,92.5,92.5,92.5,0.0,0.0,96.1,96.1,96.1,0.0,0.0
2016-12-11,79.7,79.7,79.7,0.0,0.0,82.9,82.9,82.9,0.0,0.0,79.55,79.55,79.55,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2016-12-18,89.8,89.8,89.8,0.0,0.0,93.75,93.75,93.75,0.0,0.0,89.75,89.75,89.75,0.0,0.0,92.1,92.1,92.1,0.0,0.0
2016-12-25,97.3,97.3,97.3,0.0,0.0,97.3,97.3,97.3,0.0,0.0,92.5,92.5,92.5,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2017-01-01,75.55,75.55,75.55,0.0,0.0,75.82,75.82,75.82,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2017-01-08,78.5,78.5,78.5,0.0,0.0,78.8,78.8,78.8,0.0,0.0,75.9,75.9,75.9,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2017-01-15,74.05,74.05,74.05,0.0,0.0,75.6,75.6,75.6,0.0,0.0,69.45,69.45,69.45,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2017-01-22,74.2,74.2,74.2,0.0,0.0,78.8,78.8,78.8,0.0,0.0,73.4,73.4,73.4,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2017-01-29,63.0,63.0,63.0,0.0,0.0,64.54,64.54,64.54,0.0,0.0,62.55,62.55,62.55,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2017-02-05,62.35,62.35,62.35,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2017-02-12,56.65,56.65,56.65,0.0,0.0,57.1,57.1,57.1,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2017-02-19,49.0,49.0,49.0,0.0,0.0,50.25,50.25,50.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-02-26,51.5,51.5,51.5,0.0,0.0,52.66,52.66,52.66,0.0,0.0,50.85,50.85,50.85,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2017-03-05,58.0,58.0,58.0,0.0,0.0,58.35,58.35,58.35,0.0,0.0,55.95,55.95,55.95,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2017-03-12,53.99,53.99,53.99,0.0,0.0,54.95,54.95,54.95,0.0,0.0,53.4,53.4,53.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2017-03-19,59.6,59.6,59.6,0.0,0.0,60.3,60.3,60.3,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2017-03-26,62.7,62.7,62.7,0.0,0.0,62.95,62.95,62.95,0.0,0.0,60.4,60.4,60.4,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2017-04-02,65.55,65.55,65.55,0.0,0.0,65.6,65.6,65.6,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2017-04-09,62.2,62.2,62.2,0.0,0.0,62.8,62.8,62.8,0.0,0.0,61.0,61.0,61.0,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2017-04-16,60.75,60.75,60.75,0.0,0.0,61.0,61.0,61.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2017-04-23,61.85,61.85,61.85,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2017-04-30,60.25,60.25,60.25,0.0,0.0,61.65,61.65,61.65,0.0,0.0,59.94,59.94,59.94,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2017-05-07,65.75,65.75,65.75,0.0,0.0,67.1,67.1,67.1,0.0,0.0,65.65,65.65,65.65,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2017-05-14,60.25,60.25,60.25,0.0,0.0,61.75,61.75,61.75,0.0,0.0,60.09,60.09,60.09,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2017-05-21,59.15,59.15,59.15,0.0,0.0,60.2,60.2,60.2,0.0,0.0,57.6,57.6,57.6,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2017-05-28,49.6,49.6,49.6,0.0,0.0,49.9,49.9,49.9,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2017-06-04,49.95,49.95,49.95,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.7,49.7,49.7,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-06-11,49.6,49.6,49.6,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2017-06-18,46.0,46.0,46.0,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-06-25,48.25,48.25,48.25,0.0,0.0,48.89,48.89,48.89,0.0,0.0,47.0,47.0,47.0,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2017-07-02,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2017-07-09,45.9,45.9,45.9,0.0,0.0,47.05,47.05,47.05,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2017-07-16,48.05,48.05,48.05,0.0,0.0,48.22,48.22,48.22,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2017-07-23,46.55,46.55,46.55,0.0,0.0,46.85,46.85,46.85,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2017-07-30,41.0,41.0,41.0,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-08-06,45.95,45.95,45.95,0.0,0.0,46.25,46.25,46.25,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2017-08-13,44.5,44.5,44.5,0.0,0.0,44.72,44.72,44.72,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2017-08-20,44.4,44.4,44.4,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2017-08-27,46.25,46.25,46.25,0.0,0.0,48.35,48.35,48.35,0.0,0.0,45.98,45.98,45.98,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2017-09-03,43.9,43.9,43.9,0.0,0.0,44.0,44.0,44.0,0.0,0.0,42.55,42.55,42.55,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-09-10,46.2,46.2,46.2,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.7,45.7,45.7,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2017-09-17,44.1,44.1,44.1,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2017-09-24,43.65,43.65,43.65,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.5,43.5,43.5,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-10-01,40.65,40.65,40.65,0.0,0.0,40.75,40.75,40.75,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2017-10-08,42.75,42.75,42.75,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2017-10-15,41.05,41.05,41.05,0.0,0.0,41.85,41.85,41.85,0.0,0.0,40.73,40.73,40.73,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-10-22,38.35,38.35,38.35,0.0,0.0,38.5,38.5,38.5,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2017-10-29,37.8,37.8,37.8,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2017-11-05,42.95,42.95,42.95,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2017-11-12,40.1,40.1,40.1,0.0,0.0,40.87,40.87,40.87,0.0,0.0,39.65,39.65,39.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2017-11-19,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-11-26,37.2,37.2,37.2,0.0,0.0,37.7,37.7,37.7,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2017-12-03,30.35,30.35,30.35,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-12-10,27.95,27.95,27.95,0.0,0.0,28.11,28.11,28.11,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2017-12-17,26.2,26.2,26.2,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-12-24,33.25,33.25,33.25,0.0,0.0,33.75,33.75,33.75,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-12-31,28.8,28.8,28.8,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.4,28.4,28.4,0.0,0.0,29.0,29.0,29.0,0.0,0.0
