Date,BAS_stock_Open_average,BAS_stock_Open_max,BAS_stock_Open_min,BAS_stock_Open_volatility,BAS_stock_Open_change,BAS_stock_High_average,BAS_stock_High_max,BAS_stock_High_min,BAS_stock_High_volatility,BAS_stock_High_change,BAS_stock_Low_average,BAS_stock_Low_max,BAS_stock_Low_min,BAS_stock_Low_volatility,BAS_stock_Low_change,BAS_stock_Close_average,BAS_stock_Close_max,BAS_stock_Close_min,BAS_stock_Close_volatility,BAS_stock_Close_change,BAS_stock_Volume_average,BAS_stock_Volume_max,BAS_stock_Volume_min,BAS_stock_Volume_volatility,BAS_stock_Volume_change
2017-10-01,19.524,19.81,18.97,0.8399999999999999,0.41000000000000014,20.002,20.27,19.59,0.6799999999999997,-0.4299999999999997,19.092,19.66,18.43,1.2300000000000004,-0.33000000000000185,19.49,19.81,18.53,1.2799999999999976,-1.25,531414,795072,275572,519500,-337994
2017-10-08,18.868,19.37,18.62,0.75,0.08999999999999986,19.332,19.77,19.05,0.7199999999999989,-0.4800000000000004,18.464,18.73,18.29,0.4400000000000013,-0.00999999999999801,18.706,19.19,18.34,0.8500000000000014,-0.3999999999999986,472310,644601,316694,327907,-327907
2017-10-15,18.356,18.94,17.39,1.5500000000000007,-1.2100000000000009,18.709,19.35,17.87,1.4800000000000004,-1.2399999999999984,17.86,18.72,17.07,1.6499999999999986,-1.4200000000000017,18.062,18.9,17.27,1.629999999999999,-1.629999999999999,363378,421078,338790,82288,-13496
2017-10-22,16.332,17.28,15.7,1.5800000000000018,-0.8100000000000023,16.98,17.74,16.13,1.6099999999999994,-0.11999999999999744,15.75,16.47,14.86,1.6099999999999994,0.14000000000000057,16.366,17.37,15.71,1.6600000000000001,1.0300000000000011,465333,682894,373437,309457,30703
2017-10-29,18.516000000000002,19.22,17.48,1.7399999999999984,1.370000000000001,19.381999999999998,20.88,18.13,2.75,2.75,18.1792,18.85,17.355,1.495000000000001,1.1950000000000003,18.894,20.11,17.92,2.1899999999999977,2.1899999999999977,575748,920221,391975,528246,450961
2017-11-05,22.352,23.99,20.05,3.9399999999999977,2.289999999999999,23.666,24.87,22.75,2.120000000000001,-1.9600000000000009,21.668,23.38,20.05,3.3299999999999983,1.6099999999999994,22.842000000000002,23.75,21.89,1.8599999999999994,-1.8599999999999994,884857,1642501,333022,1309479,-1014774
2017-11-12,20.266000000000002,21.78,19.29,2.490000000000002,-2.3200000000000003,20.878,21.96,19.48,2.4800000000000004,-1.0,19.618000000000002,21.28,18.8,2.4800000000000004,-1.8200000000000003,20.136,21.58,19.29,2.289999999999999,-0.879999999999999,491945,648025,380836,267189,267189
2017-11-19,21.285,21.92,20.5,1.4200000000000017,1.4200000000000017,21.75225,21.979,21.38,0.5990000000000002,0.5990000000000002,20.842750000000002,21.151,20.25,0.9009999999999998,0.8500000000000014,21.3075,21.67,21.1,0.5700000000000003,0.1999999999999993,241514,306674,103798,202876,-202876
2017-11-26,21.518,22.69,20.72,1.9700000000000024,1.6900000000000013,22.294,23.79,21.14,2.6499999999999986,2.6499999999999986,21.278,22.24,20.54,1.6999999999999993,1.6999999999999993,21.951999999999998,23.61,20.83,2.780000000000001,2.780000000000001,306594,351360,224872,126488,-20183
2017-12-03,23.003999999999998,23.65,22.2,1.4499999999999993,-0.6600000000000001,23.433,24.33,22.88,1.4499999999999993,-1.2849999999999966,22.191,23.525,20.9,2.625,-1.754999999999999,22.608,23.64,21.91,1.7300000000000004,-1.6999999999999993,355737,629571,255521,374050,14758
2017-12-10,23.018,23.55,22.04,1.5100000000000016,1.0800000000000018,23.588,23.92,22.84,1.0800000000000018,0.5599999999999987,22.732,23.14,21.95,1.1900000000000013,0.6400000000000006,23.118000000000002,23.76,22.7,1.0600000000000023,-0.08000000000000185,371964,573772,207013,366759,346408
2017-12-17,23.64,24.42,22.9,1.5200000000000031,1.5200000000000031,24.1126,24.82,23.258000000000003,1.5619999999999976,1.2250000000000014,23.2616,23.82,22.64,1.1799999999999997,0.8819999999999979,23.586,24.46,22.89,1.5700000000000003,0.8100000000000023,464116,762233,287342,474891,-33571
2017-12-24,24.0,25.0,23.15,1.8500000000000014,-0.7700000000000031,24.63125,25.45,23.755,1.6950000000000003,-1.6950000000000003,23.39,23.73,23.07,0.6600000000000001,-0.6000000000000014,23.925,25.22,23.19,2.0299999999999976,-1.75,346757,449276,293578,155698,-9876
2017-12-31,24.765,25.5,23.67,1.8299999999999983,1.8299999999999983,25.32,25.77,24.7,1.0700000000000003,1.0700000000000003,24.15025,25.05,23.32,1.7300000000000004,1.7300000000000004,25.1525,25.6,24.55,1.0500000000000007,1.0500000000000007,296629,401327,164108,237219,-187456
