Date,SEII_stock_Open_average,SEII_stock_Open_max,SEII_stock_Open_min,SEII_stock_Open_volatility,SEII_stock_Open_change,SEII_stock_High_average,SEII_stock_High_max,SEII_stock_High_min,SEII_stock_High_volatility,SEII_stock_High_change,SEII_stock_Low_average,SEII_stock_Low_max,SEII_stock_Low_min,SEII_stock_Low_volatility,SEII_stock_Low_change,SEII_stock_Close_average,SEII_stock_Close_max,SEII_stock_Close_min,SEII_stock_Close_volatility,SEII_stock_Close_change,SEII_stock_Volume_average,SEII_stock_Volume_max,SEII_stock_Volume_min,SEII_stock_Volume_volatility,SEII_stock_Volume_change
2016-07-03,3.855,3.9560000000000004,3.7039999999999997,0.25200000000000067,-0.13600000000000012,3.919,3.9560000000000004,3.88,0.07600000000000051,-0.040000000000000036,3.71375,3.728,3.7,0.028000000000000025,-0.024000000000000465,3.8,3.84,3.72,0.11999999999999966,-0.040000000000000036,7259,11146,3083,8063,-6890
2016-07-10,3.984,4.44,3.76,0.6800000000000006,0.6800000000000006,4.368,4.92,4.04,0.8799999999999999,0.16000000000000014,3.888,4.08,3.76,0.3200000000000003,0.3200000000000003,4.136,4.48,4.0,0.4800000000000004,0.1200000000000001,96959,294140,12557,281583,-76340
2016-07-17,4.144,4.52,3.88,0.6399999999999997,0.35999999999999943,4.872,7.32,4.08,3.24,3.16,4.0572,4.52,3.88,0.6399999999999997,0.6399999999999997,4.488,6.04,3.88,2.16,2.16,324552,1415377,10115,1405262,1394144
2016-07-24,5.6,6.16,5.24,0.9199999999999999,-0.9199999999999999,6.2356,7.2,5.617999999999999,1.5820000000000007,-0.6399999999999997,5.088,5.32,4.8,0.5200000000000005,-0.4800000000000004,5.4796,5.8,5.2379999999999995,0.5620000000000003,-0.39999999999999947,266704,510403,65486,444917,-219748
2016-07-31,4.984,5.2,4.72,0.4800000000000004,-0.20000000000000018,5.186,5.29,5.08,0.20999999999999996,0.08999999999999986,4.7616,4.88,4.64,0.2400000000000002,0.08000000000000007,4.9674,5.16,4.72,0.4400000000000004,0.12300000000000022,34240,43439,27142,16297,-16297
2016-08-07,5.096,5.2,4.88,0.3200000000000003,-0.28000000000000025,5.248,5.48,5.04,0.4400000000000004,-0.2400000000000002,4.7952,4.96,4.54,0.41999999999999993,-0.2599999999999998,5.04,5.24,4.8,0.4400000000000004,-0.16000000000000014,27031,38037,16354,21683,14534
2016-08-14,4.4959999999999996,4.56,4.4,0.15999999999999925,-0.11999999999999922,4.584,4.68,4.48,0.1999999999999993,0.08000000000000007,4.256,4.44,4.04,0.40000000000000036,0.28000000000000025,4.384,4.48,4.24,0.2400000000000002,0.20000000000000018,31301,90920,4681,86239,-70740
2016-08-21,4.4888,4.524,4.44,0.08399999999999963,0.043999999999999595,4.669,4.789,4.596,0.19299999999999962,0.18900000000000006,4.3844,4.52,4.16,0.35999999999999943,0.35999999999999943,4.52,4.64,4.4,0.23999999999999932,0.15999999999999925,14536,23784,4780,19004,-14912
2016-08-28,4.6975999999999996,4.72,4.68,0.040000000000000036,0.0,4.756,4.9,4.68,0.22000000000000064,0.0,4.53,4.6,4.4,0.1999999999999993,-0.11999999999999922,4.608,4.68,4.44,0.23999999999999932,-0.1999999999999993,15622,24276,6540,17736,16335
2016-09-04,4.452,4.52,4.364,0.1559999999999997,-0.11600000000000055,4.531,4.6,4.4,0.1999999999999993,-0.1999999999999993,4.2940000000000005,4.376,4.16,0.2160000000000002,-0.16000000000000014,4.41,4.56,4.32,0.23999999999999932,-0.23999999999999932,11383,18449,3879,14570,501
2016-09-11,4.312,4.52,4.2,0.3199999999999994,0.0,4.464,4.8,4.2,0.5999999999999996,0.16000000000000014,4.128,4.2,4.04,0.16000000000000014,0.1200000000000001,4.304,4.44,4.12,0.3200000000000003,0.1200000000000001,24360,52562,5274,47288,-10197
2016-09-18,4.1752,4.28,4.08,0.20000000000000018,-0.12399999999999967,4.2256,4.328,4.16,0.16800000000000015,-0.16800000000000015,4.008,4.04,4.0,0.040000000000000036,0.0,4.136,4.24,4.04,0.20000000000000018,-0.20000000000000018,7626,19691,3965,15726,-15726
2016-09-25,4.168,4.24,4.04,0.20000000000000018,0.16000000000000014,4.232,4.32,4.08,0.2400000000000002,0.16000000000000014,4.0792,4.12,4.0360000000000005,0.08399999999999963,0.08399999999999963,4.1728000000000005,4.24,4.04,0.20000000000000018,0.1200000000000001,5653,8001,1349,6652,-2139
2016-10-02,4.12,4.44,3.96,0.4800000000000004,0.0,4.157,4.44,4.04,0.40000000000000036,0.0259999999999998,3.9196,4.04,3.784,0.2560000000000002,-0.08000000000000007,4.032,4.08,3.92,0.16000000000000014,-0.1200000000000001,9933,16119,1418,14701,-6856
2016-10-09,3.8704,4.0,3.8,0.20000000000000018,-0.20000000000000018,3.904,4.0,3.8560000000000003,0.14399999999999968,-0.14399999999999968,3.7946,3.88,3.693,0.18699999999999983,-0.18699999999999983,3.8528,3.92,3.8,0.1200000000000001,-0.06800000000000006,10534,20875,2262,18613,7430
2016-10-16,3.7634,3.824,3.6660000000000004,0.15799999999999947,-0.1469999999999998,3.7708,3.844,3.6660000000000004,0.1779999999999995,-0.1779999999999995,3.5994,3.76,3.333,0.4269999999999996,-0.21999999999999975,3.6878,3.76,3.563,0.19699999999999962,-0.19699999999999962,10240,32659,1521,31138,3508
2016-10-23,3.3502,3.6710000000000003,3.0,0.6710000000000003,-0.6710000000000003,3.4736,3.6719999999999997,3.3139999999999996,0.3580000000000001,-0.3580000000000001,3.0914,3.293,2.92,0.3730000000000002,-0.3730000000000002,3.2004,3.344,3.04,0.3039999999999998,-0.28200000000000003,9232,13776,5801,7975,-3501
2016-10-30,2.8582,3.158,2.505,0.653,-0.653,2.969,3.24,2.7489999999999997,0.49100000000000055,-0.49100000000000055,2.6424,2.84,2.408,0.43199999999999994,-0.40200000000000014,2.7464,2.98,2.524,0.45599999999999996,-0.3999999999999999,10426,19927,6520,13407,12672
2016-11-06,2.7292,3.0660000000000003,2.52,0.5460000000000003,0.5460000000000003,2.9210000000000003,3.2,2.72,0.48,0.3999999999999999,2.656,2.92,2.44,0.48,0.3999999999999999,2.848,3.12,2.68,0.43999999999999995,0.43999999999999995,11419,27486,4394,23092,5502
2016-11-13,3.0,3.6,2.72,0.8799999999999999,0.56,3.464,4.64,2.8,1.8399999999999999,0.5199999999999996,2.84,3.2,2.6,0.6000000000000001,0.3200000000000003,3.0168,3.48,2.727,0.7530000000000001,0.3200000000000003,83120,343557,8086,335471,28670
2016-11-20,3.14,3.36,2.96,0.3999999999999999,-0.3999999999999999,3.1845,3.36,3.04,0.31999999999999984,-0.31999999999999984,3.0225,3.12,2.917,0.2030000000000003,-0.15900000000000025,3.08,3.16,3.0,0.16000000000000014,-0.16000000000000014,7348,17203,2905,14298,-13104
2016-11-27,2.8566,2.92,2.835,0.08499999999999996,-0.08000000000000007,2.899,2.9589999999999996,2.8560000000000003,0.10299999999999931,-0.040000000000000036,2.76,2.8,2.72,0.07999999999999963,0.03999999999999959,2.8188,2.852,2.762,0.08999999999999986,0.0,4689,7816,1862,5954,-5035
2016-12-04,3.192,3.68,2.84,0.8400000000000003,0.28000000000000025,3.448,3.68,3.24,0.43999999999999995,-0.2400000000000002,2.934,3.05,2.68,0.36999999999999966,0.32799999999999985,3.3008,3.52,3.12,0.3999999999999999,-0.3719999999999999,9449,18347,2421,15926,-7682
2016-12-11,3.003,3.138,2.8,0.3380000000000001,-0.28000000000000025,3.0974,3.2689999999999997,2.92,0.34899999999999975,-0.34899999999999975,2.92,3.08,2.76,0.3200000000000003,-0.3200000000000003,2.9692,3.112,2.826,0.28600000000000003,-0.254,3504,4548,1881,2667,2478
2016-12-18,2.7858,2.863,2.68,0.18299999999999983,-0.18299999999999983,2.9118,3.028,2.799,0.2290000000000001,-0.08099999999999996,2.696,2.76,2.54,0.21999999999999975,-0.21999999999999975,2.7386,2.82,2.633,0.18699999999999983,-0.18699999999999983,9301,18363,2622,15741,14264
2016-12-25,2.637,2.767,2.5,0.2669999999999999,0.2669999999999999,2.78575,2.92,2.64,0.2799999999999998,0.2719999999999998,2.508,2.6,2.412,0.18800000000000017,-0.06800000000000006,2.66,2.72,2.64,0.08000000000000007,0.0,10026,19849,2258,17591,17591
2017-01-01,2.709,2.84,2.56,0.2799999999999998,0.2799999999999998,3.0885,3.68,2.7539999999999996,0.9260000000000006,0.9200000000000004,2.69,2.84,2.56,0.2799999999999998,0.2799999999999998,2.8225,3.17,2.6,0.5699999999999998,0.5699999999999998,49652,142456,649,141807,137611
2017-01-08,2.9202,3.08,2.76,0.3200000000000003,0.04100000000000037,3.0842,3.28,2.912,0.3679999999999999,0.15100000000000025,2.7724,3.0,2.62,0.3799999999999999,0.3799999999999999,2.8746,3.0,2.72,0.2799999999999998,0.2400000000000002,16374,32261,3727,28534,-28534
2017-01-15,3.1500000000000004,3.2,3.08,0.1200000000000001,0.040000000000000036,3.23,3.4,3.16,0.23999999999999977,0.040000000000000036,2.90075,2.96,2.8,0.16000000000000014,0.16000000000000014,3.04875,3.195,2.96,0.23499999999999988,-0.1200000000000001,37811,118106,3370,114736,13044
2017-01-22,2.9638,3.08,2.8510000000000004,0.22899999999999965,0.1200000000000001,3.082,3.28,2.93,0.34999999999999964,0.2799999999999998,2.858,2.92,2.8,0.1200000000000001,0.040000000000000036,2.968,3.08,2.827,0.2530000000000001,-0.06600000000000028,14898,35729,4073,31656,16929
2017-01-29,2.864,2.92,2.8,0.1200000000000001,-0.08000000000000007,2.9568,3.0210000000000004,2.92,0.10100000000000042,-0.08300000000000018,2.808,2.84,2.8,0.040000000000000036,0.040000000000000036,2.8569999999999998,2.88,2.801,0.07899999999999974,-0.03600000000000003,9983,19158,3702,15456,-10448
2017-02-05,3.094,3.2,2.84,0.3600000000000003,0.3600000000000003,3.236,3.4,3.08,0.31999999999999984,0.23999999999999977,2.9619999999999997,3.04,2.84,0.20000000000000018,0.16199999999999992,3.112,3.28,3.04,0.23999999999999977,0.23999999999999977,17566,38637,7445,31192,-4759
2017-02-12,3.166,3.2110000000000003,3.0989999999999998,0.11200000000000054,-0.09100000000000019,3.252,3.28,3.2,0.07999999999999963,-0.07999999999999963,3.0633999999999997,3.12,3.01,0.11000000000000032,-0.07600000000000051,3.168,3.2,3.12,0.08000000000000007,0.0,6970,14320,3537,10783,2266
2017-02-19,3.06675,3.12,3.0,0.1200000000000001,0.040000000000000036,3.1500000000000004,3.2,3.12,0.08000000000000007,-0.06000000000000005,3.01025,3.04,3.0,0.040000000000000036,-0.0389999999999997,3.10825,3.14,3.06,0.08000000000000007,-0.020000000000000018,4267,5559,935,4624,-4624
2017-02-26,2.8888000000000003,3.14,2.716,0.42399999999999993,-0.22399999999999975,2.9976,3.14,2.864,0.27600000000000025,-0.1080000000000001,2.7564,2.8539999999999996,2.68,0.1739999999999995,0.13399999999999945,2.8598,3.0,2.72,0.2799999999999998,0.20000000000000018,12042,15814,7727,8087,-5656
2017-03-05,2.8,2.88,2.72,0.1599999999999997,-0.07999999999999963,2.928,3.0,2.88,0.1200000000000001,-0.1200000000000001,2.744,2.8,2.68,0.11999999999999966,0.0,2.832,2.88,2.8,0.08000000000000007,0.040000000000000036,7245,15916,1059,14857,-6439
2017-03-12,2.7296,2.84,2.64,0.19999999999999973,-0.15600000000000014,2.7994,2.84,2.719,0.121,-0.040999999999999925,2.6688,2.72,2.62,0.10000000000000009,-0.07600000000000051,2.7607999999999997,2.84,2.6439999999999997,0.19600000000000017,-0.08000000000000007,3213,7212,967,6245,-356
2017-03-19,2.8308,3.17,2.53,0.6400000000000001,0.15399999999999991,3.1808,3.45,2.9,0.5500000000000003,-0.49600000000000044,2.542,2.8,2.31,0.48999999999999977,0.31000000000000005,2.814,3.08,2.65,0.43000000000000016,0.08000000000000007,184899,643195,25910,617285,-104106
2017-03-26,2.8964,3.11,2.741,0.3689999999999998,0.33499999999999996,3.1462,3.28,3.0210000000000004,0.25899999999999945,0.14000000000000012,2.7182,2.8,2.539,0.2609999999999997,0.2609999999999997,2.946,3.08,2.81,0.27,-0.10000000000000009,68038,118463,16950,101513,11107
2017-04-02,3.656,6.61,2.83,3.7800000000000002,3.7800000000000002,5.41,10.7,3.0,7.699999999999999,7.699999999999999,3.5608,6.6,2.77,3.8299999999999996,3.8299999999999996,4.4068,6.72,2.77,3.9499999999999997,3.9499999999999997,4771597,18866604,17269,18849335,18849335
2017-04-09,5.7075,6.65,5.16,1.4900000000000002,-1.4900000000000002,6.155,6.7,5.65,1.0499999999999998,-1.0499999999999998,5.1395,5.555,4.6,0.9550000000000001,-0.9550000000000001,5.24,5.59,4.75,0.8399999999999999,-0.8399999999999999,630072,888395,366922,521473,-422618
2017-04-16,4.026,4.61,3.64,0.9700000000000002,-0.7600000000000002,4.429,4.72,4.07,0.6499999999999995,-0.41999999999999993,3.66,3.85,3.44,0.41000000000000014,-0.3900000000000001,3.78,4.04,3.48,0.56,-0.5399999999999996,459214,804924,231387,573537,434110
2017-04-23,3.72,4.11,3.37,0.7400000000000002,0.33999999999999986,4.274,5.1,3.65,1.4499999999999997,0.3599999999999999,3.598,3.8,3.31,0.48999999999999977,0.43999999999999995,3.9022,4.5,3.44,1.06,0.3999999999999999,848699,3358875,93008,3265867,-138322
2017-04-30,3.4659999999999997,3.81,3.3,0.5100000000000002,-0.4900000000000002,3.629,3.94,3.42,0.52,-0.52,3.348,3.65,3.21,0.43999999999999995,-0.4299999999999997,3.414,3.72,3.31,0.41000000000000014,-0.41000000000000014,86422,133896,30695,103201,-43975
2017-05-07,4.088,4.67,3.27,1.4,0.7399999999999998,4.806,6.99,3.37,3.62,1.0899999999999999,3.858,4.16,3.26,0.9000000000000004,0.6900000000000004,4.196,5.45,3.27,2.18,0.7499999999999996,3760712,17225490,219531,17005959,-1104
2017-05-14,3.656,4.21,3.38,0.8300000000000001,-0.8300000000000001,3.891,4.345,3.66,0.6849999999999996,-0.4349999999999996,3.4752,3.68,3.31,0.3700000000000001,-0.31400000000000006,3.566,3.77,3.36,0.41000000000000014,-0.16999999999999993,149015,280090,43117,236973,97170
2017-05-21,3.8040000000000003,4.19,3.6,0.5900000000000003,0.5900000000000003,4.2888,5.524,3.76,1.7640000000000002,1.5939999999999999,3.6374,3.903,3.53,0.3730000000000002,0.30299999999999994,3.926,4.48,3.59,0.8900000000000006,0.6800000000000006,464649,1453040,54739,1398301,1204030
2017-05-28,4.165,4.45,3.92,0.5300000000000002,-0.11000000000000032,4.4585,4.84,4.2,0.6399999999999997,-0.2860000000000005,3.8152500000000003,4.0,3.7,0.2999999999999998,0.2999999999999998,4.025,4.21,3.79,0.41999999999999993,0.28000000000000025,200379,296292,129614,166678,-88627
2017-06-04,4.412,4.66,4.05,0.6100000000000003,0.6100000000000003,4.6036,4.82,4.175,0.6450000000000005,0.5540000000000003,4.2406,4.535,4.01,0.5250000000000004,0.15000000000000036,4.4024,4.61,4.13,0.4800000000000004,0.15200000000000014,116435,163920,89604,74316,24119
2017-06-11,4.466,4.82,4.16,0.6600000000000001,0.3099999999999996,4.8784,6.0,4.422,1.5780000000000003,0.09799999999999986,4.324,4.57,4.09,0.4800000000000004,0.27000000000000046,4.3740000000000006,4.57,4.16,0.41000000000000014,0.2400000000000002,746124,3306892,51557,3255335,25056
2017-06-18,4.286,4.43,4.18,0.25,-0.09999999999999964,4.545,5.0,4.2589999999999995,0.7410000000000005,0.5139999999999993,4.218,4.3,4.15,0.14999999999999947,0.0,4.308,4.53,4.18,0.35000000000000053,0.23000000000000043,120059,333837,22818,311019,293550
2017-06-25,4.537,4.62,4.44,0.17999999999999972,0.15999999999999925,4.6659999999999995,4.77,4.58,0.1899999999999995,-0.16999999999999993,4.4186000000000005,4.45,4.34,0.11000000000000032,0.009999999999999787,4.49,4.59,4.37,0.21999999999999975,-0.09999999999999964,54704,103107,21584,81523,-44147
2017-07-02,4.5175,4.6,4.44,0.15999999999999925,-0.1299999999999999,4.5600000000000005,4.66,4.49,0.16999999999999993,-0.09999999999999964,4.3875,4.5,4.32,0.17999999999999972,-0.15000000000000036,4.4325,4.5,4.35,0.15000000000000036,-0.07000000000000028,20210,25246,14354,10892,10892
2017-07-09,4.4559999999999995,4.56,4.39,0.16999999999999993,0.04999999999999982,4.5664,4.71,4.47,0.2400000000000002,-0.2400000000000002,4.3312,4.42,4.13,0.29000000000000004,-0.29000000000000004,4.354,4.43,4.14,0.29000000000000004,-0.28000000000000025,30558,68297,6563,61734,16082
2017-07-16,4.184,4.26,4.15,0.10999999999999943,0.019999999999999574,4.2738000000000005,4.349,4.19,0.1589999999999998,-0.1589999999999998,4.058,4.1,4.01,0.08999999999999986,0.0600000000000005,4.106,4.15,4.07,0.08000000000000007,-0.03000000000000025,23988,38300,10324,27976,-19714
2017-07-23,4.0752,4.133,4.01,0.12300000000000022,-0.0600000000000005,4.133,4.189,4.103,0.0860000000000003,-0.07899999999999974,4.036,4.07,4.0,0.07000000000000028,-0.020000000000000462,4.067,4.09,4.02,0.07000000000000028,0.01499999999999968,16302,48991,5203,43788,-5259
2017-07-30,3.9402000000000004,4.11,3.8280000000000003,0.28200000000000003,-0.24300000000000033,4.045,4.44,3.88,0.5600000000000005,-0.5450000000000004,3.854,4.06,3.77,0.2899999999999996,-0.2899999999999996,3.868,4.07,3.77,0.30000000000000027,-0.30000000000000027,36809,108700,7215,101485,-88666
2017-08-06,3.7506,4.27,3.41,0.8599999999999994,-0.8599999999999994,3.8644,4.64,3.47,1.1699999999999995,-1.1699999999999995,3.563,3.83,3.28,0.5500000000000003,-0.5500000000000003,3.5818,3.85,3.29,0.56,-0.56,244374,1054393,13452,1040941,-1003098
2017-08-13,3.278,3.48,3.17,0.31000000000000005,-0.20999999999999996,3.3918,3.49,3.33,0.16000000000000014,-0.16000000000000014,3.188,3.28,3.1,0.17999999999999972,0.06000000000000005,3.282,3.31,3.23,0.08000000000000007,0.040000000000000036,11722,20833,2480,18353,-18353
2017-08-20,3.2600000000000002,3.36,3.14,0.21999999999999975,-0.21999999999999975,3.3418,3.38,3.31,0.06999999999999984,0.009999999999999787,3.178,3.24,3.1,0.14000000000000012,-0.10000000000000009,3.24,3.32,3.1,0.21999999999999975,0.08000000000000007,13257,22575,5142,17433,2793
2017-08-27,3.298,3.46,3.17,0.29000000000000004,-0.20000000000000018,3.35,3.46,3.29,0.16999999999999993,-0.08000000000000007,3.19,3.22,3.15,0.07000000000000028,0.07000000000000028,3.23,3.29,3.16,0.1299999999999999,0.09999999999999964,10707,17209,3351,13858,-1654
2017-09-03,3.58125,4.15,3.375,0.7750000000000004,-0.040000000000000036,3.66125,4.38,3.375,1.005,0.050000000000000266,3.327,3.5,3.23,0.27,0.07800000000000029,3.36,3.53,3.28,0.25,0.050000000000000266,228355,863168,1116,862052,41181
2017-09-10,3.318,3.41,3.2,0.20999999999999996,-0.03000000000000025,3.3722,3.411,3.29,0.121,-0.03100000000000014,3.226,3.301,3.17,0.13100000000000023,-0.051000000000000156,3.306,3.33,3.21,0.1200000000000001,0.0,14923,22596,6843,15753,-6328
2017-09-17,3.0774,3.34,2.81,0.5299999999999998,-0.5299999999999998,3.1578,3.34,2.95,0.3899999999999997,-0.34999999999999964,2.9,3.18,2.61,0.5700000000000003,-0.38000000000000034,3.028,3.22,2.8,0.4200000000000004,-0.26000000000000023,38743,135484,10490,124994,-11549
