Date,WisdomTree Emerging Markets Corporate BondEtf_Open_average,WisdomTree Emerging Markets Corporate BondEtf_Open_max,WisdomTree Emerging Markets Corporate BondEtf_Open_min,WisdomTree Emerging Markets Corporate BondEtf_Open_volatility,WisdomTree Emerging Markets Corporate BondEtf_Open_change,WisdomTree Emerging Markets Corporate BondEtf_High_average,WisdomTree Emerging Markets Corporate BondEtf_High_max,WisdomTree Emerging Markets Corporate BondEtf_High_min,WisdomTree Emerging Markets Corporate BondEtf_High_volatility,WisdomTree Emerging Markets Corporate BondEtf_High_change,WisdomTree Emerging Markets Corporate BondEtf_Low_average,WisdomTree Emerging Markets Corporate BondEtf_Low_max,WisdomTree Emerging Markets Corporate BondEtf_Low_min,WisdomTree Emerging Markets Corporate BondEtf_Low_volatility,WisdomTree Emerging Markets Corporate BondEtf_Low_change,WisdomTree Emerging Markets Corporate BondEtf_Close_average,WisdomTree Emerging Markets Corporate BondEtf_Close_max,WisdomTree Emerging Markets Corporate BondEtf_Close_min,WisdomTree Emerging Markets Corporate BondEtf_Close_volatility,WisdomTree Emerging Markets Corporate BondEtf_Close_change
2016-06-12,68.77,68.77,68.77,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2016-06-19,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2016-06-26,69.56,69.56,69.56,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2016-07-03,70.24,70.24,70.24,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2016-07-10,70.32,70.32,70.32,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2016-07-17,70.5,70.5,70.5,0.0,0.0,71.44,71.44,71.44,0.0,0.0,70.5,70.5,70.5,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2016-07-24,70.37,70.37,70.37,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2016-07-31,70.33,70.33,70.33,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2016-08-07,71.41,71.41,71.41,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2016-08-14,71.55,71.55,71.55,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2016-08-21,71.36,71.36,71.36,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.29,71.29,71.29,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2016-08-28,71.23,71.23,71.23,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2016-09-04,71.34,71.34,71.34,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2016-09-11,70.7,70.7,70.7,0.0,0.0,70.95,70.95,70.95,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2016-09-18,71.07,71.07,71.07,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2016-09-25,71.28,71.28,71.28,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2016-10-02,70.95,70.95,70.95,0.0,0.0,71.08,71.08,71.08,0.0,0.0,70.91,70.91,70.91,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2016-10-09,71.05,71.05,71.05,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.96,70.96,70.96,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2016-10-16,71.65,71.65,71.65,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2016-10-23,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.84,70.84,70.84,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2016-10-30,70.9,70.9,70.9,0.0,0.0,70.9,70.9,70.9,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.78,70.78,70.78,0.0,0.0
2016-11-06,70.19,70.19,70.19,0.0,0.0,70.19,70.19,70.19,0.0,0.0,68.25,68.25,68.25,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2016-11-13,69.6,69.6,69.6,0.0,0.0,69.6,69.6,69.6,0.0,0.0,67.68,67.68,67.68,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2016-11-20,69.26,69.26,69.26,0.0,0.0,69.26,69.26,69.26,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2016-11-27,68.99,68.99,68.99,0.0,0.0,69.45,69.45,69.45,0.0,0.0,68.78,68.78,68.78,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2016-12-04,69.65,69.65,69.65,0.0,0.0,70.06,70.06,70.06,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2016-12-11,69.48,69.48,69.48,0.0,0.0,69.73,69.73,69.73,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.57,69.57,69.57,0.0,0.0
2016-12-18,69.54,69.54,69.54,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.55,69.55,69.55,0.0,0.0
2016-12-25,69.91,69.91,69.91,0.0,0.0,70.03,70.03,70.03,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.57,69.57,69.57,0.0,0.0
2017-01-01,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0
2017-01-08,70.54,70.54,70.54,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2017-01-15,70.57,70.57,70.57,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.24,70.24,70.24,0.0,0.0,70.55,70.55,70.55,0.0,0.0
2017-01-22,70.35,70.35,70.35,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2017-01-29,70.89,70.89,70.89,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2017-02-05,70.94,70.94,70.94,0.0,0.0,71.42,71.42,71.42,0.0,0.0,70.94,70.94,70.94,0.0,0.0,71.42,71.42,71.42,0.0,0.0
2017-02-12,71.35,71.35,71.35,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2017-02-19,71.63,71.63,71.63,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.63,71.63,71.63,0.0,0.0
2017-02-26,71.18,71.18,71.18,0.0,0.0,71.47,71.47,71.47,0.0,0.0,70.77,70.77,70.77,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2017-03-05,70.73,70.73,70.73,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2017-03-12,71.28,71.28,71.28,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.84,70.84,70.84,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2017-03-19,71.2,71.2,71.2,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2017-03-26,71.26,71.26,71.26,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.01,71.01,71.01,0.0,0.0,71.52,71.52,71.52,0.0,0.0
2017-04-02,71.53,71.53,71.53,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.39,71.39,71.39,0.0,0.0,71.54,71.54,71.54,0.0,0.0
2017-04-09,72.37,72.37,72.37,0.0,0.0,72.53,72.53,72.53,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2017-04-16,72.13,72.13,72.13,0.0,0.0,72.18,72.18,72.18,0.0,0.0,71.72,71.72,71.72,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2017-04-23,71.85,71.85,71.85,0.0,0.0,71.94,71.94,71.94,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2017-04-30,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0,71.59,71.59,71.59,0.0,0.0,72.05,72.05,72.05,0.0,0.0
2017-05-07,71.85,71.85,71.85,0.0,0.0,71.95,71.95,71.95,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-05-14,71.75,71.75,71.75,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2017-05-21,71.55,71.55,71.55,0.0,0.0,71.97,71.97,71.97,0.0,0.0,71.53,71.53,71.53,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2017-05-28,72.25,72.25,72.25,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.82,71.82,71.82,0.0,0.0,72.33,72.33,72.33,0.0,0.0
2017-06-04,71.5,71.5,71.5,0.0,0.0,71.87,71.87,71.87,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.87,71.87,71.87,0.0,0.0
2017-06-11,71.96,71.96,71.96,0.0,0.0,72.3,72.3,72.3,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2017-06-18,71.99,71.99,71.99,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2017-06-25,71.76,71.76,71.76,0.0,0.0,71.76,71.76,71.76,0.0,0.0,71.76,71.76,71.76,0.0,0.0,71.76,71.76,71.76,0.0,0.0
2017-07-02,71.5,71.5,71.5,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2017-07-09,71.69,71.69,71.69,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2017-07-16,71.91,71.91,71.91,0.0,0.0,72.41,72.41,72.41,0.0,0.0,71.91,71.91,71.91,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2017-07-23,71.89,71.89,71.89,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.82,71.82,71.82,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2017-07-30,71.89,71.89,71.89,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.89,71.89,71.89,0.0,0.0,72.25,72.25,72.25,0.0,0.0
2017-08-06,72.01,72.01,72.01,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.01,72.01,72.01,0.0,0.0,72.24,72.24,72.24,0.0,0.0
2017-08-13,72.42,72.42,72.42,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.02,72.02,72.02,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2017-08-20,72.83,72.83,72.83,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2017-08-27,72.34,72.34,72.34,0.0,0.0,72.92,72.92,72.92,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2017-09-03,73.32,73.32,73.32,0.0,0.0,73.83,73.83,73.83,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2017-09-10,73.02,73.02,73.02,0.0,0.0,73.41,73.41,73.41,0.0,0.0,72.9,72.9,72.9,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2017-09-17,73.84,73.84,73.84,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.11,73.11,73.11,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2017-09-24,72.78,72.78,72.78,0.0,0.0,73.11,73.11,73.11,0.0,0.0,72.73,72.73,72.73,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2017-10-01,72.98,72.98,72.98,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.7,72.7,72.7,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2017-10-08,73.24,73.24,73.24,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2017-10-15,73.35,73.35,73.35,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.03,73.03,73.03,0.0,0.0,73.16,73.16,73.16,0.0,0.0
2017-10-22,72.82,72.82,72.82,0.0,0.0,73.35,73.35,73.35,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2017-10-29,73.09,73.09,73.09,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.09,73.09,73.09,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2017-11-05,73.32,73.32,73.32,0.0,0.0,73.39,73.39,73.39,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.82,72.82,72.82,0.0,0.0
2017-11-12,72.82,72.82,72.82,0.0,0.0,73.29,73.29,73.29,0.0,0.0,72.82,72.82,72.82,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2017-11-19,72.53,72.53,72.53,0.0,0.0,72.92,72.92,72.92,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2017-11-26,72.79,72.79,72.79,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2017-12-03,73.0,73.0,73.0,0.0,0.0,73.22,73.22,73.22,0.0,0.0,72.9,72.9,72.9,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2017-12-10,72.75,72.75,72.75,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2017-12-17,73.12,73.12,73.12,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2017-12-24,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.94,72.94,72.94,0.0,0.0
2017-12-31,72.85,72.85,72.85,0.0,0.0,73.33,73.33,73.33,0.0,0.0,72.85,72.85,72.85,0.0,0.0,73.31,73.31,73.31,0.0,0.0
