Date,COST_stock_Open_average,COST_stock_Open_max,COST_stock_Open_min,COST_stock_Open_volatility,COST_stock_Open_change,COST_stock_High_average,COST_stock_High_max,COST_stock_High_min,COST_stock_High_volatility,COST_stock_High_change,COST_stock_Low_average,COST_stock_Low_max,COST_stock_Low_min,COST_stock_Low_volatility,COST_stock_Low_change,COST_stock_Close_average,COST_stock_Close_max,COST_stock_Close_min,COST_stock_Close_volatility,COST_stock_Close_change,COST_stock_Volume_average,COST_stock_Volume_max,COST_stock_Volume_min,COST_stock_Volume_volatility,COST_stock_Volume_change
2017-10-08,157.054,157.87,155.67,2.200000000000017,0.4099999999999966,158.428,160.08,157.36,2.719999999999999,2.3300000000000125,155.94,157.09,154.11,2.9799999999999898,2.9799999999999898,157.284,159.85,154.61,5.239999999999981,5.239999999999981,4707799,7028795,3596284,3432511,-3394302
2017-10-15,158.666,159.38,157.14,2.240000000000009,-0.4099999999999966,159.536,161.01,158.76,2.25,1.2099999999999795,157.742,158.51,157.0,1.509999999999991,0.18999999999999773,158.794,160.77,157.55,3.219999999999999,1.960000000000008,2973423,3993227,2426824,1566403,1539155
2017-10-22,161.254,162.46,160.8,1.6599999999999966,-0.04999999999998295,162.902,163.55,162.39,1.160000000000025,0.29000000000002046,160.73,161.0,160.58,0.4199999999999875,0.11999999999997613,162.27,162.46,162.04,0.4200000000000159,0.3400000000000034,3179207,3604739,2811210,793529,589283
2017-10-29,162.338,164.16,159.84,4.319999999999993,2.1699999999999875,163.836,167.07,161.27,5.799999999999983,5.069999999999993,161.374,163.78,159.47,4.310000000000002,4.310000000000002,163.078,166.44,160.23,6.210000000000008,6.210000000000008,2712556,3255662,2129364,1126298,561824
2017-11-05,166.71,168.44,165.2,3.240000000000009,2.6399999999999864,168.594,171.38,166.5,4.8799999999999955,4.789999999999992,166.14600000000002,168.08,164.6,3.480000000000018,3.1000000000000227,168.17000000000002,171.36,165.05,6.310000000000002,6.310000000000002,2424702,3494941,1917296,1577645,755799
2017-11-12,170.47,171.0,169.3,1.6999999999999886,0.0,171.838,173.09,170.73,2.3600000000000136,-0.8900000000000148,169.458,170.65,167.06,3.5900000000000034,0.0,170.772,171.46,169.0,2.460000000000008,-0.4800000000000182,2550245,4093280,1774662,2318618,-1992662
2017-11-19,172.5725,173.84,171.11,2.7299999999999898,1.2699999999999818,173.47,174.19,172.53,1.6599999999999966,0.6299999999999955,171.5,172.55,170.85,1.700000000000017,0.6500000000000057,172.45,173.42,171.62,1.799999999999983,-0.6599999999999966,1763723,2360153,789620,1570533,-1165413
2017-11-26,176.652,183.26,172.25,11.009999999999991,11.009999999999991,179.012,185.18,173.06,12.120000000000005,12.120000000000005,175.712,181.13,171.12,10.009999999999991,10.009999999999991,178.67000000000002,185.13,172.61,12.519999999999982,12.519999999999982,4301837,7716593,2346837,5369756,1687550
2017-12-03,187.56199999999998,189.67,186.51,3.1599999999999966,-0.4300000000000068,189.08,191.22,187.8,3.4199999999999875,-1.3499999999999943,186.084,186.85,185.51,1.3400000000000034,-0.6200000000000045,187.774,189.56,186.2,3.3600000000000136,-1.490000000000009,3307901,5774191,1772511,4001680,-4001680
2017-12-10,189.138,193.41,186.96,6.449999999999989,5.199999999999989,190.64600000000002,195.35,188.9,6.449999999999989,6.449999999999989,187.962,192.0,186.17,5.8300000000000125,4.960000000000008,188.94,192.73,186.53,6.199999999999989,3.869999999999976,4117753,8452891,1964094,6488797,6488797
2017-12-17,189.97,192.91,187.27,5.639999999999986,-5.359999999999985,190.498,194.35,187.48,6.8700000000000045,-6.8700000000000045,187.37,191.9,185.4,6.5,-5.930000000000007,188.316,192.31,186.63,5.680000000000007,-5.680000000000007,2866612,3959865,1078310,2881555,-2414030
2017-12-24,186.51749999999998,186.85,186.19,0.6599999999999966,0.27000000000001023,187.255,187.6,187.02,0.5799999999999841,0.2599999999999909,186.01,186.19,185.8,0.38999999999998636,-0.18999999999999773,186.3975,186.62,186.12,0.5,-0.4300000000000068,1335397,2028358,1017572,1010786,907916
2017-12-31,189.37,192.0,187.23,4.77000000000001,2.200000000000017,191.19,192.3,189.68,2.6200000000000045,-1.0,187.35,188.38,186.72,1.6599999999999966,-0.020000000000010232,188.9375,190.58,187.75,2.8300000000000125,-0.5699999999999932,3054633,3525786,2509344,1016442,309682
