Date,iShares Edge MSCI Min Vol EAFEEtf_Open_average,iShares Edge MSCI Min Vol EAFEEtf_Open_max,iShares Edge MSCI Min Vol EAFEEtf_Open_min,iShares Edge MSCI Min Vol EAFEEtf_Open_volatility,iShares Edge MSCI Min Vol EAFEEtf_Open_change,iShares Edge MSCI Min Vol EAFEEtf_High_average,iShares Edge MSCI Min Vol EAFEEtf_High_max,iShares Edge MSCI Min Vol EAFEEtf_High_min,iShares Edge MSCI Min Vol EAFEEtf_High_volatility,iShares Edge MSCI Min Vol EAFEEtf_High_change,iShares Edge MSCI Min Vol EAFEEtf_Low_average,iShares Edge MSCI Min Vol EAFEEtf_Low_max,iShares Edge MSCI Min Vol EAFEEtf_Low_min,iShares Edge MSCI Min Vol EAFEEtf_Low_volatility,iShares Edge MSCI Min Vol EAFEEtf_Low_change,iShares Edge MSCI Min Vol EAFEEtf_Close_average,iShares Edge MSCI Min Vol EAFEEtf_Close_max,iShares Edge MSCI Min Vol EAFEEtf_Close_min,iShares Edge MSCI Min Vol EAFEEtf_Close_volatility,iShares Edge MSCI Min Vol EAFEEtf_Close_change
2017-02-12,63.88,63.88,63.88,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2017-02-19,64.12,64.12,64.12,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2017-02-26,64.13,64.13,64.13,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2017-03-05,64.39,64.39,64.39,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2017-03-12,65.74,65.74,65.74,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2017-03-19,66.03,66.03,66.03,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.02,66.02,66.02,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2017-03-26,65.85,65.85,65.85,0.0,0.0,66.1,66.1,66.1,0.0,0.0,65.77,65.77,65.77,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2017-04-02,65.89,65.89,65.89,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2017-04-09,66.28,66.28,66.28,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2017-04-16,66.22,66.22,66.22,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2017-04-23,67.24,67.24,67.24,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2017-04-30,68.38,68.38,68.38,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2017-05-07,68.9,68.9,68.9,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2017-05-14,70.13,70.13,70.13,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.1,70.1,70.1,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2017-05-21,70.25,70.25,70.25,0.0,0.0,70.38,70.38,70.38,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2017-05-28,71.6,71.6,71.6,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2017-06-04,70.58,70.58,70.58,0.0,0.0,70.77,70.77,70.77,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2017-06-11,70.98,70.98,70.98,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.97,70.97,70.97,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2017-06-18,69.65,69.65,69.65,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.77,69.77,69.77,0.0,0.0
2017-06-25,69.36,69.36,69.36,0.0,0.0,69.44,69.44,69.44,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2017-07-02,68.23,68.23,68.23,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.11,68.11,68.11,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2017-07-09,69.5,69.5,69.5,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2017-07-16,70.31,70.31,70.31,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2017-07-23,70.1,70.1,70.1,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2017-07-30,71.06,71.06,71.06,0.0,0.0,71.09,71.09,71.09,0.0,0.0,70.79,70.79,70.79,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2017-08-06,70.0,70.0,70.0,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2017-08-13,70.28,70.28,70.28,0.0,0.0,70.36,70.36,70.36,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2017-08-20,70.46,70.46,70.46,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2017-08-27,71.2,71.2,71.2,0.0,0.0,71.23,71.23,71.23,0.0,0.0,70.95,70.95,70.95,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2017-09-03,71.59,71.59,71.59,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2017-09-10,71.16,71.16,71.16,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.01,71.01,71.01,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2017-09-17,71.0,71.0,71.0,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2017-09-24,70.88,70.88,70.88,0.0,0.0,71.11,71.11,71.11,0.0,0.0,70.7,70.7,70.7,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2017-10-01,70.8,70.8,70.8,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.7,70.7,70.7,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2017-10-08,72.63,72.63,72.63,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.39,72.39,72.39,0.0,0.0
2017-10-15,71.9,71.9,71.9,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2017-10-22,71.35,71.35,71.35,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2017-10-29,71.58,71.58,71.58,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.39,71.39,71.39,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2017-11-05,71.49,71.49,71.49,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.56,71.56,71.56,0.0,0.0
2017-11-12,71.47,71.47,71.47,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2017-11-19,72.65,72.65,72.65,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.57,72.57,72.57,0.0,0.0
2017-11-26,72.65,72.65,72.65,0.0,0.0,72.79,72.79,72.79,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2017-12-03,72.66,72.66,72.66,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.69,72.69,72.69,0.0,0.0
2017-12-10,72.75,72.75,72.75,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2017-12-17,72.38,72.38,72.38,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2017-12-24,73.17,73.17,73.17,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2017-12-31,73.93,73.93,73.93,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.86,73.86,73.86,0.0,0.0,74.08,74.08,74.08,0.0,0.0
