Date,ProShares Ultra Silver_etf_Open_average,ProShares Ultra Silver_etf_Open_max,ProShares Ultra Silver_etf_Open_min,ProShares Ultra Silver_etf_Open_volatility,ProShares Ultra Silver_etf_Open_change,ProShares Ultra Silver_etf_High_average,ProShares Ultra Silver_etf_High_max,ProShares Ultra Silver_etf_High_min,ProShares Ultra Silver_etf_High_volatility,ProShares Ultra Silver_etf_High_change,ProShares Ultra Silver_etf_Low_average,ProShares Ultra Silver_etf_Low_max,ProShares Ultra Silver_etf_Low_min,ProShares Ultra Silver_etf_Low_volatility,ProShares Ultra Silver_etf_Low_change,ProShares Ultra Silver_etf_Close_average,ProShares Ultra Silver_etf_Close_max,ProShares Ultra Silver_etf_Close_min,ProShares Ultra Silver_etf_Close_volatility,ProShares Ultra Silver_etf_Close_change
2016-10-23,40.83,40.83,40.83,0.0,0.0,41.66,41.66,41.66,0.0,0.0,40.34,40.34,40.34,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2016-10-30,43.86,43.86,43.86,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2016-11-06,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2016-11-13,35.51,35.51,35.51,0.0,0.0,35.7,35.7,35.7,0.0,0.0,34.64,34.64,34.64,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2016-11-20,35.09,35.09,35.09,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2016-11-27,34.97,34.97,34.97,0.0,0.0,36.06,36.06,36.06,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2016-12-04,37.09,37.09,37.09,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2016-12-11,32.71,32.71,32.71,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2016-12-18,31.58,31.58,31.58,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2016-12-25,33.32,33.32,33.32,0.0,0.0,33.46,33.46,33.46,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2017-01-01,34.15,34.15,34.15,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2017-01-08,35.15,35.15,35.15,0.0,0.0,35.77,35.77,35.77,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2017-01-15,36.54,36.54,36.54,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2017-01-22,35.41,35.41,35.41,0.0,0.0,37.46,37.46,37.46,0.0,0.0,35.29,35.29,35.29,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2017-01-29,38.1,38.1,38.1,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2017-02-05,39.2,39.2,39.2,0.0,0.0,40.75,40.75,40.75,0.0,0.0,39.2,39.2,39.2,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2017-02-12,40.64,40.64,40.64,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2017-02-19,42.07,42.07,42.07,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.74,41.74,41.74,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2017-02-26,39.26,39.26,39.26,0.0,0.0,40.39,40.39,40.39,0.0,0.0,38.96,38.96,38.96,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-03-05,35.86,35.86,35.86,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.59,35.59,35.59,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2017-03-12,37.47,37.47,37.47,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2017-03-19,38.74,38.74,38.74,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2017-03-26,41.23,41.23,41.23,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2017-04-02,41.93,41.93,41.93,0.0,0.0,42.04,42.04,42.04,0.0,0.0,39.61,39.61,39.61,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2017-04-09,42.67,42.67,42.67,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2017-04-16,39.84,39.84,39.84,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2017-04-23,36.75,36.75,36.75,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2017-04-30,32.85,32.85,32.85,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.55,32.55,32.55,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2017-05-07,33.46,33.46,33.46,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2017-05-14,34.99,34.99,34.99,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.58,34.58,34.58,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-05-21,36.95,36.95,36.95,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2017-05-28,37.24,37.24,37.24,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2017-06-04,36.44,36.44,36.44,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2017-06-11,34.25,34.25,34.25,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-06-18,34.32,34.32,34.32,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2017-06-25,33.82,33.82,33.82,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2017-07-02,30.65,30.65,30.65,0.0,0.0,30.7,30.7,30.7,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2017-07-09,31.36,31.36,31.36,0.0,0.0,31.53,31.53,31.53,0.0,0.0,30.7,30.7,30.7,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2017-07-16,32.92,32.92,32.92,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2017-07-23,33.74,33.74,33.74,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2017-07-30,32.75,32.75,32.75,0.0,0.0,32.8,32.8,32.8,0.0,0.0,31.79,31.79,31.79,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2017-08-06,35.03,35.03,35.03,0.0,0.0,35.43,35.43,35.43,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-08-13,35.41,35.41,35.41,0.0,0.0,35.6,35.6,35.6,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2017-08-20,35.44,35.44,35.44,0.0,0.0,35.46,35.46,35.46,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-08-27,37.6,37.6,37.6,0.0,0.0,37.87,37.87,37.87,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2017-09-03,39.4,39.4,39.4,0.0,0.0,39.44,39.44,39.44,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-09-10,37.52,37.52,37.52,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2017-09-17,34.36,34.36,34.36,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2017-09-24,33.76,33.76,33.76,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2017-10-01,32.8,32.8,32.8,0.0,0.0,33.97,33.97,33.97,0.0,0.0,31.88,31.88,31.88,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2017-10-08,35.86,35.86,35.86,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2017-10-15,35.01,35.01,35.01,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2017-10-22,33.1,33.1,33.1,0.0,0.0,33.85,33.85,33.85,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-10-29,35.06,35.06,35.06,0.0,0.0,35.17,35.17,35.17,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2017-11-05,34.58,34.58,34.58,0.0,0.0,34.75,34.75,34.75,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-11-12,34.7,34.7,34.7,0.0,0.0,35.88,35.88,35.88,0.0,0.0,34.59,34.59,34.59,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2017-11-19,34.43,34.43,34.43,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2017-11-26,31.57,31.57,31.57,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.27,31.27,31.27,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-12-03,29.57,29.57,29.57,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-12-10,30.55,30.55,30.55,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2017-12-17,31.3,31.3,31.3,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2017-12-24,34.13,34.13,34.13,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-12-31,34.63,34.63,34.63,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.84,34.84,34.84,0.0,0.0
