Date,iShares Global Consumer DiscretionaryEtf_Open_average,iShares Global Consumer DiscretionaryEtf_Open_max,iShares Global Consumer DiscretionaryEtf_Open_min,iShares Global Consumer DiscretionaryEtf_Open_volatility,iShares Global Consumer DiscretionaryEtf_Open_change,iShares Global Consumer DiscretionaryEtf_High_average,iShares Global Consumer DiscretionaryEtf_High_max,iShares Global Consumer DiscretionaryEtf_High_min,iShares Global Consumer DiscretionaryEtf_High_volatility,iShares Global Consumer DiscretionaryEtf_High_change,iShares Global Consumer DiscretionaryEtf_Low_average,iShares Global Consumer DiscretionaryEtf_Low_max,iShares Global Consumer DiscretionaryEtf_Low_min,iShares Global Consumer DiscretionaryEtf_Low_volatility,iShares Global Consumer DiscretionaryEtf_Low_change,iShares Global Consumer DiscretionaryEtf_Close_average,iShares Global Consumer DiscretionaryEtf_Close_max,iShares Global Consumer DiscretionaryEtf_Close_min,iShares Global Consumer DiscretionaryEtf_Close_volatility,iShares Global Consumer DiscretionaryEtf_Close_change
2016-04-03,86.99,86.99,86.99,0.0,0.0,86.99,86.99,86.99,0.0,0.0,86.42,86.42,86.42,0.0,0.0,86.61,86.61,86.61,0.0,0.0
2016-04-10,88.49,88.49,88.49,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.17,88.17,88.17,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2016-04-17,88.85,88.85,88.85,0.0,0.0,89.23,89.23,89.23,0.0,0.0,88.59,88.59,88.59,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2016-04-24,88.28,88.28,88.28,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.72,87.72,87.72,0.0,0.0,88.24,88.24,88.24,0.0,0.0
2016-05-01,87.05,87.05,87.05,0.0,0.0,87.72,87.72,87.72,0.0,0.0,86.97,86.97,86.97,0.0,0.0,87.72,87.72,87.72,0.0,0.0
2016-05-08,87.4,87.4,87.4,0.0,0.0,87.47,87.47,87.47,0.0,0.0,86.6,86.6,86.6,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2016-05-15,86.01,86.01,86.01,0.0,0.0,86.69,86.69,86.69,0.0,0.0,85.98,85.98,85.98,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2016-05-22,88.04,88.04,88.04,0.0,0.0,88.36,88.36,88.36,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.09,88.09,88.09,0.0,0.0
2016-05-29,87.86,87.86,87.86,0.0,0.0,88.28,88.28,88.28,0.0,0.0,87.64,87.64,87.64,0.0,0.0,88.22,88.22,88.22,0.0,0.0
2016-06-05,87.04,87.04,87.04,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2016-06-12,86.05,86.05,86.05,0.0,0.0,86.35,86.35,86.35,0.0,0.0,85.94,85.94,85.94,0.0,0.0,86.21,86.21,86.21,0.0,0.0
2016-06-19,83.45,83.45,83.45,0.0,0.0,84.58,84.58,84.58,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.13,83.13,83.13,0.0,0.0
2016-06-26,85.0,85.0,85.0,0.0,0.0,85.38,85.38,85.38,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.23,85.23,85.23,0.0,0.0
2016-07-03,85.22,85.22,85.22,0.0,0.0,86.02,86.02,86.02,0.0,0.0,85.22,85.22,85.22,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2016-07-10,88.17,88.17,88.17,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2016-07-17,88.21,88.21,88.21,0.0,0.0,88.44,88.44,88.44,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2016-07-24,89.2,89.2,89.2,0.0,0.0,89.54,89.54,89.54,0.0,0.0,89.09,89.09,89.09,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2016-07-31,89.17,89.17,89.17,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.17,89.17,89.17,0.0,0.0,89.7,89.7,89.7,0.0,0.0
2016-08-07,90.86,90.86,90.86,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.66,90.66,90.66,0.0,0.0
2016-08-14,90.18,90.18,90.18,0.0,0.0,90.59,90.59,90.59,0.0,0.0,90.18,90.18,90.18,0.0,0.0,90.56,90.56,90.56,0.0,0.0
2016-08-21,90.16,90.16,90.16,0.0,0.0,90.5,90.5,90.5,0.0,0.0,89.43,89.43,89.43,0.0,0.0,89.65,89.65,89.65,0.0,0.0
2016-08-28,90.55,90.55,90.55,0.0,0.0,90.63,90.63,90.63,0.0,0.0,90.23,90.23,90.23,0.0,0.0,90.39,90.39,90.39,0.0,0.0
2016-09-04,89.5,89.5,89.5,0.0,0.0,89.72,89.72,89.72,0.0,0.0,88.33,88.33,88.33,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2016-09-11,87.53,87.53,87.53,0.0,0.0,87.61,87.61,87.61,0.0,0.0,87.39,87.39,87.39,0.0,0.0,87.54,87.54,87.54,0.0,0.0
2016-09-18,89.31,89.31,89.31,0.0,0.0,89.6,89.6,89.6,0.0,0.0,89.31,89.31,89.31,0.0,0.0,89.47,89.47,89.47,0.0,0.0
2016-09-25,88.89,88.89,88.89,0.0,0.0,89.67,89.67,89.67,0.0,0.0,88.89,88.89,88.89,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2016-10-02,89.49,89.49,89.49,0.0,0.0,89.49,89.49,89.49,0.0,0.0,88.84,88.84,88.84,0.0,0.0,89.11,89.11,89.11,0.0,0.0
2016-10-09,88.91,88.91,88.91,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.46,88.46,88.46,0.0,0.0,88.46,88.46,88.46,0.0,0.0
2016-10-16,88.13,88.13,88.13,0.0,0.0,88.97,88.97,88.97,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.96,88.96,88.96,0.0,0.0
2016-10-23,87.61,87.61,87.61,0.0,0.0,88.23,88.23,88.23,0.0,0.0,87.61,87.61,87.61,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2016-10-30,86.22,86.22,86.22,0.0,0.0,86.52,86.52,86.52,0.0,0.0,85.89,85.89,85.89,0.0,0.0,85.89,85.89,85.89,0.0,0.0
2016-11-06,87.68,87.68,87.68,0.0,0.0,87.89,87.89,87.89,0.0,0.0,87.43,87.43,87.43,0.0,0.0,87.75,87.75,87.75,0.0,0.0
2016-11-13,89.31,89.31,89.31,0.0,0.0,89.31,89.31,89.31,0.0,0.0,88.99,88.99,88.99,0.0,0.0,89.04,89.04,89.04,0.0,0.0
2016-11-20,90.52,90.52,90.52,0.0,0.0,90.76,90.76,90.76,0.0,0.0,90.52,90.52,90.52,0.0,0.0,90.73,90.73,90.73,0.0,0.0
2016-11-27,89.73,89.73,89.73,0.0,0.0,89.79,89.79,89.79,0.0,0.0,89.36,89.36,89.36,0.0,0.0,89.47,89.47,89.47,0.0,0.0
2016-12-04,92.55,92.55,92.55,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.41,92.41,92.41,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2016-12-11,92.32,92.32,92.32,0.0,0.0,92.32,92.32,92.32,0.0,0.0,91.67,91.67,91.67,0.0,0.0,91.93,91.93,91.93,0.0,0.0
2016-12-18,91.3,91.3,91.3,0.0,0.0,91.3,91.3,91.3,0.0,0.0,91.08,91.08,91.08,0.0,0.0,91.26,91.26,91.26,0.0,0.0
2016-12-25,91.01,91.01,91.01,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.16,90.16,90.16,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2017-01-01,91.51,91.51,91.51,0.0,0.0,92.33,92.33,92.33,0.0,0.0,91.43,91.43,91.43,0.0,0.0,92.16,92.16,92.16,0.0,0.0
2017-01-08,93.07,93.07,93.07,0.0,0.0,93.07,93.07,93.07,0.0,0.0,92.78,92.78,92.78,0.0,0.0,92.91,92.91,92.91,0.0,0.0
2017-01-15,92.69,92.69,92.69,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.42,92.42,92.42,0.0,0.0,92.59,92.59,92.59,0.0,0.0
2017-01-22,93.63,93.63,93.63,0.0,0.0,93.63,93.63,93.63,0.0,0.0,93.24,93.24,93.24,0.0,0.0,93.51,93.51,93.51,0.0,0.0
2017-01-29,92.89,92.89,92.89,0.0,0.0,93.01,93.01,93.01,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.93,92.93,92.93,0.0,0.0
2017-02-05,93.26,93.26,93.26,0.0,0.0,93.7,93.7,93.7,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.61,93.61,93.61,0.0,0.0
2017-02-12,93.94,93.94,93.94,0.0,0.0,94.31,94.31,94.31,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.27,94.27,94.27,0.0,0.0
2017-02-19,94.17,94.17,94.17,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.17,94.17,94.17,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2017-02-26,95.0,95.0,95.0,0.0,0.0,95.04,95.04,95.04,0.0,0.0,94.47,94.47,94.47,0.0,0.0,94.76,94.76,94.76,0.0,0.0
2017-03-05,95.29,95.29,95.29,0.0,0.0,95.36,95.36,95.36,0.0,0.0,94.85,94.85,94.85,0.0,0.0,95.01,95.01,95.01,0.0,0.0
2017-03-12,96.28,96.28,96.28,0.0,0.0,96.28,96.28,96.28,0.0,0.0,96.0,96.0,96.0,0.0,0.0,96.02,96.02,96.02,0.0,0.0
2017-03-19,95.27,95.27,95.27,0.0,0.0,95.64,95.64,95.64,0.0,0.0,95.13,95.13,95.13,0.0,0.0,95.13,95.13,95.13,0.0,0.0
2017-03-26,96.5,96.5,96.5,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.47,96.47,96.47,0.0,0.0,96.48,96.48,96.48,0.0,0.0
2017-04-02,95.82,95.82,95.82,0.0,0.0,95.82,95.82,95.82,0.0,0.0,95.49,95.49,95.49,0.0,0.0,95.49,95.49,95.49,0.0,0.0
2017-04-09,95.57,95.57,95.57,0.0,0.0,95.67,95.67,95.67,0.0,0.0,95.1,95.1,95.1,0.0,0.0,95.13,95.13,95.13,0.0,0.0
2017-04-16,96.75,96.75,96.75,0.0,0.0,96.75,96.75,96.75,0.0,0.0,96.42,96.42,96.42,0.0,0.0,96.64,96.64,96.64,0.0,0.0
2017-04-23,99.75,99.75,99.75,0.0,0.0,99.75,99.75,99.75,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.23,99.23,99.23,0.0,0.0
2017-04-30,99.6,99.6,99.6,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.6,99.6,99.6,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2017-05-07,99.48,99.48,99.48,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2017-05-14,99.05,99.05,99.05,0.0,0.0,99.59,99.59,99.59,0.0,0.0,98.94,98.94,98.94,0.0,0.0,99.49,99.49,99.49,0.0,0.0
2017-05-21,100.2,100.2,100.2,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.23,100.23,100.23,0.0,0.0
2017-05-28,101.81,101.81,101.81,0.0,0.0,102.24,102.24,102.24,0.0,0.0,101.81,101.81,101.81,0.0,0.0,102.21,102.21,102.21,0.0,0.0
2017-06-04,100.31,100.31,100.31,0.0,0.0,100.42,100.42,100.42,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.91,99.91,99.91,0.0,0.0
2017-06-11,99.98,99.98,99.98,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2017-06-18,98.77,98.77,98.77,0.0,0.0,98.97,98.97,98.97,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2017-06-25,98.81,98.81,98.81,0.0,0.0,99.14,99.14,99.14,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.97,98.97,98.97,0.0,0.0
2017-07-02,97.91,97.91,97.91,0.0,0.0,98.55,98.55,98.55,0.0,0.0,97.91,97.91,97.91,0.0,0.0,98.44,98.44,98.44,0.0,0.0
2017-07-09,99.7,99.7,99.7,0.0,0.0,99.88,99.88,99.88,0.0,0.0,99.62,99.62,99.62,0.0,0.0,99.81,99.81,99.81,0.0,0.0
2017-07-16,100.34,100.34,100.34,0.0,0.0,100.63,100.63,100.63,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.63,100.63,100.63,0.0,0.0
2017-07-23,100.74,100.74,100.74,0.0,0.0,100.94,100.94,100.94,0.0,0.0,100.49,100.49,100.49,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2017-07-30,101.26,101.26,101.26,0.0,0.0,101.38,101.38,101.38,0.0,0.0,100.97,100.97,100.97,0.0,0.0,101.36,101.36,101.36,0.0,0.0
2017-08-06,99.48,99.48,99.48,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.48,99.48,99.48,0.0,0.0,99.65,99.65,99.65,0.0,0.0
2017-08-13,98.73,98.73,98.73,0.0,0.0,98.73,98.73,98.73,0.0,0.0,98.43,98.43,98.43,0.0,0.0,98.62,98.62,98.62,0.0,0.0
2017-08-20,98.97,98.97,98.97,0.0,0.0,99.22,99.22,99.22,0.0,0.0,98.87,98.87,98.87,0.0,0.0,99.05,99.05,99.05,0.0,0.0
2017-08-27,100.01,100.01,100.01,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.04,100.04,100.04,0.0,0.0
2017-09-03,100.44,100.44,100.44,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.04,100.04,100.04,0.0,0.0,100.05,100.05,100.05,0.0,0.0
2017-09-10,101.3,101.3,101.3,0.0,0.0,101.4,101.4,101.4,0.0,0.0,101.15,101.15,101.15,0.0,0.0,101.19,101.19,101.19,0.0,0.0
2017-09-17,101.28,101.28,101.28,0.0,0.0,101.63,101.63,101.63,0.0,0.0,101.28,101.28,101.28,0.0,0.0,101.52,101.52,101.52,0.0,0.0
2017-09-24,101.63,101.63,101.63,0.0,0.0,101.86,101.86,101.86,0.0,0.0,101.59,101.59,101.59,0.0,0.0,101.83,101.83,101.83,0.0,0.0
2017-10-01,102.84,102.84,102.84,0.0,0.0,103.17,103.17,103.17,0.0,0.0,102.84,102.84,102.84,0.0,0.0,103.07,103.07,103.07,0.0,0.0
2017-10-08,103.3,103.3,103.3,0.0,0.0,103.35,103.35,103.35,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.22,103.22,103.22,0.0,0.0
2017-10-15,103.05,103.05,103.05,0.0,0.0,103.13,103.13,103.13,0.0,0.0,102.9,102.9,102.9,0.0,0.0,102.98,102.98,102.98,0.0,0.0
2017-10-22,103.57,103.57,103.57,0.0,0.0,103.79,103.79,103.79,0.0,0.0,103.57,103.57,103.57,0.0,0.0,103.77,103.77,103.77,0.0,0.0
2017-10-29,104.05,104.05,104.05,0.0,0.0,104.32,104.32,104.32,0.0,0.0,104.05,104.05,104.05,0.0,0.0,104.32,104.32,104.32,0.0,0.0
2017-11-05,103.74,103.74,103.74,0.0,0.0,104.12,104.12,104.12,0.0,0.0,103.74,103.74,103.74,0.0,0.0,104.05,104.05,104.05,0.0,0.0
2017-11-12,104.73,104.73,104.73,0.0,0.0,104.98,104.98,104.98,0.0,0.0,104.73,104.73,104.73,0.0,0.0,104.8,104.8,104.8,0.0,0.0
2017-11-19,106.39,106.39,106.39,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.44,106.44,106.44,0.0,0.0
2017-11-26,107.26,107.26,107.26,0.0,0.0,107.76,107.76,107.76,0.0,0.0,106.55,106.55,106.55,0.0,0.0,107.48,107.48,107.48,0.0,0.0
2017-12-03,108.08,108.08,108.08,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.19,108.19,108.19,0.0,0.0
2017-12-10,108.75,108.75,108.75,0.0,0.0,108.98,108.98,108.98,0.0,0.0,108.47,108.47,108.47,0.0,0.0,108.8,108.8,108.8,0.0,0.0
2017-12-17,109.43,109.43,109.43,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.64,109.64,109.64,0.0,0.0
2017-12-24,109.89,109.89,109.89,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.39,109.39,109.39,0.0,0.0
2017-12-31,112.32,112.32,112.32,0.0,0.0,112.73,112.73,112.73,0.0,0.0,112.32,112.32,112.32,0.0,0.0,112.73,112.73,112.73,0.0,0.0
