Date,iShares Core Aggressive Allocation_etf_Open_average,iShares Core Aggressive Allocation_etf_Open_max,iShares Core Aggressive Allocation_etf_Open_min,iShares Core Aggressive Allocation_etf_Open_volatility,iShares Core Aggressive Allocation_etf_Open_change,iShares Core Aggressive Allocation_etf_High_average,iShares Core Aggressive Allocation_etf_High_max,iShares Core Aggressive Allocation_etf_High_min,iShares Core Aggressive Allocation_etf_High_volatility,iShares Core Aggressive Allocation_etf_High_change,iShares Core Aggressive Allocation_etf_Low_average,iShares Core Aggressive Allocation_etf_Low_max,iShares Core Aggressive Allocation_etf_Low_min,iShares Core Aggressive Allocation_etf_Low_volatility,iShares Core Aggressive Allocation_etf_Low_change,iShares Core Aggressive Allocation_etf_Close_average,iShares Core Aggressive Allocation_etf_Close_max,iShares Core Aggressive Allocation_etf_Close_min,iShares Core Aggressive Allocation_etf_Close_volatility,iShares Core Aggressive Allocation_etf_Close_change
2016-03-13,45.19,45.19,45.19,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-03-20,44.45,44.45,44.45,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2016-03-27,44.93,44.93,44.93,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2016-04-03,44.94,44.94,44.94,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2016-04-10,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2016-04-17,46.08,46.08,46.08,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2016-04-24,45.7,45.7,45.7,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2016-05-01,44.95,44.95,44.95,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-05-08,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2016-05-15,44.96,44.96,44.96,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2016-05-22,45.87,45.87,45.87,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2016-05-29,45.95,45.95,45.95,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2016-06-05,45.92,45.92,45.92,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2016-06-12,45.31,45.31,45.31,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2016-06-19,44.42,44.42,44.42,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2016-06-26,45.71,45.71,45.71,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2016-07-03,45.42,45.42,45.42,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2016-07-10,46.6,46.6,46.6,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2016-07-17,46.47,46.47,46.47,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2016-07-24,46.82,46.82,46.82,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2016-07-31,46.88,46.88,46.88,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2016-08-07,47.56,47.56,47.56,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2016-08-14,47.32,47.32,47.32,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2016-08-21,47.5,47.5,47.5,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2016-08-28,47.48,47.48,47.48,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-09-04,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2016-09-11,46.64,46.64,46.64,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2016-09-18,47.55,47.55,47.55,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2016-09-25,47.33,47.33,47.33,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2016-10-02,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.84,46.84,46.84,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2016-10-09,46.73,46.73,46.73,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2016-10-16,46.65,46.65,46.65,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2016-10-23,46.6,46.6,46.6,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2016-10-30,45.91,45.91,45.91,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2016-11-06,46.27,46.27,46.27,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2016-11-13,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2016-11-20,46.91,46.91,46.91,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-11-27,46.57,46.57,46.57,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2016-12-04,47.73,47.73,47.73,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2016-12-11,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2016-12-18,47.61,47.61,47.61,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2016-12-25,47.37,47.37,47.37,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2017-01-01,47.95,47.95,47.95,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2017-01-08,48.04,48.04,48.04,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2017-01-15,47.88,47.88,47.88,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-01-22,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2017-01-29,48.53,48.53,48.53,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2017-02-05,48.75,48.75,48.75,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2017-02-12,49.17,49.17,49.17,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2017-02-19,49.38,49.38,49.38,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-02-26,49.58,49.58,49.58,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2017-03-05,49.42,49.42,49.42,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-03-12,50.0,50.0,50.0,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2017-03-19,49.76,49.76,49.76,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2017-03-26,49.91,49.91,49.91,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2017-04-02,49.71,49.71,49.71,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-04-09,49.61,49.61,49.61,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2017-04-16,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-04-23,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2017-04-30,50.87,50.87,50.87,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2017-05-07,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.86,50.86,50.86,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2017-05-14,50.98,50.98,50.98,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-05-21,51.51,51.51,51.51,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2017-05-28,52.03,52.03,52.03,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2017-06-04,51.89,51.89,51.89,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2017-06-11,51.83,51.83,51.83,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2017-06-18,51.82,51.82,51.82,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2017-06-25,51.86,51.86,51.86,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2017-07-02,51.12,51.12,51.12,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-07-09,52.08,52.08,52.08,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2017-07-16,52.4,52.4,52.4,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2017-07-23,52.47,52.47,52.47,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2017-07-30,52.68,52.68,52.68,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2017-08-06,51.89,51.89,51.89,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2017-08-13,51.92,51.92,51.92,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2017-08-20,52.35,52.35,52.35,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2017-08-27,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2017-09-03,52.82,52.82,52.82,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2017-09-10,53.27,53.27,53.27,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2017-09-17,53.34,53.34,53.34,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2017-09-24,53.42,53.42,53.42,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2017-10-01,53.69,53.69,53.69,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2017-10-08,54.27,54.27,54.27,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2017-10-15,54.27,54.27,54.27,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2017-10-22,54.17,54.17,54.17,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2017-10-29,54.5,54.5,54.5,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2017-11-05,54.32,54.32,54.32,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2017-11-12,54.4,54.4,54.4,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2017-11-19,55.0,55.0,55.0,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2017-11-26,55.17,55.17,55.17,0.0,0.0,55.24,55.24,55.24,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2017-12-03,55.15,55.15,55.15,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2017-12-10,55.29,55.29,55.29,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2017-12-17,55.77,55.77,55.77,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2017-12-24,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2017-12-31,54.88,54.88,54.88,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.79,54.79,54.79,0.0,0.0,55.04,55.04,55.04,0.0,0.0
