Date,iShares GNMA BondEtf_Open_average,iShares GNMA BondEtf_Open_max,iShares GNMA BondEtf_Open_min,iShares GNMA BondEtf_Open_volatility,iShares GNMA BondEtf_Open_change,iShares GNMA BondEtf_High_average,iShares GNMA BondEtf_High_max,iShares GNMA BondEtf_High_min,iShares GNMA BondEtf_High_volatility,iShares GNMA BondEtf_High_change,iShares GNMA BondEtf_Low_average,iShares GNMA BondEtf_Low_max,iShares GNMA BondEtf_Low_min,iShares GNMA BondEtf_Low_volatility,iShares GNMA BondEtf_Low_change,iShares GNMA BondEtf_Close_average,iShares GNMA BondEtf_Close_max,iShares GNMA BondEtf_Close_min,iShares GNMA BondEtf_Close_volatility,iShares GNMA BondEtf_Close_change
2016-08-14,51.12,51.12,51.12,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2016-08-21,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-08-28,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2016-09-04,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2016-09-11,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2016-09-18,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2016-09-25,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-10-02,50.97,50.97,50.97,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2016-10-09,50.88,50.88,50.88,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2016-10-16,50.97,50.97,50.97,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-10-23,50.91,50.91,50.91,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2016-10-30,50.79,50.79,50.79,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2016-11-06,50.48,50.48,50.48,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2016-11-13,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2016-11-20,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2016-11-27,49.87,49.87,49.87,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-12-04,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2016-12-11,49.42,49.42,49.42,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2016-12-18,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2016-12-25,49.74,49.74,49.74,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-01-01,49.85,49.85,49.85,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2017-01-08,49.76,49.76,49.76,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2017-01-15,49.59,49.59,49.59,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2017-01-22,49.63,49.63,49.63,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-01-29,49.72,49.72,49.72,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-02-05,49.81,49.81,49.81,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-02-12,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2017-02-19,50.0,50.0,50.0,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.91,49.91,49.91,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-02-26,49.4,49.4,49.4,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2017-03-05,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-03-12,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2017-03-19,49.61,49.61,49.61,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-03-26,49.62,49.62,49.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-04-02,49.87,49.87,49.87,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-04-09,49.9,49.9,49.9,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2017-04-16,49.97,49.97,49.97,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2017-04-23,49.81,49.81,49.81,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2017-04-30,49.79,49.79,49.79,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-05-07,49.78,49.78,49.78,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2017-05-14,49.94,49.94,49.94,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2017-05-21,49.98,49.98,49.98,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-05-28,50.11,50.11,50.11,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2017-06-04,49.92,49.92,49.92,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-06-11,49.97,49.97,49.97,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-06-18,49.96,49.96,49.96,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-06-25,49.8,49.8,49.8,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-07-02,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-07-09,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2017-07-16,49.72,49.72,49.72,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-07-23,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-07-30,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2017-08-06,49.86,49.86,49.86,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2017-08-13,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2017-08-20,49.86,49.86,49.86,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2017-08-27,49.92,49.92,49.92,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-09-03,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2017-09-10,49.97,49.97,49.97,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-09-17,49.88,49.88,49.88,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-09-24,50.06,50.06,50.06,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2017-10-01,49.75,49.75,49.75,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2017-10-08,49.87,49.87,49.87,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2017-10-15,49.68,49.68,49.68,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-10-22,49.68,49.68,49.68,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-10-29,49.77,49.77,49.77,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2017-11-05,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2017-11-12,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-11-19,49.76,49.76,49.76,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-11-26,49.42,49.42,49.42,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2017-12-03,49.54,49.54,49.54,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-12-10,49.69,49.69,49.69,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2017-12-17,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2017-12-24,49.46,49.46,49.46,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2017-12-31,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.52,49.52,49.52,0.0,0.0
