Date,iShares Morningstar Mid-Cap ValueEtf_Open_average,iShares Morningstar Mid-Cap ValueEtf_Open_max,iShares Morningstar Mid-Cap ValueEtf_Open_min,iShares Morningstar Mid-Cap ValueEtf_Open_volatility,iShares Morningstar Mid-Cap ValueEtf_Open_change,iShares Morningstar Mid-Cap ValueEtf_High_average,iShares Morningstar Mid-Cap ValueEtf_High_max,iShares Morningstar Mid-Cap ValueEtf_High_min,iShares Morningstar Mid-Cap ValueEtf_High_volatility,iShares Morningstar Mid-Cap ValueEtf_High_change,iShares Morningstar Mid-Cap ValueEtf_Low_average,iShares Morningstar Mid-Cap ValueEtf_Low_max,iShares Morningstar Mid-Cap ValueEtf_Low_min,iShares Morningstar Mid-Cap ValueEtf_Low_volatility,iShares Morningstar Mid-Cap ValueEtf_Low_change,iShares Morningstar Mid-Cap ValueEtf_Close_average,iShares Morningstar Mid-Cap ValueEtf_Close_max,iShares Morningstar Mid-Cap ValueEtf_Close_min,iShares Morningstar Mid-Cap ValueEtf_Close_volatility,iShares Morningstar Mid-Cap ValueEtf_Close_change
2016-06-05,127.69,127.69,127.69,0.0,0.0,128.05,128.05,128.05,0.0,0.0,127.06,127.06,127.06,0.0,0.0,127.41,127.41,127.41,0.0,0.0
2016-06-12,126.12,126.12,126.12,0.0,0.0,126.43,126.43,126.43,0.0,0.0,125.97,125.97,125.97,0.0,0.0,126.39,126.39,126.39,0.0,0.0
2016-06-19,124.2,124.2,124.2,0.0,0.0,126.25,126.25,126.25,0.0,0.0,123.55,123.55,123.55,0.0,0.0,123.55,123.55,123.55,0.0,0.0
2016-06-26,126.22,126.22,126.22,0.0,0.0,127.21,127.21,127.21,0.0,0.0,126.22,126.22,126.22,0.0,0.0,126.9,126.9,126.9,0.0,0.0
2016-07-03,126.38,126.38,126.38,0.0,0.0,127.57,127.57,127.57,0.0,0.0,126.38,126.38,126.38,0.0,0.0,127.32,127.32,127.32,0.0,0.0
2016-07-10,130.9,130.9,130.9,0.0,0.0,131.19,131.19,131.19,0.0,0.0,130.49,130.49,130.49,0.0,0.0,130.67,130.67,130.67,0.0,0.0
2016-07-17,130.28,130.28,130.28,0.0,0.0,130.94,130.94,130.94,0.0,0.0,130.28,130.28,130.28,0.0,0.0,130.94,130.94,130.94,0.0,0.0
2016-07-24,130.6,130.6,130.6,0.0,0.0,131.17,131.17,131.17,0.0,0.0,129.87,129.87,129.87,0.0,0.0,131.14,131.14,131.14,0.0,0.0
2016-07-31,130.99,130.99,130.99,0.0,0.0,131.42,131.42,131.42,0.0,0.0,130.99,130.99,130.99,0.0,0.0,131.28,131.28,131.28,0.0,0.0
2016-08-07,132.02,132.02,132.02,0.0,0.0,132.38,132.38,132.38,0.0,0.0,131.74,131.74,131.74,0.0,0.0,131.94,131.94,131.94,0.0,0.0
2016-08-14,133.07,133.07,133.07,0.0,0.0,133.53,133.53,133.53,0.0,0.0,133.07,133.07,133.07,0.0,0.0,133.53,133.53,133.53,0.0,0.0
2016-08-21,133.66,133.66,133.66,0.0,0.0,134.56,134.56,134.56,0.0,0.0,132.23,132.23,132.23,0.0,0.0,132.66,132.66,132.66,0.0,0.0
2016-08-28,133.27,133.27,133.27,0.0,0.0,133.92,133.92,133.92,0.0,0.0,133.27,133.27,133.27,0.0,0.0,133.72,133.72,133.72,0.0,0.0
2016-09-04,134.21,134.21,134.21,0.0,0.0,134.21,134.21,134.21,0.0,0.0,131.69,131.69,131.69,0.0,0.0,131.69,131.69,131.69,0.0,0.0
2016-09-11,131.2,131.2,131.2,0.0,0.0,131.23,131.23,131.23,0.0,0.0,130.57,130.57,130.57,0.0,0.0,131.23,131.23,131.23,0.0,0.0
2016-09-18,134.19,134.19,134.19,0.0,0.0,134.33,134.33,134.33,0.0,0.0,133.23,133.23,133.23,0.0,0.0,133.36,133.36,133.36,0.0,0.0
2016-09-25,134.2,134.2,134.2,0.0,0.0,134.47,134.47,134.47,0.0,0.0,133.62,133.62,133.62,0.0,0.0,134.08,134.08,134.08,0.0,0.0
2016-10-02,133.17,133.17,133.17,0.0,0.0,133.41,133.41,133.41,0.0,0.0,132.63,132.63,132.63,0.0,0.0,133.12,133.12,133.12,0.0,0.0
2016-10-09,132.53,132.53,132.53,0.0,0.0,132.53,132.53,132.53,0.0,0.0,131.34,131.34,131.34,0.0,0.0,131.34,131.34,131.34,0.0,0.0
2016-10-16,132.47,132.47,132.47,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.06,132.06,132.06,0.0,0.0,132.73,132.73,132.73,0.0,0.0
2016-10-23,132.28,132.28,132.28,0.0,0.0,132.92,132.92,132.92,0.0,0.0,131.53,131.53,131.53,0.0,0.0,131.93,131.93,131.93,0.0,0.0
2016-10-30,130.07,130.07,130.07,0.0,0.0,130.64,130.64,130.64,0.0,0.0,129.52,129.52,129.52,0.0,0.0,129.83,129.83,129.83,0.0,0.0
2016-11-06,136.21,136.21,136.21,0.0,0.0,136.68,136.68,136.68,0.0,0.0,135.08,135.08,135.08,0.0,0.0,136.68,136.68,136.68,0.0,0.0
2016-11-13,140.83,140.83,140.83,0.0,0.0,140.83,140.83,140.83,0.0,0.0,140.3,140.3,140.3,0.0,0.0,140.44,140.44,140.44,0.0,0.0
2016-11-20,143.88,143.88,143.88,0.0,0.0,143.88,143.88,143.88,0.0,0.0,143.19,143.19,143.19,0.0,0.0,143.45,143.45,143.45,0.0,0.0
2016-11-27,143.92,143.92,143.92,0.0,0.0,143.96,143.96,143.96,0.0,0.0,143.31,143.31,143.31,0.0,0.0,143.49,143.49,143.49,0.0,0.0
2016-12-04,148.76,148.76,148.76,0.0,0.0,148.76,148.76,148.76,0.0,0.0,148.13,148.13,148.13,0.0,0.0,148.64,148.64,148.64,0.0,0.0
2016-12-11,148.05,148.05,148.05,0.0,0.0,148.05,148.05,148.05,0.0,0.0,146.49,146.49,146.49,0.0,0.0,146.7,146.7,146.7,0.0,0.0
2016-12-18,146.46,146.46,146.46,0.0,0.0,146.46,146.46,146.46,0.0,0.0,145.98,145.98,145.98,0.0,0.0,146.33,146.33,146.33,0.0,0.0
2016-12-25,145.69,145.69,145.69,0.0,0.0,145.69,145.69,145.69,0.0,0.0,144.06,144.06,144.06,0.0,0.0,144.47,144.47,144.47,0.0,0.0
2017-01-01,147.02,147.02,147.02,0.0,0.0,147.32,147.32,147.32,0.0,0.0,146.64,146.64,146.64,0.0,0.0,147.18,147.18,147.18,0.0,0.0
2017-01-08,146.53,146.53,146.53,0.0,0.0,146.73,146.73,146.73,0.0,0.0,146.02,146.02,146.02,0.0,0.0,146.31,146.31,146.31,0.0,0.0
2017-01-15,145.77,145.77,145.77,0.0,0.0,146.02,146.02,146.02,0.0,0.0,145.19,145.19,145.19,0.0,0.0,145.53,145.53,145.53,0.0,0.0
2017-01-22,148.73,148.73,148.73,0.0,0.0,148.73,148.73,148.73,0.0,0.0,147.44,147.44,147.44,0.0,0.0,147.59,147.59,147.59,0.0,0.0
2017-01-29,148.16,148.16,148.16,0.0,0.0,148.57,148.57,148.57,0.0,0.0,147.56,147.56,147.56,0.0,0.0,148.35,148.35,148.35,0.0,0.0
2017-02-05,148.43,148.43,148.43,0.0,0.0,148.92,148.92,148.92,0.0,0.0,148.33,148.33,148.33,0.0,0.0,148.82,148.82,148.82,0.0,0.0
2017-02-12,150.06,150.06,150.06,0.0,0.0,150.06,150.06,150.06,0.0,0.0,149.47,149.47,149.47,0.0,0.0,150.02,150.02,150.02,0.0,0.0
2017-02-19,149.63,149.63,149.63,0.0,0.0,150.18,150.18,150.18,0.0,0.0,149.31,149.31,149.31,0.0,0.0,150.17,150.17,150.17,0.0,0.0
2017-02-26,150.25,150.25,150.25,0.0,0.0,150.75,150.75,150.75,0.0,0.0,150.23,150.23,150.23,0.0,0.0,150.47,150.47,150.47,0.0,0.0
2017-03-05,148.21,148.21,148.21,0.0,0.0,148.44,148.44,148.44,0.0,0.0,147.24,147.24,147.24,0.0,0.0,148.04,148.04,148.04,0.0,0.0
2017-03-12,149.31,149.31,149.31,0.0,0.0,149.49,149.49,149.49,0.0,0.0,148.91,148.91,148.91,0.0,0.0,148.98,148.98,148.98,0.0,0.0
2017-03-19,146.22,146.22,146.22,0.0,0.0,146.48,146.48,146.48,0.0,0.0,144.99,144.99,144.99,0.0,0.0,145.55,145.55,145.55,0.0,0.0
2017-03-26,148.52,148.52,148.52,0.0,0.0,148.86,148.86,148.86,0.0,0.0,148.37,148.37,148.37,0.0,0.0,148.43,148.43,148.43,0.0,0.0
2017-04-02,147.57,147.57,147.57,0.0,0.0,147.85,147.85,147.85,0.0,0.0,147.32,147.32,147.32,0.0,0.0,147.37,147.37,147.37,0.0,0.0
2017-04-09,146.43,146.43,146.43,0.0,0.0,146.43,146.43,146.43,0.0,0.0,145.04,145.04,145.04,0.0,0.0,145.04,145.04,145.04,0.0,0.0
2017-04-16,147.11,147.11,147.11,0.0,0.0,147.11,147.11,147.11,0.0,0.0,146.39,146.39,146.39,0.0,0.0,146.71,146.71,146.71,0.0,0.0
2017-04-23,149.99,149.99,149.99,0.0,0.0,149.99,149.99,149.99,0.0,0.0,147.86,147.86,147.86,0.0,0.0,147.9,147.9,147.9,0.0,0.0
2017-04-30,146.55,146.55,146.55,0.0,0.0,147.3,147.3,147.3,0.0,0.0,146.54,146.54,146.54,0.0,0.0,147.3,147.3,147.3,0.0,0.0
2017-05-07,146.71,146.71,146.71,0.0,0.0,146.71,146.71,146.71,0.0,0.0,145.73,145.73,145.73,0.0,0.0,145.8,145.8,145.8,0.0,0.0
2017-05-14,144.43,144.43,144.43,0.0,0.0,145.72,145.72,145.72,0.0,0.0,144.29,144.29,144.29,0.0,0.0,145.23,145.23,145.23,0.0,0.0
2017-05-21,147.05,147.05,147.05,0.0,0.0,147.05,147.05,147.05,0.0,0.0,146.74,146.74,146.74,0.0,0.0,146.95,146.95,146.95,0.0,0.0
2017-05-28,148.79,148.79,148.79,0.0,0.0,148.79,148.79,148.79,0.0,0.0,147.82,147.82,147.82,0.0,0.0,148.19,148.19,148.19,0.0,0.0
2017-06-04,148.18,148.18,148.18,0.0,0.0,148.93,148.93,148.93,0.0,0.0,147.98,147.98,147.98,0.0,0.0,148.59,148.59,148.59,0.0,0.0
2017-06-11,148.91,148.91,148.91,0.0,0.0,149.14,149.14,149.14,0.0,0.0,148.65,148.65,148.65,0.0,0.0,149.14,149.14,149.14,0.0,0.0
2017-06-18,147.77,147.77,147.77,0.0,0.0,148.01,148.01,148.01,0.0,0.0,147.58,147.58,147.58,0.0,0.0,147.72,147.72,147.72,0.0,0.0
2017-06-25,148.19,148.19,148.19,0.0,0.0,148.23,148.23,148.23,0.0,0.0,147.4,147.4,147.4,0.0,0.0,148.06,148.06,148.06,0.0,0.0
2017-07-02,146.36,146.36,146.36,0.0,0.0,147.27,147.27,147.27,0.0,0.0,146.36,146.36,146.36,0.0,0.0,147.16,147.16,147.16,0.0,0.0
2017-07-09,148.93,148.93,148.93,0.0,0.0,149.63,149.63,149.63,0.0,0.0,148.93,148.93,148.93,0.0,0.0,149.63,149.63,149.63,0.0,0.0
2017-07-16,149.58,149.58,149.58,0.0,0.0,149.83,149.83,149.83,0.0,0.0,149.11,149.11,149.11,0.0,0.0,149.8,149.8,149.8,0.0,0.0
2017-07-23,149.52,149.52,149.52,0.0,0.0,149.84,149.84,149.84,0.0,0.0,149.14,149.14,149.14,0.0,0.0,149.54,149.54,149.54,0.0,0.0
2017-07-30,149.29,149.29,149.29,0.0,0.0,149.45,149.45,149.45,0.0,0.0,149.01,149.01,149.01,0.0,0.0,149.36,149.36,149.36,0.0,0.0
2017-08-06,146.75,146.75,146.75,0.0,0.0,146.75,146.75,146.75,0.0,0.0,146.17,146.17,146.17,0.0,0.0,146.39,146.39,146.39,0.0,0.0
2017-08-13,144.83,144.83,144.83,0.0,0.0,145.17,145.17,145.17,0.0,0.0,144.36,144.36,144.36,0.0,0.0,144.75,144.75,144.75,0.0,0.0
2017-08-20,146.13,146.13,146.13,0.0,0.0,146.58,146.58,146.58,0.0,0.0,146.11,146.11,146.11,0.0,0.0,146.28,146.28,146.28,0.0,0.0
2017-08-27,146.76,146.76,146.76,0.0,0.0,147.63,147.63,147.63,0.0,0.0,146.76,146.76,146.76,0.0,0.0,147.55,147.55,147.55,0.0,0.0
2017-09-03,145.57,145.57,145.57,0.0,0.0,146.0,146.0,146.0,0.0,0.0,145.57,145.57,145.57,0.0,0.0,145.95,145.95,145.95,0.0,0.0
2017-09-10,148.87,148.87,148.87,0.0,0.0,149.3,149.3,149.3,0.0,0.0,148.87,148.87,148.87,0.0,0.0,149.3,149.3,149.3,0.0,0.0
2017-09-17,149.24,149.24,149.24,0.0,0.0,149.84,149.84,149.84,0.0,0.0,149.24,149.24,149.24,0.0,0.0,149.84,149.84,149.84,0.0,0.0
2017-09-24,151.29,151.29,151.29,0.0,0.0,151.29,151.29,151.29,0.0,0.0,151.03,151.03,151.03,0.0,0.0,151.08,151.08,151.08,0.0,0.0
2017-10-01,152.56,152.56,152.56,0.0,0.0,152.56,152.56,152.56,0.0,0.0,151.91,151.91,151.91,0.0,0.0,152.16,152.16,152.16,0.0,0.0
2017-10-08,152.4,152.4,152.4,0.0,0.0,152.89,152.89,152.89,0.0,0.0,152.29,152.29,152.29,0.0,0.0,152.32,152.32,152.32,0.0,0.0
2017-10-15,152.34,152.34,152.34,0.0,0.0,153.13,153.13,153.13,0.0,0.0,152.34,152.34,152.34,0.0,0.0,153.1,153.1,153.1,0.0,0.0
2017-10-22,151.92,151.92,151.92,0.0,0.0,151.94,151.94,151.94,0.0,0.0,151.2,151.2,151.2,0.0,0.0,151.89,151.89,151.89,0.0,0.0
2017-10-29,151.75,151.75,151.75,0.0,0.0,152.33,152.33,152.33,0.0,0.0,151.75,151.75,151.75,0.0,0.0,152.3,152.3,152.3,0.0,0.0
2017-11-05,151.85,151.85,151.85,0.0,0.0,151.98,151.98,151.98,0.0,0.0,151.62,151.62,151.62,0.0,0.0,151.94,151.94,151.94,0.0,0.0
2017-11-12,152.31,152.31,152.31,0.0,0.0,152.91,152.91,152.91,0.0,0.0,152.31,152.31,152.31,0.0,0.0,152.73,152.73,152.73,0.0,0.0
2017-11-19,153.62,153.62,153.62,0.0,0.0,153.62,153.62,153.62,0.0,0.0,153.32,153.32,153.32,0.0,0.0,153.36,153.36,153.36,0.0,0.0
2017-11-26,157.95,157.95,157.95,0.0,0.0,157.95,157.95,157.95,0.0,0.0,155.63,155.63,155.63,0.0,0.0,157.54,157.54,157.54,0.0,0.0
2017-12-03,158.16,158.16,158.16,0.0,0.0,158.48,158.48,158.48,0.0,0.0,157.95,157.95,157.95,0.0,0.0,158.47,158.47,158.47,0.0,0.0
2017-12-10,157.65,157.65,157.65,0.0,0.0,158.74,158.74,158.74,0.0,0.0,157.65,157.65,157.65,0.0,0.0,158.06,158.06,158.06,0.0,0.0
2017-12-17,159.18,159.18,159.18,0.0,0.0,159.69,159.69,159.69,0.0,0.0,159.18,159.18,159.18,0.0,0.0,159.53,159.53,159.53,0.0,0.0
2017-12-24,160.91,160.91,160.91,0.0,0.0,160.91,160.91,160.91,0.0,0.0,159.49,159.49,159.49,0.0,0.0,159.49,159.49,159.49,0.0,0.0
2017-12-31,162.16,162.16,162.16,0.0,0.0,162.16,162.16,162.16,0.0,0.0,161.37,161.37,161.37,0.0,0.0,161.85,161.85,161.85,0.0,0.0
