Date,VelocityShares Daily Inverse VIX Medium Term_etf_Open_average,VelocityShares Daily Inverse VIX Medium Term_etf_Open_max,VelocityShares Daily Inverse VIX Medium Term_etf_Open_min,VelocityShares Daily Inverse VIX Medium Term_etf_Open_volatility,VelocityShares Daily Inverse VIX Medium Term_etf_Open_change,VelocityShares Daily Inverse VIX Medium Term_etf_High_average,VelocityShares Daily Inverse VIX Medium Term_etf_High_max,VelocityShares Daily Inverse VIX Medium Term_etf_High_min,VelocityShares Daily Inverse VIX Medium Term_etf_High_volatility,VelocityShares Daily Inverse VIX Medium Term_etf_High_change,VelocityShares Daily Inverse VIX Medium Term_etf_Low_average,VelocityShares Daily Inverse VIX Medium Term_etf_Low_max,VelocityShares Daily Inverse VIX Medium Term_etf_Low_min,VelocityShares Daily Inverse VIX Medium Term_etf_Low_volatility,VelocityShares Daily Inverse VIX Medium Term_etf_Low_change,VelocityShares Daily Inverse VIX Medium Term_etf_Close_average,VelocityShares Daily Inverse VIX Medium Term_etf_Close_max,VelocityShares Daily Inverse VIX Medium Term_etf_Close_min,VelocityShares Daily Inverse VIX Medium Term_etf_Close_volatility,VelocityShares Daily Inverse VIX Medium Term_etf_Close_change
2017-04-30,66.05,66.05,66.05,0.0,0.0,66.16,66.16,66.16,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2017-05-07,64.74,64.74,64.74,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2017-05-14,63.13,63.13,63.13,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2017-05-21,64.26,64.26,64.26,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2017-05-28,66.15,66.15,66.15,0.0,0.0,66.38,66.38,66.38,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.93,65.93,65.93,0.0,0.0
2017-06-04,66.61,66.61,66.61,0.0,0.0,66.73,66.73,66.73,0.0,0.0,65.09,65.09,65.09,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2017-06-11,67.33,67.33,67.33,0.0,0.0,67.84,67.84,67.84,0.0,0.0,66.78,66.78,66.78,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2017-06-18,69.0,69.0,69.0,0.0,0.0,69.55,69.55,69.55,0.0,0.0,68.84,68.84,68.84,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2017-06-25,70.53,70.53,70.53,0.0,0.0,70.78,70.78,70.78,0.0,0.0,69.71,69.71,69.71,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2017-07-02,68.95,68.95,68.95,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2017-07-09,71.89,71.89,71.89,0.0,0.0,72.9,72.9,72.9,0.0,0.0,71.78,71.78,71.78,0.0,0.0,72.66,72.66,72.66,0.0,0.0
2017-07-16,73.35,73.35,73.35,0.0,0.0,73.72,73.72,73.72,0.0,0.0,72.69,72.69,72.69,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2017-07-23,75.58,75.58,75.58,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2017-07-30,75.31,75.31,75.31,0.0,0.0,75.89,75.89,75.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2017-08-06,69.26,69.26,69.26,0.0,0.0,70.1,70.1,70.1,0.0,0.0,67.67,67.67,67.67,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2017-08-13,69.57,69.57,69.57,0.0,0.0,71.26,71.26,71.26,0.0,0.0,68.8,68.8,68.8,0.0,0.0,69.68,69.68,69.68,0.0,0.0
2017-08-20,71.72,71.72,71.72,0.0,0.0,71.97,71.97,71.97,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.57,71.57,71.57,0.0,0.0
2017-08-27,72.4,72.4,72.4,0.0,0.0,72.73,72.73,72.73,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2017-09-03,69.84,69.84,69.84,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2017-09-10,72.69,72.69,72.69,0.0,0.0,73.18,73.18,73.18,0.0,0.0,72.54,72.54,72.54,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2017-09-17,73.51,73.51,73.51,0.0,0.0,73.99,73.99,73.99,0.0,0.0,72.99,72.99,72.99,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2017-09-24,74.56,74.56,74.56,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.21,74.21,74.21,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2017-10-01,77.4,77.4,77.4,0.0,0.0,77.52,77.52,77.52,0.0,0.0,76.76,76.76,76.76,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2017-10-08,78.45,78.45,78.45,0.0,0.0,78.98,78.98,78.98,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2017-10-15,80.89,80.89,80.89,0.0,0.0,81.07,81.07,81.07,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2017-10-22,79.79,79.79,79.79,0.0,0.0,81.18,81.18,81.18,0.0,0.0,79.31,79.31,79.31,0.0,0.0,80.91,80.91,80.91,0.0,0.0
2017-10-29,81.38,81.38,81.38,0.0,0.0,81.38,81.38,81.38,0.0,0.0,80.52,80.52,80.52,0.0,0.0,80.53,80.53,80.53,0.0,0.0
2017-11-05,78.19,78.19,78.19,0.0,0.0,78.37,78.37,78.37,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.82,77.82,77.82,0.0,0.0
2017-11-12,76.58,76.58,76.58,0.0,0.0,77.6,77.6,77.6,0.0,0.0,76.58,76.58,76.58,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2017-11-19,80.69,80.69,80.69,0.0,0.0,81.07,81.07,81.07,0.0,0.0,80.66,80.66,80.66,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2017-11-26,79.47,79.47,79.47,0.0,0.0,80.06,80.06,80.06,0.0,0.0,75.93,75.93,75.93,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2017-12-03,82.35,82.35,82.35,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.06,82.06,82.06,0.0,0.0,82.44,82.44,82.44,0.0,0.0
2017-12-10,83.87,83.87,83.87,0.0,0.0,84.97,84.97,84.97,0.0,0.0,83.79,83.79,83.79,0.0,0.0,84.81,84.81,84.81,0.0,0.0
2017-12-17,87.86,87.86,87.86,0.0,0.0,87.96,87.96,87.96,0.0,0.0,87.34,87.34,87.34,0.0,0.0,87.68,87.68,87.68,0.0,0.0
2017-12-24,89.07,89.07,89.07,0.0,0.0,89.24,89.24,89.24,0.0,0.0,88.36,88.36,88.36,0.0,0.0,88.65,88.65,88.65,0.0,0.0
2017-12-31,91.17,91.17,91.17,0.0,0.0,91.58,91.58,91.58,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.42,91.42,91.42,0.0,0.0
