Date,Shares JPX-Nikkei 400_etf_Open_average,Shares JPX-Nikkei 400_etf_Open_max,Shares JPX-Nikkei 400_etf_Open_min,Shares JPX-Nikkei 400_etf_Open_volatility,Shares JPX-Nikkei 400_etf_Open_change,Shares JPX-Nikkei 400_etf_High_average,Shares JPX-Nikkei 400_etf_High_max,Shares JPX-Nikkei 400_etf_High_min,Shares JPX-Nikkei 400_etf_High_volatility,Shares JPX-Nikkei 400_etf_High_change,Shares JPX-Nikkei 400_etf_Low_average,Shares JPX-Nikkei 400_etf_Low_max,Shares JPX-Nikkei 400_etf_Low_min,Shares JPX-Nikkei 400_etf_Low_volatility,Shares JPX-Nikkei 400_etf_Low_change,Shares JPX-Nikkei 400_etf_Close_average,Shares JPX-Nikkei 400_etf_Close_max,Shares JPX-Nikkei 400_etf_Close_min,Shares JPX-Nikkei 400_etf_Close_volatility,Shares JPX-Nikkei 400_etf_Close_change
2016-04-17,52.9,52.9,52.9,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-04-24,50.03,50.03,50.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2016-05-01,50.38,50.38,50.38,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-05-08,50.3,50.3,50.3,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-05-15,50.65,50.65,50.65,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-05-22,50.88,50.88,50.88,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2016-05-29,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2016-06-05,50.6,50.6,50.6,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2016-06-12,49.51,49.51,49.51,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.51,49.51,49.51,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2016-06-19,48.94,48.94,48.94,0.0,0.0,49.91,49.91,49.91,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2016-06-26,50.1,50.1,50.1,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2016-07-03,49.94,49.94,49.94,0.0,0.0,50.5,50.5,50.5,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2016-07-10,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2016-07-17,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2016-07-24,52.48,52.48,52.48,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2016-07-31,52.32,52.32,52.32,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2016-08-07,53.55,53.55,53.55,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2016-08-14,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2016-08-21,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2016-08-28,53.71,53.71,53.71,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2016-09-04,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2016-09-11,52.24,52.24,52.24,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-09-18,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2016-09-25,54.33,54.33,54.33,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2016-10-02,54.01,54.01,54.01,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2016-10-09,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-10-16,54.45,54.45,54.45,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2016-10-23,54.73,54.73,54.73,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2016-10-30,53.85,53.85,53.85,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2016-11-06,53.73,53.73,53.73,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2016-11-13,53.58,53.58,53.58,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2016-11-20,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-11-27,53.35,53.35,53.35,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2016-12-04,55.1,55.1,55.1,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2016-12-11,54.0,54.0,54.0,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2016-12-18,53.68,53.68,53.68,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2016-12-25,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2017-01-01,54.62,54.62,54.62,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2017-01-08,54.89,54.89,54.89,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2017-01-15,54.6,54.6,54.6,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2017-01-22,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2017-01-29,55.01,55.01,55.01,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2017-02-05,55.61,55.61,55.61,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2017-02-12,55.51,55.51,55.51,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2017-02-19,55.93,55.93,55.93,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2017-02-26,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2017-03-05,55.66,55.66,55.66,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2017-03-12,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2017-03-19,56.32,56.32,56.32,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2017-03-26,55.84,55.84,55.84,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2017-04-02,55.21,55.21,55.21,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2017-04-09,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2017-04-16,55.94,55.94,55.94,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2017-04-23,56.5,56.5,56.5,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2017-04-30,57.11,57.11,57.11,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2017-05-07,56.97,56.97,56.97,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2017-05-14,57.67,57.67,57.67,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2017-05-21,57.55,57.55,57.55,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2017-05-28,59.38,59.38,59.38,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2017-06-04,58.79,58.79,58.79,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2017-06-11,58.77,58.77,58.77,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2017-06-18,58.54,58.54,58.54,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2017-06-25,58.47,58.47,58.47,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2017-07-02,57.47,57.47,57.47,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2017-07-09,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2017-07-16,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2017-07-23,59.15,59.15,59.15,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2017-07-30,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-08-06,59.0,59.0,59.0,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2017-08-13,59.24,59.24,59.24,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2017-08-20,59.05,59.05,59.05,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2017-08-27,59.36,59.36,59.36,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2017-09-03,59.75,59.75,59.75,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2017-09-10,59.71,59.71,59.71,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2017-09-17,60.0,60.0,60.0,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2017-09-24,60.41,60.41,60.41,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2017-10-01,60.44,60.44,60.44,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2017-10-08,62.08,62.08,62.08,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2017-10-15,62.21,62.21,62.21,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2017-10-22,63.19,63.19,63.19,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2017-10-29,63.97,63.97,63.97,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2017-11-05,64.21,64.21,64.21,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-11-12,63.88,63.88,63.88,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2017-11-19,65.17,65.17,65.17,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2017-11-26,64.73,64.73,64.73,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2017-12-03,64.74,64.74,64.74,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2017-12-10,65.02,65.02,65.02,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2017-12-17,64.83,64.83,64.83,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2017-12-24,65.07,65.07,65.07,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2017-12-31,67.02,67.02,67.02,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.19,67.19,67.19,0.0,0.0
