Date,Principal EDGE Active IncomeEtf_Open_average,Principal EDGE Active IncomeEtf_Open_max,Principal EDGE Active IncomeEtf_Open_min,Principal EDGE Active IncomeEtf_Open_volatility,Principal EDGE Active IncomeEtf_Open_change,Principal EDGE Active IncomeEtf_High_average,Principal EDGE Active IncomeEtf_High_max,Principal EDGE Active IncomeEtf_High_min,Principal EDGE Active IncomeEtf_High_volatility,Principal EDGE Active IncomeEtf_High_change,Principal EDGE Active IncomeEtf_Low_average,Principal EDGE Active IncomeEtf_Low_max,Principal EDGE Active IncomeEtf_Low_min,Principal EDGE Active IncomeEtf_Low_volatility,Principal EDGE Active IncomeEtf_Low_change,Principal EDGE Active IncomeEtf_Close_average,Principal EDGE Active IncomeEtf_Close_max,Principal EDGE Active IncomeEtf_Close_min,Principal EDGE Active IncomeEtf_Close_volatility,Principal EDGE Active IncomeEtf_Close_change
2016-03-13,37.25,37.25,37.25,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2016-03-20,37.28,37.28,37.28,0.0,0.0,37.61,37.61,37.61,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2016-03-27,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2016-04-03,37.31,37.31,37.31,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2016-04-10,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-04-17,38.34,38.34,38.34,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2016-04-24,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2016-05-01,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2016-05-08,38.21,38.21,38.21,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2016-05-15,37.88,37.88,37.88,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-05-22,38.53,38.53,38.53,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2016-05-29,38.44,38.44,38.44,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2016-06-05,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2016-06-12,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2016-06-19,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2016-06-26,39.66,39.66,39.66,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2016-07-03,39.54,39.54,39.54,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2016-07-10,40.19,40.19,40.19,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2016-07-17,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2016-07-24,40.33,40.33,40.33,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2016-07-31,40.33,40.33,40.33,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-08-07,40.4,40.4,40.4,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2016-08-14,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2016-08-21,40.8,40.8,40.8,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2016-08-28,40.33,40.33,40.33,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2016-09-04,40.31,40.31,40.31,0.0,0.0,40.53,40.53,40.53,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2016-09-11,39.53,39.53,39.53,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.5,39.5,39.5,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2016-09-18,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2016-09-25,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2016-10-02,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2016-10-09,40.04,40.04,40.04,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2016-10-16,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2016-10-23,40.01,40.01,40.01,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2016-10-30,39.33,39.33,39.33,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2016-11-06,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2016-11-13,39.47,39.47,39.47,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2016-11-20,39.34,39.34,39.34,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2016-11-27,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2016-12-04,40.17,40.17,40.17,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2016-12-11,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2016-12-18,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2016-12-25,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2017-01-01,40.86,40.86,40.86,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2017-01-08,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-01-15,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-01-22,40.91,40.91,40.91,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2017-01-29,41.16,41.16,41.16,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2017-02-05,41.21,41.21,41.21,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2017-02-12,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2017-02-19,41.52,41.52,41.52,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2017-02-26,41.43,41.43,41.43,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2017-03-05,40.72,40.72,40.72,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2017-03-12,41.08,41.08,41.08,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2017-03-19,40.69,40.69,40.69,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2017-03-26,41.09,41.09,41.09,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-04-02,41.04,41.04,41.04,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2017-04-09,41.01,41.01,41.01,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2017-04-16,41.13,41.13,41.13,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2017-04-23,41.29,41.29,41.29,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2017-04-30,40.85,40.85,40.85,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2017-05-07,41.12,41.12,41.12,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2017-05-14,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2017-05-21,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-05-28,41.34,41.34,41.34,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-06-04,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-06-11,41.54,41.54,41.54,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-06-18,41.53,41.53,41.53,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2017-06-25,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2017-07-02,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-07-09,41.77,41.77,41.77,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2017-07-16,41.71,41.71,41.71,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2017-07-23,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-07-30,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2017-08-06,41.49,41.49,41.49,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2017-08-13,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-08-20,41.46,41.46,41.46,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2017-08-27,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-09-03,41.65,41.65,41.65,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2017-09-10,41.77,41.77,41.77,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2017-09-17,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2017-09-24,41.95,41.95,41.95,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-10-01,42.09,42.09,42.09,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-10-08,42.08,42.08,42.08,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2017-10-15,41.96,41.96,41.96,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2017-10-22,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2017-10-29,41.79,41.79,41.79,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-11-05,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-11-12,41.62,41.62,41.62,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2017-11-19,41.65,41.65,41.65,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2017-11-26,41.85,41.85,41.85,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2017-12-03,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2017-12-10,41.23,41.23,41.23,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2017-12-17,41.3,41.3,41.3,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-12-24,41.27,41.27,41.27,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2017-12-31,41.51,41.51,41.51,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
