Date,SPDR S&P Oil & Gas Equipment & Services_etf_Open_average,SPDR S&P Oil & Gas Equipment & Services_etf_Open_max,SPDR S&P Oil & Gas Equipment & Services_etf_Open_min,SPDR S&P Oil & Gas Equipment & Services_etf_Open_volatility,SPDR S&P Oil & Gas Equipment & Services_etf_Open_change,SPDR S&P Oil & Gas Equipment & Services_etf_High_average,SPDR S&P Oil & Gas Equipment & Services_etf_High_max,SPDR S&P Oil & Gas Equipment & Services_etf_High_min,SPDR S&P Oil & Gas Equipment & Services_etf_High_volatility,SPDR S&P Oil & Gas Equipment & Services_etf_High_change,SPDR S&P Oil & Gas Equipment & Services_etf_Low_average,SPDR S&P Oil & Gas Equipment & Services_etf_Low_max,SPDR S&P Oil & Gas Equipment & Services_etf_Low_min,SPDR S&P Oil & Gas Equipment & Services_etf_Low_volatility,SPDR S&P Oil & Gas Equipment & Services_etf_Low_change,SPDR S&P Oil & Gas Equipment & Services_etf_Close_average,SPDR S&P Oil & Gas Equipment & Services_etf_Close_max,SPDR S&P Oil & Gas Equipment & Services_etf_Close_min,SPDR S&P Oil & Gas Equipment & Services_etf_Close_volatility,SPDR S&P Oil & Gas Equipment & Services_etf_Close_change
2016-10-09,19.56,19.56,19.56,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2016-10-16,19.54,19.54,19.54,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2016-10-23,18.52,18.52,18.52,0.0,0.0,18.62,18.62,18.62,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2016-10-30,17.29,17.29,17.29,0.0,0.0,17.47,17.47,17.47,0.0,0.0,16.91,16.91,16.91,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2016-11-06,18.31,18.31,18.31,0.0,0.0,18.32,18.32,18.32,0.0,0.0,17.79,17.79,17.79,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2016-11-13,19.35,19.35,19.35,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2016-11-20,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2016-11-27,21.53,21.53,21.53,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2016-12-04,23.08,23.08,23.08,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2016-12-11,22.82,22.82,22.82,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2016-12-18,22.55,22.55,22.55,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-12-25,22.31,22.31,22.31,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2017-01-01,23.59,23.59,23.59,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2017-01-08,23.24,23.24,23.24,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2017-01-15,23.25,23.25,23.25,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2017-01-22,23.25,23.25,23.25,0.0,0.0,23.29,23.29,23.29,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2017-01-29,22.46,22.46,22.46,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.46,22.46,22.46,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2017-02-05,22.54,22.54,22.54,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2017-02-12,21.99,21.99,21.99,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2017-02-19,21.64,21.64,21.64,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2017-02-26,21.47,21.47,21.47,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2017-03-05,19.76,19.76,19.76,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2017-03-12,19.72,19.72,19.72,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2017-03-19,19.15,19.15,19.15,0.0,0.0,19.35,19.35,19.35,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2017-03-26,19.8,19.8,19.8,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.7,19.7,19.7,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2017-04-02,20.27,20.27,20.27,0.0,0.0,20.31,20.31,20.31,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2017-04-09,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2017-04-16,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2017-04-23,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2017-04-30,16.7,16.7,16.7,0.0,0.0,17.45,17.45,17.45,0.0,0.0,16.57,16.57,16.57,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2017-05-07,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2017-05-14,17.47,17.47,17.47,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2017-05-21,16.33,16.33,16.33,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2017-05-28,16.17,16.17,16.17,0.0,0.0,16.23,16.23,16.23,0.0,0.0,15.9,15.9,15.9,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2017-06-04,15.66,15.66,15.66,0.0,0.0,16.45,16.45,16.45,0.0,0.0,15.51,15.51,15.51,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2017-06-11,15.8,15.8,15.8,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2017-06-18,14.76,14.76,14.76,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2017-06-25,15.66,15.66,15.66,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2017-07-02,14.88,14.88,14.88,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.75,14.75,14.75,0.0,0.0
2017-07-09,15.69,15.69,15.69,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2017-07-16,16.04,16.04,16.04,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2017-07-23,15.65,15.65,15.65,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2017-07-30,15.22,15.22,15.22,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2017-08-06,13.81,13.81,13.81,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2017-08-13,13.02,13.02,13.02,0.0,0.0,13.31,13.31,13.31,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2017-08-20,13.34,13.34,13.34,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2017-08-27,13.54,13.54,13.54,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2017-09-03,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2017-09-10,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.88,14.88,14.88,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2017-09-17,15.45,15.45,15.45,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2017-09-24,16.49,16.49,16.49,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2017-10-01,16.31,16.31,16.31,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2017-10-08,16.0,16.0,16.0,0.0,0.0,16.25,16.25,16.25,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2017-10-15,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2017-10-22,14.55,14.55,14.55,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2017-10-29,15.49,15.49,15.49,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2017-11-05,16.64,16.64,16.64,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2017-11-12,15.27,15.27,15.27,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-11-19,15.76,15.76,15.76,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2017-11-26,16.07,16.07,16.07,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2017-12-03,15.87,15.87,15.87,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2017-12-10,15.69,15.69,15.69,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-12-17,16.9,16.9,16.9,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2017-12-24,17.07,17.07,17.07,0.0,0.0,17.21,17.21,17.21,0.0,0.0,16.79,16.79,16.79,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2017-12-31,18.3,18.3,18.3,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.23,18.23,18.23,0.0,0.0
