Date,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_min,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_volatility,ProShares UltraShort Nasdaq BiotechnologyEtf_Open_change,ProShares UltraShort Nasdaq BiotechnologyEtf_High_average,ProShares UltraShort Nasdaq BiotechnologyEtf_High_max,ProShares UltraShort Nasdaq BiotechnologyEtf_High_min,ProShares UltraShort Nasdaq BiotechnologyEtf_High_volatility,ProShares UltraShort Nasdaq BiotechnologyEtf_High_change,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_min,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_volatility,ProShares UltraShort Nasdaq BiotechnologyEtf_Low_change,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_average,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_max,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_min,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_volatility,ProShares UltraShort Nasdaq BiotechnologyEtf_Close_change
2016-04-10,36.77,36.77,36.77,0.0,0.0,37.65,37.65,37.65,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2016-04-17,34.88,34.88,34.88,0.0,0.0,35.94,35.94,35.94,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2016-04-24,38.58,38.58,38.58,0.0,0.0,40.72,40.72,40.72,0.0,0.0,38.23,38.23,38.23,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2016-05-01,43.57,43.57,43.57,0.0,0.0,45.07,45.07,45.07,0.0,0.0,42.61,42.61,42.61,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2016-05-08,45.39,45.39,45.39,0.0,0.0,45.39,45.39,45.39,0.0,0.0,43.3,43.3,43.3,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2016-05-15,41.75,41.75,41.75,0.0,0.0,41.96,41.96,41.96,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-05-22,37.76,37.76,37.76,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2016-05-29,34.8,34.8,34.8,0.0,0.0,36.38,36.38,36.38,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2016-06-05,38.47,38.47,38.47,0.0,0.0,39.53,39.53,39.53,0.0,0.0,38.26,38.26,38.26,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2016-06-12,40.39,40.39,40.39,0.0,0.0,42.51,42.51,42.51,0.0,0.0,40.39,40.39,40.39,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2016-06-19,43.63,43.63,43.63,0.0,0.0,44.68,44.68,44.68,0.0,0.0,42.35,42.35,42.35,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2016-06-26,41.48,41.48,41.48,0.0,0.0,41.61,41.61,41.61,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2016-07-03,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2016-07-10,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2016-07-17,34.56,34.56,34.56,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2016-07-24,32.92,32.92,32.92,0.0,0.0,33.34,33.34,33.34,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2016-07-31,30.54,30.54,30.54,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2016-08-07,31.83,31.83,31.83,0.0,0.0,32.27,32.27,32.27,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-08-14,32.06,32.06,32.06,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2016-08-21,33.46,33.46,33.46,0.0,0.0,33.58,33.58,33.58,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2016-08-28,33.61,33.61,33.61,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.47,33.47,33.47,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2016-09-04,33.0,33.0,33.0,0.0,0.0,34.29,34.29,34.29,0.0,0.0,32.74,32.74,32.74,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2016-09-11,31.72,31.72,31.72,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2016-09-18,29.44,29.44,29.44,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2016-09-25,32.25,32.25,32.25,0.0,0.0,32.76,32.76,32.76,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2016-10-02,32.5,32.5,32.5,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2016-10-09,34.93,34.93,34.93,0.0,0.0,36.88,36.88,36.88,0.0,0.0,34.75,34.75,34.75,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2016-10-16,35.75,35.75,35.75,0.0,0.0,36.52,36.52,36.52,0.0,0.0,35.73,35.73,35.73,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2016-10-23,37.36,37.36,37.36,0.0,0.0,39.17,39.17,39.17,0.0,0.0,37.36,37.36,37.36,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2016-10-30,42.37,42.37,42.37,0.0,0.0,42.42,42.42,42.42,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-11-06,30.51,30.51,30.51,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2016-11-13,30.16,30.16,30.16,0.0,0.0,31.03,31.03,31.03,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2016-11-20,30.68,30.68,30.68,0.0,0.0,31.48,31.48,31.48,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2016-11-27,34.25,34.25,34.25,0.0,0.0,34.65,34.65,34.65,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2016-12-04,33.55,33.55,33.55,0.0,0.0,34.37,34.37,34.37,0.0,0.0,32.62,32.62,32.62,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2016-12-11,33.33,33.33,33.33,0.0,0.0,33.57,33.57,33.57,0.0,0.0,32.61,32.61,32.61,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2016-12-18,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-12-25,34.56,34.56,34.56,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-01-01,31.57,31.57,31.57,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2017-01-08,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,30.63,30.63,30.63,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2017-01-15,32.27,32.27,32.27,0.0,0.0,32.83,32.83,32.83,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2017-01-22,32.91,32.91,32.91,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2017-01-29,30.67,30.67,30.67,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-02-05,29.94,29.94,29.94,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.73,29.73,29.73,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2017-02-12,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2017-02-19,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2017-02-26,26.88,26.88,26.88,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2017-03-05,26.68,26.68,26.68,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2017-03-12,27.8,27.8,27.8,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2017-03-19,28.54,28.54,28.54,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2017-03-26,27.81,27.81,27.81,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2017-04-02,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2017-04-09,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2017-04-16,28.26,28.26,28.26,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2017-04-23,27.09,27.09,27.09,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2017-04-30,26.67,26.67,26.67,0.0,0.0,27.49,27.49,27.49,0.0,0.0,26.67,26.67,26.67,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2017-05-07,28.01,28.01,28.01,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2017-05-14,27.65,27.65,27.65,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.37,27.37,27.37,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2017-05-21,28.15,28.15,28.15,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2017-05-28,27.79,27.79,27.79,0.0,0.0,27.89,27.89,27.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-06-04,27.29,27.29,27.29,0.0,0.0,27.61,27.61,27.61,0.0,0.0,26.63,26.63,26.63,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2017-06-11,27.47,27.47,27.47,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2017-06-18,23.0,23.0,23.0,0.0,0.0,23.46,23.46,23.46,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-06-25,23.9,23.9,23.9,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2017-07-02,23.89,23.89,23.89,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2017-07-09,23.09,23.09,23.09,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2017-07-16,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2017-07-23,22.81,22.81,22.81,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2017-07-30,23.37,23.37,23.37,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-08-06,24.96,24.96,24.96,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2017-08-13,24.93,24.93,24.93,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.62,24.62,24.62,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-08-20,23.39,23.39,23.39,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2017-08-27,20.69,20.69,20.69,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2017-09-03,20.47,20.47,20.47,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2017-09-10,20.83,20.83,20.83,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2017-09-17,20.96,20.96,20.96,0.0,0.0,21.33,21.33,21.33,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2017-09-24,20.83,20.83,20.83,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2017-10-01,19.79,19.79,19.79,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2017-10-08,20.09,20.09,20.09,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2017-10-15,20.53,20.53,20.53,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2017-10-22,23.16,23.16,23.16,0.0,0.0,23.47,23.47,23.47,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-10-29,23.38,23.38,23.38,0.0,0.0,23.4,23.4,23.4,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-11-05,23.65,23.65,23.65,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2017-11-12,23.58,23.58,23.58,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2017-11-19,23.34,23.34,23.34,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2017-11-26,22.74,22.74,22.74,0.0,0.0,23.6,23.6,23.6,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2017-12-03,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-12-10,22.48,22.48,22.48,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2017-12-17,22.12,22.12,22.12,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2017-12-24,21.73,21.73,21.73,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.45,21.45,21.45,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2017-12-31,20.67,20.67,20.67,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.73,20.73,20.73,0.0,0.0
