Date,iShares International Treasury Bond_etf_Open_average,iShares International Treasury Bond_etf_Open_max,iShares International Treasury Bond_etf_Open_min,iShares International Treasury Bond_etf_Open_volatility,iShares International Treasury Bond_etf_Open_change,iShares International Treasury Bond_etf_High_average,iShares International Treasury Bond_etf_High_max,iShares International Treasury Bond_etf_High_min,iShares International Treasury Bond_etf_High_volatility,iShares International Treasury Bond_etf_High_change,iShares International Treasury Bond_etf_Low_average,iShares International Treasury Bond_etf_Low_max,iShares International Treasury Bond_etf_Low_min,iShares International Treasury Bond_etf_Low_volatility,iShares International Treasury Bond_etf_Low_change,iShares International Treasury Bond_etf_Close_average,iShares International Treasury Bond_etf_Close_max,iShares International Treasury Bond_etf_Close_min,iShares International Treasury Bond_etf_Close_volatility,iShares International Treasury Bond_etf_Close_change
2016-05-22,96.87,96.87,96.87,0.0,0.0,96.92,96.92,96.92,0.0,0.0,96.41,96.41,96.41,0.0,0.0,96.47,96.47,96.47,0.0,0.0
2016-05-29,98.51,98.51,98.51,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.51,98.51,98.51,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2016-06-05,99.08,99.08,99.08,0.0,0.0,99.22,99.22,99.22,0.0,0.0,98.72,98.72,98.72,0.0,0.0,98.87,98.87,98.87,0.0,0.0
2016-06-12,99.38,99.38,99.38,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.17,99.17,99.17,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2016-06-19,98.91,98.91,98.91,0.0,0.0,99.5,99.5,99.5,0.0,0.0,98.76,98.76,98.76,0.0,0.0,98.85,98.85,98.85,0.0,0.0
2016-06-26,100.24,100.24,100.24,0.0,0.0,100.78,100.78,100.78,0.0,0.0,99.94,99.94,99.94,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2016-07-03,100.49,100.49,100.49,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.07,100.07,100.07,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2016-07-10,98.97,98.97,98.97,0.0,0.0,98.99,98.99,98.99,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.69,98.69,98.69,0.0,0.0
2016-07-17,98.2,98.2,98.2,0.0,0.0,98.26,98.26,98.26,0.0,0.0,97.89,97.89,97.89,0.0,0.0,98.05,98.05,98.05,0.0,0.0
2016-07-24,100.26,100.26,100.26,0.0,0.0,100.86,100.86,100.86,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.84,100.84,100.84,0.0,0.0
2016-07-31,99.75,99.75,99.75,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.47,99.47,99.47,0.0,0.0,99.85,99.85,99.85,0.0,0.0
2016-08-07,101.06,101.06,101.06,0.0,0.0,101.18,101.18,101.18,0.0,0.0,100.69,100.69,100.69,0.0,0.0,100.79,100.79,100.79,0.0,0.0
2016-08-14,101.59,101.59,101.59,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.4,101.4,101.4,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2016-08-21,101.46,101.46,101.46,0.0,0.0,101.83,101.83,101.83,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.34,100.34,100.34,0.0,0.0
2016-08-28,99.78,99.78,99.78,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.21,99.21,99.21,0.0,0.0,99.39,99.39,99.39,0.0,0.0
2016-09-04,99.69,99.69,99.69,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.27,99.27,99.27,0.0,0.0,99.48,99.48,99.48,0.0,0.0
2016-09-11,99.02,99.02,99.02,0.0,0.0,99.05,99.05,99.05,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.79,98.79,98.79,0.0,0.0
2016-09-18,100.19,100.19,100.19,0.0,0.0,100.47,100.47,100.47,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.21,100.21,100.21,0.0,0.0
2016-09-25,100.6,100.6,100.6,0.0,0.0,100.7,100.7,100.7,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.41,100.41,100.41,0.0,0.0
2016-10-02,98.8,98.8,98.8,0.0,0.0,98.8,98.8,98.8,0.0,0.0,98.3,98.3,98.3,0.0,0.0,98.65,98.65,98.65,0.0,0.0
2016-10-09,97.27,97.27,97.27,0.0,0.0,97.53,97.53,97.53,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.9,96.9,96.9,0.0,0.0
2016-10-16,96.98,96.98,96.98,0.0,0.0,97.04,97.04,97.04,0.0,0.0,96.69,96.69,96.69,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2016-10-23,95.86,95.86,95.86,0.0,0.0,96.34,96.34,96.34,0.0,0.0,95.67,95.67,95.67,0.0,0.0,96.07,96.07,96.07,0.0,0.0
2016-10-30,97.48,97.48,97.48,0.0,0.0,97.7,97.7,97.7,0.0,0.0,97.38,97.38,97.38,0.0,0.0,97.68,97.68,97.68,0.0,0.0
2016-11-06,94.45,94.45,94.45,0.0,0.0,94.45,94.45,94.45,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.83,93.83,93.83,0.0,0.0
2016-11-13,91.8,91.8,91.8,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.19,91.19,91.19,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2016-11-20,91.51,91.51,91.51,0.0,0.0,91.61,91.61,91.61,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2016-11-27,91.33,91.33,91.33,0.0,0.0,92.13,92.13,92.13,0.0,0.0,91.27,91.27,91.27,0.0,0.0,91.86,91.86,91.86,0.0,0.0
2016-12-04,90.55,90.55,90.55,0.0,0.0,90.55,90.55,90.55,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.07,90.07,90.07,0.0,0.0
2016-12-11,88.93,88.93,88.93,0.0,0.0,89.36,89.36,89.36,0.0,0.0,88.58,88.58,88.58,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2016-12-18,89.06,89.06,89.06,0.0,0.0,89.25,89.25,89.25,0.0,0.0,88.87,88.87,88.87,0.0,0.0,89.16,89.16,89.16,0.0,0.0
2016-12-25,89.92,89.92,89.92,0.0,0.0,90.04,90.04,90.04,0.0,0.0,89.71,89.71,89.71,0.0,0.0,89.82,89.82,89.82,0.0,0.0
2017-01-01,89.44,89.44,89.44,0.0,0.0,89.81,89.81,89.81,0.0,0.0,89.18,89.18,89.18,0.0,0.0,89.25,89.25,89.25,0.0,0.0
2017-01-08,90.32,90.32,90.32,0.0,0.0,90.7,90.7,90.7,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.45,90.45,90.45,0.0,0.0
2017-01-15,90.17,90.17,90.17,0.0,0.0,90.55,90.55,90.55,0.0,0.0,89.93,89.93,89.93,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2017-01-22,90.16,90.16,90.16,0.0,0.0,90.34,90.34,90.34,0.0,0.0,89.92,89.92,89.92,0.0,0.0,90.34,90.34,90.34,0.0,0.0
2017-01-29,90.99,90.99,90.99,0.0,0.0,91.36,91.36,91.36,0.0,0.0,90.65,90.65,90.65,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2017-02-05,90.19,90.19,90.19,0.0,0.0,90.66,90.66,90.66,0.0,0.0,90.19,90.19,90.19,0.0,0.0,90.29,90.29,90.29,0.0,0.0
2017-02-12,90.76,90.76,90.76,0.0,0.0,90.76,90.76,90.76,0.0,0.0,90.24,90.24,90.24,0.0,0.0,90.24,90.24,90.24,0.0,0.0
2017-02-19,91.1,91.1,91.1,0.0,0.0,91.23,91.23,91.23,0.0,0.0,90.89,90.89,90.89,0.0,0.0,90.93,90.93,90.93,0.0,0.0
2017-02-26,89.83,89.83,89.83,0.0,0.0,90.31,90.31,90.31,0.0,0.0,89.59,89.59,89.59,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2017-03-05,89.49,89.49,89.49,0.0,0.0,89.8,89.8,89.8,0.0,0.0,89.38,89.38,89.38,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2017-03-12,90.74,90.74,90.74,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.73,90.73,90.73,0.0,0.0,91.01,91.01,91.01,0.0,0.0
2017-03-19,91.76,91.76,91.76,0.0,0.0,91.9,91.9,91.9,0.0,0.0,91.66,91.66,91.66,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2017-03-26,91.46,91.46,91.46,0.0,0.0,91.63,91.63,91.63,0.0,0.0,91.3,91.3,91.3,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2017-04-02,45.79,45.79,45.79,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2017-04-09,46.16,46.16,46.16,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2017-04-16,46.3,46.3,46.3,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-04-23,46.49,46.49,46.49,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2017-04-30,46.48,46.48,46.48,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2017-05-07,46.13,46.13,46.13,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2017-05-14,47.3,47.3,47.3,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2017-05-21,47.33,47.33,47.33,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2017-05-28,47.67,47.67,47.67,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2017-06-04,47.53,47.53,47.53,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2017-06-11,47.54,47.54,47.54,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2017-06-18,47.66,47.66,47.66,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2017-06-25,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2017-07-02,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2017-07-09,47.9,47.9,47.9,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2017-07-16,48.8,48.8,48.8,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2017-07-23,48.87,48.87,48.87,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.87,48.87,48.87,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2017-07-30,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2017-08-06,49.55,49.55,49.55,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2017-08-13,49.48,49.48,49.48,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2017-08-20,49.59,49.59,49.59,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2017-08-27,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-09-03,50.78,50.78,50.78,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2017-09-10,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2017-09-17,49.8,49.8,49.8,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2017-09-24,49.27,49.27,49.27,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2017-10-01,48.68,48.68,48.68,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2017-10-08,49.43,49.43,49.43,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-10-15,49.01,49.01,49.01,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2017-10-22,48.4,48.4,48.4,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2017-10-29,48.92,48.92,48.92,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2017-11-05,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2017-11-12,49.29,49.29,49.29,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-11-19,49.82,49.82,49.82,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2017-11-26,49.56,49.56,49.56,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-12-03,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-12-10,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2017-12-17,49.34,49.34,49.34,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-12-24,49.84,49.84,49.84,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-12-31,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.96,49.96,49.96,0.0,0.0
