Date,iShares Commodities Strategy_etf_Open_average,iShares Commodities Strategy_etf_Open_max,iShares Commodities Strategy_etf_Open_min,iShares Commodities Strategy_etf_Open_volatility,iShares Commodities Strategy_etf_Open_change,iShares Commodities Strategy_etf_High_average,iShares Commodities Strategy_etf_High_max,iShares Commodities Strategy_etf_High_min,iShares Commodities Strategy_etf_High_volatility,iShares Commodities Strategy_etf_High_change,iShares Commodities Strategy_etf_Low_average,iShares Commodities Strategy_etf_Low_max,iShares Commodities Strategy_etf_Low_min,iShares Commodities Strategy_etf_Low_volatility,iShares Commodities Strategy_etf_Low_change,iShares Commodities Strategy_etf_Close_average,iShares Commodities Strategy_etf_Close_max,iShares Commodities Strategy_etf_Close_min,iShares Commodities Strategy_etf_Close_volatility,iShares Commodities Strategy_etf_Close_change
2016-03-13,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2016-03-20,28.73,28.73,28.73,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2016-03-27,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2016-04-03,28.53,28.53,28.53,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2016-04-10,29.7,29.7,29.7,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2016-04-17,31.15,31.15,31.15,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2016-04-24,32.29,32.29,32.29,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2016-05-01,30.65,30.65,30.65,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.65,30.65,30.65,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2016-05-08,31.38,31.38,31.38,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2016-05-15,31.63,31.63,31.63,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-05-22,31.87,31.87,31.87,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2016-05-29,32.23,32.23,32.23,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2016-06-05,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2016-06-12,32.22,32.22,32.22,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-06-19,31.85,31.85,31.85,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2016-06-26,32.66,32.66,32.66,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.66,32.66,32.66,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2016-07-03,31.7,31.7,31.7,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.7,31.7,31.7,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2016-07-10,32.6,32.6,32.6,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2016-07-17,31.62,31.62,31.62,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2016-07-24,30.94,30.94,30.94,0.0,0.0,31.32,31.32,31.32,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2016-07-31,31.19,31.19,31.19,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2016-08-07,31.81,31.81,31.81,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2016-08-14,32.86,32.86,32.86,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2016-08-21,32.46,32.46,32.46,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2016-08-28,31.4,31.4,31.4,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2016-09-04,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2016-09-11,31.06,31.06,31.06,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2016-09-18,32.13,32.13,32.13,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2016-09-25,32.48,32.48,32.48,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2016-10-02,33.0,33.0,33.0,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2016-10-09,32.88,32.88,32.88,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2016-10-16,32.92,32.92,32.92,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-10-23,32.8,32.8,32.8,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2016-10-30,31.55,31.55,31.55,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2016-11-06,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2016-11-13,31.88,31.88,31.88,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2016-11-20,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2016-11-27,33.69,33.69,33.69,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2016-12-04,34.27,34.27,34.27,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2016-12-11,34.06,34.06,34.06,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2016-12-18,33.62,33.62,33.62,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2016-12-25,34.35,34.35,34.35,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2017-01-01,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2017-01-08,34.81,34.81,34.81,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2017-01-15,34.45,34.45,34.45,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2017-01-22,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2017-01-29,34.99,34.99,34.99,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-02-05,35.0,35.0,35.0,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2017-02-12,34.7,34.7,34.7,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-02-19,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2017-02-26,34.34,34.34,34.34,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2017-03-05,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2017-03-12,33.24,33.24,33.24,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2017-03-19,32.8,32.8,32.8,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2017-03-26,33.36,33.36,33.36,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2017-04-02,34.04,34.04,34.04,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-04-09,34.37,34.37,34.37,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2017-04-16,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-04-23,33.2,33.2,33.2,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-04-30,32.14,32.14,32.14,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2017-05-07,32.74,32.74,32.74,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2017-05-14,33.3,33.3,33.3,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2017-05-21,33.12,33.12,33.12,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2017-05-28,32.69,32.69,32.69,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2017-06-04,32.38,32.38,32.38,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2017-06-11,31.89,31.89,31.89,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2017-06-18,31.18,31.18,31.18,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2017-06-25,32.1,32.1,32.1,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2017-07-02,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2017-07-09,32.9,32.9,32.9,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2017-07-16,33.24,33.24,33.24,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2017-07-23,33.74,33.74,33.74,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2017-07-30,33.85,33.85,33.85,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2017-08-06,33.35,33.35,33.35,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2017-08-13,32.95,32.95,32.95,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.69,32.69,32.69,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2017-08-20,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2017-08-27,34.16,34.16,34.16,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-09-03,34.39,34.39,34.39,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2017-09-10,34.57,34.57,34.57,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2017-09-17,34.82,34.82,34.82,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-09-24,34.91,34.91,34.91,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2017-10-01,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2017-10-08,35.28,35.28,35.28,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2017-10-15,35.11,35.11,35.11,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2017-10-22,35.39,35.39,35.39,0.0,0.0,35.85,35.85,35.85,0.0,0.0,33.83,33.83,33.83,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2017-10-29,36.2,36.2,36.2,0.0,0.0,36.33,36.33,36.33,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2017-11-05,36.85,36.85,36.85,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2017-11-12,36.05,36.05,36.05,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2017-11-19,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2017-11-26,36.75,36.75,36.75,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.75,36.75,36.75,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2017-12-03,36.3,36.3,36.3,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2017-12-10,36.27,36.27,36.27,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2017-12-17,35.47,35.47,35.47,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2017-12-24,36.31,36.31,36.31,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2017-12-31,36.76,36.76,36.76,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.86,36.86,36.86,0.0,0.0
