Date,iShares MSCI Europe FinancialsEtf_Open_average,iShares MSCI Europe FinancialsEtf_Open_max,iShares MSCI Europe FinancialsEtf_Open_min,iShares MSCI Europe FinancialsEtf_Open_volatility,iShares MSCI Europe FinancialsEtf_Open_change,iShares MSCI Europe FinancialsEtf_High_average,iShares MSCI Europe FinancialsEtf_High_max,iShares MSCI Europe FinancialsEtf_High_min,iShares MSCI Europe FinancialsEtf_High_volatility,iShares MSCI Europe FinancialsEtf_High_change,iShares MSCI Europe FinancialsEtf_Low_average,iShares MSCI Europe FinancialsEtf_Low_max,iShares MSCI Europe FinancialsEtf_Low_min,iShares MSCI Europe FinancialsEtf_Low_volatility,iShares MSCI Europe FinancialsEtf_Low_change,iShares MSCI Europe FinancialsEtf_Close_average,iShares MSCI Europe FinancialsEtf_Close_max,iShares MSCI Europe FinancialsEtf_Close_min,iShares MSCI Europe FinancialsEtf_Close_volatility,iShares MSCI Europe FinancialsEtf_Close_change
2016-07-17,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2016-07-24,16.27,16.27,16.27,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2016-07-31,16.1,16.1,16.1,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2016-08-07,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2016-08-14,16.59,16.59,16.59,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2016-08-21,16.96,16.96,16.96,0.0,0.0,17.14,17.14,17.14,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2016-08-28,17.65,17.65,17.65,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2016-09-04,17.88,17.88,17.88,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2016-09-11,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2016-09-18,17.34,17.34,17.34,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2016-09-25,16.88,16.88,16.88,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2016-10-02,17.4,17.4,17.4,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2016-10-09,17.08,17.08,17.08,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.97,16.97,16.97,0.0,0.0,16.97,16.97,16.97,0.0,0.0
2016-10-16,17.44,17.44,17.44,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2016-10-23,17.82,17.82,17.82,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2016-10-30,17.34,17.34,17.34,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2016-11-06,18.26,18.26,18.26,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2016-11-13,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2016-11-20,17.99,17.99,17.99,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2016-11-27,17.95,17.95,17.95,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.93,17.93,17.93,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2016-12-04,19.28,19.28,19.28,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2016-12-11,19.16,19.16,19.16,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2016-12-18,18.9,18.9,18.9,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2016-12-25,18.95,18.95,18.95,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2017-01-01,19.52,19.52,19.52,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2017-01-08,19.45,19.45,19.45,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2017-01-15,19.36,19.36,19.36,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2017-01-22,19.95,19.95,19.95,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2017-01-29,19.9,19.9,19.9,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2017-02-05,19.37,19.37,19.37,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2017-02-12,19.55,19.55,19.55,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2017-02-19,19.04,19.04,19.04,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2017-02-26,19.72,19.72,19.72,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2017-03-05,20.01,20.01,20.01,0.0,0.0,20.24,20.24,20.24,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2017-03-12,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2017-03-19,20.27,20.27,20.27,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2017-03-26,20.27,20.27,20.27,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2017-04-02,20.0,20.0,20.0,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2017-04-09,19.69,19.69,19.69,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2017-04-16,20.13,20.13,20.13,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2017-04-23,21.42,21.42,21.42,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2017-04-30,22.12,22.12,22.12,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2017-05-07,21.91,21.91,21.91,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2017-05-14,22.04,22.04,22.04,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2017-05-21,22.05,22.05,22.05,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2017-05-28,22.07,22.07,22.07,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-06-04,22.06,22.06,22.06,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2017-06-11,21.87,21.87,21.87,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2017-06-18,21.15,21.15,21.15,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2017-06-25,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2017-07-02,22.43,22.43,22.43,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2017-07-09,22.69,22.69,22.69,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2017-07-16,22.63,22.63,22.63,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2017-07-23,22.98,22.98,22.98,0.0,0.0,23.15,23.15,23.15,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-07-30,23.56,23.56,23.56,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2017-08-06,22.72,22.72,22.72,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2017-08-13,22.52,22.52,22.52,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-08-20,22.73,22.73,22.73,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-08-27,22.71,22.71,22.71,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-09-03,22.5,22.5,22.5,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2017-09-10,23.01,23.01,23.01,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2017-09-17,23.34,23.34,23.34,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2017-09-24,23.3,23.3,23.3,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2017-10-01,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2017-10-08,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2017-10-15,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2017-10-22,23.05,23.05,23.05,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2017-10-29,22.99,22.99,22.99,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2017-11-05,22.86,22.86,22.86,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-11-12,22.74,22.74,22.74,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2017-11-19,23.16,23.16,23.16,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-11-26,23.15,23.15,23.15,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2017-12-03,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2017-12-10,23.14,23.14,23.14,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2017-12-17,23.26,23.26,23.26,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-12-24,23.36,23.36,23.36,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2017-12-31,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.89,23.89,23.89,0.0,0.0
