Date,Guggenheim CurrencyShares Japanese Yen_etf_Open_average,Guggenheim CurrencyShares Japanese Yen_etf_Open_max,Guggenheim CurrencyShares Japanese Yen_etf_Open_min,Guggenheim CurrencyShares Japanese Yen_etf_Open_volatility,Guggenheim CurrencyShares Japanese Yen_etf_Open_change,Guggenheim CurrencyShares Japanese Yen_etf_High_average,Guggenheim CurrencyShares Japanese Yen_etf_High_max,Guggenheim CurrencyShares Japanese Yen_etf_High_min,Guggenheim CurrencyShares Japanese Yen_etf_High_volatility,Guggenheim CurrencyShares Japanese Yen_etf_High_change,Guggenheim CurrencyShares Japanese Yen_etf_Low_average,Guggenheim CurrencyShares Japanese Yen_etf_Low_max,Guggenheim CurrencyShares Japanese Yen_etf_Low_min,Guggenheim CurrencyShares Japanese Yen_etf_Low_volatility,Guggenheim CurrencyShares Japanese Yen_etf_Low_change,Guggenheim CurrencyShares Japanese Yen_etf_Close_average,Guggenheim CurrencyShares Japanese Yen_etf_Close_max,Guggenheim CurrencyShares Japanese Yen_etf_Close_min,Guggenheim CurrencyShares Japanese Yen_etf_Close_volatility,Guggenheim CurrencyShares Japanese Yen_etf_Close_change
2016-07-17,91.1,91.1,91.1,0.0,0.0,91.31,91.31,91.31,0.0,0.0,90.85,90.85,90.85,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2016-07-24,93.88,93.88,93.88,0.0,0.0,94.74,94.74,94.74,0.0,0.0,93.81,93.81,93.81,0.0,0.0,94.71,94.71,94.71,0.0,0.0
2016-07-31,94.99,94.99,94.99,0.0,0.0,95.06,95.06,95.06,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.95,94.95,94.95,0.0,0.0
2016-08-07,95.62,95.62,95.62,0.0,0.0,95.8,95.8,95.8,0.0,0.0,95.39,95.39,95.39,0.0,0.0,95.45,95.45,95.45,0.0,0.0
2016-08-14,96.34,96.34,96.34,0.0,0.0,96.56,96.56,96.56,0.0,0.0,96.33,96.33,96.33,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2016-08-21,96.32,96.32,96.32,0.0,0.0,96.5,96.5,96.5,0.0,0.0,94.78,94.78,94.78,0.0,0.0,94.88,94.88,94.88,0.0,0.0
2016-08-28,93.25,93.25,93.25,0.0,0.0,93.33,93.33,93.33,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2016-09-04,93.81,93.81,93.81,0.0,0.0,94.18,94.18,94.18,0.0,0.0,93.77,93.77,93.77,0.0,0.0,94.05,94.05,94.05,0.0,0.0
2016-09-11,94.64,94.64,94.64,0.0,0.0,94.65,94.65,94.65,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.42,94.42,94.42,0.0,0.0
2016-09-18,95.59,95.59,95.59,0.0,0.0,95.71,95.71,95.71,0.0,0.0,95.46,95.46,95.46,0.0,0.0,95.54,95.54,95.54,0.0,0.0
2016-09-25,95.27,95.27,95.27,0.0,0.0,95.43,95.43,95.43,0.0,0.0,95.2,95.2,95.2,0.0,0.0,95.21,95.21,95.21,0.0,0.0
2016-10-02,93.72,93.72,93.72,0.0,0.0,93.86,93.86,93.86,0.0,0.0,93.32,93.32,93.32,0.0,0.0,93.79,93.79,93.79,0.0,0.0
2016-10-09,92.49,92.49,92.49,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.49,92.49,92.49,0.0,0.0,92.6,92.6,92.6,0.0,0.0
2016-10-16,93.16,93.16,93.16,0.0,0.0,93.23,93.23,93.23,0.0,0.0,92.84,92.84,92.84,0.0,0.0,92.96,92.96,92.96,0.0,0.0
2016-10-23,91.68,91.68,91.68,0.0,0.0,92.39,92.39,92.39,0.0,0.0,91.48,91.48,91.48,0.0,0.0,92.2,92.2,92.2,0.0,0.0
2016-10-30,93.75,93.75,93.75,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.53,93.53,93.53,0.0,0.0,93.7,93.7,93.7,0.0,0.0
2016-11-06,90.72,90.72,90.72,0.0,0.0,90.75,90.75,90.75,0.0,0.0,90.37,90.37,90.37,0.0,0.0,90.37,90.37,90.37,0.0,0.0
2016-11-13,87.56,87.56,87.56,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.02,87.02,87.02,0.0,0.0,87.08,87.08,87.08,0.0,0.0
2016-11-20,85.53,85.53,85.53,0.0,0.0,85.57,85.57,85.57,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.21,85.21,85.21,0.0,0.0
2016-11-27,84.89,84.89,84.89,0.0,0.0,85.1,85.1,85.1,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2016-12-04,83.92,83.92,83.92,0.0,0.0,84.0,84.0,84.0,0.0,0.0,83.64,83.64,83.64,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2016-12-11,81.57,81.57,81.57,0.0,0.0,82.09,82.09,82.09,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.82,81.82,81.82,0.0,0.0
2016-12-18,82.2,82.2,82.2,0.0,0.0,82.33,82.33,82.33,0.0,0.0,82.17,82.17,82.17,0.0,0.0,82.22,82.22,82.22,0.0,0.0
2016-12-25,82.54,82.54,82.54,0.0,0.0,82.75,82.75,82.75,0.0,0.0,82.52,82.52,82.52,0.0,0.0,82.52,82.52,82.52,0.0,0.0
2017-01-01,82.69,82.69,82.69,0.0,0.0,82.95,82.95,82.95,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.39,82.39,82.39,0.0,0.0
2017-01-08,83.9,83.9,83.9,0.0,0.0,84.31,84.31,84.31,0.0,0.0,83.55,83.55,83.55,0.0,0.0,84.17,84.17,84.17,0.0,0.0
2017-01-15,83.82,83.82,83.82,0.0,0.0,84.34,84.34,84.34,0.0,0.0,83.67,83.67,83.67,0.0,0.0,84.21,84.21,84.21,0.0,0.0
2017-01-22,83.78,83.78,83.78,0.0,0.0,83.87,83.87,83.87,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.72,83.72,83.72,0.0,0.0
2017-01-29,85.4,85.4,85.4,0.0,0.0,85.81,85.81,85.81,0.0,0.0,85.29,85.29,85.29,0.0,0.0,85.55,85.55,85.55,0.0,0.0
2017-02-05,84.77,84.77,84.77,0.0,0.0,85.4,85.4,85.4,0.0,0.0,84.77,84.77,84.77,0.0,0.0,85.05,85.05,85.05,0.0,0.0
2017-02-12,85.45,85.45,85.45,0.0,0.0,85.46,85.46,85.46,0.0,0.0,85.31,85.31,85.31,0.0,0.0,85.36,85.36,85.36,0.0,0.0
2017-02-19,85.82,85.82,85.82,0.0,0.0,86.09,86.09,86.09,0.0,0.0,85.69,85.69,85.69,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2017-02-26,84.18,84.18,84.18,0.0,0.0,84.62,84.62,84.62,0.0,0.0,83.97,83.97,83.97,0.0,0.0,84.61,84.61,84.61,0.0,0.0
2017-03-05,83.62,83.62,83.62,0.0,0.0,84.02,84.02,84.02,0.0,0.0,83.54,83.54,83.54,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2017-03-12,85.17,85.17,85.17,0.0,0.0,85.56,85.56,85.56,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.52,85.52,85.52,0.0,0.0
2017-03-19,86.67,86.67,86.67,0.0,0.0,87.08,87.08,87.08,0.0,0.0,86.58,86.58,86.58,0.0,0.0,86.65,86.65,86.65,0.0,0.0
2017-03-26,86.29,86.29,86.29,0.0,0.0,86.58,86.58,86.58,0.0,0.0,86.2,86.2,86.2,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2017-04-02,87.15,87.15,87.15,0.0,0.0,87.15,87.15,87.15,0.0,0.0,86.5,86.5,86.5,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2017-04-09,88.23,88.23,88.23,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.06,88.06,88.06,0.0,0.0,88.28,88.28,88.28,0.0,0.0
2017-04-16,88.26,88.26,88.26,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.16,88.16,88.16,0.0,0.0,88.3,88.3,88.3,0.0,0.0
2017-04-23,86.26,86.26,86.26,0.0,0.0,86.47,86.47,86.47,0.0,0.0,86.26,86.26,86.26,0.0,0.0,86.39,86.39,86.39,0.0,0.0
2017-04-30,85.53,85.53,85.53,0.0,0.0,85.63,85.63,85.63,0.0,0.0,85.39,85.39,85.39,0.0,0.0,85.61,85.61,85.61,0.0,0.0
2017-05-07,84.88,84.88,84.88,0.0,0.0,85.04,85.04,85.04,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2017-05-14,86.52,86.52,86.52,0.0,0.0,86.66,86.66,86.66,0.0,0.0,86.2,86.2,86.2,0.0,0.0,86.56,86.56,86.56,0.0,0.0
2017-05-21,86.54,86.54,86.54,0.0,0.0,86.63,86.63,86.63,0.0,0.0,86.4,86.4,86.4,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2017-05-28,86.96,86.96,86.96,0.0,0.0,87.2,87.2,87.2,0.0,0.0,86.93,86.93,86.93,0.0,0.0,87.18,87.18,87.18,0.0,0.0
2017-06-04,86.87,86.87,86.87,0.0,0.0,87.35,87.35,87.35,0.0,0.0,86.87,86.87,86.87,0.0,0.0,87.27,87.27,87.27,0.0,0.0
2017-06-11,86.61,86.61,86.61,0.0,0.0,86.96,86.96,86.96,0.0,0.0,86.61,86.61,86.61,0.0,0.0,86.8,86.8,86.8,0.0,0.0
2017-06-18,86.48,86.48,86.48,0.0,0.0,86.53,86.53,86.53,0.0,0.0,86.43,86.43,86.43,0.0,0.0,86.49,86.49,86.49,0.0,0.0
2017-06-25,85.82,85.82,85.82,0.0,0.0,85.85,85.85,85.85,0.0,0.0,85.45,85.45,85.45,0.0,0.0,85.53,85.53,85.53,0.0,0.0
2017-07-02,84.5,84.5,84.5,0.0,0.0,84.56,84.56,84.56,0.0,0.0,84.28,84.28,84.28,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2017-07-09,85.57,85.57,85.57,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.46,85.46,85.46,0.0,0.0
2017-07-16,86.41,86.41,86.41,0.0,0.0,86.61,86.61,86.61,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.58,86.58,86.58,0.0,0.0
2017-07-23,86.59,86.59,86.59,0.0,0.0,86.98,86.98,86.98,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.97,86.97,86.97,0.0,0.0
2017-07-30,86.94,86.94,86.94,0.0,0.0,86.95,86.95,86.95,0.0,0.0,86.61,86.61,86.61,0.0,0.0,86.88,86.88,86.88,0.0,0.0
2017-08-06,88.08,88.08,88.08,0.0,0.0,88.27,88.27,88.27,0.0,0.0,87.98,87.98,87.98,0.0,0.0,88.16,88.16,88.16,0.0,0.0
2017-08-13,88.34,88.34,88.34,0.0,0.0,88.52,88.52,88.52,0.0,0.0,87.77,87.77,87.77,0.0,0.0,88.09,88.09,88.09,0.0,0.0
2017-08-20,87.7,87.7,87.7,0.0,0.0,88.07,88.07,88.07,0.0,0.0,87.55,87.55,87.55,0.0,0.0,87.96,87.96,87.96,0.0,0.0
2017-08-27,87.46,87.46,87.46,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.09,87.09,87.09,0.0,0.0,87.19,87.19,87.19,0.0,0.0
2017-09-03,89.18,89.18,89.18,0.0,0.0,89.29,89.29,89.29,0.0,0.0,88.95,88.95,88.95,0.0,0.0,89.17,89.17,89.17,0.0,0.0
2017-09-10,86.71,86.71,86.71,0.0,0.0,86.79,86.79,86.79,0.0,0.0,86.5,86.5,86.5,0.0,0.0,86.69,86.69,86.69,0.0,0.0
2017-09-17,85.76,85.76,85.76,0.0,0.0,85.87,85.87,85.87,0.0,0.0,85.68,85.68,85.68,0.0,0.0,85.75,85.75,85.75,0.0,0.0
2017-09-24,85.52,85.52,85.52,0.0,0.0,85.54,85.54,85.54,0.0,0.0,85.26,85.26,85.26,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2017-10-01,84.8,84.8,84.8,0.0,0.0,85.28,85.28,85.28,0.0,0.0,84.71,84.71,84.71,0.0,0.0,85.26,85.26,85.26,0.0,0.0
2017-10-08,85.97,85.97,85.97,0.0,0.0,85.99,85.99,85.99,0.0,0.0,85.77,85.77,85.77,0.0,0.0,85.85,85.85,85.85,0.0,0.0
2017-10-15,84.71,84.71,84.71,0.0,0.0,84.78,84.78,84.78,0.0,0.0,84.57,84.57,84.57,0.0,0.0,84.61,84.61,84.61,0.0,0.0
2017-10-22,84.18,84.18,84.18,0.0,0.0,84.48,84.48,84.48,0.0,0.0,84.16,84.16,84.16,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2017-10-29,84.25,84.25,84.25,0.0,0.0,84.26,84.26,84.26,0.0,0.0,83.92,83.92,83.92,0.0,0.0,84.14,84.14,84.14,0.0,0.0
2017-11-05,84.67,84.67,84.67,0.0,0.0,84.77,84.77,84.77,0.0,0.0,84.54,84.54,84.54,0.0,0.0,84.58,84.58,84.58,0.0,0.0
2017-11-12,85.42,85.42,85.42,0.0,0.0,85.76,85.76,85.76,0.0,0.0,85.36,85.36,85.36,0.0,0.0,85.67,85.67,85.67,0.0,0.0
2017-11-19,86.17,86.17,86.17,0.0,0.0,86.21,86.21,86.21,0.0,0.0,86.02,86.02,86.02,0.0,0.0,86.03,86.03,86.03,0.0,0.0
2017-11-26,85.18,85.18,85.18,0.0,0.0,86.12,86.12,86.12,0.0,0.0,85.05,85.05,85.05,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2017-12-03,84.77,84.77,84.77,0.0,0.0,84.83,84.83,84.83,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.59,84.59,84.59,0.0,0.0
2017-12-10,85.42,85.42,85.42,0.0,0.0,85.45,85.45,85.45,0.0,0.0,85.13,85.13,85.13,0.0,0.0,85.27,85.27,85.27,0.0,0.0
2017-12-17,84.66,84.66,84.66,0.0,0.0,84.73,84.73,84.73,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2017-12-24,85.25,85.25,85.25,0.0,0.0,85.31,85.31,85.31,0.0,0.0,85.13,85.13,85.13,0.0,0.0,85.14,85.14,85.14,0.0,0.0
2017-12-31,84.74,84.74,84.74,0.0,0.0,84.84,84.84,84.84,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.84,84.84,84.84,0.0,0.0
