Date,ProShares Ultra VIX Short-Term Futures_etf_Open_average,ProShares Ultra VIX Short-Term Futures_etf_Open_max,ProShares Ultra VIX Short-Term Futures_etf_Open_min,ProShares Ultra VIX Short-Term Futures_etf_Open_volatility,ProShares Ultra VIX Short-Term Futures_etf_Open_change,ProShares Ultra VIX Short-Term Futures_etf_High_average,ProShares Ultra VIX Short-Term Futures_etf_High_max,ProShares Ultra VIX Short-Term Futures_etf_High_min,ProShares Ultra VIX Short-Term Futures_etf_High_volatility,ProShares Ultra VIX Short-Term Futures_etf_High_change,ProShares Ultra VIX Short-Term Futures_etf_Low_average,ProShares Ultra VIX Short-Term Futures_etf_Low_max,ProShares Ultra VIX Short-Term Futures_etf_Low_min,ProShares Ultra VIX Short-Term Futures_etf_Low_volatility,ProShares Ultra VIX Short-Term Futures_etf_Low_change,ProShares Ultra VIX Short-Term Futures_etf_Close_average,ProShares Ultra VIX Short-Term Futures_etf_Close_max,ProShares Ultra VIX Short-Term Futures_etf_Close_min,ProShares Ultra VIX Short-Term Futures_etf_Close_volatility,ProShares Ultra VIX Short-Term Futures_etf_Close_change
2016-03-13,11625.0,11625.0,11625.0,0.0,0.0,12235.0,12235.0,12235.0,0.0,0.0,11325.0,11325.0,11325.0,0.0,0.0,11750.0,11750.0,11750.0,0.0,0.0
2016-03-20,12600.0,12600.0,12600.0,0.0,0.0,12800.0,12800.0,12800.0,0.0,0.0,11635.0,11635.0,11635.0,0.0,0.0,11665.0,11665.0,11665.0,0.0,0.0
2016-03-27,10290.0,10290.0,10290.0,0.0,0.0,10415.0,10415.0,10415.0,0.0,0.0,9055.0,9055.0,9055.0,0.0,0.0,9110.0,9110.0,9110.0,0.0,0.0
2016-04-03,10235.0,10235.0,10235.0,0.0,0.0,10905.0,10905.0,10905.0,0.0,0.0,9875.0,9875.0,9875.0,0.0,0.0,10460.0,10460.0,10460.0,0.0,0.0
2016-04-10,8900.0,8900.0,8900.0,0.0,0.0,9115.0,9115.0,9115.0,0.0,0.0,8705.0,8705.0,8705.0,0.0,0.0,8720.4,8720.4,8720.4,0.0,0.0
2016-04-17,8260.0,8260.0,8260.0,0.0,0.0,8390.0,8390.0,8390.0,0.0,0.0,7695.0,7695.0,7695.0,0.0,0.0,7755.0,7755.0,7755.0,0.0,0.0
2016-04-24,8200.0,8200.0,8200.0,0.0,0.0,9250.0,9250.0,9250.0,0.0,0.0,8005.95,8005.95,8005.95,0.0,0.0,8510.0,8510.0,8510.0,0.0,0.0
2016-05-01,8440.0,8440.0,8440.0,0.0,0.0,8460.0,8460.0,8460.0,0.0,0.0,7580.0,7580.0,7580.0,0.0,0.0,7635.0,7635.0,7635.0,0.0,0.0
2016-05-08,6820.0,6820.0,6820.0,0.0,0.0,7425.0,7425.0,7425.0,0.0,0.0,6555.0,6555.0,6555.0,0.0,0.0,7315.0,7315.0,7315.0,0.0,0.0
2016-05-15,6960.0,6960.0,6960.0,0.0,0.0,7000.0,7000.0,7000.0,0.0,0.0,6710.0,6710.0,6710.0,0.0,0.0,6750.4,6750.4,6750.4,0.0,0.0
2016-05-22,5650.0,5650.0,5650.0,0.0,0.0,5699.95,5699.95,5699.95,0.0,0.0,5420.0,5420.0,5420.0,0.0,0.0,5425.4,5425.4,5425.4,0.0,0.0
2016-05-29,5230.0,5230.0,5230.0,0.0,0.0,5510.0,5510.0,5510.0,0.0,0.0,4930.0,4930.0,4930.0,0.0,0.0,4995.0,4995.0,4995.0,0.0,0.0
2016-06-05,5600.0,5600.0,5600.0,0.0,0.0,6105.0,6105.0,6105.0,0.0,0.0,5519.95,5519.95,5519.95,0.0,0.0,6045.4,6045.4,6045.4,0.0,0.0
2016-06-12,6960.0,6960.0,6960.0,0.0,0.0,7225.0,7225.0,7225.0,0.0,0.0,6710.0,6710.0,6710.0,0.0,0.0,6960.0,6960.0,6960.0,0.0,0.0
2016-06-19,7095.0,7095.0,7095.0,0.0,0.0,7770.0,7770.0,7770.0,0.0,0.0,6125.0,6125.0,6125.0,0.0,0.0,7495.0,7495.0,7495.0,0.0,0.0
2016-06-26,4640.0,4640.0,4640.0,0.0,0.0,4675.0,4675.0,4675.0,0.0,0.0,4375.0,4375.0,4375.0,0.0,0.0,4425.0,4425.0,4425.0,0.0,0.0
2016-07-03,3900.0,3900.0,3900.0,0.0,0.0,3955.0,3955.0,3955.0,0.0,0.0,3605.0,3605.0,3605.0,0.0,0.0,3660.0,3660.0,3660.0,0.0,0.0
2016-07-10,3320.0,3320.0,3320.0,0.0,0.0,3555.0,3555.0,3555.0,0.0,0.0,3285.0,3285.0,3285.0,0.0,0.0,3345.0,3345.0,3345.0,0.0,0.0
2016-07-17,3160.0,3160.0,3160.0,0.0,0.0,3210.0,3210.0,3210.0,0.0,0.0,2985.0,2985.0,2985.0,0.0,0.0,3050.0,3050.0,3050.0,0.0,0.0
2016-07-24,2718.0,2718.0,2718.0,0.0,0.0,2729.0,2729.0,2729.0,0.0,0.0,2490.0,2490.0,2490.0,0.0,0.0,2535.0,2535.0,2535.0,0.0,0.0
2016-07-31,2249.0,2249.0,2249.0,0.0,0.0,2254.0,2254.0,2254.0,0.0,0.0,2147.0,2147.0,2147.0,0.0,0.0,2203.08,2203.08,2203.08,0.0,0.0
2016-08-07,2113.0,2113.0,2113.0,0.0,0.0,2165.0,2165.0,2165.0,0.0,0.0,2041.0,2041.0,2041.0,0.0,0.0,2070.0,2070.0,2070.0,0.0,0.0
2016-08-14,2003.0,2003.0,2003.0,0.0,0.0,2040.0,2040.0,2040.0,0.0,0.0,1960.0,1960.0,1960.0,0.0,0.0,1975.0,1975.0,1975.0,0.0,0.0
2016-08-21,2035.0,2035.0,2035.0,0.0,0.0,2221.0,2221.0,2221.0,0.0,0.0,1925.0,1925.0,1925.0,0.0,0.0,2083.0,2083.0,2083.0,0.0,0.0
2016-08-28,1887.0,1887.0,1887.0,0.0,0.0,1903.0,1903.0,1903.0,0.0,0.0,1824.0,1824.0,1824.0,0.0,0.0,1827.0,1827.0,1827.0,0.0,0.0
2016-09-04,1830.0,1830.0,1830.0,0.0,0.0,2250.0,2250.0,2250.0,0.0,0.0,1816.0,1816.0,1816.0,0.0,0.0,2242.0,2242.0,2242.0,0.0,0.0
2016-09-11,2364.0,2364.0,2364.0,0.0,0.0,2446.0,2446.0,2446.0,0.0,0.0,2180.0,2180.0,2180.0,0.0,0.0,2208.0,2208.0,2208.0,0.0,0.0
2016-09-18,1637.0,1637.0,1637.0,0.0,0.0,1668.0,1668.0,1668.0,0.0,0.0,1607.5,1607.5,1607.5,0.0,0.0,1649.0,1649.0,1649.0,0.0,0.0
2016-09-25,1685.0,1685.0,1685.0,0.0,0.0,1747.0,1747.0,1747.0,0.0,0.0,1622.0,1622.0,1622.0,0.0,0.0,1665.0,1665.0,1665.0,0.0,0.0
2016-10-02,1566.0,1566.0,1566.0,0.0,0.0,1657.0,1657.0,1657.0,0.0,0.0,1553.0,1553.0,1553.0,0.0,0.0,1589.0,1589.0,1589.0,0.0,0.0
2016-10-09,1690.0,1690.0,1690.0,0.0,0.0,1780.38,1780.38,1780.38,0.0,0.0,1665.0,1665.0,1665.0,0.0,0.0,1758.0,1758.0,1758.0,0.0,0.0
2016-10-16,1501.0,1501.0,1501.0,0.0,0.0,1515.0,1515.0,1515.0,0.0,0.0,1418.0,1418.0,1418.0,0.0,0.0,1423.0,1423.0,1423.0,0.0,0.0
2016-10-23,1471.0,1471.0,1471.0,0.0,0.0,1640.0,1640.0,1640.0,0.0,0.0,1437.0,1437.0,1437.0,0.0,0.0,1588.0,1588.0,1588.0,0.0,0.0
2016-10-30,1985.0,1985.0,1985.0,0.0,0.0,2063.0,2063.0,2063.0,0.0,0.0,1881.0,1881.0,1881.0,0.0,0.0,2039.0,2039.0,2039.0,0.0,0.0
2016-11-06,1466.0,1466.0,1466.0,0.0,0.0,1498.0,1498.0,1498.0,0.0,0.0,1343.0,1343.0,1343.0,0.0,0.0,1354.0,1354.0,1354.0,0.0,0.0
2016-11-13,1163.0,1163.0,1163.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,1140.0,1140.0,1140.0,0.0,0.0,1152.0,1152.0,1152.0,0.0,0.0
2016-11-20,1063.0,1063.0,1063.0,0.0,0.0,1084.0,1084.0,1084.0,0.0,0.0,1053.0,1053.0,1053.0,0.0,0.0,1057.0,1057.0,1057.0,0.0,0.0
2016-11-27,1156.0,1156.0,1156.0,0.0,0.0,1168.0,1168.0,1168.0,0.0,0.0,1079.0,1079.0,1079.0,0.0,0.0,1144.0,1144.0,1144.0,0.0,0.0
2016-12-04,949.0,949.0,949.0,0.0,0.0,951.0,951.0,951.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,914.0,914.0,914.0,0.0,0.0
2016-12-11,886.0,886.0,886.0,0.0,0.0,911.0,911.0,911.0,0.0,0.0,875.0,875.0,875.0,0.0,0.0,885.0,885.0,885.0,0.0,0.0
2016-12-18,799.0,799.0,799.0,0.0,0.0,806.0,806.0,806.0,0.0,0.0,781.0,781.0,781.0,0.0,0.0,783.0,783.0,783.0,0.0,0.0
2016-12-25,820.0,820.0,820.0,0.0,0.0,892.0,892.0,892.0,0.0,0.0,820.0,820.0,820.0,0.0,0.0,875.0,875.0,875.0,0.0,0.0
2017-01-01,655.0,655.0,655.0,0.0,0.0,665.01,665.01,665.01,0.0,0.0,623.0,623.0,623.0,0.0,0.0,651.0,651.0,651.0,0.0,0.0
2017-01-08,604.4,604.4,604.4,0.0,0.0,626.0,626.0,626.0,0.0,0.0,596.0,596.0,596.0,0.0,0.0,612.6,612.6,612.6,0.0,0.0
2017-01-15,603.0,603.0,603.0,0.0,0.0,607.68,607.68,607.68,0.0,0.0,568.0,568.0,568.0,0.0,0.0,568.0,568.0,568.0,0.0,0.0
2017-01-22,485.0,485.0,485.0,0.0,0.0,493.0,493.0,493.0,0.0,0.0,473.6,473.6,473.6,0.0,0.0,476.6,476.6,476.6,0.0,0.0
2017-01-29,469.6,469.6,469.6,0.0,0.0,476.0,476.0,476.0,0.0,0.0,459.6,459.6,459.6,0.0,0.0,470.6,470.6,470.6,0.0,0.0
2017-02-05,443.0,443.0,443.0,0.0,0.0,445.2,445.2,445.2,0.0,0.0,432.2,432.2,432.2,0.0,0.0,438.2,438.2,438.2,0.0,0.0
2017-02-12,422.0,422.0,422.0,0.0,0.0,427.8,427.8,427.8,0.0,0.0,401.0,401.0,401.0,0.0,0.0,405.0,405.0,405.0,0.0,0.0
2017-02-19,472.0,472.0,472.0,0.0,0.0,476.4,476.4,476.4,0.0,0.0,426.0,426.0,426.0,0.0,0.0,428.8,428.8,428.8,0.0,0.0
2017-02-26,417.0,417.0,417.0,0.0,0.0,418.2,418.2,418.2,0.0,0.0,399.4,399.4,399.4,0.0,0.0,402.6,402.6,402.6,0.0,0.0
2017-03-05,382.0,382.0,382.0,0.0,0.0,393.2,393.2,393.2,0.0,0.0,377.4,377.4,377.4,0.0,0.0,378.0,378.0,378.0,0.0,0.0
2017-03-12,329.2,329.2,329.2,0.0,0.0,330.6,330.6,330.6,0.0,0.0,316.6,316.6,316.6,0.0,0.0,326.4,326.4,326.4,0.0,0.0
2017-03-19,367.4,367.4,367.4,0.0,0.0,398.0,398.0,398.0,0.0,0.0,351.4,351.4,351.4,0.0,0.0,364.4,364.4,364.4,0.0,0.0
2017-03-26,313.2,313.2,313.2,0.0,0.0,324.6,324.6,324.6,0.0,0.0,308.6,308.6,308.6,0.0,0.0,323.4,323.4,323.4,0.0,0.0
2017-04-02,335.4,335.4,335.4,0.0,0.0,351.8,351.8,351.8,0.0,0.0,328.2,328.2,328.2,0.0,0.0,350.0,350.0,350.0,0.0,0.0
2017-04-09,415.6,415.6,415.6,0.0,0.0,435.0,435.0,435.0,0.0,0.0,399.0,399.0,399.0,0.0,0.0,429.2,429.2,429.2,0.0,0.0
2017-04-16,381.8,381.8,381.8,0.0,0.0,396.0,396.0,396.0,0.0,0.0,377.8,377.8,377.8,0.0,0.0,379.8,379.8,379.8,0.0,0.0
2017-04-23,284.8,284.8,284.8,0.0,0.0,290.6,290.6,290.6,0.0,0.0,283.2,283.2,283.2,0.0,0.0,283.6,283.6,283.6,0.0,0.0
2017-04-30,259.0,259.0,259.0,0.0,0.0,265.2,265.2,265.2,0.0,0.0,256.4,256.4,256.4,0.0,0.0,263.0,263.0,263.0,0.0,0.0
2017-05-07,251.8,251.8,251.8,0.0,0.0,253.6,253.6,253.6,0.0,0.0,248.0,248.0,248.0,0.0,0.0,248.2,248.2,248.2,0.0,0.0
2017-05-14,281.6,281.6,281.6,0.0,0.0,283.0,283.0,283.0,0.0,0.0,248.8,248.8,248.8,0.0,0.0,259.0,259.0,259.0,0.0,0.0
2017-05-21,228.8,228.8,228.8,0.0,0.0,228.8,228.8,228.8,0.0,0.0,218.0,218.0,218.0,0.0,0.0,219.0,219.0,219.0,0.0,0.0
2017-05-28,211.0,211.0,211.0,0.0,0.0,212.6,212.6,212.6,0.0,0.0,206.0,206.0,206.0,0.0,0.0,210.2,210.2,210.2,0.0,0.0
2017-06-04,203.0,203.0,203.0,0.0,0.0,231.6,231.6,231.6,0.0,0.0,198.6,198.6,198.6,0.0,0.0,212.8,212.8,212.8,0.0,0.0
2017-06-11,202.4,202.4,202.4,0.0,0.0,210.0,210.0,210.0,0.0,0.0,201.4,201.4,201.4,0.0,0.0,202.2,202.2,202.2,0.0,0.0
2017-06-18,192.0,192.0,192.0,0.0,0.0,194.8,194.8,194.8,0.0,0.0,188.0,188.0,188.0,0.0,0.0,188.4,188.4,188.4,0.0,0.0
2017-06-25,190.4,190.4,190.4,0.0,0.0,207.2,207.2,207.2,0.0,0.0,187.4,187.4,187.4,0.0,0.0,194.8,194.8,194.8,0.0,0.0
2017-07-02,210.6,210.6,210.6,0.0,0.0,214.6,214.6,214.6,0.0,0.0,203.36,203.36,203.36,0.0,0.0,204.2,204.2,204.2,0.0,0.0
2017-07-09,178.0,178.0,178.0,0.0,0.0,178.2,178.2,178.2,0.0,0.0,169.0,169.0,169.0,0.0,0.0,171.2,171.2,171.2,0.0,0.0
2017-07-16,153.55,153.55,153.55,0.0,0.0,154.95,154.95,154.95,0.0,0.0,148.85,148.85,148.85,0.0,0.0,148.95,148.95,148.95,0.0,0.0
2017-07-23,154.1,154.1,154.1,0.0,0.0,158.6,158.6,158.6,0.0,0.0,150.0,150.0,150.0,0.0,0.0,150.95,150.95,150.95,0.0,0.0
2017-07-30,148.15,148.15,148.15,0.0,0.0,149.9,149.9,149.9,0.0,0.0,145.1,145.1,145.1,0.0,0.0,148.95,148.95,148.95,0.0,0.0
2017-08-06,206.5,206.5,206.5,0.0,0.0,228.1,228.1,228.1,0.0,0.0,193.05,193.05,193.05,0.0,0.0,215.45,215.45,215.45,0.0,0.0
2017-08-13,194.35,194.35,194.35,0.0,0.0,207.8,207.8,207.8,0.0,0.0,175.75,175.75,175.75,0.0,0.0,194.85,194.85,194.85,0.0,0.0
2017-08-20,158.1,158.1,158.1,0.0,0.0,161.35,161.35,161.35,0.0,0.0,153.15,153.15,153.15,0.0,0.0,154.4,154.4,154.4,0.0,0.0
2017-08-27,142.65,142.65,142.65,0.0,0.0,145.55,145.55,145.55,0.0,0.0,141.8,141.8,141.8,0.0,0.0,144.7,144.7,144.7,0.0,0.0
2017-09-03,155.75,155.75,155.75,0.0,0.0,161.3,161.3,161.3,0.0,0.0,154.5,154.5,154.5,0.0,0.0,159.15,159.15,159.15,0.0,0.0
2017-09-10,126.7,126.7,126.7,0.0,0.0,126.85,126.85,126.85,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.45,123.45,123.45,0.0,0.0
2017-09-17,117.05,117.05,117.05,0.0,0.0,118.45,118.45,118.45,0.0,0.0,112.75,112.75,112.75,0.0,0.0,114.35,114.35,114.35,0.0,0.0
2017-09-24,106.95,106.95,106.95,0.0,0.0,108.39,108.39,108.39,0.0,0.0,102.5,102.5,102.5,0.0,0.0,103.0,103.0,103.0,0.0,0.0
2017-10-01,92.85,92.85,92.85,0.0,0.0,96.8,96.8,96.8,0.0,0.0,92.1,92.1,92.1,0.0,0.0,92.1,92.1,92.1,0.0,0.0
2017-10-08,84.7,84.7,84.7,0.0,0.0,85.4,85.4,85.4,0.0,0.0,82.0,82.0,82.0,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2017-10-15,76.5,76.5,76.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,75.9,75.9,75.9,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2017-10-22,83.4,83.4,83.4,0.0,0.0,86.15,86.15,86.15,0.0,0.0,77.3,77.3,77.3,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2017-10-29,74.85,74.85,74.85,0.0,0.0,76.85,76.85,76.85,0.0,0.0,74.25,74.25,74.25,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2017-11-05,78.5,78.5,78.5,0.0,0.0,81.4,81.4,81.4,0.0,0.0,77.66,77.66,77.66,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2017-11-12,81.1,81.1,81.1,0.0,0.0,81.3,81.3,81.3,0.0,0.0,77.6,77.6,77.6,0.0,0.0,78.6,78.6,78.6,0.0,0.0
2017-11-19,65.65,65.65,65.65,0.0,0.0,66.38,66.38,66.38,0.0,0.0,65.3,65.3,65.3,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2017-11-26,68.65,68.65,68.65,0.0,0.0,85.0,85.0,85.0,0.0,0.0,67.25,67.25,67.25,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2017-12-03,62.5,62.5,62.5,0.0,0.0,62.88,62.88,62.88,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2017-12-10,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2017-12-17,49.65,49.65,49.65,0.0,0.0,51.15,51.15,51.15,0.0,0.0,49.1,49.1,49.1,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2017-12-24,48.9,48.9,48.9,0.0,0.0,51.25,51.25,51.25,0.0,0.0,48.75,48.75,48.75,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-12-31,44.85,44.85,44.85,0.0,0.0,45.55,45.55,45.55,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.95,44.95,44.95,0.0,0.0
