Date,iShares Edge MSCI Min Vol Japan_etf_Open_average,iShares Edge MSCI Min Vol Japan_etf_Open_max,iShares Edge MSCI Min Vol Japan_etf_Open_min,iShares Edge MSCI Min Vol Japan_etf_Open_volatility,iShares Edge MSCI Min Vol Japan_etf_Open_change,iShares Edge MSCI Min Vol Japan_etf_High_average,iShares Edge MSCI Min Vol Japan_etf_High_max,iShares Edge MSCI Min Vol Japan_etf_High_min,iShares Edge MSCI Min Vol Japan_etf_High_volatility,iShares Edge MSCI Min Vol Japan_etf_High_change,iShares Edge MSCI Min Vol Japan_etf_Low_average,iShares Edge MSCI Min Vol Japan_etf_Low_max,iShares Edge MSCI Min Vol Japan_etf_Low_min,iShares Edge MSCI Min Vol Japan_etf_Low_volatility,iShares Edge MSCI Min Vol Japan_etf_Low_change,iShares Edge MSCI Min Vol Japan_etf_Close_average,iShares Edge MSCI Min Vol Japan_etf_Close_max,iShares Edge MSCI Min Vol Japan_etf_Close_min,iShares Edge MSCI Min Vol Japan_etf_Close_volatility,iShares Edge MSCI Min Vol Japan_etf_Close_change
2016-11-27,57.79,57.79,57.79,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2016-12-04,58.61,58.61,58.61,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2016-12-11,58.21,58.21,58.21,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2016-12-18,57.39,57.39,57.39,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2016-12-25,56.91,56.91,56.91,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2017-01-01,58.78,58.78,58.78,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2017-01-08,58.85,58.85,58.85,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.75,58.75,58.75,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2017-01-15,58.4,58.4,58.4,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2017-01-22,58.54,58.54,58.54,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2017-01-29,58.72,58.72,58.72,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2017-02-05,58.8,58.8,58.8,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2017-02-12,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2017-02-19,59.28,59.28,59.28,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2017-02-26,58.88,58.88,58.88,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2017-03-05,59.09,59.09,59.09,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-03-12,59.6,59.6,59.6,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2017-03-19,60.3,60.3,60.3,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2017-03-26,59.71,59.71,59.71,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2017-04-02,59.85,59.85,59.85,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2017-04-09,59.89,59.89,59.89,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2017-04-16,60.35,60.35,60.35,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2017-04-23,60.23,60.23,60.23,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2017-04-30,60.64,60.64,60.64,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2017-05-07,61.14,61.14,61.14,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2017-05-14,62.18,62.18,62.18,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2017-05-21,62.32,62.32,62.32,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2017-05-28,63.86,63.86,63.86,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2017-06-04,63.14,63.14,63.14,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2017-06-11,63.66,63.66,63.66,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2017-06-18,63.55,63.55,63.55,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2017-06-25,62.59,62.59,62.59,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2017-07-02,61.28,61.28,61.28,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2017-07-09,62.26,62.26,62.26,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2017-07-16,63.04,63.04,63.04,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2017-07-23,63.22,63.22,63.22,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2017-07-30,64.02,64.02,64.02,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2017-08-06,63.29,63.29,63.29,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2017-08-13,63.73,63.73,63.73,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2017-08-20,63.63,63.63,63.63,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2017-08-27,64.03,64.03,64.03,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2017-09-03,64.35,64.35,64.35,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.33,64.33,64.33,0.0,0.0
2017-09-10,64.11,64.11,64.11,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2017-09-17,63.93,63.93,63.93,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2017-09-24,64.32,64.32,64.32,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2017-10-01,64.15,64.15,64.15,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2017-10-08,66.03,66.03,66.03,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.03,66.03,66.03,0.0,0.0
2017-10-15,66.11,66.11,66.11,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2017-10-22,66.42,66.42,66.42,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2017-10-29,67.13,67.13,67.13,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.21,67.21,67.21,0.0,0.0
2017-11-05,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2017-11-12,66.84,66.84,66.84,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2017-11-19,67.86,67.86,67.86,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2017-11-26,67.84,67.84,67.84,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.9,67.9,67.9,0.0,0.0
2017-12-03,68.31,68.31,68.31,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2017-12-10,68.89,68.89,68.89,0.0,0.0,68.89,68.89,68.89,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2017-12-17,67.9,67.9,67.9,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-12-24,67.89,67.89,67.89,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-12-31,69.19,69.19,69.19,0.0,0.0,69.31,69.31,69.31,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.3,69.3,69.3,0.0,0.0
